RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,ROUNDS,AVG,TOTAL DISTANCE (FEET),# OF ATTEMPTS,RELATIVE TO PAR,YEAR
T41,,Chris Kirk,108,"32' 0""",8490.5,265,E,Y2018
T41,,Pat Perez,82,"32' 0""",4030.42,126,3,Y2018
T43,,Alex Cejka,77,"32' 1""",6094.67,190,-9,Y2018
T43,,"Ted Potter, Jr.",87,"32' 1""",6992.83,218,19,Y2018
T43,,Adam Scott,78,"32' 1""",4967.75,155,3,Y2018
T46,,Kiradech Aphibarnrat,51,"32' 2""",2898.42,90,4,Y2018
T46,,Keegan Bradley,98,"32' 2""",6459.92,201,-4,Y2018
T46,,Talor Gooch,78,"32' 2""",4499.83,140,-7,Y2018
T46,,Jordan Spieth,81,"32' 2""",4762.5,148,4,Y2018
T50,,Blayne Barber,69,"32' 3""",5153.67,160,13,Y2018
T50,,Daniel Berger,81,"32' 3""",5615,174,-18,Y2018
T50,,Michael Thompson,62,"32' 3""",5257.75,163,-15,Y2018
T53,,Abraham Ancer,98,"32' 4""",6494.17,201,-2,Y2018
T53,,Mackenzie Hughes,80,"32' 4""",5660.5,175,-6,Y2018
T53,,Rob Oppenheim,74,"32' 4""",4430.58,137,4,Y2018
T56,,Danny Lee,88,"32' 5""",6030.67,186,-4,Y2018
T56,,Luke List,98,"32' 5""",5579.42,172,6,Y2018
T58,,Justin Rose,70,"32' 6""",4392.42,135,1,Y2018
T58,,Chris Stroud,81,"32' 6""",4838.25,149,16,Y2018
T58,,Vaughn Taylor,83,"32' 6""",6005,185,6,Y2018
61,,Patrick Reed,94,"32' 7""",4269,131,2,Y2018
62,,Marc Leishman,93,"32' 8""",6076.33,186,-22,Y2018
T63,,Matt Atkins,56,"32' 9""",2683.08,82,7,Y2018
T63,,Russell Henley,77,"32' 9""",5365.67,164,-9,Y2018
T63,,Satoshi Kodaira,51,"32' 9""",3599.42,110,17,Y2018
T63,,Kelly Kraft,94,"32' 9""",7309.75,223,10,Y2018
T67,,Scott Brown,102,"32' 10""",6788.75,207,11,Y2018
T67,,James Hahn,85,"32' 10""",6134.67,187,7,Y2018
T69,,Tony Finau,105,"32' 11""",5600.17,170,-19,Y2018
T69,,Jason Kokrak,99,"32' 11""",6851.92,208,1,Y2018
T71,,Brian Harman,94,"33' 0""",5603.33,170,-4,Y2018
T71,,Billy Horschel,86,"33' 0""",6231.92,189,4,Y2018
T73,,Byeong Hun An,86,"33' 1""",5527.42,167,5,Y2018
T73,,Johnson Wagner,75,"33' 1""",4434.42,134,-16,Y2018
T75,,Jonathan Byrd,70,"33' 2""",4213.25,127,2,Y2018
T75,,Brice Garnett,99,"33' 2""",6670.92,201,13,Y2018
T75,,Anirban Lahiri,82,"33' 2""",5602,169,3,Y2018
T75,,Rory Sabbatini,91,"33' 2""",6199.92,187,-2,Y2018
T75,,Brett Stegmaier,67,"33' 2""",3349.83,101,-3,Y2018
T75,,Richy Werenski,98,"33' 2""",6341.08,191,14,Y2018
T81,,Bud Cauley,55,"33' 3""",3492.58,105,9,Y2018
T81,,Si Woo Kim,108,"33' 3""",6446.92,194,10,Y2018
T81,,Ben Martin,64,"33' 3""",5115.08,154,12,Y2018
T81,,Xander Schauffele,96,"33' 3""",5256.92,158,-1,Y2018
T85,,Martin Laird,73,"33' 4""",5605.08,168,-5,Y2018
T85,,David Lingmerth,82,"33' 4""",6966.17,209,2,Y2018
T85,,Ryan Palmer,69,"33' 4""",4666,140,10,Y2018
T85,,Kevin Streelman,94,"33' 4""",7697.42,231,4,Y2018
T85,,Xinjun Zhang,81,"33' 4""",4604.5,138,5,Y2018
T90,,Kevin Chappell,77,"33' 5""",4543.5,136,E,Y2018
T90,,Billy Hurley III,70,"33' 5""",5048.17,151,2,Y2018
T90,,Kevin Tway,110,"33' 5""",6556.17,196,-8,Y2018
T93,,Jim Furyk,50,"33' 7""",5205.92,155,5,Y2018
T93,,Nate Lashley,51,"33' 7""",2888.08,86,-2,Y2018
T93,,Nicholas Lindheim,77,"33' 7""",5032.92,150,-3,Y2018
T93,,Ian Poulter,73,"33' 7""",4197.92,125,4,Y2018
T97,,Paul Casey,74,"33' 8""",3868.58,115,6,Y2018
T97,,Charley Hoffman,87,"33' 8""",5390.83,160,12,Y2018
T97,,Matt Kuchar,88,"33' 8""",6695.08,199,10,Y2018
T97,,Cameron Percy,56,"33' 8""",3403.17,101,-1,Y2018
T97,,Sam Saunders,80,"33' 8""",4272.17,127,17,Y2018
T97,,Webb Simpson,95,"33' 8""",6492.58,193,-4,Y2018
T103,,J.J. Henry,81,"33' 9""",5972.33,177,20,Y2018
T103,,Scott Piercy,84,"33' 9""",5943.83,176,-3,Y2018
T105,,Zach Johnson,94,"33' 10""",6254.42,185,-2,Y2018
T105,,Justin Thomas,91,"33' 10""",4632.33,137,-15,Y2018
T107,,Brandon Harkins,101,"33' 11""",6233.33,184,7,Y2018
T107,,Stephan Jaeger,81,"33' 11""",5456.08,161,12,Y2018
T107,,Whee Kim,93,"33' 11""",7225.75,213,15,Y2018
T107,,Robert Streb,78,"33' 11""",5189.17,153,4,Y2018
T111,,Zecheng Dou,53,"34' 0""",2280.08,67,3,Y2018
T111,,Ryan Moore,78,"34' 0""",6769.42,199,20,Y2018
T111,,Jon Rahm,71,"34' 0""",3434,101,7,Y2018
T111,,Aaron Wise,90,"34' 0""",5846.17,172,-2,Y2018
T115,,Ricky Barnes,65,"34' 1""",3404.83,100,-2,Y2018
T115,,Adam Hadwin,92,"34' 1""",6105.42,179,-7,Y2018
T115,,Russell Knox,94,"34' 1""",6709.5,197,3,Y2018
T115,,C.T. Pan,104,"34' 1""",7299.33,214,1,Y2018
T115,,Hudson Swafford,73,"34' 1""",4292.25,126,8,Y2018
T120,,Jonas Blixt,67,"34' 2""",4029.17,118,12,Y2018
T120,,Fabián Gómez,88,"34' 2""",6523.5,191,18,Y2018
T120,,Sam Ryder,82,"34' 2""",6770,198,14,Y2018
T123,,Jason Day,75,"34' 3""",3429,100,-6,Y2018
T123,,Keith Mitchell,99,"34' 3""",5854.5,171,19,Y2018
T123,,D.A. Points,63,"34' 3""",4114.08,120,12,Y2018
T126,,Bryson DeChambeau,93,"34' 5""",6501.17,189,-15,Y2018
T126,,Jason Dufner,71,"34' 5""",4512.83,131,-1,Y2018
T126,,Matt Jones,70,"34' 5""",3338.92,97,5,Y2018
T126,,Brendan Steele,74,"34' 5""",3784.42,110,5,Y2018
T130,,Dominic Bozzelli,65,"34' 6""",5626.75,163,6,Y2018
T130,,Tommy Fleetwood,73,"34' 6""",4347.5,126,2,Y2018
T130,,Grayson Murray,72,"34' 6""",4070.67,118,-3,Y2018
T130,,Nick Taylor,94,"34' 6""",6726.5,195,15,Y2018
134,,J.J. Spaun,85,"34' 7""",5712.75,165,11,Y2018
T135,,Tom Lovelady,87,"34' 8""",4784.25,138,8,Y2018
T135,,Harold Varner III,91,"34' 8""",6198.75,179,16,Y2018
T135,,Steve Wheatcroft,60,"34' 8""",3713.75,107,8,Y2018
T138,,Ben Crane,65,"34' 9""",4275.17,123,4,Y2018
T138,,Harris English,84,"34' 9""",6224.25,179,16,Y2018
T138,,Denny McCarthy,71,"34' 9""",4272.33,123,-2,Y2018
T138,,Scott Stallings,96,"34' 9""",6147.5,177,12,Y2018
T138,,Cameron Tringale,67,"34' 9""",3784.08,109,16,Y2018
T138,,Jhonattan Vegas,92,"34' 9""",4931.92,142,22,Y2018
T144,,Lanto Griffin,80,"34' 10""",4598.92,132,9,Y2018
T144,,William McGirt,84,"34' 10""",7482.83,215,7,Y2018
T144,,Ben Silverman,90,"34' 10""",6726.67,193,9,Y2018
147,,Austin Cook,107,"34' 11""",8441.58,242,-10,Y2018
T148,,Michael Kim,74,"35' 0""",5140.58,147,12,Y2018
T148,,Jamie Lovemark,92,"35' 0""",6479,185,5,Y2018
T150,,Ryan Armour,109,"35' 1""",10630.67,303,24,Y2018
T150,,Joel Dahmen,93,"35' 1""",6701.33,191,16,Y2018
T150,,Brian Gay,103,"35' 1""",10009.92,285,18,Y2018
T150,,J.B. Holmes,77,"35' 1""",6067.25,173,14,Y2018
154,,Chad Campbell,87,"35' 2""",6535.25,186,16,Y2018
155,,Cameron Smith,85,"35' 3""",4754,135,4,Y2018
156,,Peter Uihlein,83,"35' 4""",5017.42,142,E,Y2018
T157,,Kevin Kisner,89,"35' 5""",5739.83,162,9,Y2018
T157,,Charl Schwartzel,65,"35' 5""",3897.08,110,14,Y2018
T159,,Corey Conners,97,"35' 7""",6722.25,189,11,Y2018
T159,,John Huh,94,"35' 7""",8680.67,244,E,Y2018
161,,Charles Howell III,104,"35' 8""",6521.75,183,26,Y2018
T162,,Hunter Mahan,67,"35' 9""",3928.83,110,1,Y2018
T162,,Graeme McDowell,67,"35' 9""",4396.75,123,4,Y2018
T162,,Patrick Rodgers,97,"35' 9""",6323.5,177,-1,Y2018
T162,,Ollie Schniederjans,91,"35' 9""",6677.5,187,10,Y2018
166,,Peter Malnati,87,"35' 10""",6952.83,194,11,Y2018
167,,Martin Flores,92,"35' 11""",5779.58,161,11,Y2018
T168,,Beau Hossler,104,"36' 1""",7042.75,195,-2,Y2018
T168,,Brian Stuard,103,"36' 1""",10039.83,278,30,Y2018
T168,,Kyle Thompson,50,"36' 1""",3065.08,85,13,Y2018
T171,,Aaron Baddeley,84,"36' 2""",6575.58,182,10,Y2018
T171,,Brandt Snedeker,84,"36' 2""",7046.08,195,1,Y2018
173,,Andrew Yun,51,"36' 4""",2471.42,68,4,Y2018
T174,,Bill Haas,76,"36' 5""",6159.83,169,10,Y2018
T174,,Sean O'Hair,67,"36' 5""",4445.42,122,9,Y2018
T176,,Ryan Blaum,81,"36' 6""",7260.92,199,18,Y2018
T176,,Ethan Tracy,72,"36' 6""",4527,124,7,Y2018
178,,Derek Fathauer,84,"36' 7""",6042.67,165,5,Y2018
T179,,Roberto Díaz,72,"36' 8""",5944.33,162,17,Y2018
T179,,Seamus Power,86,"36' 8""",5245.5,143,3,Y2018
181,,Zac Blair,64,"36' 9""",4736.25,129,-7,Y2018
182,,Troy Merritt,89,"36' 10""",7296.08,198,20,Y2018
T183,,Cody Gribble,71,"37' 1""",4556.33,123,6,Y2018
T183,,Tyrrell Hatton,58,"37' 1""",3859.25,104,4,Y2018
T183,,Jonathan Randolph,71,"37' 1""",6162.42,166,10,Y2018
186,,Adam Schenk,86,"37' 2""",5978.58,161,3,Y2018
187,,Rod Pampling,62,"37' 9""",5246.58,139,9,Y2018
188,,Trey Mullinax,75,"38' 0""",4826.75,127,9,Y2018
189,,Alex Noren,67,"38' 4""",4481.83,117,1,Y2018
190,,Lucas Glover,65,"39' 4""",5112.25,130,16,Y2018
191,,Daniel Summerhays,51,"40' 3""",3578.83,89,7,Y2018
192,,Martin Piller,79,"40' 4""",7102,176,9,Y2018
193,,Greg Chalmers,56,"43' 6""",4868.08,112,13,Y2018
1,,Robert Garrigus,78,"28' 6""",4076.5,143,-9,Y2017
2,,Dustin Johnson,77,"28' 11""",3697.92,128,-11,Y2017
T3,,Brooks Koepka,88,"29' 0""",4025.33,139,-19,Y2017
T3,,J.T. Poston,95,"29' 0""",4558.5,157,-17,Y2017
T5,,Paul Casey,94,"29' 1""",4937.67,170,-16,Y2017
T5,,Hideki Matsuyama,83,"29' 1""",3726.25,128,-4,Y2017
7,,Brendan Steele,89,"29' 4""",4639.58,158,3,Y2017
T8,,Bryson DeChambeau,91,"29' 8""",4920,166,-16,Y2017
T8,,Kyle Stanley,104,"29' 8""",7425.83,250,-5,Y2017
10,,Jimmy Walker,68,"29' 10""",3226.17,108,-2,Y2017
T11,,Brad Fritsch,56,"30' 4""",2880.92,95,3,Y2017
T11,,Sergio Garcia,65,"30' 4""",2879,95,4,Y2017
13,,Johnson Wagner,71,"30' 6""",4634.75,152,2,Y2017
14,,Jon Rahm,90,"30' 7""",4158.83,136,-6,Y2017
15,,Jordan Spieth,85,"30' 9""",4637.92,151,-12,Y2017
T16,,Emiliano Grillo,90,"30' 10""",5180.5,168,-7,Y2017
T16,,Jhonattan Vegas,95,"30' 10""",4840.5,157,1,Y2017
18,,Smylie Kaufman,76,"30' 11""",4170.67,135,8,Y2017
T19,,Jason Dufner,89,"31' 2""",5729.17,184,-1,Y2017
T19,,Gary Woodland,94,"31' 2""",5333.92,171,12,Y2017
21,,Grayson Murray,94,"31' 3""",5976.5,191,8,Y2017
22,,Cameron Smith,86,"31' 4""",5739.67,183,-4,Y2017
T23,,Jim Furyk,54,"31' 5""",4459.75,142,9,Y2017
T23,,Scott Piercy,70,"31' 5""",3395.58,108,E,Y2017
T25,,Daniel Berger,91,"31' 6""",5537.75,176,E,Y2017
T25,,Julián Etulain,68,"31' 6""",3872.75,123,9,Y2017
T25,,Derek Fathauer,81,"31' 6""",5543.67,176,12,Y2017
T25,,J.B. Holmes,83,"31' 6""",4163.25,132,-2,Y2017
T29,,Adam Hadwin,98,"31' 7""",6350.42,201,1,Y2017
T29,,Jim Herman,77,"31' 7""",6062.83,192,-8,Y2017
T29,,Chris Kirk,89,"31' 7""",5869.33,186,8,Y2017
T29,,Russell Knox,75,"31' 7""",4265.5,135,6,Y2017
T29,,Justin Rose,66,"31' 7""",3852.42,122,-12,Y2017
T34,,Tony Finau,106,"31' 8""",6739.42,213,-31,Y2017
T34,,Patton Kizzire,84,"31' 8""",6108.42,193,5,Y2017
T34,,Rick Lamb,54,"31' 8""",2976.58,94,E,Y2017
T34,,Rory McIlroy,51,"31' 8""",2060.67,65,-2,Y2017
T38,,Aaron Baddeley,61,"31' 9""",3492.67,110,8,Y2017
T38,,Wesley Bryan,95,"31' 9""",7589.67,239,5,Y2017
40,,Hudson Swafford,94,"31' 10""",6020.92,189,6,Y2017
T41,,Byeong Hun An,77,"31' 11""",4243.58,133,-3,Y2017
T41,,D.A. Points,68,"31' 11""",5356.92,168,6,Y2017
T43,,Chad Campbell,97,"32' 0""",7228.67,226,8,Y2017
T43,,Brian Harman,104,"32' 0""",6685.42,209,-6,Y2017
T43,,Kevin Na,86,"32' 0""",5370.08,168,1,Y2017
T46,,Retief Goosen,52,"32' 1""",2823.25,88,E,Y2017
T46,,Marc Leishman,94,"32' 1""",5768.33,180,-11,Y2017
T46,,Louis Oosthuizen,69,"32' 1""",4008.75,125,-5,Y2017
49,,Ben Martin,86,"32' 2""",5689.75,177,-4,Y2017
T50,,Patrick Cantlay,52,"32' 3""",3801.5,118,-1,Y2017
T50,,Rickie Fowler,78,"32' 3""",5318.33,165,-17,Y2017
T50,,Vaughn Taylor,90,"32' 3""",6413.58,199,-3,Y2017
T50,,Bubba Watson,71,"32' 3""",3674.67,114,6,Y2017
54,,Seung-Yul Noh,91,"32' 4""",5522.58,171,-5,Y2017
T55,,Harris English,84,"32' 5""",5257.83,162,-9,Y2017
T55,,Cameron Percy,71,"32' 5""",4214.08,130,9,Y2017
T55,,Patrick Reed,107,"32' 5""",6134.25,189,E,Y2017
T58,,Russell Henley,99,"32' 6""",7112.58,219,1,Y2017
T58,,Jason Kokrak,95,"32' 6""",6310.17,194,-5,Y2017
T58,,Brett Stegmaier,78,"32' 6""",4777.83,147,8,Y2017
T61,,Lucas Glover,93,"32' 7""",7336.25,225,2,Y2017
T61,,Sebastián Muñoz,51,"32' 7""",2607.17,80,-7,Y2017
T61,,Tag Ridings,67,"32' 7""",3712,114,3,Y2017
T61,,Tyrone Van Aswegen,105,"32' 7""",7205.83,221,20,Y2017
T61,,Boo Weekley,75,"32' 7""",5503,169,19,Y2017
T66,,Keegan Bradley,104,"32' 8""",8071.58,247,E,Y2017
T66,,Jonathan Randolph,68,"32' 8""",4083.17,125,-1,Y2017
T66,,Kevin Streelman,90,"32' 8""",6504.25,199,7,Y2017
T66,,Harold Varner III,101,"32' 8""",6988.67,214,6,Y2017
70,,Danny Lee,93,"32' 9""",6645.83,203,6,Y2017
T71,,Jason Bohn,75,"32' 10""",5911.83,180,-1,Y2017
T71,,Nicholas Lindheim,58,"32' 10""",3318.25,101,E,Y2017
T71,,Trey Mullinax,88,"32' 10""",5155.08,157,3,Y2017
T71,,Ollie Schniederjans,92,"32' 10""",6474.83,197,-15,Y2017
T71,,Scott Stallings,81,"32' 10""",5610.17,171,10,Y2017
T76,,Roberto Castro,70,"32' 11""",5204.58,158,24,Y2017
T76,,J.J. Henry,92,"32' 11""",6806.92,207,2,Y2017
T76,,Kelly Kraft,75,"32' 11""",6158,187,9,Y2017
T76,,Shane Lowry,52,"32' 11""",3287.92,100,6,Y2017
T80,,Ryan Blaum,100,"33' 0""",7156.83,217,-10,Y2017
T80,,Kevin Kisner,105,"33' 0""",6635.17,201,-2,Y2017
T80,,Troy Merritt,82,"33' 0""",5636.5,171,8,Y2017
T80,,Francesco Molinari,75,"33' 0""",5507.08,167,5,Y2017
T80,,Chez Reavie,98,"33' 0""",7957.83,241,-4,Y2017
T80,,Adam Scott,58,"33' 0""",2968.75,90,E,Y2017
T80,,Shawn Stefani,72,"33' 0""",5110.83,155,4,Y2017
T87,,Alex Cejka,85,"33' 1""",6258.33,189,15,Y2017
T87,,Justin Thomas,86,"33' 1""",4499.33,136,-8,Y2017
T89,,Ryan Armour,63,"33' 2""",4879.08,147,12,Y2017
T89,,Scott Brown,95,"33' 2""",7338.58,221,12,Y2017
T89,,Phil Mickelson,85,"33' 2""",5772.67,174,-5,Y2017
T89,,Sam Saunders,76,"33' 2""",5610.58,169,12,Y2017
93,,Anirban Lahiri,72,"33' 3""",4851.17,146,2,Y2017
T94,,John Huh,92,"33' 4""",7524.83,226,6,Y2017
T94,,Brian Stuard,93,"33' 4""",6906.42,207,-2,Y2017
T96,,Zach Johnson,81,"33' 5""",5312.25,159,-8,Y2017
T96,,Andrew Loupe,55,"33' 5""",3508.58,105,16,Y2017
T96,,Ryan Moore,82,"33' 5""",6379.5,191,22,Y2017
T96,,Robert Streb,98,"33' 5""",7080.17,212,8,Y2017
T96,,Michael Thompson,60,"33' 5""",4109.58,123,2,Y2017
T96,,Nick Watney,75,"33' 5""",5350.08,160,3,Y2017
T102,,Dominic Bozzelli,69,"33' 6""",4795,143,12,Y2017
T102,,Mark Hubbard,81,"33' 6""",5499.08,164,8,Y2017
T102,,Rory Sabbatini,71,"33' 6""",4491,134,7,Y2017
T105,,Blayne Barber,77,"33' 7""",5542.67,165,-5,Y2017
T105,,Stewart Cink,93,"33' 7""",6276.92,187,6,Y2017
T107,,Billy Hurley III,80,"33' 8""",6533.42,194,9,Y2017
T107,,Webb Simpson,102,"33' 8""",7267.33,216,-2,Y2017
T107,,Richy Werenski,81,"33' 8""",4952.75,147,-10,Y2017
110,,Michael Kim,94,"33' 9""",7861.67,233,10,Y2017
T111,,Kevin Chappell,95,"33' 10""",4769.33,141,13,Y2017
T111,,Jason Day,71,"33' 10""",3959.58,117,-9,Y2017
T111,,Branden Grace,70,"33' 10""",3927.83,116,3,Y2017
T111,,Charles Howell III,86,"33' 10""",5788.83,171,-7,Y2017
T115,,Graham DeLaet,82,"33' 11""",6307.08,186,-11,Y2017
T115,,Si Woo Kim,80,"33' 11""",4883.92,144,9,Y2017
T117,,Matt Every,76,"34' 0""",4557.42,134,17,Y2017
T117,,Gonzalo Fernandez-Castaño,63,"34' 0""",3263,96,4,Y2017
T117,,David Hearn,93,"34' 0""",7587.92,223,18,Y2017
T117,,Billy Horschel,88,"34' 0""",6705.67,197,2,Y2017
121,,William McGirt,89,"34' 1""",6547.25,192,-5,Y2017
T122,,Ricky Barnes,100,"34' 2""",6628.67,194,11,Y2017
T122,,Charley Hoffman,112,"34' 2""",7078.83,207,12,Y2017
T122,,Tom Hoge,54,"34' 2""",2869.83,84,E,Y2017
T125,,Ryan Brehm,83,"34' 4""",4530.67,132,5,Y2017
T125,,Geoff Ogilvy,80,"34' 4""",6389.33,186,3,Y2017
T125,,Charl Schwartzel,63,"34' 4""",4051.75,118,9,Y2017
128,,Nick Taylor,97,"34' 5""",7570,220,12,Y2017
T129,,Ryan Palmer,61,"34' 6""",3930.42,114,-1,Y2017
T129,,Camilo Villegas,76,"34' 6""",5937.83,172,-1,Y2017
T131,,Bill Haas,92,"34' 7""",6255.67,181,-2,Y2017
T131,,Ryo Ishikawa,56,"34' 7""",4048,117,3,Y2017
T133,,Bud Cauley,92,"34' 8""",7489.67,216,8,Y2017
T133,,Martin Laird,83,"34' 8""",6592.42,190,-4,Y2017
T133,,David Lingmerth,79,"34' 8""",5968.08,172,13,Y2017
T133,,C.T. Pan,88,"34' 8""",7351.33,212,-2,Y2017
T137,,Brett Drewitt,57,"34' 9""",3609.92,104,6,Y2017
T137,,Sung Kang,104,"34' 9""",6631.5,191,17,Y2017
T139,,Greg Chalmers,75,"34' 10""",6058.25,174,-3,Y2017
T139,,Brian Gay,82,"34' 10""",7068.58,203,1,Y2017
T139,,Luke List,102,"34' 10""",6367.75,183,2,Y2017
T139,,Sean O'Hair,84,"34' 10""",6054.75,174,-4,Y2017
T139,,Xander Schauffele,96,"34' 10""",5333.25,153,7,Y2017
T144,,Chad Collins,66,"35' 0""",4937.17,141,-1,Y2017
T144,,Pat Perez,93,"35' 0""",6583.17,188,-18,Y2017
146,,Chris Stroud,67,"35' 1""",4590.67,131,18,Y2017
T147,,Spencer Levin,89,"35' 2""",7742.75,220,17,Y2017
T147,,Daniel Summerhays,100,"35' 2""",8014.92,228,9,Y2017
T147,,Tim Wilkinson,64,"35' 2""",4955.58,141,9,Y2017
T150,,Whee Kim,74,"35' 3""",4754.58,135,8,Y2017
T150,,Carl Pettersson,63,"35' 3""",4551.42,129,11,Y2017
T152,,Zac Blair,105,"35' 4""",9503.58,269,E,Y2017
T152,,James Hahn,96,"35' 4""",7745.92,219,9,Y2017
T154,,K.J. Choi,72,"35' 5""",5810.75,164,14,Y2017
T154,,Cody Gribble,79,"35' 5""",5733.75,162,3,Y2017
T154,,Mackenzie Hughes,106,"35' 5""",8154.17,230,8,Y2017
T154,,Søren Kjeldsen,58,"35' 5""",4324.33,122,7,Y2017
T154,,Ian Poulter,72,"35' 5""",5666.75,160,-4,Y2017
T159,,Ben Crane,86,"35' 7""",7729.83,217,9,Y2017
T159,,Matt Kuchar,95,"35' 7""",7190.67,202,8,Y2017
T161,,Martin Flores,88,"35' 8""",5241.08,147,4,Y2017
T161,,Brandon Hagy,85,"35' 8""",5459.75,153,12,Y2017
163,,Rod Pampling,71,"35' 10""",5881.92,164,19,Y2017
164,,Kyle Reifers,96,"35' 11""",8112.75,226,13,Y2017
T165,,Rafa Cabrera Bello,63,"36' 0""",3886.75,108,7,Y2017
T165,,Cameron Tringale,89,"36' 0""",6833.75,190,4,Y2017
167,,Miguel Angel Carballo,63,"36' 2""",3546.67,98,5,Y2017
T168,,Steven Alker,69,"36' 3""",5148.67,142,10,Y2017
T168,,J.J. Spaun,92,"36' 3""",7032.58,194,13,Y2017
T168,,Kevin Tway,96,"36' 3""",5619.33,155,2,Y2017
171,,Seamus Power,86,"36' 4""",6206.42,171,8,Y2017
172,,Matt Jones,64,"36' 6""",4193.33,115,9,Y2017
T173,,Ernie Els,52,"36' 8""",3003.33,82,5,Y2017
T173,,Andres Gonzales,73,"36' 8""",4212.83,115,6,Y2017
175,,Graeme McDowell,56,"36' 9""",6388,174,11,Y2017
T176,,Brian Campbell,55,"36' 10""",3390.58,92,5,Y2017
T176,,Jamie Lovemark,98,"36' 10""",6807.58,185,-2,Y2017
T176,,Patrick Rodgers,76,"36' 10""",5750.42,156,10,Y2017
179,,Ken Duke,77,"37' 1""",6892.08,186,19,Y2017
180,,Fabián Gómez,61,"37' 7""",4512.5,120,12,Y2017
T181,,Mark Anderson,54,"37' 10""",3787.08,100,9,Y2017
T181,,Peter Malnati,91,"37' 10""",7419.58,196,2,Y2017
T181,,Brandt Snedeker,53,"37' 10""",3673.17,97,E,Y2017
T184,,Hunter Mahan,73,"37' 11""",5993,158,10,Y2017
T184,,Steve Wheatcroft,51,"37' 11""",4325,114,6,Y2017
186,,Bryce Molder,74,"38' 0""",6643.83,175,12,Y2017
187,,Morgan Hoffmann,92,"38' 1""",7890.75,207,14,Y2017
188,,Jonas Blixt,74,"38' 6""",5546.92,144,7,Y2017
189,,Luke Donald,50,"39' 2""",5011,128,9,Y2017
190,,Steven Bowditch,59,"41' 3""",5070.67,123,19,Y2017
1,1,Robert Garrigus,69,"25' 9""",3064.08,119,-10,Y2016
2,2,Adam Scott,79,"28' 2""",3690,131,-20,Y2016
3,3,Daniel Berger,92,"28' 10""",5167.17,179,-5,Y2016
4,4,Chesson Hadley,81,"29' 0""",4204.92,145,-4,Y2016
5,5,Tom Hoge,81,"29' 6""",3950.75,134,4,Y2016
