RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,ROUNDS,AVG,TOTAL DISTANCE (FEET),# OF ATTEMPTS,RELATIVE TO PAR,YEAR
121,,Chris Kirk,108,"41' 11""",5534.67,132,4,Y2018
T122,,Ricky Barnes,65,"42' 0""",2224.08,53,1,Y2018
T122,,Jason Day,75,"42' 0""",3737.92,89,-13,Y2018
T122,,Satoshi Kodaira,51,"42' 0""",2647.42,63,14,Y2018
125,,Hudson Swafford,73,"42' 1""",2780.17,66,9,Y2018
T126,,Russell Knox,94,"42' 2""",5189.25,123,15,Y2018
T126,,Kevin Streelman,94,"42' 2""",5021.67,119,3,Y2018
T126,,Cameron Tringale,67,"42' 2""",2742,65,-2,Y2018
129,,Patrick Rodgers,97,"42' 3""",4732.67,112,-5,Y2018
T130,,Adam Hadwin,92,"42' 4""",4319.67,102,6,Y2018
T130,,Kevin Kisner,89,"42' 4""",4954.58,117,-4,Y2018
T130,,Ian Poulter,73,"42' 4""",3768,89,E,Y2018
T133,,Derek Fathauer,84,"42' 5""",3646.5,86,4,Y2018
T133,,Ollie Schniederjans,91,"42' 5""",3905.5,92,-5,Y2018
T135,,Jason Dufner,71,"42' 6""",3230.08,76,7,Y2018
T135,,Robert Garrigus,80,"42' 6""",3526.08,83,-7,Y2018
137,,Scott Stallings,96,"42' 7""",4730.67,111,-9,Y2018
T138,,Scott Brown,102,"42' 8""",4988,117,8,Y2018
T138,,Seamus Power,86,"42' 8""",4051.75,95,-6,Y2018
T138,,Johnson Wagner,75,"42' 8""",3668.75,86,4,Y2018
T141,,John Huh,94,"42' 9""",4833.5,113,2,Y2018
T141,,Whee Kim,93,"42' 9""",4658.67,109,-10,Y2018
T141,,Kelly Kraft,94,"42' 9""",4321.67,101,8,Y2018
T141,,Rory Sabbatini,91,"42' 9""",4319,101,5,Y2018
145,,Bubba Watson,90,"42' 10""",4759,111,-1,Y2018
146,,Trey Mullinax,75,"42' 11""",3173.5,74,-2,Y2018
147,,Tyrone Van Aswegen,101,"43' 0""",4553.83,106,10,Y2018
148,,Scott Piercy,84,"43' 1""",4695.58,109,6,Y2018
149,,Bill Haas,76,"43' 2""",3708.75,86,11,Y2018
T150,,Chad Campbell,87,"43' 3""",3500,81,12,Y2018
T150,,Martin Laird,73,"43' 3""",3976.75,92,1,Y2018
T150,,Chris Stroud,81,"43' 3""",3198,74,3,Y2018
T150,,Steve Wheatcroft,60,"43' 3""",2896.17,67,-2,Y2018
T154,,Rod Pampling,62,"43' 4""",2079.17,48,6,Y2018
T154,,Vaughn Taylor,83,"43' 4""",3946.17,91,-5,Y2018
T154,,Peter Uihlein,83,"43' 4""",4159.33,96,8,Y2018
T157,,Brian Harman,94,"43' 5""",5424.17,125,4,Y2018
T157,,Kevin Tway,110,"43' 5""",5258.25,121,E,Y2018
T159,,Matt Kuchar,88,"43' 6""",4048.92,93,7,Y2018
T159,,Jamie Lovemark,92,"43' 6""",4788,110,-1,Y2018
161,,J.B. Holmes,77,"43' 7""",4404.25,101,-10,Y2018
162,,Brendan Steele,74,"43' 9""",3502.92,80,2,Y2018
163,,William McGirt,84,"43' 10""",4297.67,98,3,Y2018
164,,Lucas Glover,65,"43' 11""",2589.5,59,-2,Y2018
T165,,Roberto Díaz,72,"44' 1""",3259.75,74,9,Y2018
T165,,J.J. Henry,81,"44' 1""",3351.75,76,5,Y2018
T165,,Charl Schwartzel,65,"44' 1""",2467.08,56,7,Y2018
T165,,Brandt Snedeker,84,"44' 1""",4717,107,-5,Y2018
T165,,Kyle Thompson,50,"44' 1""",2203.08,50,11,Y2018
170,,Shawn Stefani,76,"44' 2""",3444.67,78,-3,Y2018
171,,Jonathan Randolph,71,"44' 8""",3526.25,79,11,Y2018
172,,Ben Martin,64,"44' 11""",3187.17,71,-2,Y2018
T173,,Zac Blair,64,"45' 0""",3057.5,68,5,Y2018
T173,,Adam Schenk,86,"45' 0""",3957.75,88,1,Y2018
175,,Sean O'Hair,67,"45' 3""",3577.17,79,4,Y2018
176,,Ryan Armour,109,"45' 6""",7921.42,174,22,Y2018
177,,Graeme McDowell,67,"45' 9""",3154.17,69,-2,Y2018
178,,Jonas Blixt,67,"46' 3""",2820,61,6,Y2018
T179,,Jonathan Byrd,70,"46' 5""",3019,65,4,Y2018
T179,,Michael Thompson,62,"46' 5""",3433.08,74,4,Y2018
181,,Hunter Mahan,67,"46' 8""",3078.58,66,1,Y2018
182,,Aaron Baddeley,84,"46' 10""",4218.58,90,9,Y2018
183,,Daniel Summerhays,51,"46' 11""",2017.5,43,9,Y2018
184,,Peter Malnati,87,"47' 5""",4502,95,10,Y2018
T185,,Cody Gribble,71,"47' 9""",3295.08,69,13,Y2018
T185,,Beau Hossler,104,"47' 9""",6397.33,134,-7,Y2018
187,,Ethan Tracy,72,"47' 10""",3494.5,73,11,Y2018
188,,Zecheng Dou,53,"48' 1""",2307.92,48,5,Y2018
189,,Stephan Jaeger,81,"48' 2""",4381.42,91,2,Y2018
190,,Greg Chalmers,56,"48' 10""",2834.17,58,8,Y2018
191,,Nicholas Lindheim,77,"49' 4""",3649.5,74,12,Y2018
192,,Martin Piller,79,"49' 7""",4465.5,90,18,Y2018
193,,Matt Jones,70,"56' 9""",3630,64,8,Y2018
1,,Alex Cejka,85,"32' 8""",2317.75,71,-3,Y2017
2,,Brett Stegmaier,78,"33' 11""",2506.75,74,-1,Y2017
3,,Justin Thomas,86,"34' 2""",3209.5,94,-2,Y2017
4,,Hudson Swafford,94,"34' 6""",3898.75,113,-8,Y2017
5,,Johnson Wagner,71,"34' 11""",2551.33,73,3,Y2017
6,,Nicholas Lindheim,58,"35' 2""",1827.67,52,-2,Y2017
7,,Sergio Garcia,65,"35' 3""",2257.33,64,-3,Y2017
8,,Tim Wilkinson,64,"35' 4""",2366.67,67,-5,Y2017
9,,Kevin Streelman,90,"35' 5""",3999.92,113,-15,Y2017
T10,,J.B. Holmes,83,"35' 7""",2525.33,71,-11,Y2017
T10,,Shawn Stefani,72,"35' 7""",2559.5,72,-7,Y2017
12,,Kevin Na,86,"35' 9""",3609.33,101,-4,Y2017
13,,Jon Rahm,90,"36' 0""",3385.42,94,-7,Y2017
14,,Gary Woodland,94,"36' 1""",4074.5,113,-12,Y2017
15,,Julián Etulain,68,"36' 3""",2608.42,72,-1,Y2017
T16,,Luke List,102,"36' 4""",4870.67,134,-17,Y2017
T16,,Geoff Ogilvy,80,"36' 4""",3709.75,102,-3,Y2017
T18,,Harris English,84,"36' 8""",3629.92,99,-5,Y2017
T18,,Nick Watney,75,"36' 8""",3226.17,88,-20,Y2017
20,,Rory McIlroy,51,"36' 9""",1875.75,51,-1,Y2017
T21,,Paul Casey,94,"36' 10""",4048.75,110,-4,Y2017
T21,,Martin Laird,83,"36' 10""",3314.33,90,-1,Y2017
23,,Boo Weekley,75,"36' 11""",3284.92,89,-5,Y2017
24,,Brad Fritsch,56,"37' 0""",2073.83,56,-6,Y2017
25,,Brett Drewitt,57,"37' 3""",1824.92,49,1,Y2017
26,,Tyrone Van Aswegen,105,"37' 4""",4035.33,108,-6,Y2017
27,,David Hearn,93,"37' 5""",3819,102,-4,Y2017
28,,Ryan Moore,82,"37' 8""",4448.5,118,1,Y2017
29,,Brian Stuard,93,"37' 9""",4420.75,117,8,Y2017
T30,,Shane Lowry,52,"37' 10""",1587.5,42,-5,Y2017
T30,,Scott Stallings,81,"37' 10""",3402.58,90,-1,Y2017
T30,,Jimmy Walker,68,"37' 10""",2609.17,69,-1,Y2017
33,,Ryan Palmer,61,"37' 11""",1934,51,-4,Y2017
34,,Zac Blair,105,"38' 0""",5090.92,134,7,Y2017
T35,,Kevin Chappell,95,"38' 1""",4304.5,113,-4,Y2017
T35,,Marc Leishman,94,"38' 1""",4341.75,114,-6,Y2017
37,,Robert Garrigus,78,"38' 2""",3318.25,87,-4,Y2017
38,,Rickie Fowler,78,"38' 3""",3867.25,101,-5,Y2017
T39,,Emiliano Grillo,90,"38' 4""",3756.5,98,5,Y2017
T39,,Dustin Johnson,77,"38' 4""",3140,82,-6,Y2017
T39,,Ollie Schniederjans,92,"38' 4""",4289.5,112,10,Y2017
T39,,J.J. Spaun,92,"38' 4""",4253.08,111,-6,Y2017
T39,,Jhonattan Vegas,95,"38' 4""",4486.08,117,-3,Y2017
T44,,Daniel Berger,91,"38' 5""",4151,108,-5,Y2017
T44,,J.J. Henry,92,"38' 5""",4185.75,109,-7,Y2017
T44,,Whee Kim,74,"38' 5""",2956.33,77,5,Y2017
T44,,Kyle Stanley,104,"38' 5""",5609.75,146,7,Y2017
T48,,Russell Henley,99,"38' 9""",4957.92,128,10,Y2017
T48,,Hideki Matsuyama,83,"38' 9""",3603.08,93,E,Y2017
50,,Ben Crane,86,"38' 10""",4501.42,116,3,Y2017
51,,Ryo Ishikawa,56,"38' 11""",1905.58,49,-2,Y2017
T52,,Danny Lee,93,"39' 0""",4600.08,118,-5,Y2017
T52,,Harold Varner III,101,"39' 0""",4797.5,123,-13,Y2017
54,,Cameron Tringale,89,"39' 2""",3565.5,91,-9,Y2017
T55,,Wesley Bryan,95,"39' 3""",5020.08,128,2,Y2017
T55,,Bryson DeChambeau,91,"39' 3""",4039.42,103,-6,Y2017
T55,,Branden Grace,70,"39' 3""",2823.67,72,8,Y2017
T58,,Kevin Kisner,105,"39' 4""",4758.17,121,3,Y2017
T58,,Chez Reavie,98,"39' 4""",5070.92,129,-13,Y2017
T60,,Scott Brown,95,"39' 5""",4844.83,123,-1,Y2017
T60,,Jason Day,71,"39' 5""",3705.42,94,-10,Y2017
T60,,Bill Haas,92,"39' 5""",3782,96,-11,Y2017
T63,,Derek Fathauer,81,"39' 6""",3354.25,85,-6,Y2017
T63,,Zach Johnson,81,"39' 6""",4033.17,102,1,Y2017
T63,,Jordan Spieth,85,"39' 6""",3788.42,96,2,Y2017
T66,,Chad Campbell,97,"39' 7""",5071.42,128,-7,Y2017
T66,,Retief Goosen,52,"39' 7""",1939.5,49,5,Y2017
T66,,Smylie Kaufman,76,"39' 7""",3009.92,76,-10,Y2017
T69,,Kelly Kraft,75,"39' 8""",4208.75,106,13,Y2017
T69,,Justin Rose,66,"39' 8""",3447.58,87,-6,Y2017
T71,,Keegan Bradley,104,"39' 9""",5124.75,129,-1,Y2017
T71,,Graham DeLaet,82,"39' 9""",4853.5,122,-8,Y2017
T71,,Charley Hoffman,112,"39' 9""",5647.25,142,-9,Y2017
T71,,Kevin Tway,96,"39' 9""",3855.67,97,-8,Y2017
T75,,Si Woo Kim,80,"39' 10""",3504.75,88,9,Y2017
T75,,Sean O'Hair,84,"39' 10""",4183.42,105,-1,Y2017
T77,,Seamus Power,86,"39' 11""",3394.42,85,-3,Y2017
T77,,Patrick Reed,107,"39' 11""",4472.58,112,9,Y2017
79,,Mark Hubbard,81,"40' 0""",3881.08,97,2,Y2017
T80,,Blayne Barber,77,"40' 3""",3740.25,93,1,Y2017
T80,,Trey Mullinax,88,"40' 3""",3578.58,89,3,Y2017
T80,,Daniel Summerhays,100,"40' 3""",4667.33,116,-7,Y2017
T83,,Stewart Cink,93,"40' 4""",4514.67,112,-11,Y2017
T83,,Billy Horschel,88,"40' 4""",4680.08,116,-6,Y2017
85,,Lucas Glover,93,"40' 5""",5493.75,136,-6,Y2017
T86,,Ricky Barnes,100,"40' 6""",4051.17,100,-2,Y2017
T86,,Sam Saunders,76,"40' 6""",3281.58,81,2,Y2017
T88,,Michael Kim,94,"40' 7""",4585.33,113,1,Y2017
T88,,Webb Simpson,102,"40' 7""",5759.25,142,-3,Y2017
T90,,Jason Bohn,75,"40' 8""",3945,97,6,Y2017
T90,,Martin Flores,88,"40' 8""",3541.58,87,-1,Y2017
T90,,D.A. Points,68,"40' 8""",3782.67,93,12,Y2017
93,,Jamie Lovemark,98,"40' 9""",4606.5,113,8,Y2017
T94,,Dominic Bozzelli,69,"40' 10""",2859.83,70,3,Y2017
T94,,Brian Campbell,55,"40' 10""",2288.67,56,-1,Y2017
T96,,Gonzalo Fernandez-Castaño,63,"40' 11""",2331,57,1,Y2017
T96,,Xander Schauffele,96,"40' 11""",4542.33,111,-11,Y2017
98,,Richy Werenski,81,"41' 0""",3731.83,91,3,Y2017
T99,,Ryan Blaum,100,"41' 1""",4931.83,120,7,Y2017
T99,,Grayson Murray,94,"41' 1""",5297.67,129,-13,Y2017
T99,,Tag Ridings,67,"41' 1""",2671.17,65,-3,Y2017
T102,,Jonas Blixt,74,"41' 2""",3747.92,91,-7,Y2017
T102,,Jim Herman,77,"41' 2""",4325.75,105,6,Y2017
T102,,Andrew Loupe,55,"41' 2""",2428.5,59,-7,Y2017
T102,,Cameron Percy,71,"41' 2""",3085.83,75,4,Y2017
T106,,Brooks Koepka,88,"41' 3""",3751.67,91,-7,Y2017
T106,,Peter Malnati,91,"41' 3""",4371.5,106,-2,Y2017
108,,Tom Hoge,54,"41' 4""",2190.92,53,1,Y2017
109,,Ben Martin,86,"41' 5""",4344.92,105,-1,Y2017
110,,Louis Oosthuizen,69,"41' 6""",3322.33,80,-2,Y2017
T111,,Billy Hurley III,80,"41' 7""",4492.33,108,8,Y2017
T111,,Scott Piercy,70,"41' 7""",2079.08,50,-2,Y2017
T113,,Rafa Cabrera Bello,63,"41' 8""",2706,65,6,Y2017
T113,,Jason Kokrak,95,"41' 8""",4960,119,-2,Y2017
T113,,Troy Merritt,82,"41' 8""",3959.92,95,-7,Y2017
T113,,Adam Scott,58,"41' 8""",2168,52,-10,Y2017
T117,,Bud Cauley,92,"41' 9""",5339.83,128,E,Y2017
T117,,Jim Furyk,54,"41' 9""",2505.58,60,10,Y2017
T117,,Francesco Molinari,75,"41' 9""",3886.08,93,-2,Y2017
T120,,Fabián Gómez,61,"41' 10""",3054,73,7,Y2017
T120,,Mackenzie Hughes,106,"41' 10""",6446,154,-8,Y2017
T122,,Søren Kjeldsen,58,"41' 11""",2012.17,48,3,Y2017
T122,,Brendan Steele,89,"41' 11""",4110.67,98,2,Y2017
T124,,Ryan Brehm,83,"42' 0""",3487.92,83,-8,Y2017
T124,,Ken Duke,77,"42' 0""",3609.5,86,19,Y2017
126,,Ian Poulter,72,"42' 1""",3830.17,91,12,Y2017
T127,,Tony Finau,106,"42' 2""",5690.92,135,11,Y2017
T127,,Brandon Hagy,85,"42' 2""",4136,98,2,Y2017
T129,,Mark Anderson,54,"42' 3""",2325.67,55,8,Y2017
T129,,Adam Hadwin,98,"42' 3""",5031.08,119,-5,Y2017
T129,,Brian Harman,104,"42' 3""",5409.42,128,2,Y2017
T129,,Pat Perez,93,"42' 3""",4862.42,115,6,Y2017
133,,Vaughn Taylor,90,"42' 4""",4698.33,111,10,Y2017
T134,,Matt Kuchar,95,"42' 5""",4921.33,116,14,Y2017
T134,,Nick Taylor,97,"42' 5""",5514.42,130,4,Y2017
136,,Phil Mickelson,85,"42' 6""",3779.08,89,2,Y2017
137,,William McGirt,89,"42' 9""",4783.5,112,3,Y2017
T138,,Byeong Hun An,77,"42' 10""",3384.67,79,4,Y2017
T138,,Brandt Snedeker,53,"42' 10""",2357.42,55,-4,Y2017
T138,,Chris Stroud,67,"42' 10""",3557.17,83,17,Y2017
T141,,Ryan Armour,63,"42' 11""",3477.17,81,3,Y2017
T141,,David Lingmerth,79,"42' 11""",4505,105,3,Y2017
T143,,Luke Donald,50,"43' 2""",2591.67,60,10,Y2017
T143,,Sung Kang,104,"43' 2""",4485.58,104,11,Y2017
T143,,Rick Lamb,54,"43' 2""",2027.5,47,3,Y2017
T146,,Cody Gribble,79,"43' 4""",4507.25,104,E,Y2017
T146,,Robert Streb,98,"43' 4""",4765.42,110,16,Y2017
T148,,Anirban Lahiri,72,"43' 5""",3824.08,88,6,Y2017
T148,,Kyle Reifers,96,"43' 5""",4772.42,110,9,Y2017
T150,,James Hahn,96,"43' 7""",6018.83,138,3,Y2017
T150,,Graeme McDowell,56,"43' 7""",3269.67,75,5,Y2017
T152,,Chris Kirk,89,"43' 9""",4546.17,104,15,Y2017
T152,,Patrick Rodgers,76,"43' 9""",4328.17,99,7,Y2017
T152,,Charl Schwartzel,63,"43' 9""",3325.25,76,8,Y2017
T152,,Michael Thompson,60,"43' 9""",2710.58,62,-3,Y2017
156,,Jason Dufner,89,"43' 10""",4825.42,110,5,Y2017
T157,,Steven Alker,69,"43' 11""",3028.42,69,4,Y2017
T157,,Greg Chalmers,75,"43' 11""",4483.42,102,5,Y2017
159,,Bubba Watson,71,"44' 0""",3830.17,87,2,Y2017
160,,Matt Every,76,"44' 1""",3348.92,76,8,Y2017
161,,Charles Howell III,86,"44' 2""",4506.5,102,9,Y2017
162,,John Huh,92,"44' 3""",4998.08,113,11,Y2017
T163,,Andres Gonzales,73,"44' 4""",3413.5,77,10,Y2017
T163,,C.T. Pan,88,"44' 4""",5182.83,117,3,Y2017
165,,Russell Knox,75,"44' 5""",3820.5,86,12,Y2017
T166,,Miguel Angel Carballo,63,"44' 6""",2668.92,60,-4,Y2017
T166,,Roberto Castro,70,"44' 6""",3384.42,76,12,Y2017
168,,Jonathan Randolph,68,"45' 0""",3283.08,73,9,Y2017
169,,Brian Gay,82,"45' 2""",4881.92,108,12,Y2017
170,,Chad Collins,66,"45' 3""",3302.83,73,6,Y2017
171,,J.T. Poston,95,"45' 4""",4305.08,95,-2,Y2017
172,,Cameron Smith,86,"45' 6""",4594.08,101,3,Y2017
T173,,Ernie Els,52,"45' 7""",2281.08,50,13,Y2017
T173,,Patton Kizzire,84,"45' 7""",3917.83,86,3,Y2017
175,,Rory Sabbatini,71,"45' 10""",3577.67,78,4,Y2017
176,,Seung-Yul Noh,91,"45' 11""",5281.25,115,-6,Y2017
177,,K.J. Choi,72,"46' 1""",3595.33,78,4,Y2017
178,,Morgan Hoffmann,92,"46' 2""",5444.67,118,-3,Y2017
179,,Camilo Villegas,76,"46' 8""",3777.08,81,8,Y2017
180,,Patrick Cantlay,52,"46' 9""",3508.17,75,-4,Y2017
181,,Sebastián Muñoz,51,"46' 11""",2578.58,55,5,Y2017
182,,Bryce Molder,74,"47' 0""",4041,86,8,Y2017
183,,Steve Wheatcroft,51,"47' 2""",3205.67,68,-1,Y2017
184,,Rod Pampling,71,"47' 4""",5391.92,114,20,Y2017
185,,Matt Jones,64,"47' 5""",3036.58,64,-5,Y2017
186,,Aaron Baddeley,61,"49' 1""",3241.17,66,-2,Y2017
187,,Hunter Mahan,73,"49' 2""",3538,72,9,Y2017
188,,Spencer Levin,89,"49' 6""",4555.08,92,9,Y2017
189,,Steven Bowditch,59,"50' 5""",2722.17,54,10,Y2017
190,,Carl Pettersson,63,"51' 0""",3315.75,65,8,Y2017
1,1,Adam Scott,79,"31' 10""",3091.58,97,-16,Y2016
2,2,Hideki Matsuyama,76,"33' 1""",3608.33,109,-13,Y2016
3,3,Rory McIlroy,69,"33' 9""",2629.58,78,-8,Y2016
4,4,Charl Schwartzel,73,"34' 1""",3339.08,98,-20,Y2016
5,5,Dawie van der Walt,72,"35' 1""",2946.42,84,E,Y2016
6,6,Jason Kokrak,89,"35' 6""",4366.5,123,-10,Y2016
