RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,ROUNDS,AVG,TOTAL DISTANCE (FEET),# OF ATTEMPTS,RELATIVE TO PAR,YEAR
T72,,Henrik Stenson,60,"42' 8""",767.58,18,3,Y2018
T77,,Ryan Armour,109,"42' 9""",2308,54,13,Y2018
T77,,Sam Ryder,82,"42' 9""",2050,48,5,Y2018
T77,,Conrad Shindler,60,"42' 9""",1368.83,32,7,Y2018
T77,,J.J. Spaun,85,"42' 9""",2224.58,52,6,Y2018
T77,,Robert Streb,78,"42' 9""",2780.75,65,11,Y2018
82,,William McGirt,84,"42' 10""",2786.58,65,8,Y2018
83,,Peter Malnati,87,"42' 11""",2574.33,60,14,Y2018
84,,Jamie Lovemark,92,"43' 0""",3443.17,80,14,Y2018
T85,,Si Woo Kim,108,"43' 1""",2325,54,10,Y2018
T85,,Justin Rose,70,"43' 1""",1723.67,40,5,Y2018
87,,Sam Saunders,80,"43' 4""",2770.75,64,13,Y2018
T88,,Fabián Gómez,88,"43' 5""",2693.92,62,14,Y2018
T88,,Charles Howell III,104,"43' 5""",2908.5,67,7,Y2018
T88,,Tiger Woods,68,"43' 5""",2128.5,49,5,Y2018
91,,Rafa Cabrera Bello,75,"43' 6""",1000.5,23,3,Y2018
92,,Hunter Mahan,67,"43' 7""",1263.67,29,7,Y2018
T93,,Shane Lowry,64,"43' 8""",1876.92,43,15,Y2018
T93,,Andrew Yun,51,"43' 8""",1484.67,34,4,Y2018
95,,Chris Stroud,81,"43' 9""",1313.58,30,2,Y2018
T96,,Rory McIlroy,64,"43' 11""",1449.42,33,6,Y2018
T96,,C.T. Pan,104,"43' 11""",2413.17,55,15,Y2018
T96,,Scott Stallings,96,"43' 11""",3074.33,70,11,Y2018
T99,,Kevin Chappell,77,"44' 0""",2201.08,50,10,Y2018
T99,,Tommy Fleetwood,73,"44' 0""",2154.58,49,13,Y2018
T99,,Brian Harman,94,"44' 0""",1847.83,42,11,Y2018
T99,,Billy Horschel,86,"44' 0""",2993.75,68,11,Y2018
103,,Harold Varner III,91,"44' 1""",3176.67,72,16,Y2018
T104,,Matt Kuchar,88,"44' 2""",1899,43,7,Y2018
T104,,Phil Mickelson,90,"44' 2""",3005.42,68,9,Y2018
T104,,Louis Oosthuizen,62,"44' 2""",1633.58,37,6,Y2018
T104,,Jon Rahm,71,"44' 2""",1633.08,37,6,Y2018
108,,Beau Hossler,104,"44' 3""",2521.92,57,10,Y2018
T109,,Kelly Kraft,94,"44' 4""",2171.75,49,12,Y2018
T109,,D.A. Points,63,"44' 4""",1818,41,3,Y2018
111,,Nick Taylor,94,"44' 5""",3284.83,74,21,Y2018
T112,,Patrick Cantlay,87,"44' 6""",1602.83,36,8,Y2018
T112,,Chesson Hadley,103,"44' 6""",2982.42,67,12,Y2018
114,,Chez Reavie,93,"44' 7""",1381.75,31,3,Y2018
115,,Scott Brown,102,"44' 8""",3257.92,73,13,Y2018
T116,,Martin Piller,79,"44' 9""",2371.33,53,14,Y2018
T116,,Jhonattan Vegas,92,"44' 9""",3044.5,68,10,Y2018
T116,,Bubba Watson,90,"44' 9""",2687.42,60,8,Y2018
119,,Brandon Harkins,101,"44' 10""",3181.25,71,20,Y2018
T120,,Mackenzie Hughes,80,"45' 0""",2520.5,56,11,Y2018
T120,,Keith Mitchell,99,"45' 0""",2610.25,58,16,Y2018
T120,,Seamus Power,86,"45' 0""",2881.83,64,6,Y2018
T120,,Adam Schenk,86,"45' 0""",2836.42,63,17,Y2018
T124,,Tyrone Van Aswegen,101,"45' 1""",3199.33,71,12,Y2018
T124,,Aaron Wise,90,"45' 1""",2389.58,53,10,Y2018
T126,,Daniel Berger,81,"45' 3""",2715.83,60,10,Y2018
T126,,Trey Mullinax,75,"45' 3""",1945.08,43,7,Y2018
T128,,Austin Cook,107,"45' 4""",3126.17,69,14,Y2018
T128,,Jason Dufner,71,"45' 4""",1404.67,31,5,Y2018
T130,,Matt Atkins,56,"45' 6""",1365.92,30,E,Y2018
T130,,Tyler Duncan,97,"45' 6""",2775.67,61,14,Y2018
T130,,Emiliano Grillo,94,"45' 6""",2094.33,46,8,Y2018
T130,,Jonathan Randolph,71,"45' 6""",2140.42,47,10,Y2018
T134,,Cody Gribble,71,"45' 7""",2322.75,51,13,Y2018
T134,,David Lingmerth,82,"45' 7""",1686,37,4,Y2018
T136,,"Ted Potter, Jr.",87,"45' 8""",2419.5,53,8,Y2018
T136,,Daniel Summerhays,51,"45' 8""",1872.17,41,12,Y2018
T136,,Johnson Wagner,75,"45' 8""",1964.42,43,10,Y2018
T139,,Brooks Koepka,64,"45' 9""",1830.42,40,17,Y2018
T139,,Ben Martin,64,"45' 9""",1965.67,43,15,Y2018
T139,,Denny McCarthy,71,"45' 9""",2014.42,44,13,Y2018
T139,,Ollie Schniederjans,91,"45' 9""",3752.92,82,6,Y2018
143,,Hideki Matsuyama,75,"45' 10""",3022.75,66,9,Y2018
144,,Chris Kirk,108,"45' 11""",3352.17,73,16,Y2018
145,,Webb Simpson,95,"46' 1""",3687.25,80,7,Y2018
146,,Justin Thomas,91,"46' 3""",2728.67,59,11,Y2018
147,,Harris English,84,"46' 4""",2596.08,56,1,Y2018
T148,,Lucas Glover,65,"46' 5""",1950.58,42,10,Y2018
T148,,Brandt Snedeker,84,"46' 5""",2782.75,60,9,Y2018
150,,Peter Uihlein,83,"46' 6""",3532.92,76,18,Y2018
T151,,Byeong Hun An,86,"46' 7""",3261.25,70,14,Y2018
T151,,Brendan Steele,74,"46' 7""",1864.33,40,4,Y2018
153,,Lanto Griffin,80,"46' 8""",2988,64,14,Y2018
T154,,Blayne Barber,69,"46' 9""",2289.83,49,10,Y2018
T154,,Gary Woodland,96,"46' 9""",3226.58,69,9,Y2018
156,,Ryan Blaum,81,"46' 10""",2905.92,62,5,Y2018
T157,,Kiradech Aphibarnrat,51,"47' 0""",1269.42,27,6,Y2018
T157,,Troy Merritt,89,"47' 0""",2445.75,52,5,Y2018
T159,,Greg Chalmers,56,"47' 2""",1226.92,26,4,Y2018
T159,,Satoshi Kodaira,51,"47' 2""",1227.33,26,10,Y2018
161,,Keegan Bradley,98,"47' 3""",2789.5,59,11,Y2018
162,,Adam Scott,78,"47' 4""",2414.42,51,9,Y2018
T163,,Billy Hurley III,70,"47' 5""",2702.33,57,14,Y2018
T163,,Graeme McDowell,67,"47' 5""",1850.75,39,5,Y2018
165,,Brian Stuard,103,"47' 6""",2327,49,21,Y2018
T166,,Francesco Molinari,73,"47' 7""",1903.92,40,8,Y2018
T166,,Kyle Stanley,93,"47' 7""",2283.25,48,12,Y2018
168,,Cameron Tringale,67,"47' 10""",2437.75,51,13,Y2018
169,,Martin Flores,92,"47' 11""",3256.92,68,21,Y2018
170,,Ethan Tracy,72,"48' 1""",2260.17,47,14,Y2018
171,,Richy Werenski,98,"48' 2""",3322.5,69,21,Y2018
172,,Tyrrell Hatton,58,"48' 3""",1593.08,33,3,Y2018
173,,Ryan Palmer,69,"48' 6""",2134.17,44,15,Y2018
T174,,Brian Gay,103,"48' 7""",2381.08,49,20,Y2018
T174,,Sung Kang,89,"48' 7""",2962.17,61,27,Y2018
T176,,Michael Kim,74,"48' 9""",2144,44,6,Y2018
T176,,Kevin Kisner,89,"48' 9""",2534,52,5,Y2018
178,,Xander Schauffele,96,"48' 10""",2979.25,61,15,Y2018
179,,Jason Day,75,"49' 2""",2309.75,47,8,Y2018
180,,Kyle Thompson,50,"49' 5""",1728.17,35,8,Y2018
181,,Zach Johnson,94,"49' 6""",2872.67,58,3,Y2018
182,,Kevin Na,91,"49' 9""",2834.25,57,10,Y2018
T183,,J.T. Poston,73,"49' 10""",2639.5,53,13,Y2018
T183,,Michael Thompson,62,"49' 10""",1842.33,37,13,Y2018
T185,,Jim Furyk,50,"50' 1""",1552,31,E,Y2018
T185,,Kevin Tway,110,"50' 1""",4158.58,83,12,Y2018
187,,Brice Garnett,99,"50' 4""",2820.08,56,9,Y2018
188,,Matt Jones,70,"50' 5""",2370.75,47,11,Y2018
189,,Roberto Díaz,72,"50' 10""",1984.08,39,10,Y2018
190,,Alex Noren,67,"50' 11""",2087.42,41,10,Y2018
191,,Branden Grace,67,"51' 7""",2115.25,41,13,Y2018
192,,Patrick Rodgers,97,"52' 6""",3463.83,66,14,Y2018
193,,Nicholas Lindheim,77,"53' 4""",3362.08,63,17,Y2018
1,,Rory McIlroy,51,"32' 2""",868.5,27,E,Y2017
2,,Boo Weekley,75,"32' 7""",1337.58,41,E,Y2017
3,,Ian Poulter,72,"33' 11""",1322.83,39,6,Y2017
4,,Francesco Molinari,75,"34' 8""",1179.58,34,2,Y2017
5,,Sean O'Hair,84,"35' 9""",1608.58,45,7,Y2017
6,,Chez Reavie,98,"36' 3""",2067.92,57,5,Y2017
7,,Roberto Castro,70,"36' 9""",1177.25,32,8,Y2017
8,,D.A. Points,68,"36' 11""",1476,40,2,Y2017
9,,Ryan Moore,82,"37' 1""",1521.08,41,10,Y2017
10,,Alex Cejka,85,"37' 2""",1596.58,43,-1,Y2017
T11,,Hideki Matsuyama,83,"37' 5""",1644.92,44,7,Y2017
T11,,Jimmy Walker,68,"37' 5""",1645.75,44,6,Y2017
T13,,Rafa Cabrera Bello,63,"37' 6""",1426.25,38,3,Y2017
T13,,Zach Johnson,81,"37' 6""",1573.67,42,6,Y2017
15,,Russell Knox,75,"37' 7""",1428.42,38,5,Y2017
T16,,Jason Bohn,75,"37' 10""",2193.92,58,9,Y2017
T16,,Harris English,84,"37' 10""",3063.25,81,4,Y2017
18,,John Huh,92,"38' 0""",3003.17,79,10,Y2017
19,,Danny Lee,93,"38' 1""",2245.08,59,12,Y2017
20,,Adam Hadwin,98,"38' 2""",2403.92,63,14,Y2017
21,,Brian Stuard,93,"38' 4""",1764.92,46,9,Y2017
22,,Luke Donald,50,"38' 7""",1233.5,32,-1,Y2017
23,,Vaughn Taylor,90,"38' 8""",1972.67,51,11,Y2017
24,,Luke List,102,"38' 10""",2755.58,71,6,Y2017
25,,Graeme McDowell,56,"38' 11""",1285.25,33,1,Y2017
26,,Kevin Na,86,"39' 1""",2346.75,60,1,Y2017
27,,Peter Malnati,91,"39' 2""",2114.5,54,3,Y2017
28,,Nick Watney,75,"39' 3""",2117.75,54,13,Y2017
29,,Mark Hubbard,81,"39' 4""",2436.42,62,6,Y2017
30,,Carl Pettersson,63,"39' 5""",2207.75,56,14,Y2017
T31,,Ryan Armour,63,"39' 6""",1619.08,41,4,Y2017
T31,,Ryan Palmer,61,"39' 6""",1421.75,36,10,Y2017
33,,Zac Blair,105,"39' 7""",2258.58,57,7,Y2017
34,,Daniel Summerhays,100,"39' 8""",2499.92,63,7,Y2017
T35,,Shane Lowry,52,"39' 9""",1113.5,28,2,Y2017
T35,,Pat Perez,93,"39' 9""",2264.92,57,10,Y2017
37,,Phil Mickelson,85,"39' 10""",2391.08,60,12,Y2017
T38,,Daniel Berger,91,"39' 11""",2036,51,3,Y2017
T38,,Lucas Glover,93,"39' 11""",2115,53,5,Y2017
40,,Søren Kjeldsen,58,"40' 0""",839.25,21,4,Y2017
41,,Charley Hoffman,112,"40' 1""",3009.25,75,12,Y2017
T42,,Ben Crane,86,"40' 2""",2048.67,51,9,Y2017
T42,,Spencer Levin,89,"40' 2""",2572.58,64,8,Y2017
44,,Chris Kirk,89,"40' 6""",1942.33,48,8,Y2017
45,,Ollie Schniederjans,92,"40' 7""",3207.25,79,9,Y2017
46,,Ryan Blaum,100,"40' 8""",2966.5,73,13,Y2017
T47,,K.J. Choi,72,"40' 9""",1467,36,11,Y2017
T47,,Andrew Loupe,55,"40' 9""",2160.42,53,8,Y2017
49,,Charl Schwartzel,63,"40' 10""",1836.17,45,7,Y2017
T50,,Emiliano Grillo,90,"41' 0""",1721.08,42,9,Y2017
T50,,Jim Herman,77,"41' 0""",1679.75,41,6,Y2017
T50,,Billy Horschel,88,"41' 0""",3158.42,77,12,Y2017
T50,,Gary Woodland,94,"41' 0""",2212.33,54,5,Y2017
54,,Ben Martin,86,"41' 1""",1847.17,45,3,Y2017
55,,Bill Haas,92,"41' 2""",2263.67,55,5,Y2017
T56,,Aaron Baddeley,61,"41' 3""",1856.92,45,14,Y2017
T56,,David Lingmerth,79,"41' 3""",1815.08,44,3,Y2017
T58,,Martin Flores,88,"41' 4""",3017.83,73,12,Y2017
T58,,Kyle Stanley,104,"41' 4""",2768.5,67,6,Y2017
T60,,Matt Kuchar,95,"41' 5""",2196.33,53,13,Y2017
T60,,Shawn Stefani,72,"41' 5""",1947.92,47,7,Y2017
62,,Branden Grace,70,"41' 7""",1372.33,33,6,Y2017
T63,,Ryo Ishikawa,56,"41' 8""",2208.67,53,18,Y2017
T63,,Martin Laird,83,"41' 8""",2209.58,53,13,Y2017
T63,,Chris Stroud,67,"41' 8""",1583.33,38,8,Y2017
T66,,Brian Harman,104,"41' 10""",2216.42,53,6,Y2017
T66,,Louis Oosthuizen,69,"41' 10""",1883.17,45,2,Y2017
T66,,Kyle Reifers,96,"41' 10""",2092.58,50,-1,Y2017
69,,Kevin Tway,96,"42' 1""",2695.67,64,12,Y2017
T70,,Brett Drewitt,57,"42' 2""",1854.75,44,9,Y2017
T70,,C.T. Pan,88,"42' 2""",2908.17,69,15,Y2017
T70,,Patrick Reed,107,"42' 2""",2445.33,58,9,Y2017
73,,Brandt Snedeker,53,"42' 3""",1183,28,2,Y2017
T74,,Ryan Brehm,83,"42' 4""",2200.75,52,9,Y2017
T74,,Cameron Smith,86,"42' 4""",2796.67,66,16,Y2017
76,,Grayson Murray,94,"42' 5""",2796.83,66,4,Y2017
77,,Bud Cauley,92,"42' 6""",2679.42,63,6,Y2017
T78,,Robert Garrigus,78,"42' 7""",2130.83,50,7,Y2017
T78,,J.B. Holmes,83,"42' 7""",2127.67,50,8,Y2017
T78,,Jason Kokrak,95,"42' 7""",2512.33,59,9,Y2017
T81,,Brian Gay,82,"42' 8""",2219.5,52,8,Y2017
T81,,Billy Hurley III,80,"42' 8""",2473.33,58,11,Y2017
T81,,Patton Kizzire,84,"42' 8""",3198.17,75,10,Y2017
84,,Russell Henley,99,"42' 9""",2951.92,69,6,Y2017
T85,,Ricky Barnes,100,"42' 10""",3682.75,86,11,Y2017
T85,,Steven Bowditch,59,"42' 10""",2270.33,53,18,Y2017
T87,,J.T. Poston,95,"42' 11""",2878.08,67,15,Y2017
T87,,Robert Streb,98,"42' 11""",3349.67,78,20,Y2017
T89,,Jonas Blixt,74,"43' 0""",2407.25,56,17,Y2017
T89,,Paul Casey,94,"43' 0""",2148.75,50,4,Y2017
T89,,Whee Kim,74,"43' 0""",2323.58,54,6,Y2017
T89,,Jonathan Randolph,68,"43' 0""",2192,51,13,Y2017
T93,,Byeong Hun An,77,"43' 1""",1980.17,46,15,Y2017
T93,,Sung Kang,104,"43' 1""",3622.25,84,12,Y2017
T95,,Wesley Bryan,95,"43' 2""",2677.92,62,16,Y2017
T95,,Bryce Molder,74,"43' 2""",2376.25,55,12,Y2017
T95,,Seamus Power,86,"43' 2""",3152.58,73,4,Y2017
98,,Justin Thomas,86,"43' 3""",2507.08,58,14,Y2017
T99,,Chad Campbell,97,"43' 4""",3291.33,76,14,Y2017
T99,,James Hahn,96,"43' 4""",2339.25,54,15,Y2017
T99,,Charles Howell III,86,"43' 4""",2385.25,55,8,Y2017
T99,,Michael Kim,94,"43' 4""",3420.5,79,12,Y2017
T99,,Xander Schauffele,96,"43' 4""",2858.33,66,12,Y2017
104,,Dominic Bozzelli,69,"43' 5""",1824.17,42,12,Y2017
T105,,Andres Gonzales,73,"43' 6""",2390.33,55,10,Y2017
T105,,Jhonattan Vegas,95,"43' 6""",2912.5,67,7,Y2017
T107,,Rickie Fowler,78,"43' 7""",1831.42,42,4,Y2017
T107,,Brandon Hagy,85,"43' 7""",2788.17,64,7,Y2017
109,,Scott Stallings,81,"43' 8""",2489.08,57,13,Y2017
T110,,Stewart Cink,93,"43' 9""",3411.5,78,20,Y2017
T110,,Chad Collins,66,"43' 9""",2319.33,53,4,Y2017
T110,,Jason Day,71,"43' 9""",1880.67,43,4,Y2017
113,,Trey Mullinax,88,"43' 10""",2895.08,66,13,Y2017
114,,Richy Werenski,81,"43' 11""",2066,47,12,Y2017
T115,,Patrick Cantlay,52,"44' 0""",1409.25,32,4,Y2017
T115,,Michael Thompson,60,"44' 0""",2330.08,53,11,Y2017
117,,Smylie Kaufman,76,"44' 1""",2511.17,57,12,Y2017
118,,Rick Lamb,54,"44' 2""",1104.75,25,9,Y2017
T119,,Steven Alker,69,"44' 3""",1681.42,38,5,Y2017
T119,,Mark Anderson,54,"44' 3""",2124.5,48,5,Y2017
T119,,Retief Goosen,52,"44' 3""",1505.58,34,12,Y2017
T119,,Mackenzie Hughes,106,"44' 3""",3718.67,84,15,Y2017
T119,,Anirban Lahiri,72,"44' 3""",1945.67,44,9,Y2017
T124,,Dustin Johnson,77,"44' 4""",1816.75,41,9,Y2017
T124,,Rory Sabbatini,71,"44' 4""",1817.75,41,3,Y2017
T126,,Brooks Koepka,88,"44' 5""",2222.25,50,10,Y2017
T126,,Jordan Spieth,85,"44' 5""",2399.25,54,10,Y2017
T128,,Tom Hoge,54,"44' 6""",1734.25,39,14,Y2017
T128,,Jamie Lovemark,98,"44' 6""",3115.75,70,7,Y2017
130,,Julián Etulain,68,"44' 7""",1291.83,29,4,Y2017
131,,J.J. Henry,92,"44' 8""",2811.92,63,14,Y2017
T132,,Greg Chalmers,75,"44' 9""",2282.33,51,8,Y2017
T132,,Bryson DeChambeau,91,"44' 9""",2550.17,57,21,Y2017
T134,,Graham DeLaet,82,"44' 11""",2694.58,60,9,Y2017
T134,,Derek Fathauer,81,"44' 11""",2697.42,60,11,Y2017
136,,Hudson Swafford,94,"45' 1""",3474.25,77,9,Y2017
T137,,Jason Dufner,89,"45' 2""",2486.08,55,16,Y2017
T137,,Si Woo Kim,80,"45' 2""",1400.25,31,5,Y2017
139,,Harold Varner III,101,"45' 3""",2715.75,60,10,Y2017
T140,,Keegan Bradley,104,"45' 4""",3083.92,68,23,Y2017
T140,,Fabián Gómez,61,"45' 4""",1812.17,40,9,Y2017
T140,,Rod Pampling,71,"45' 4""",2220.75,49,11,Y2017
T143,,Matt Every,76,"45' 6""",2456.67,54,20,Y2017
T143,,Cameron Percy,71,"45' 6""",2000.33,44,4,Y2017
145,,Nicholas Lindheim,58,"45' 8""",2147.92,47,11,Y2017
T146,,J.J. Spaun,92,"45' 9""",2287.75,50,5,Y2017
T146,,Brett Stegmaier,78,"45' 9""",2013.58,44,10,Y2017
148,,Tony Finau,106,"45' 10""",2660.5,58,15,Y2017
T149,,Sebastián Muñoz,51,"45' 11""",1790.75,39,7,Y2017
T149,,Sam Saunders,76,"45' 11""",2432.33,53,8,Y2017
T149,,Camilo Villegas,76,"45' 11""",2664.92,58,4,Y2017
152,,Kevin Kisner,105,"46' 0""",2254.5,49,8,Y2017
153,,Ernie Els,52,"46' 2""",1292.42,28,4,Y2017
154,,Seung-Yul Noh,91,"46' 3""",3607.17,78,10,Y2017
T155,,Marc Leishman,94,"46' 4""",2825,61,11,Y2017
T155,,Nick Taylor,97,"46' 4""",2875.08,62,13,Y2017
157,,Kevin Streelman,90,"46' 5""",2689.83,58,10,Y2017
158,,Patrick Rodgers,76,"46' 6""",2977.5,64,16,Y2017
T159,,Ken Duke,77,"46' 9""",1542.67,33,11,Y2017
T159,,Sergio Garcia,65,"46' 9""",1449.58,31,7,Y2017
T159,,Cody Gribble,79,"46' 9""",2664,57,3,Y2017
T159,,Geoff Ogilvy,80,"46' 9""",2384,51,5,Y2017
T159,,Webb Simpson,102,"46' 9""",2384.58,51,9,Y2017
164,,Tyrone Van Aswegen,105,"46' 10""",3510.25,75,24,Y2017
T165,,Brendan Steele,89,"46' 11""",2534.67,54,11,Y2017
T165,,Cameron Tringale,89,"46' 11""",2627.75,56,15,Y2017
T165,,Johnson Wagner,71,"46' 11""",2815.5,60,15,Y2017
T168,,Blayne Barber,77,"47' 0""",2207.67,47,13,Y2017
T168,,Kevin Chappell,95,"47' 0""",2819.83,60,16,Y2017
T168,,Gonzalo Fernandez-Castaño,63,"47' 0""",1881.25,40,7,Y2017
T168,,Kelly Kraft,75,"47' 0""",2351.5,50,11,Y2017
172,,Morgan Hoffmann,92,"47' 1""",2918.08,62,19,Y2017
173,,Justin Rose,66,"47' 2""",2076.08,44,5,Y2017
174,,Matt Jones,64,"47' 4""",2367.67,50,5,Y2017
175,,Hunter Mahan,73,"47' 8""",2048.92,43,10,Y2017
176,,Scott Brown,95,"47' 10""",2867.67,60,17,Y2017
T177,,David Hearn,93,"48' 1""",2884.5,60,11,Y2017
T177,,Jon Rahm,90,"48' 1""",1971.75,41,4,Y2017
T179,,Jim Furyk,54,"48' 2""",1782.58,37,5,Y2017
T179,,Bubba Watson,71,"48' 2""",1878,39,6,Y2017
181,,Brad Fritsch,56,"48' 5""",1792.25,37,10,Y2017
182,,Scott Piercy,70,"48' 7""",2572.83,53,20,Y2017
183,,Steve Wheatcroft,51,"48' 9""",1413.5,29,3,Y2017
T184,,William McGirt,89,"49' 0""",2105.92,43,9,Y2017
T184,,Tim Wilkinson,64,"49' 0""",1958.67,40,6,Y2017
186,,Brian Campbell,55,"50' 0""",1150.75,23,1,Y2017
187,,Adam Scott,58,"50' 1""",1702.5,34,7,Y2017
188,,Tag Ridings,67,"51' 8""",2582.67,50,12,Y2017
189,,Miguel Angel Carballo,63,"53' 8""",2145.58,40,20,Y2017
190,,Troy Merritt,82,"55' 3""",2760.75,50,16,Y2017
1,1,Padraig Harrington,54,"31' 7""",1326.08,42,-3,Y2016
2,2,Branden Grace,63,"32' 1""",1187.17,37,4,Y2016
3,3,Sam Saunders,69,"32' 6""",1039.25,32,1,Y2016
4,4,Luke List,79,"33' 6""",1811,54,2,Y2016
5,5,Luke Donald,81,"34' 0""",1802.5,53,1,Y2016
6,6,David Toms,62,"34' 1""",1533.58,45,2,Y2016
7,7,Ben Crane,80,"34' 2""",1436.33,42,-4,Y2016
8,8,Rickie Fowler,80,"34' 9""",1703.33,49,-1,Y2016
9,9,Brooks Koepka,75,"34' 10""",1638.83,47,7,Y2016
10,10,Kevin Streelman,82,"35' 1""",1332.58,38,E,Y2016
11,11,Russell Henley,76,"35' 4""",2258.75,64,5,Y2016
T12,T12,Louis Oosthuizen,63,"35' 7""",1211,34,1,Y2016
