RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,ROUNDS,AVG,TOTAL DISTANCE (FEET),# OF ATTEMPTS,RELATIVE TO PAR,YEAR
T29,,Phil Mickelson,90,"59' 3""",1777.42,30,-16,Y2018
T31,,Fabián Gómez,88,"59' 6""",1546.75,26,-16,Y2018
T31,,Peter Uihlein,83,"59' 6""",1487.17,25,-12,Y2018
33,,Grayson Murray,72,"59' 7""",1132,19,-11,Y2018
T34,,Aaron Baddeley,84,"59' 9""",1493.58,25,-13,Y2018
T34,,Tommy Fleetwood,73,"59' 9""",1732.67,29,-19,Y2018
T34,,Matt Jones,70,"59' 9""",1016.08,17,-12,Y2018
T37,,Talor Gooch,78,"60' 0""",780.417,13,-3,Y2018
T37,,Adam Hadwin,92,"60' 0""",2099.42,35,-16,Y2018
T39,,Abraham Ancer,98,"60' 3""",2408.42,40,-26,Y2018
T39,,Russell Knox,94,"60' 3""",2047.92,34,-18,Y2018
T39,,Denny McCarthy,71,"60' 3""",1326,22,-13,Y2018
T42,,Robert Streb,78,"60' 4""",1568,26,-14,Y2018
T42,,Steve Wheatcroft,60,"60' 4""",1207.08,20,-13,Y2018
T44,,Conrad Shindler,60,"60' 7""",1090.58,18,-5,Y2018
T44,,Nick Taylor,94,"60' 7""",1938.92,32,-19,Y2018
46,,Cody Gribble,71,"60' 10""",912.333,15,-8,Y2018
47,,Gary Woodland,96,"61' 1""",1953.33,32,-18,Y2018
48,,Charl Schwartzel,65,"61' 2""",1162.58,19,-8,Y2018
49,,Jason Dufner,71,"61' 7""",1540.42,25,-14,Y2018
50,,Daniel Berger,81,"61' 8""",2035.17,33,-20,Y2018
51,,Jonas Blixt,67,"61' 9""",1297.58,21,-9,Y2018
52,,Cameron Tringale,67,"62' 0""",1116.42,18,-11,Y2018
53,,Chris Kirk,108,"62' 2""",2612.17,42,-23,Y2018
54,,Emiliano Grillo,94,"62' 5""",2185,35,-26,Y2018
55,,Zecheng Dou,53,"62' 7""",750.917,12,-7,Y2018
56,,Jim Furyk,50,"62' 8""",752.25,12,-3,Y2018
57,,Trey Mullinax,75,"62' 10""",1068.58,17,-6,Y2018
T58,,Kevin Na,91,"62' 11""",1825.5,29,-16,Y2018
T58,,Kevin Tway,110,"62' 11""",1760.5,28,-19,Y2018
60,,Ryan Moore,78,"63' 1""",1892.75,30,-15,Y2018
61,,Jamie Lovemark,92,"63' 2""",1957,31,-17,Y2018
T62,,Ian Poulter,73,"63' 4""",1520.92,24,-12,Y2018
T62,,Kevin Streelman,94,"63' 4""",1899.58,30,-18,Y2018
T64,,Zac Blair,64,"63' 5""",951.25,15,-10,Y2018
T64,,Billy Hurley III,70,"63' 5""",1521.83,24,-11,Y2018
66,,Hunter Mahan,67,"63' 8""",1528.08,24,-15,Y2018
T67,,Joel Dahmen,93,"63' 9""",1912.58,30,-12,Y2018
T67,,Sean O'Hair,67,"63' 9""",1529,24,-14,Y2018
T67,,Sam Ryder,82,"63' 9""",1594,25,-16,Y2018
70,,Patrick Rodgers,97,"63' 10""",1914.75,30,-17,Y2018
71,,Patton Kizzire,92,"63' 11""",1405.5,22,-12,Y2018
T72,,Brandon Harkins,101,"64' 1""",1731,27,-16,Y2018
T72,,John Huh,94,"64' 1""",2115.17,33,-19,Y2018
T72,,Dustin Johnson,77,"64' 1""",1089.5,17,-9,Y2018
75,,Seamus Power,86,"64' 2""",1090.67,17,-8,Y2018
76,,Tiger Woods,68,"64' 3""",1412.58,22,-13,Y2018
T77,,Byeong Hun An,86,"64' 4""",1865.5,29,-16,Y2018
T77,,Adam Scott,78,"64' 4""",1865.42,29,-14,Y2018
T79,,J.B. Holmes,77,"64' 5""",1481.83,23,-12,Y2018
T79,,Francesco Molinari,73,"64' 5""",1545.33,24,-19,Y2018
T81,,Cameron Smith,85,"64' 6""",1677.75,26,-11,Y2018
T81,,Shawn Stefani,76,"64' 6""",1160.75,18,-13,Y2018
T83,,Jason Kokrak,99,"64' 7""",2326.08,36,-24,Y2018
T83,,Jon Rahm,71,"64' 7""",1420.92,22,-8,Y2018
85,,Stewart Cink,87,"64' 8""",1229.42,19,-11,Y2018
86,,Kyle Stanley,93,"64' 9""",2330.42,36,-22,Y2018
87,,Graeme McDowell,67,"64' 10""",1232.33,19,-7,Y2018
88,,Patrick Reed,94,"65' 0""",1949.42,30,-14,Y2018
T89,,Pat Perez,82,"65' 4""",979.5,15,-6,Y2018
T89,,Sam Saunders,80,"65' 4""",1632.75,25,-16,Y2018
T89,,Adam Schenk,86,"65' 4""",1437.83,22,-11,Y2018
T92,,Rob Oppenheim,74,"65' 5""",1047,16,-10,Y2018
T92,,Ethan Tracy,72,"65' 5""",1440,22,-14,Y2018
T94,,Blayne Barber,69,"65' 6""",1441.75,22,-10,Y2018
T94,,Ben Crane,65,"65' 6""",1047.92,16,-6,Y2018
T94,,D.A. Points,63,"65' 6""",786.25,12,-10,Y2018
T94,,J.T. Poston,73,"65' 6""",1048.33,16,-8,Y2018
98,,Martin Piller,79,"65' 8""",984.417,15,-9,Y2018
99,,Jonathan Byrd,70,"65' 9""",1249.33,19,-9,Y2018
100,,Justin Thomas,91,"65' 10""",1382.42,21,-9,Y2018
101,,Rory McIlroy,64,"66' 1""",793,12,-2,Y2018
102,,J.J. Spaun,85,"66' 3""",1391.17,21,-9,Y2018
103,,Chesson Hadley,103,"66' 5""",2655.83,40,-17,Y2018
T104,,Ricky Barnes,65,"66' 6""",997.167,15,-8,Y2018
T104,,Brian Gay,103,"66' 6""",2725.67,41,-22,Y2018
T104,,Marc Leishman,93,"66' 6""",1729.25,26,-4,Y2018
107,,Branden Grace,67,"66' 8""",932.833,14,-6,Y2018
108,,Nick Watney,94,"66' 9""",1135.08,17,-8,Y2018
109,,Mackenzie Hughes,80,"66' 10""",1737.67,26,-11,Y2018
110,,Robert Garrigus,80,"66' 11""",1204.92,18,-4,Y2018
111,,Shane Lowry,64,"67' 0""",1675.75,25,-12,Y2018
112,,Bill Haas,76,"67' 1""",1341.42,20,-13,Y2018
113,,Danny Lee,88,"67' 2""",1208.83,18,-8,Y2018
114,,Tyler Duncan,97,"67' 3""",2489.17,37,-16,Y2018
T115,,Brian Harman,94,"67' 5""",1887.42,28,-18,Y2018
T115,,Chez Reavie,93,"67' 5""",1146.33,17,-7,Y2018
117,,Harold Varner III,91,"67' 8""",1555.58,23,-11,Y2018
T118,,Austin Cook,107,"67' 11""",2308.58,34,-22,Y2018
T118,,Whee Kim,93,"67' 11""",1222,18,-8,Y2018
120,,David Lingmerth,82,"68' 1""",1634,24,-13,Y2018
T121,,Corey Conners,97,"68' 3""",2116.33,31,-15,Y2018
T121,,Jordan Spieth,81,"68' 3""",2321.58,34,-18,Y2018
T123,,Anirban Lahiri,82,"68' 4""",1776.25,26,-16,Y2018
T123,,Jonathan Randolph,71,"68' 4""",1571.33,23,-13,Y2018
125,,Rory Sabbatini,91,"68' 5""",2121.75,31,-22,Y2018
126,,Scott Brown,102,"68' 6""",1712.5,25,-17,Y2018
127,,Rafa Cabrera Bello,75,"68' 7""",1371.42,20,-11,Y2018
128,,Jhonattan Vegas,92,"68' 9""",1718.58,25,-12,Y2018
129,,J.J. Henry,81,"68' 10""",1721.67,25,-14,Y2018
130,,James Hahn,85,"68' 11""",1584.67,23,-14,Y2018
131,,Dominic Bozzelli,65,"69' 2""",1383.75,20,-8,Y2018
132,,Retief Goosen,60,"69' 5""",1249.25,18,-6,Y2018
133,,Bronson Burgoon,69,"69' 7""",1462,21,-15,Y2018
134,,Johnson Wagner,75,"69' 10""",1117.58,16,-11,Y2018
135,,Nicholas Lindheim,77,"70' 3""",1404.5,20,-11,Y2018
136,,Michael Kim,74,"70' 5""",1549.75,22,-15,Y2018
137,,Webb Simpson,95,"70' 7""",2186.83,31,-20,Y2018
138,,Alex Cejka,77,"70' 10""",2124.75,30,-12,Y2018
T139,,Ryan Armour,109,"71' 0""",1633.83,23,-16,Y2018
T139,,Bud Cauley,55,"71' 0""",1348.42,19,-10,Y2018
T139,,Martin Laird,73,"71' 0""",1775.42,25,-13,Y2018
T142,,Andrew Landry,82,"71' 1""",1920,27,-14,Y2018
T142,,Scott Stallings,96,"71' 1""",2559.83,36,-13,Y2018
144,,Charles Howell III,104,"71' 4""",1855.5,26,-17,Y2018
145,,Kelly Kraft,94,"71' 7""",1646.08,23,-9,Y2018
146,,Tyrrell Hatton,58,"71' 11""",1581.92,22,-10,Y2018
147,,Richy Werenski,98,"72' 0""",2160.67,30,-14,Y2018
148,,Derek Fathauer,84,"72' 2""",2165.75,30,-9,Y2018
149,,Ollie Schniederjans,91,"72' 3""",1879.5,26,-10,Y2018
150,,Lucas Glover,65,"72' 4""",1735.5,24,-13,Y2018
T151,,Charley Hoffman,87,"72' 5""",1593,22,-9,Y2018
T151,,Rod Pampling,62,"72' 5""",1666,23,-3,Y2018
153,,Lanto Griffin,80,"72' 6""",1304.92,18,-7,Y2018
154,,C.T. Pan,104,"72' 8""",2688.25,37,-21,Y2018
155,,Luke List,98,"72' 11""",2186.58,30,-15,Y2018
T156,,Beau Hossler,104,"73' 0""",2335.5,32,-16,Y2018
T156,,Tyrone Van Aswegen,101,"73' 0""",2116,29,-15,Y2018
158,,Brett Stegmaier,67,"73' 1""",1242.42,17,-12,Y2018
T159,,Troy Merritt,89,"73' 7""",2208,30,-19,Y2018
T159,,Aaron Wise,90,"73' 7""",3385.92,46,-23,Y2018
161,,Xinjun Zhang,81,"73' 10""",1844.83,25,-17,Y2018
162,,"Ted Potter, Jr.",87,"73' 11""",1773.83,24,-15,Y2018
163,,Stephan Jaeger,81,"74' 0""",1480.33,20,-8,Y2018
164,,Matt Atkins,56,"74' 1""",1185.42,16,-10,Y2018
165,,Daniel Summerhays,51,"74' 4""",966.333,13,-2,Y2018
166,,Scott Piercy,84,"74' 6""",2011.42,27,-11,Y2018
167,,Alex Noren,67,"75' 0""",2474.75,33,-18,Y2018
T168,,Rickie Fowler,74,"75' 4""",1582.83,21,-10,Y2018
T168,,Brandt Snedeker,84,"75' 4""",2035.08,27,-11,Y2018
T170,,Louis Oosthuizen,62,"75' 8""",1665,22,-11,Y2018
T170,,Andrew Putnam,97,"75' 8""",2042.08,27,-9,Y2018
172,,Matt Every,79,"76' 1""",1902.33,25,-17,Y2018
173,,Brian Stuard,103,"76' 4""",1907.33,25,-15,Y2018
174,,Jimmy Walker,81,"76' 7""",1532.42,20,-6,Y2018
T175,,Zach Johnson,94,"76' 8""",2145.83,28,-13,Y2018
T175,,Ben Silverman,90,"76' 8""",2299.33,30,-12,Y2018
177,,Peter Malnati,87,"76' 10""",1767.75,23,-14,Y2018
178,,Ryan Blaum,81,"77' 0""",1924.33,25,-14,Y2018
179,,Brendan Steele,74,"77' 2""",2007.08,26,-5,Y2018
180,,Martin Flores,92,"77' 4""",1855.08,24,-13,Y2018
181,,Wesley Bryan,69,"77' 11""",701.583,9,-4,Y2018
182,,Nate Lashley,51,"78' 0""",1013.75,13,-7,Y2018
183,,Jason Day,75,"78' 1""",1093,14,-7,Y2018
184,,Kevin Kisner,89,"78' 4""",1801.83,23,-12,Y2018
185,,Bubba Watson,90,"78' 10""",1892.92,24,-6,Y2018
186,,Hideki Matsuyama,75,"79' 0""",2291,29,-11,Y2018
187,,Billy Horschel,86,"79' 7""",2547.5,32,-16,Y2018
188,,Andrew Yun,51,"80' 1""",1121,14,-6,Y2018
189,,Ben Martin,64,"84' 6""",2281.58,27,-10,Y2018
190,,Cameron Percy,56,"85' 10""",1458.67,17,-7,Y2018
191,,Harris English,84,"86' 1""",1635.92,19,-10,Y2018
192,,Chris Stroud,81,"88' 0""",1847.17,21,-10,Y2018
193,,Greg Chalmers,56,"89' 9""",1436.08,16,-7,Y2018
1,,Brooks Koepka,88,"45' 4""",1133.58,25,-11,Y2017
2,,Ollie Schniederjans,92,"47' 2""",896.167,19,-14,Y2017
3,,Hideki Matsuyama,83,"47' 5""",948.5,20,-14,Y2017
4,,Brad Fritsch,56,"48' 6""",727,15,-9,Y2017
5,,Gary Woodland,94,"48' 7""",1310.92,27,-17,Y2017
6,,Retief Goosen,52,"49' 5""",593.333,12,-6,Y2017
7,,Anirban Lahiri,72,"51' 9""",1241.75,24,-19,Y2017
8,,Michael Thompson,60,"52' 11""",582.5,11,-6,Y2017
9,,Grayson Murray,94,"53' 0""",1430.83,27,-19,Y2017
10,,Rafa Cabrera Bello,63,"53' 1""",795.75,15,-8,Y2017
11,,Jimmy Walker,68,"53' 5""",1282.17,24,-15,Y2017
12,,Wesley Bryan,95,"54' 2""",1245.92,23,-13,Y2017
T13,,Tony Finau,106,"54' 6""",1470.92,27,-23,Y2017
T13,,Webb Simpson,102,"54' 6""",1906.92,35,-27,Y2017
15,,Luke List,102,"54' 8""",1859.42,34,-17,Y2017
16,,Rickie Fowler,78,"55' 5""",942.083,17,-11,Y2017
17,,Sung Kang,104,"55' 6""",2108.5,38,-16,Y2017
18,,Cameron Smith,86,"55' 9""",1616.92,29,-20,Y2017
19,,Andrew Loupe,55,"55' 10""",670.083,12,-8,Y2017
20,,Seamus Power,86,"57' 1""",1085.08,19,-14,Y2017
T21,,Kyle Reifers,96,"57' 3""",1544.92,27,-17,Y2017
T21,,Hudson Swafford,94,"57' 3""",1945.83,34,-19,Y2017
23,,Harold Varner III,101,"57' 5""",1436.42,25,-4,Y2017
24,,Stewart Cink,93,"57' 8""",1672.75,29,-14,Y2017
25,,J.B. Holmes,83,"58' 1""",1103.08,19,-1,Y2017
26,,Kyle Stanley,104,"58' 2""",2617.08,45,-24,Y2017
27,,Brendan Steele,89,"58' 3""",1457.08,25,-11,Y2017
28,,Harris English,84,"58' 6""",1052.25,18,-12,Y2017
29,,Bud Cauley,92,"58' 10""",1999.67,34,-21,Y2017
30,,Tag Ridings,67,"59' 1""",709.417,12,-7,Y2017
31,,Mark Hubbard,81,"59' 2""",1242.83,21,-15,Y2017
32,,Daniel Summerhays,100,"59' 6""",2023.42,34,-24,Y2017
T33,,J.J. Spaun,92,"59' 7""",1429.17,24,-17,Y2017
T33,,Jordan Spieth,85,"59' 7""",1488.92,25,-16,Y2017
35,,Jason Day,71,"59' 10""",1136.08,19,-9,Y2017
36,,Shane Lowry,52,"60' 0""",960.25,16,-6,Y2017
37,,Graham DeLaet,82,"60' 3""",1445.92,24,-8,Y2017
38,,Nick Taylor,97,"60' 4""",1869.08,31,-18,Y2017
39,,Brett Stegmaier,78,"60' 8""",1152.25,19,-8,Y2017
40,,Sergio Garcia,65,"60' 9""",1154,19,-11,Y2017
T41,,Andres Gonzales,73,"60' 10""",851.917,14,-8,Y2017
T41,,Justin Thomas,86,"60' 10""",790.917,13,-3,Y2017
43,,Kevin Kisner,105,"60' 11""",1522,25,-16,Y2017
44,,Chez Reavie,98,"61' 1""",1405,23,-12,Y2017
45,,Aaron Baddeley,61,"61' 5""",1228.5,20,-12,Y2017
46,,Dustin Johnson,77,"61' 6""",1352.75,22,-13,Y2017
47,,Hunter Mahan,73,"61' 8""",1233,20,-12,Y2017
T48,,David Hearn,93,"62' 0""",1674.33,27,-19,Y2017
T48,,Troy Merritt,82,"62' 0""",1363.42,22,-14,Y2017
T50,,Patrick Cantlay,52,"62' 1""",1242.33,20,-5,Y2017
T50,,Chad Collins,66,"62' 1""",992.917,16,-12,Y2017
52,,Sebastián Muñoz,51,"62' 3""",933.833,15,-6,Y2017
53,,Morgan Hoffmann,92,"62' 5""",1748.17,28,-15,Y2017
T54,,Tom Hoge,54,"62' 8""",501.583,8,-3,Y2017
T54,,Graeme McDowell,56,"62' 8""",1065.33,17,-9,Y2017
56,,Nick Watney,75,"62' 9""",690.25,11,-7,Y2017
57,,Brandon Hagy,85,"62' 10""",1130.75,18,-10,Y2017
58,,Jamie Lovemark,98,"63' 0""",2080.33,33,-19,Y2017
59,,Matt Every,76,"63' 1""",757,12,-5,Y2017
60,,Mark Anderson,54,"63' 2""",695,11,-7,Y2017
61,,Chris Kirk,89,"63' 4""",1836.92,29,-13,Y2017
62,,Johnson Wagner,71,"63' 5""",1331,21,-8,Y2017
63,,C.T. Pan,88,"63' 6""",1332.92,21,-13,Y2017
64,,Ryan Moore,82,"63' 7""",1715.83,27,-20,Y2017
65,,Jon Rahm,90,"63' 10""",1787.75,28,-12,Y2017
66,,K.J. Choi,72,"63' 11""",830.917,13,-5,Y2017
T67,,Phil Mickelson,85,"64' 1""",1601.17,25,-15,Y2017
T67,,Rory Sabbatini,71,"64' 1""",1280.92,20,-12,Y2017
69,,Keegan Bradley,104,"64' 2""",1987.92,31,-15,Y2017
70,,Julián Etulain,68,"64' 5""",1223.5,19,-9,Y2017
71,,Luke Donald,50,"64' 6""",1096.25,17,-15,Y2017
T72,,James Hahn,96,"64' 11""",2335.5,36,-18,Y2017
T72,,Ben Martin,86,"64' 11""",1364,21,-7,Y2017
74,,Martin Flores,88,"65' 0""",1364.42,21,-10,Y2017
75,,Byeong Hun An,77,"65' 2""",1173.33,18,-8,Y2017
76,,Kelly Kraft,75,"65' 6""",2291.67,35,-22,Y2017
77,,Bill Haas,92,"65' 9""",1446.83,22,-5,Y2017
T78,,Kevin Na,86,"65' 11""",1581.5,24,-14,Y2017
T78,,Justin Rose,66,"65' 11""",1185.83,18,-11,Y2017
80,,Bubba Watson,71,"66' 0""",1452.58,22,-13,Y2017
81,,Rick Lamb,54,"66' 3""",662.333,10,-8,Y2017
T82,,Chad Campbell,97,"66' 5""",1328.08,20,-14,Y2017
T82,,Brian Harman,104,"66' 5""",2192.58,33,-16,Y2017
T82,,Spencer Levin,89,"66' 5""",1461.42,22,-12,Y2017
85,,Boo Weekley,75,"66' 7""",1798.83,27,-15,Y2017
86,,Louis Oosthuizen,69,"66' 8""",1533.92,23,-13,Y2017
87,,Kevin Chappell,95,"66' 9""",1935.75,29,-16,Y2017
88,,Derek Fathauer,81,"66' 10""",1269.75,19,-11,Y2017
89,,Seung-Yul Noh,91,"66' 11""",1204,18,-11,Y2017
90,,Brett Drewitt,57,"67' 0""",536.167,8,-5,Y2017
91,,Ryan Palmer,61,"67' 1""",805,12,-7,Y2017
92,,Billy Hurley III,80,"67' 2""",1478.5,22,-11,Y2017
T93,,Blayne Barber,77,"67' 3""",1278,19,-10,Y2017
T93,,Jim Furyk,54,"67' 3""",874.167,13,-9,Y2017
T93,,Scott Stallings,81,"67' 3""",1747.75,26,-12,Y2017
T96,,Søren Kjeldsen,58,"67' 4""",943.083,14,-9,Y2017
T96,,Matt Kuchar,95,"67' 4""",2287.92,34,-24,Y2017
98,,Roberto Castro,70,"67' 5""",1010.67,15,-11,Y2017
T99,,Marc Leishman,94,"67' 6""",1890.33,28,-19,Y2017
T99,,Camilo Villegas,76,"67' 6""",809.667,12,-3,Y2017
T101,,Charley Hoffman,112,"67' 7""",2500.25,37,-16,Y2017
T101,,William McGirt,89,"67' 7""",2162.92,32,-15,Y2017
103,,J.J. Henry,92,"67' 8""",1623.5,24,-12,Y2017
T104,,Zach Johnson,81,"67' 11""",1494.75,22,-14,Y2017
T104,,Danny Lee,93,"67' 11""",2038.33,30,-18,Y2017
T106,,Steven Bowditch,59,"68' 1""",544.333,8,E,Y2017
T106,,Jason Kokrak,95,"68' 1""",1701.17,25,-2,Y2017
108,,Martin Laird,83,"68' 3""",1774.33,26,-15,Y2017
T109,,Zac Blair,105,"68' 4""",1981.08,29,-16,Y2017
T109,,Adam Hadwin,98,"68' 4""",2595.58,38,-15,Y2017
111,,Patrick Reed,107,"68' 7""",2674.5,39,-23,Y2017
112,,Jonathan Randolph,68,"68' 8""",1304,19,-12,Y2017
T113,,Scott Brown,95,"68' 9""",2267.92,33,-18,Y2017
T113,,Branden Grace,70,"68' 9""",755.833,11,-1,Y2017
T115,,Brian Gay,82,"69' 4""",1387.17,20,-11,Y2017
T115,,Charles Howell III,86,"69' 4""",1039.92,15,-7,Y2017
T115,,Jhonattan Vegas,95,"69' 4""",1942.42,28,-16,Y2017
T118,,Russell Henley,99,"69' 6""",2433.5,35,-20,Y2017
T118,,Adam Scott,58,"69' 6""",625.417,9,-1,Y2017
120,,D.A. Points,68,"69' 9""",1674.5,24,-12,Y2017
T121,,Brian Campbell,55,"69' 10""",908.167,13,-6,Y2017
T121,,Lucas Glover,93,"69' 10""",2094.83,30,-16,Y2017
T121,,Jim Herman,77,"69' 10""",2234.25,32,-10,Y2017
T121,,Mackenzie Hughes,106,"69' 10""",2025,29,-14,Y2017
T121,,Patrick Rodgers,76,"69' 10""",1257.67,18,-8,Y2017
126,,Jason Bohn,75,"70' 1""",1752.92,25,-10,Y2017
T127,,John Huh,92,"70' 4""",1899.42,27,-15,Y2017
T127,,Tyrone Van Aswegen,105,"70' 4""",1827.75,26,-11,Y2017
T129,,Trey Mullinax,88,"70' 9""",1202.25,17,-6,Y2017
T129,,Steve Wheatcroft,51,"70' 9""",990.667,14,-5,Y2017
131,,Matt Jones,64,"70' 10""",1345.75,19,-12,Y2017
132,,Daniel Berger,91,"70' 11""",1418.17,20,-8,Y2017
133,,Rory McIlroy,51,"71' 0""",639.25,9,-2,Y2017
134,,Ricky Barnes,100,"71' 1""",1563.92,22,-17,Y2017
135,,Carl Pettersson,63,"71' 2""",996.333,14,-13,Y2017
136,,Paul Casey,94,"71' 3""",2280.83,32,-13,Y2017
137,,Cody Gribble,79,"71' 4""",1569.25,22,-13,Y2017
T138,,Gonzalo Fernandez-Castaño,63,"71' 6""",786.167,11,-4,Y2017
T138,,Robert Streb,98,"71' 6""",2144.25,30,-11,Y2017
140,,Rod Pampling,71,"71' 7""",2147.08,30,-11,Y2017
T141,,Jason Dufner,89,"71' 8""",2078.58,29,-9,Y2017
T141,,Michael Kim,94,"71' 8""",2006.67,28,-12,Y2017
143,,Bryson DeChambeau,91,"71' 9""",1793,25,-6,Y2017
144,,Ken Duke,77,"71' 10""",1724.83,24,-5,Y2017
T145,,Emiliano Grillo,90,"72' 1""",2017.83,28,-11,Y2017
T145,,David Lingmerth,79,"72' 1""",2017.42,28,-8,Y2017
T145,,Xander Schauffele,96,"72' 1""",1730.92,24,-11,Y2017
148,,Russell Knox,75,"72' 2""",1443.25,20,-8,Y2017
149,,Pat Perez,93,"72' 6""",1885.33,26,-15,Y2017
150,,Scott Piercy,70,"72' 7""",1016.17,14,-5,Y2017
151,,Charl Schwartzel,63,"72' 8""",1307.33,18,-5,Y2017
152,,J.T. Poston,95,"72' 11""",1823.58,25,-12,Y2017
153,,Ben Crane,86,"73' 0""",1387,19,-10,Y2017
154,,Sam Saunders,76,"73' 2""",1316.33,18,-10,Y2017
T155,,Ernie Els,52,"73' 4""",659.75,9,-5,Y2017
T155,,Ian Poulter,72,"73' 4""",1760.83,24,-13,Y2017
157,,Richy Werenski,81,"73' 5""",1688,23,-13,Y2017
158,,Cameron Percy,71,"73' 6""",1543.58,21,-10,Y2017
159,,Brian Stuard,93,"74' 3""",2077.83,28,-11,Y2017
T160,,Chris Stroud,67,"74' 8""",1493.67,20,-10,Y2017
T160,,Kevin Tway,96,"74' 8""",1568.5,21,-11,Y2017
T162,,Smylie Kaufman,76,"74' 10""",1422.42,19,-11,Y2017
T162,,Whee Kim,74,"74' 10""",823.5,11,-6,Y2017
T162,,Vaughn Taylor,90,"74' 10""",2319.83,31,-9,Y2017
T165,,Fabián Gómez,61,"75' 5""",1961.67,26,-6,Y2017
T165,,Sean O'Hair,84,"75' 5""",2261.33,30,-14,Y2017
167,,Francesco Molinari,75,"75' 9""",2045.25,27,-12,Y2017
168,,Robert Garrigus,78,"75' 10""",2048.5,27,-14,Y2017
169,,Kevin Streelman,90,"76' 1""",2282.75,30,-13,Y2017
T170,,Ryan Armour,63,"76' 4""",763.667,10,-2,Y2017
T170,,Dominic Bozzelli,69,"76' 4""",1602.25,21,-7,Y2017
172,,Jonas Blixt,74,"76' 9""",2533.75,33,-14,Y2017
173,,Cameron Tringale,89,"77' 2""",1312.33,17,-10,Y2017
174,,Miguel Angel Carballo,63,"77' 3""",772.833,10,-4,Y2017
175,,Ryan Brehm,83,"77' 8""",1242.08,16,-8,Y2017
176,,Ryo Ishikawa,56,"77' 11""",1324.58,17,-4,Y2017
177,,Tim Wilkinson,64,"78' 5""",1019.58,13,-4,Y2017
178,,Patton Kizzire,84,"78' 10""",1025,13,-3,Y2017
179,,Si Woo Kim,80,"78' 11""",1893.25,24,-11,Y2017
180,,Brandt Snedeker,53,"79' 6""",1192.5,15,-6,Y2017
181,,Peter Malnati,91,"80' 2""",1523.67,19,-14,Y2017
182,,Ryan Blaum,100,"80' 7""",2578.92,32,-15,Y2017
183,,Geoff Ogilvy,80,"80' 10""",2021.67,25,-10,Y2017
184,,Billy Horschel,88,"80' 11""",2022.92,25,-11,Y2017
185,,Shawn Stefani,72,"81' 0""",1457.83,18,-5,Y2017
186,,Steven Alker,69,"85' 9""",943,11,-6,Y2017
187,,Bryce Molder,74,"91' 2""",1732.25,19,-7,Y2017
188,,Alex Cejka,85,"91' 5""",1737,19,-8,Y2017
189,,Greg Chalmers,75,"92' 7""",2499.25,27,-8,Y2017
190,,Nicholas Lindheim,58,"94' 3""",1225.67,13,-8,Y2017
1,1,Jim Furyk,52,"46' 10""",421.5,9,-3,Y2016
2,2,Phil Mickelson,75,"50' 2""",1355.08,27,-17,Y2016
3,3,Jason Gore,78,"51' 0""",1275.08,25,-14,Y2016
4,4,Seung-Yul Noh,85,"51' 1""",969.917,19,-16,Y2016
5,5,Robert Streb,87,"52' 3""",1254.67,24,-14,Y2016
