RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,ROUNDS,AVG,TOTAL DISTANCE (FEET),# OF ATTEMPTS,RELATIVE TO PAR,YEAR
T68,,Cameron Percy,56,"36' 1""",1479.92,41,5,Y2018
T70,,Scott Brown,102,"36' 2""",2494.75,69,16,Y2018
T70,,Brandon Harkins,101,"36' 2""",2786.75,77,12,Y2018
T70,,Rory McIlroy,64,"36' 2""",1591.08,44,5,Y2018
73,,Tom Lovelady,87,"36' 3""",2499.42,69,3,Y2018
T74,,Keegan Bradley,98,"36' 4""",1525.25,42,9,Y2018
T74,,Chad Campbell,87,"36' 4""",1782.25,49,3,Y2018
T74,,Ben Martin,64,"36' 4""",1126.17,31,1,Y2018
T74,,Justin Thomas,91,"36' 4""",1818.08,50,7,Y2018
T78,,Matt Jones,70,"36' 5""",1566.83,43,1,Y2018
T78,,Luke List,98,"36' 5""",2770.42,76,9,Y2018
T78,,Kevin Na,91,"36' 5""",1493.5,41,8,Y2018
81,,Patton Kizzire,92,"36' 7""",2377.5,65,4,Y2018
82,,Daniel Summerhays,51,"36' 8""",1320.58,36,1,Y2018
T83,,Greg Chalmers,56,"36' 9""",1102.17,30,7,Y2018
T83,,Louis Oosthuizen,62,"36' 9""",1434.42,39,5,Y2018
85,,Paul Casey,74,"36' 10""",1141.83,31,2,Y2018
86,,J.B. Holmes,77,"36' 11""",2620.42,71,6,Y2018
87,,Harris English,84,"37' 0""",2330.42,63,-1,Y2018
T88,,Alex Cejka,77,"37' 1""",1966.58,53,5,Y2018
T88,,Kyle Stanley,93,"37' 1""",1112.08,30,5,Y2018
90,,Chesson Hadley,103,"37' 2""",2637.92,71,12,Y2018
T91,,David Hearn,66,"37' 3""",1490.58,40,11,Y2018
T91,,William McGirt,84,"37' 3""",2458.58,66,12,Y2018
T93,,Scott Stallings,96,"37' 4""",3170.08,85,3,Y2018
T93,,Aaron Wise,90,"37' 4""",1939.17,52,11,Y2018
T95,,Patrick Reed,94,"37' 5""",1719.25,46,2,Y2018
T95,,Steve Wheatcroft,60,"37' 5""",1234.17,33,8,Y2018
T97,,Austin Cook,107,"37' 6""",2288.83,61,8,Y2018
T97,,Denny McCarthy,71,"37' 6""",1386.25,37,3,Y2018
T97,,Brett Stegmaier,67,"37' 6""",1835.5,49,3,Y2018
T97,,Chris Stroud,81,"37' 6""",1985.83,53,10,Y2018
T101,,Brian Gay,103,"37' 7""",2028.83,54,4,Y2018
T101,,Adam Hadwin,92,"37' 7""",1541.25,41,10,Y2018
T101,,Michael Kim,74,"37' 7""",1541.08,41,7,Y2018
104,,Zecheng Dou,53,"37' 10""",1551.25,41,9,Y2018
105,,Jonas Blixt,67,"37' 11""",1553.42,41,5,Y2018
106,,Rafa Cabrera Bello,75,"38' 0""",835.83,22,3,Y2018
T107,,Branden Grace,67,"38' 1""",1181.17,31,-1,Y2018
T107,,Sam Ryder,82,"38' 1""",1675.33,44,8,Y2018
T109,,Keith Mitchell,99,"38' 2""",2518.58,66,-1,Y2018
T109,,Rob Oppenheim,74,"38' 2""",1564,41,2,Y2018
T109,,Martin Piller,79,"38' 2""",1984.08,52,14,Y2018
T109,,Ollie Schniederjans,91,"38' 2""",2784.17,73,23,Y2018
113,,Nick Taylor,94,"38' 4""",2033.67,53,5,Y2018
114,,Kyle Thompson,50,"38' 5""",1075.17,28,8,Y2018
T115,,Brice Garnett,99,"38' 6""",2962.25,77,10,Y2018
T115,,Brandt Snedeker,84,"38' 6""",1923.75,50,-2,Y2018
T115,,Johnson Wagner,75,"38' 6""",1500.33,39,7,Y2018
T118,,Justin Rose,70,"38' 7""",1349.42,35,E,Y2018
T118,,Adam Schenk,86,"38' 7""",2122.75,55,15,Y2018
T118,,Conrad Shindler,60,"38' 7""",1350.83,35,9,Y2018
T118,,Brian Stuard,103,"38' 7""",1927.42,50,4,Y2018
T122,,Grayson Murray,72,"38' 8""",1896.67,49,9,Y2018
T122,,Jonathan Randolph,71,"38' 8""",1548,40,5,Y2018
T122,,Jhonattan Vegas,92,"38' 8""",1972.75,51,5,Y2018
T125,,Peter Malnati,87,"38' 10""",2833.75,73,11,Y2018
T125,,Scott Piercy,84,"38' 10""",1900.83,49,9,Y2018
T125,,Webb Simpson,95,"38' 10""",2019.67,52,3,Y2018
T128,,James Hahn,85,"38' 11""",1441.33,37,6,Y2018
T128,,Tom Hoge,101,"38' 11""",2451.25,63,11,Y2018
T128,,Dustin Johnson,77,"38' 11""",1982.83,51,7,Y2018
T128,,Whee Kim,93,"38' 11""",1791.83,46,10,Y2018
T128,,C.T. Pan,104,"38' 11""",2296.25,59,9,Y2018
T128,,Cameron Tringale,67,"38' 11""",1751.17,45,18,Y2018
T134,,Byeong Hun An,86,"39' 1""",2229.83,57,2,Y2018
T134,,David Lingmerth,82,"39' 1""",1640.33,42,-1,Y2018
136,,Peter Uihlein,83,"39' 3""",2117.42,54,7,Y2018
T137,,Fabián Gómez,88,"39' 4""",1614,41,8,Y2018
T137,,Pat Perez,82,"39' 4""",1180.33,30,6,Y2018
139,,Beau Hossler,104,"39' 5""",3033.92,77,12,Y2018
T140,,Aaron Baddeley,84,"39' 6""",2842.67,72,7,Y2018
T140,,Ben Crane,65,"39' 6""",1224.17,31,5,Y2018
T140,,Brooks Koepka,64,"39' 6""",1894.5,48,10,Y2018
143,,Hideki Matsuyama,75,"39' 9""",1787.08,45,16,Y2018
T144,,Blayne Barber,69,"39' 10""",1592.17,40,3,Y2018
T144,,Kevin Chappell,77,"39' 10""",1912.92,48,10,Y2018
T144,,J.J. Henry,81,"39' 10""",1831.58,46,4,Y2018
T144,,Russell Knox,94,"39' 10""",1912.33,48,6,Y2018
T148,,Daniel Berger,81,"39' 11""",1398.08,35,4,Y2018
T148,,Kevin Kisner,89,"39' 11""",1595.33,40,6,Y2018
150,,Bill Haas,76,"40' 0""",1841.33,46,E,Y2018
T151,,John Huh,94,"40' 1""",2204.67,55,4,Y2018
T151,,Michael Thompson,62,"40' 1""",1563.5,39,7,Y2018
153,,Martin Flores,92,"40' 2""",2811.67,70,12,Y2018
T154,,Shane Lowry,64,"40' 3""",1931.5,48,6,Y2018
T154,,"Ted Potter, Jr.",87,"40' 3""",1732.25,43,8,Y2018
156,,Brendan Steele,74,"40' 4""",1654.67,41,8,Y2018
T157,,Charles Howell III,104,"40' 6""",2309.42,57,9,Y2018
T157,,Marc Leishman,93,"40' 6""",1742.58,43,9,Y2018
T159,,Stephan Jaeger,81,"40' 7""",2595.92,64,5,Y2018
T159,,Charl Schwartzel,65,"40' 7""",1216.58,30,-1,Y2018
T161,,Jason Day,75,"40' 11""",1799.67,44,5,Y2018
T161,,Jamie Lovemark,92,"40' 11""",2616.17,64,13,Y2018
T161,,Andrew Yun,51,"40' 11""",1554.75,38,10,Y2018
T164,,Patrick Cantlay,87,"41' 1""",1929.33,47,7,Y2018
T164,,Lucas Glover,65,"41' 1""",1026.08,25,2,Y2018
T164,,Sung Kang,89,"41' 1""",2422.08,59,15,Y2018
167,,Dominic Bozzelli,65,"41' 2""",2100.5,51,5,Y2018
168,,Trey Mullinax,75,"41' 3""",2062.92,50,8,Y2018
T169,,Bryson DeChambeau,93,"41' 4""",2647.92,64,5,Y2018
T169,,Anirban Lahiri,82,"41' 4""",1734.25,42,3,Y2018
171,,Danny Lee,88,"41' 6""",1990.58,48,7,Y2018
172,,Harold Varner III,91,"42' 0""",2983.17,71,22,Y2018
173,,J.T. Poston,73,"42' 1""",1979.83,47,6,Y2018
174,,Alex Noren,67,"42' 3""",1140.75,27,3,Y2018
175,,Rickie Fowler,74,"42' 4""",1354.83,32,8,Y2018
T176,,Cody Gribble,71,"42' 8""",2049.5,48,6,Y2018
T176,,Russell Henley,77,"42' 8""",980.75,23,9,Y2018
178,,Gary Woodland,96,"42' 9""",2136.75,50,6,Y2018
179,,Matt Atkins,56,"43' 0""",1675.42,39,8,Y2018
180,,Richy Werenski,98,"43' 3""",2249.92,52,9,Y2018
181,,Xander Schauffele,96,"43' 4""",2685.67,62,15,Y2018
182,,Rod Pampling,62,"43' 7""",1395.83,32,5,Y2018
183,,Xinjun Zhang,81,"43' 8""",1876.75,43,15,Y2018
184,,Nate Lashley,51,"43' 10""",788.58,18,3,Y2018
185,,Satoshi Kodaira,51,"44' 1""",1235.42,28,12,Y2018
186,,Tommy Fleetwood,73,"44' 2""",1723.08,39,9,Y2018
187,,Kiradech Aphibarnrat,51,"44' 3""",1016.83,23,2,Y2018
188,,Ricky Barnes,65,"44' 8""",1875.83,42,2,Y2018
189,,Cameron Smith,85,"44' 9""",2103.67,47,4,Y2018
190,,Patrick Rodgers,97,"45' 9""",1875.42,41,7,Y2018
191,,Jon Rahm,71,"46' 2""",1707,37,5,Y2018
192,,Jim Furyk,50,"46' 5""",1532.08,33,7,Y2018
193,,Hudson Swafford,73,"47' 2""",1320.08,28,3,Y2018
1,,Boo Weekley,75,"28' 7""",941.92,33,2,Y2017
2,,Rory Sabbatini,71,"28' 10""",1324.5,46,E,Y2017
3,,Jim Herman,77,"29' 1""",1162.17,40,2,Y2017
4,,Branden Grace,70,"30' 4""",637.67,21,-3,Y2017
T5,,Roberto Castro,70,"30' 5""",1156.08,38,3,Y2017
T5,,Harris English,84,"30' 5""",2188.08,72,-2,Y2017
7,,Graham DeLaet,82,"30' 8""",1625.17,53,-2,Y2017
8,,Jim Furyk,54,"30' 9""",430.83,14,E,Y2017
9,,John Huh,92,"31' 2""",1370.92,44,6,Y2017
10,,Alex Cejka,85,"31' 3""",1374.67,44,4,Y2017
11,,Cody Gribble,79,"31' 4""",2446.58,78,4,Y2017
12,,Paul Casey,94,"31' 5""",1414.75,45,E,Y2017
T13,,Justin Rose,66,"31' 6""",1101.75,35,2,Y2017
T13,,Brian Stuard,93,"31' 6""",1007.92,32,E,Y2017
T15,,Steven Alker,69,"31' 7""",946.42,30,1,Y2017
T15,,Retief Goosen,52,"31' 7""",979.33,31,8,Y2017
T15,,Webb Simpson,102,"31' 7""",1608.75,51,2,Y2017
18,,Mark Anderson,54,"31' 8""",1045.5,33,8,Y2017
19,,Ryan Armour,63,"32' 0""",863.5,27,2,Y2017
20,,Emiliano Grillo,90,"32' 1""",1605.33,50,5,Y2017
T21,,Morgan Hoffmann,92,"32' 2""",2184.92,68,2,Y2017
T21,,Dustin Johnson,77,"32' 2""",1835.67,57,7,Y2017
T21,,Louis Oosthuizen,69,"32' 2""",996.17,31,5,Y2017
24,,Julián Etulain,68,"32' 4""",1260.25,39,7,Y2017
T25,,Keegan Bradley,104,"32' 5""",1652.58,51,1,Y2017
T25,,Pat Perez,93,"32' 5""",1489.58,46,7,Y2017
27,,Jon Rahm,90,"32' 6""",1561.58,48,5,Y2017
28,,Luke Donald,50,"32' 7""",1009.5,31,2,Y2017
29,,Ollie Schniederjans,92,"32' 8""",2485.75,76,11,Y2017
T30,,Chez Reavie,98,"32' 9""",1507.25,46,-1,Y2017
T30,,Daniel Summerhays,100,"32' 9""",1801.92,55,1,Y2017
T30,,Tim Wilkinson,64,"32' 9""",1112.33,34,2,Y2017
T33,,Wesley Bryan,95,"32' 11""",1645.67,50,-2,Y2017
T33,,Patrick Cantlay,52,"32' 11""",1216.83,37,5,Y2017
35,,Sergio Garcia,65,"33' 0""",726.75,22,2,Y2017
T36,,Fabián Gómez,61,"33' 1""",1158.25,35,4,Y2017
T36,,Phil Mickelson,85,"33' 1""",1786.08,54,9,Y2017
T38,,Greg Chalmers,75,"33' 2""",1560.75,47,9,Y2017
T38,,Ian Poulter,72,"33' 2""",962.33,29,E,Y2017
40,,David Lingmerth,79,"33' 3""",1761.08,53,-2,Y2017
T41,,Ken Duke,77,"33' 5""",1269.5,38,3,Y2017
T41,,Shane Lowry,52,"33' 5""",468.25,14,3,Y2017
43,,Ricky Barnes,100,"33' 6""",2245.42,67,-1,Y2017
T44,,Zac Blair,105,"33' 7""",1309.92,39,-1,Y2017
T44,,Cameron Smith,86,"33' 7""",1409.08,42,9,Y2017
46,,Martin Laird,83,"33' 8""",909.58,27,4,Y2017
T47,,Jason Bohn,75,"33' 10""",1047.83,31,5,Y2017
T47,,Francesco Molinari,75,"33' 10""",1286.58,38,4,Y2017
49,,Chris Kirk,89,"33' 11""",1796.42,53,-1,Y2017
T50,,Steven Bowditch,59,"34' 0""",1156.17,34,9,Y2017
T50,,Brendan Steele,89,"34' 0""",1395,41,6,Y2017
T50,,Johnson Wagner,71,"34' 0""",1292,38,4,Y2017
53,,Charles Howell III,86,"34' 1""",2354.42,69,-3,Y2017
T54,,Scott Brown,95,"34' 3""",1471,43,E,Y2017
T54,,Ryo Ishikawa,56,"34' 3""",1026.5,30,-2,Y2017
T54,,Danny Lee,93,"34' 3""",2225.58,65,E,Y2017
T54,,Kyle Stanley,104,"34' 3""",1917.5,56,5,Y2017
58,,Tom Hoge,54,"34' 6""",1275.75,37,E,Y2017
T59,,Chad Collins,66,"34' 7""",1521.5,44,4,Y2017
T59,,Seamus Power,86,"34' 7""",2453.33,71,2,Y2017
T59,,Tag Ridings,67,"34' 7""",1833.58,53,3,Y2017
T62,,Jason Day,71,"34' 8""",1836.75,53,8,Y2017
T62,,Martin Flores,88,"34' 8""",2493.67,72,9,Y2017
T62,,Tyrone Van Aswegen,105,"34' 8""",1908.25,55,5,Y2017
T65,,J.J. Henry,92,"34' 9""",1669.08,48,9,Y2017
T65,,J.T. Poston,95,"34' 9""",2469.42,71,10,Y2017
T65,,Patrick Rodgers,76,"34' 9""",1947,56,E,Y2017
68,,Troy Merritt,82,"34' 10""",1707,49,5,Y2017
T69,,Aaron Baddeley,61,"34' 11""",1503.08,43,1,Y2017
T69,,Miguel Angel Carballo,63,"34' 11""",1222.67,35,4,Y2017
T69,,Bill Haas,92,"34' 11""",1990.5,57,2,Y2017
72,,Xander Schauffele,96,"35' 0""",2308.58,66,3,Y2017
T73,,Blayne Barber,77,"35' 1""",1755.42,50,7,Y2017
T73,,Zach Johnson,81,"35' 1""",1086.42,31,-1,Y2017
75,,Trey Mullinax,88,"35' 2""",3167.5,90,8,Y2017
76,,Carl Pettersson,63,"35' 3""",1126.67,32,1,Y2017
T77,,Kevin Chappell,95,"35' 4""",2154.83,61,5,Y2017
T77,,Jimmy Walker,68,"35' 4""",1200.5,34,2,Y2017
79,,Michael Kim,94,"35' 5""",2162.58,61,8,Y2017
80,,Peter Malnati,91,"35' 6""",1774.5,50,3,Y2017
T81,,Mark Hubbard,81,"35' 7""",1671.5,47,10,Y2017
T81,,Charl Schwartzel,63,"35' 7""",1139.83,32,1,Y2017
T81,,Steve Wheatcroft,51,"35' 7""",1173.67,33,4,Y2017
84,,Jamie Lovemark,98,"35' 8""",2138,60,2,Y2017
T85,,Luke List,102,"35' 10""",2726.42,76,10,Y2017
T85,,Robert Streb,98,"35' 10""",2366.33,66,-1,Y2017
T85,,Nick Watney,75,"35' 10""",2220.25,62,9,Y2017
88,,Camilo Villegas,76,"35' 11""",1975.33,55,5,Y2017
T89,,James Hahn,96,"36' 1""",1802.75,50,-2,Y2017
T89,,Kelly Kraft,75,"36' 1""",1985.5,55,17,Y2017
T89,,William McGirt,89,"36' 1""",1443.5,40,6,Y2017
T89,,Scott Stallings,81,"36' 1""",2816.83,78,16,Y2017
T93,,Jonathan Randolph,68,"36' 2""",1013.08,28,5,Y2017
T93,,J.J. Spaun,92,"36' 2""",1593,44,4,Y2017
T95,,Bud Cauley,92,"36' 3""",2245.5,62,11,Y2017
T95,,Hudson Swafford,94,"36' 3""",1703.33,47,3,Y2017
T97,,Ben Crane,86,"36' 4""",1343.58,37,5,Y2017
T97,,Ryan Moore,82,"36' 4""",1562.83,43,10,Y2017
T99,,Brian Gay,82,"36' 6""",1349.08,37,5,Y2017
T99,,Bryce Molder,74,"36' 6""",1897.08,52,3,Y2017
T101,,Sean O'Hair,84,"36' 7""",1865.92,51,-1,Y2017
T101,,Justin Thomas,86,"36' 7""",2010.67,55,8,Y2017
103,,Billy Hurley III,80,"36' 8""",1650.33,45,-1,Y2017
T104,,Mackenzie Hughes,106,"36' 10""",3094.5,84,13,Y2017
T104,,Sung Kang,104,"36' 10""",2244.67,61,9,Y2017
T104,,Jason Kokrak,95,"36' 10""",2394.75,65,12,Y2017
T107,,Andres Gonzales,73,"36' 11""",1807.33,49,-1,Y2017
T107,,Charley Hoffman,112,"36' 11""",2989.75,81,5,Y2017
T107,,Marc Leishman,94,"36' 11""",2029.33,55,4,Y2017
T110,,Chad Campbell,97,"37' 1""",2261.5,61,12,Y2017
T110,,Brandon Hagy,85,"37' 1""",2077.5,56,-3,Y2017
112,,Brandt Snedeker,53,"37' 2""",557,15,2,Y2017
113,,Stewart Cink,93,"37' 3""",2610,70,5,Y2017
114,,Kevin Na,86,"37' 4""",1307.58,35,-2,Y2017
115,,Jhonattan Vegas,95,"37' 5""",2471.5,66,10,Y2017
T116,,Ryan Blaum,100,"37' 6""",2925.58,78,13,Y2017
T116,,Lucas Glover,93,"37' 6""",2398.25,64,8,Y2017
T118,,Byeong Hun An,77,"37' 7""",1766.83,47,3,Y2017
T118,,Russell Henley,99,"37' 7""",2104.58,56,5,Y2017
120,,Brett Drewitt,57,"37' 8""",1206.58,32,4,Y2017
T121,,Jason Dufner,89,"37' 9""",1964.08,52,3,Y2017
T121,,Hunter Mahan,73,"37' 9""",2456.33,65,6,Y2017
T121,,Cameron Tringale,89,"37' 9""",2151.25,57,3,Y2017
T124,,Patton Kizzire,84,"37' 10""",2234.08,59,6,Y2017
T124,,Jordan Spieth,85,"37' 10""",1628,43,4,Y2017
T124,,Kevin Streelman,90,"37' 10""",1816,48,4,Y2017
T127,,J.B. Holmes,83,"37' 11""",2125.17,56,6,Y2017
T127,,Shawn Stefani,72,"37' 11""",1705.67,45,13,Y2017
T127,,Chris Stroud,67,"37' 11""",1137,30,10,Y2017
130,,Bryson DeChambeau,91,"38' 0""",2130.08,56,14,Y2017
131,,Patrick Reed,107,"38' 1""",2056.67,54,E,Y2017
132,,Si Woo Kim,80,"38' 4""",1340.25,35,13,Y2017
T133,,Tony Finau,106,"38' 6""",3040.58,79,10,Y2017
T133,,Hideki Matsuyama,83,"38' 6""",1849.25,48,3,Y2017
T133,,Kevin Tway,96,"38' 6""",3002,78,22,Y2017
T136,,Ernie Els,52,"38' 7""",1272.92,33,4,Y2017
T136,,Rickie Fowler,78,"38' 7""",1004,26,-1,Y2017
T136,,Russell Knox,75,"38' 7""",1158.08,30,7,Y2017
T139,,Whee Kim,74,"38' 8""",2395.83,62,11,Y2017
T139,,Geoff Ogilvy,80,"38' 8""",2242.75,58,9,Y2017
141,,Vaughn Taylor,90,"38' 10""",1554.08,40,8,Y2017
142,,Michael Thompson,60,"39' 0""",1013.42,26,3,Y2017
143,,Scott Piercy,70,"39' 1""",1289,33,2,Y2017
144,,Andrew Loupe,55,"39' 2""",2192.17,56,13,Y2017
145,,Rick Lamb,54,"39' 4""",1614.08,41,5,Y2017
146,,Matt Every,76,"39' 6""",2330.5,59,12,Y2017
T147,,Kevin Kisner,105,"39' 7""",1899.42,48,-2,Y2017
T147,,Sam Saunders,76,"39' 7""",1782.75,45,8,Y2017
T149,,Dominic Bozzelli,69,"39' 8""",1865.58,47,6,Y2017
T149,,Kyle Reifers,96,"39' 8""",1747.08,44,10,Y2017
151,,Daniel Berger,91,"39' 9""",1987.42,50,E,Y2017
152,,Billy Horschel,88,"39' 10""",2467.75,62,18,Y2017
T153,,Adam Hadwin,98,"39' 11""",1797.67,45,-1,Y2017
T153,,D.A. Points,68,"39' 11""",1475.67,37,4,Y2017
T155,,Anirban Lahiri,72,"40' 0""",2118.58,53,10,Y2017
T155,,Nick Taylor,97,"40' 0""",2880.92,72,5,Y2017
157,,Smylie Kaufman,76,"40' 2""",2931,73,13,Y2017
T158,,Ben Martin,86,"40' 3""",1893.5,47,13,Y2017
T158,,Ryan Palmer,61,"40' 3""",1448.5,36,9,Y2017
160,,Ryan Brehm,83,"40' 6""",2389.33,59,12,Y2017
T161,,Seung-Yul Noh,91,"40' 8""",2723.92,67,7,Y2017
T161,,Gary Woodland,94,"40' 8""",2113.08,52,5,Y2017
163,,David Hearn,93,"40' 9""",1670.33,41,5,Y2017
164,,Robert Garrigus,78,"40' 11""",2456.67,60,5,Y2017
165,,Derek Fathauer,81,"41' 0""",2418.17,59,7,Y2017
166,,Søren Kjeldsen,58,"41' 1""",739.08,18,1,Y2017
T167,,Brian Campbell,55,"41' 4""",1902.75,46,11,Y2017
T167,,Rory McIlroy,51,"41' 4""",1033.5,25,E,Y2017
169,,Brad Fritsch,56,"41' 5""",1657.33,40,11,Y2017
170,,K.J. Choi,72,"41' 7""",1331.33,32,3,Y2017
T171,,Brooks Koepka,88,"41' 8""",2667.25,64,19,Y2017
T171,,Spencer Levin,89,"41' 8""",1665.25,40,7,Y2017
T173,,Grayson Murray,94,"41' 9""",2548.17,61,11,Y2017
T173,,Adam Scott,58,"41' 9""",1670.17,40,4,Y2017
T175,,Rafa Cabrera Bello,63,"42' 0""",671.67,16,1,Y2017
T175,,Brian Harman,104,"42' 0""",2644.92,63,12,Y2017
177,,Matt Kuchar,95,"42' 1""",1811.08,43,6,Y2017
178,,C.T. Pan,88,"42' 3""",2281.58,54,11,Y2017
179,,Nicholas Lindheim,58,"42' 7""",1532.75,36,8,Y2017
180,,Graeme McDowell,56,"43' 0""",1117.67,26,8,Y2017
T181,,Gonzalo Fernandez-Castaño,63,"43' 3""",2034.25,47,6,Y2017
T181,,Matt Jones,64,"43' 3""",2118.83,49,2,Y2017
T183,,Cameron Percy,71,"43' 4""",1991.42,46,7,Y2017
T183,,Richy Werenski,81,"43' 4""",2385.42,55,17,Y2017
185,,Bubba Watson,71,"43' 7""",1656.67,38,7,Y2017
186,,Rod Pampling,71,"44' 0""",1892.33,43,4,Y2017
187,,Sebastián Muñoz,51,"44' 7""",1739.83,39,8,Y2017
188,,Brett Stegmaier,78,"45' 4""",1949.75,43,12,Y2017
189,,Jonas Blixt,74,"45' 7""",2232.58,49,11,Y2017
190,,Harold Varner III,101,"45' 8""",2922.67,64,11,Y2017
1,1,Francesco Molinari,64,"25' 6""",763.83,30,-3,Y2016
2,2,Chez Reavie,90,"28' 6""",1310.33,46,3,Y2016
3,3,Kyle Reifers,115,"28' 9""",1465.92,51,-1,Y2016
4,4,William McGirt,98,"28' 11""",1620.58,56,-4,Y2016
T5,T5,John Huh,86,"29' 4""",1377.67,47,-1,Y2016
T5,T5,Rory McIlroy,69,"29' 4""",1025.75,35,-1,Y2016
7,7,Brandt Snedeker,93,"29' 6""",1504.25,51,-1,Y2016
8,8,Luke Donald,81,"29' 8""",1067.08,36,2,Y2016
T9,T9,Branden Grace,63,"29' 9""",862.33,29,-2,Y2016
T9,T9,Andrew Landry,53,"29' 9""",1010.25,34,1,Y2016
