RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,ROUNDS,AVG DTP,TOTAL DISTANCE (FEET),# OF SHOTS,SCRAMBLING RANK,YEAR
T62,T62,Louis Oosthuizen,68,"7' 9""",1013,131,41,Y2015
T68,T68,Luke Donald,71,"7' 10""",1083.167,138,46,Y2015
T68,T68,Ryan Moore,81,"7' 10""",1231.167,158,65,Y2015
T68,T68,Pat Perez,96,"7' 10""",1619.667,207,69,Y2015
T68,T68,Nick Watney,91,"7' 10""",1563.25,199,103,Y2015
T72,T72,Jonas Blixt,78,"7' 11""",1008.5,127,107,Y2015
T72,T72,Brian Davis,86,"7' 11""",1337.75,169,56,Y2015
T72,T72,Ken Duke,93,"7' 11""",1454.667,184,102,Y2015
T72,T72,Fabián Gómez,83,"7' 11""",1323.75,168,101,Y2015
T72,T72,Ryo Ishikawa,90,"7' 11""",1511.167,190,159,Y2015
T72,T72,Ryan Palmer,80,"7' 11""",1059.5,134,60,Y2015
T72,T72,Brian Stuard,97,"7' 11""",1638.917,207,66,Y2015
T72,T72,Nick Taylor,91,"7' 11""",1757.917,221,113,Y2015
T80,T80,Ricky Barnes,82,"8' 0""",1402.583,176,69,Y2015
T80,T80,K.J. Choi,66,"8' 0""",1119,140,16,Y2015
T80,T80,Danny Lee,120,"8' 0""",2228.667,279,52,Y2015
T80,T80,D.A. Points,72,"8' 0""",1162.833,146,75,Y2015
T80,T80,Sam Saunders,83,"8' 0""",1330.833,166,121,Y2015
T80,T80,Chris Stroud,84,"8' 0""",1240.583,155,71,Y2015
T80,T80,David Toms,62,"8' 0""",819.75,102,12,Y2015
T80,T80,Tyrone Van Aswegen,58,"8' 0""",733.583,92,116,Y2015
T88,T88,Derek Ernst,75,"8' 1""",1364.417,168,135,Y2015
T88,T88,Matt Every,73,"8' 1""",1459.5,181,153,Y2015
T88,T88,Robert Garrigus,70,"8' 1""",1442.917,179,176,Y2015
T88,T88,Marc Leishman,74,"8' 1""",1280.417,159,141,Y2015
T88,T88,Jeff Overton,94,"8' 1""",1588.833,197,98,Y2015
T88,T88,Greg Owen,58,"8' 1""",747.25,92,74,Y2015
T88,T88,Bo Van Pelt,81,"8' 1""",1087.833,134,154,Y2015
T95,T95,Jon Curran,83,"8' 2""",1147.917,140,35,Y2015
T95,T95,James Hahn,94,"8' 2""",1861.583,229,108,Y2015
T95,T95,Scott Piercy,90,"8' 2""",1821.167,224,105,Y2015
T95,T95,Vijay Singh,78,"8' 2""",1493.25,182,50,Y2015
T95,T95,Roger Sloan,56,"8' 2""",926.083,113,175,Y2015
T95,T95,Robert Streb,110,"8' 2""",1932.667,236,79,Y2015
T101,T101,Roberto Castro,54,"8' 3""",670.417,81,169,Y2015
T101,T101,Harris English,105,"8' 3""",2022.5,245,36,Y2015
T101,T101,Derek Fathauer,81,"8' 3""",1664.5,202,129,Y2015
T101,T101,Andres Gonzales,90,"8' 3""",1780.833,215,157,Y2015
T101,T101,Matt Jones,89,"8' 3""",1528.25,185,42,Y2015
T101,T101,Russell Knox,96,"8' 3""",1522.333,185,71,Y2015
T101,T101,Carl Pettersson,106,"8' 3""",2147.417,259,26,Y2015
T101,T101,Henrik Stenson,63,"8' 3""",892.75,108,25,Y2015
T101,T101,Jimmy Walker,89,"8' 3""",1596.5,193,124,Y2015
T110,T110,Jamie Donaldson,50,"8' 4""",765.5,92,81,Y2015
T110,T110,Bill Haas,89,"8' 4""",1238.75,149,31,Y2015
T110,T110,Sung Joon Park,79,"8' 4""",1302.583,156,8,Y2015
T110,T110,Andrew Putnam,68,"8' 4""",1161.75,140,139,Y2015
T110,T110,Jonathan Randolph,72,"8' 4""",1225.333,147,53,Y2015
T110,T110,Kyle Reifers,96,"8' 4""",1403.083,168,40,Y2015
T110,T110,Daniel Summerhays,101,"8' 4""",1875.583,224,122,Y2015
T110,T110,Michael Thompson,83,"8' 4""",1356.667,162,161,Y2015
T118,T118,Martin Flores,95,"8' 5""",1562.083,185,99,Y2015
T118,T118,Charley Hoffman,97,"8' 5""",1955.25,233,100,Y2015
T118,T118,John Huh,102,"8' 5""",1545,183,23,Y2015
T118,T118,Colt Knost,90,"8' 5""",1495.5,177,97,Y2015
T118,T118,Ben Martin,93,"8' 5""",1411.667,167,174,Y2015
T118,T118,Scott Stallings,60,"8' 5""",1231.25,146,171,Y2015
T118,T118,Kevin Streelman,95,"8' 5""",1443,172,104,Y2015
T125,T125,Sangmoon Bae,98,"8' 6""",2188.417,257,45,Y2015
T125,T125,Jason Day,75,"8' 6""",1211.417,142,2,Y2015
T125,T125,Tom Hoge,83,"8' 6""",1302.75,154,106,Y2015
T125,T125,Brooks Koepka,84,"8' 6""",1536.833,181,143,Y2015
T125,T125,Spencer Levin,99,"8' 6""",1506.417,177,76,Y2015
T125,T125,William McGirt,103,"8' 6""",1889,223,11,Y2015
T125,T125,Cameron Percy,72,"8' 6""",1182.667,139,148,Y2015
T125,T125,Alex Prugh,84,"8' 6""",1344.417,158,177,Y2015
T125,T125,Hudson Swafford,97,"8' 6""",1466.25,173,160,Y2015
T134,T134,Chesson Hadley,101,"8' 7""",2088.167,244,125,Y2015
T134,T134,Max Homa,78,"8' 7""",1529.5,179,90,Y2015
T134,T134,Brendan Steele,88,"8' 7""",1748.417,204,68,Y2015
T137,T137,Blayne Barber,76,"8' 8""",1279.333,147,80,Y2015
T137,T137,Brice Garnett,81,"8' 8""",1225.75,141,156,Y2015
T137,T137,Jim Herman,88,"8' 8""",1416.5,163,118,Y2015
T137,T137,Martin Laird,77,"8' 8""",1536.917,178,67,Y2015
T137,T137,Johnson Wagner,68,"8' 8""",850.5,98,82,Y2015
T142,T142,Keegan Bradley,87,"8' 9""",1392,159,115,Y2015
T142,T142,Chad Campbell,97,"8' 9""",1903.583,218,88,Y2015
T142,T142,Charles Howell III,105,"8' 9""",2246.75,258,151,Y2015
T142,T142,Jhonattan Vegas,90,"8' 9""",1716.167,197,89,Y2015
T142,T142,Lee Westwood,56,"8' 9""",820.75,94,178,Y2015
T142,T142,Gary Woodland,81,"8' 9""",1280.167,147,142,Y2015
T148,T148,Robert Allenby,63,"8' 10""",1022.333,116,180,Y2015
T148,T148,Ángel Cabrera,53,"8' 10""",1023.75,116,183,Y2015
T148,T148,Adam Hadwin,95,"8' 10""",1615.833,183,110,Y2015
T148,T148,Davis Love III,51,"8' 10""",736.25,83,136,Y2015
T148,T148,Sean O'Hair,86,"8' 10""",1998.083,227,83,Y2015
T148,T148,Shawn Stefani,94,"8' 10""",1899.917,216,146,Y2015
T154,T154,Eric Axley,57,"8' 11""",813.5,91,56,Y2015
T154,T154,Charlie Beljan,76,"8' 11""",1399.083,157,184,Y2015
T154,T154,Stewart Cink,77,"8' 11""",1059.75,119,117,Y2015
T154,T154,Bubba Watson,71,"8' 11""",1304.417,146,32,Y2015
T158,T158,Brendon de Jonge,106,"9' 0""",2176.167,241,91,Y2015
T158,T158,Brian Harman,90,"9' 0""",1770.583,196,77,Y2015
T158,T158,John Peterson,84,"9' 0""",1662.333,184,14,Y2015
T158,T158,Nicholas Thompson,90,"9' 0""",1606.333,179,179,Y2015
T162,T162,Daniel Berger,97,"9' 1""",1817.917,200,59,Y2015
T162,T162,Jason Gore,76,"9' 1""",1228.417,135,167,Y2015
T162,T162,Willy Wilcox,58,"9' 1""",887.333,98,24,Y2015
T165,T165,Dustin Johnson,75,"9' 2""",1445.083,157,119,Y2015
T165,T165,Troy Merritt,91,"9' 2""",2102.75,230,33,Y2015
T165,T165,Scott Pinckney,88,"9' 2""",1775.75,193,155,Y2015
T165,T165,Michael Putnam,87,"9' 2""",1619.417,176,95,Y2015
T169,T169,Billy Horschel,99,"9' 3""",1542.5,167,126,Y2015
T169,T169,Mark Hubbard,79,"9' 3""",1303.417,141,38,Y2015
171,171,Lucas Glover,79,"9' 4""",1402.75,150,164,Y2015
T172,T172,J.J. Henry,94,"9' 5""",1522.083,161,170,Y2015
T172,T172,Hunter Mahan,88,"9' 5""",1473.75,157,78,Y2015
T172,T172,Geoff Ogilvy,50,"9' 5""",879.333,93,181,Y2015
T172,T172,John Senden,80,"9' 5""",1285,136,163,Y2015
T172,T172,Andrew Svoboda,80,"9' 5""",1675,178,182,Y2015
T172,T172,Steve Wheatcroft,87,"9' 5""",1760.917,187,56,Y2015
T178,T178,Graham DeLaet,65,"9' 6""",1245.25,131,133,Y2015
T178,T178,Carlos Ortiz,100,"9' 6""",2249.083,237,158,Y2015
T178,T178,Andres Romero,69,"9' 6""",1641.083,172,140,Y2015
181,181,Oscar Fraustro,58,"9' 8""",1127.917,117,147,Y2015
182,182,Bill Lunde,50,"9' 9""",752.917,77,128,Y2015
183,183,Paul Casey,87,"10' 1""",1358.417,135,150,Y2015
184,184,Russell Henley,87,"10' 3""",1602.75,157,130,Y2015
1,1,Jim Furyk,84,"6' 5""",989.083,154,1,Y2014
T2,T2,Luke Donald,57,"6' 7""",720.833,109,38,Y2014
T2,T2,Tyrone Van Aswegen,79,"6' 7""",1022.667,156,94,Y2014
4,4,Stuart Appleby,92,"6' 8""",1179.333,177,34,Y2014
5,5,Kevin Na,94,"6' 9""",1288,191,4,Y2014
T6,T6,Bud Cauley,56,"6' 10""",727.5,106,57,Y2014
T6,T6,Rickie Fowler,91,"6' 10""",1317.833,194,17,Y2014
T6,T6,Phil Mickelson,71,"6' 10""",1020.833,150,20,Y2014
T6,T6,Justin Rose,70,"6' 10""",1019.25,149,31,Y2014
T10,T10,Briny Baird,50,"6' 11""",523,76,118,Y2014
T10,T10,Jason Day,54,"6' 11""",599.667,87,5,Y2014
T12,T12,Ernie Els,85,"7' 0""",1255.583,180,26,Y2014
T12,T12,Gonzalo Fernandez-Castaño,83,"7' 0""",1364.917,196,100,Y2014
T12,T12,Zach Johnson,97,"7' 0""",1342,191,36,Y2014
T12,T12,Bryce Molder,77,"7' 0""",1084.333,154,44,Y2014
T12,T12,Jordan Spieth,102,"7' 0""",1720.583,247,13,Y2014
T17,T17,Roberto Castro,76,"7' 1""",1020.833,144,136,Y2014
T17,T17,Ryo Ishikawa,75,"7' 1""",1011.333,142,152,Y2014
T17,T17,Jerry Kelly,80,"7' 1""",1068,150,16,Y2014
T17,T17,Bo Van Pelt,83,"7' 1""",895.167,126,101,Y2014
T21,T21,Brian Gay,81,"7' 2""",1202.333,167,3,Y2014
T21,T21,Robert Streb,75,"7' 2""",1233.25,173,80,Y2014
T21,T21,David Toms,64,"7' 2""",661,92,23,Y2014
T24,T24,Tim Clark,75,"7' 3""",864.417,119,70,Y2014
T24,T24,Jason Dufner,57,"7' 3""",805.917,111,166,Y2014
T24,T24,Rory McIlroy,66,"7' 3""",960.583,133,88,Y2014
T24,T24,Lee Westwood,57,"7' 3""",915.833,127,127,Y2014
T28,T28,Woody Austin,63,"7' 4""",1085.083,148,146,Y2014
T28,T28,Sergio Garcia,61,"7' 4""",708.5,97,2,Y2014
T28,T28,Matt Kuchar,91,"7' 4""",1236.417,169,12,Y2014
T31,T31,Brendon de Jonge,109,"7' 5""",1691,229,117,Y2014
T31,T31,Ken Duke,80,"7' 5""",1071.5,145,109,Y2014
T31,T31,Charley Hoffman,93,"7' 5""",1492.75,202,64,Y2014
T31,T31,Chris Kirk,105,"7' 5""",1556.333,210,9,Y2014
T31,T31,Ryan Moore,86,"7' 5""",1183.25,159,103,Y2014
T31,T31,Jim Renner,61,"7' 5""",866.25,117,177,Y2014
T31,T31,Y.E. Yang,79,"7' 5""",1159.417,156,122,Y2014
T38,T38,Paul Casey,56,"7' 6""",797.25,106,128,Y2014
T38,T38,Chad Collins,78,"7' 6""",1124.667,150,60,Y2014
T38,T38,J.B. Holmes,86,"7' 6""",1807.583,240,89,Y2014
T38,T38,Freddie Jacobson,91,"7' 6""",1604.667,213,28,Y2014
T38,T38,Dustin Johnson,58,"7' 6""",824.833,110,57,Y2014
T38,T38,Louis Oosthuizen,50,"7' 6""",639.25,85,172,Y2014
T38,T38,Brandt Snedeker,89,"7' 6""",1407,187,66,Y2014
T38,T38,Brendon Todd,108,"7' 6""",1854.5,248,7,Y2014
T38,T38,Tim Wilkinson,86,"7' 6""",1409.917,187,10,Y2014
T47,T47,Kevin Chappell,100,"7' 7""",1502.167,199,114,Y2014
T47,T47,Charles Howell III,106,"7' 7""",1880.25,247,30,Y2014
T47,T47,Hideki Matsuyama,82,"7' 7""",1389.583,184,41,Y2014
T47,T47,Ian Poulter,57,"7' 7""",801.75,106,98,Y2014
T47,T47,Adam Scott,68,"7' 7""",1096.167,145,37,Y2014
T52,T52,Harris English,95,"7' 8""",1404.833,183,110,Y2014
T52,T52,Chris Stroud,88,"7' 8""",1347.583,175,18,Y2014
T52,T52,Josh Teater,90,"7' 8""",1435.333,188,102,Y2014
T55,T55,Ben Crane,81,"7' 9""",1452.917,187,75,Y2014
T55,T55,Brian Harman,111,"7' 9""",1963,254,60,Y2014
T55,T55,Justin Leonard,75,"7' 9""",1297.667,168,6,Y2014
T55,T55,Will MacKenzie,82,"7' 9""",1538.833,198,134,Y2014
T55,T55,Webb Simpson,87,"7' 9""",1366.5,176,77,Y2014
T55,T55,Shawn Stefani,60,"7' 9""",978.417,126,67,Y2014
T55,T55,Henrik Stenson,56,"7' 9""",718.833,93,171,Y2014
T55,T55,Gary Woodland,93,"7' 9""",1594.583,206,50,Y2014
T63,T63,David Hearn,97,"7' 10""",1467.75,188,35,Y2014
T63,T63,Spencer Levin,59,"7' 10""",1039.167,132,55,Y2014
T63,T63,Heath Slocum,71,"7' 10""",873.917,111,24,Y2014
T63,T63,Cameron Tringale,111,"7' 10""",1847.583,237,70,Y2014
T63,T63,Nick Watney,80,"7' 10""",946.583,121,132,Y2014
T68,T68,Jason Bohn,81,"7' 11""",1445.5,183,131,Y2014
T68,T68,K.J. Choi,80,"7' 11""",1455.833,183,119,Y2014
T68,T68,Brad Fritsch,50,"7' 11""",725.25,92,54,Y2014
T68,T68,Retief Goosen,94,"7' 11""",1465.5,186,33,Y2014
T68,T68,Luke Guthrie,85,"7' 11""",1588.5,200,29,Y2014
T68,T68,John Huh,87,"7' 11""",1447.25,182,107,Y2014
T68,T68,Billy Hurley III,86,"7' 11""",1321.917,167,26,Y2014
T68,T68,Jason Kokrak,65,"7' 11""",1205.75,153,59,Y2014
T68,T68,Charlie Wi,72,"7' 11""",1186.583,150,15,Y2014
T77,T77,Sangmoon Bae,76,"8' 0""",1300.583,163,112,Y2014
T77,T77,Keegan Bradley,89,"8' 0""",1383.5,173,14,Y2014
T77,T77,Brian Davis,93,"8' 0""",1386.417,173,25,Y2014
T77,T77,Matt Jones,83,"8' 0""",1345.25,169,133,Y2014
T77,T77,George McNeill,79,"8' 0""",1298.083,162,97,Y2014
T77,T77,Geoff Ogilvy,84,"8' 0""",1495.167,186,137,Y2014
T77,T77,Vijay Singh,83,"8' 0""",1445.917,180,73,Y2014
T77,T77,Scott Stallings,77,"8' 0""",1606.333,200,154,Y2014
T85,T85,Steven Bowditch,93,"8' 1""",1633.083,201,120,Y2014
T85,T85,Martin Flores,85,"8' 1""",1359.75,168,111,Y2014
T85,T85,Robert Garrigus,80,"8' 1""",1530,189,116,Y2014
T85,T85,Sean O'Hair,77,"8' 1""",1351,168,63,Y2014
T85,T85,John Rollins,84,"8' 1""",1232.167,153,165,Y2014
T90,T90,Scott Brown,100,"8' 2""",1731.333,212,86,Y2014
T90,T90,Kevin Kisner,85,"8' 2""",1570.5,192,122,Y2014
T90,T90,Russell Knox,92,"8' 2""",1586.75,194,8,Y2014
T90,T90,Graeme McDowell,66,"8' 2""",1008,123,39,Y2014
T90,T90,Pat Perez,84,"8' 2""",1787.083,218,46,Y2014
T90,T90,Charl Schwartzel,64,"8' 2""",1279.167,156,21,Y2014
T90,T90,Kevin Stadler,90,"8' 2""",1132.083,139,159,Y2014
T97,T97,Jonas Blixt,64,"8' 3""",1103,134,84,Y2014
T97,T97,Derek Ernst,80,"8' 3""",1481.417,179,173,Y2014
T97,T97,Lucas Glover,68,"8' 3""",789.5,96,176,Y2014
T97,T97,Bill Haas,107,"8' 3""",1547.583,187,43,Y2014
T97,T97,Martin Laird,66,"8' 3""",976.417,118,157,Y2014
T97,T97,Scott Langley,95,"8' 3""",1524.667,184,21,Y2014
T97,T97,Richard Lee,80,"8' 3""",1473.917,179,32,Y2014
T97,T97,David Lingmerth,80,"8' 3""",1489.5,180,151,Y2014
T97,T97,Jamie Lovemark,64,"8' 3""",1056.917,128,129,Y2014
T97,T97,John Merrick,87,"8' 3""",1241.25,150,175,Y2014
T97,T97,Jeff Overton,80,"8' 3""",1310.583,159,39,Y2014
T97,T97,Michael Putnam,106,"8' 3""",1987.167,240,122,Y2014
T97,T97,Rory Sabbatini,82,"8' 3""",1488.75,180,142,Y2014
T97,T97,Kevin Streelman,79,"8' 3""",1332.167,162,155,Y2014
T97,T97,Nicholas Thompson,85,"8' 3""",1395.917,169,164,Y2014
T97,T97,Jhonattan Vegas,77,"8' 3""",1202.167,145,72,Y2014
T97,T97,Mike Weir,69,"8' 3""",1129.333,137,56,Y2014
T114,T114,Ricky Barnes,92,"8' 4""",1434.5,173,19,Y2014
T114,T114,Chad Campbell,57,"8' 4""",709.917,85,51,Y2014
T114,T114,Morgan Hoffmann,103,"8' 4""",2104.667,252,106,Y2014
T114,T114,D.H. Lee,54,"8' 4""",1086.5,131,86,Y2014
T114,T114,Kyle Stanley,87,"8' 4""",1409,169,167,Y2014
T114,T114,Kevin Tway,64,"8' 4""",1015.25,122,162,Y2014
T120,T120,Charlie Beljan,76,"8' 5""",1386.417,165,162,Y2014
T120,T120,Matt Every,85,"8' 5""",1516.417,180,82,Y2014
T120,T120,Chesson Hadley,84,"8' 5""",1719.75,204,153,Y2014
T120,T120,Marc Leishman,81,"8' 5""",1580.667,187,115,Y2014
T120,T120,Andrew Loupe,65,"8' 5""",1054.833,125,139,Y2014
T120,T120,Davis Love III,74,"8' 5""",1457.167,173,140,Y2014
T120,T120,John Peterson,62,"8' 5""",1013.583,120,134,Y2014
T120,T120,D.A. Points,75,"8' 5""",1186.583,141,156,Y2014
T120,T120,Camilo Villegas,95,"8' 5""",1618.5,192,125,Y2014
T120,T120,Jimmy Walker,98,"8' 5""",1469.25,175,91,Y2014
T130,T130,Jonathan Byrd,76,"8' 6""",1247.5,147,99,Y2014
T130,T130,William McGirt,96,"8' 6""",1749.75,205,79,Y2014
T130,T130,Andres Romero,81,"8' 6""",1604.583,189,52,Y2014
T133,T133,Jim Herman,62,"8' 7""",1092.417,127,149,Y2014
T133,T133,Trevor Immelman,84,"8' 7""",1361.917,159,150,Y2014
T133,T133,Bronson La'Cassie,51,"8' 7""",824.75,96,48,Y2014
T133,T133,"Ted Potter, Jr.",68,"8' 7""",1352.25,157,11,Y2014
T133,T133,Brian Stuard,91,"8' 7""",1512.75,176,41,Y2014
T138,T138,Aaron Baddeley,74,"8' 8""",1556.083,179,47,Y2014
T138,T138,Graham DeLaet,80,"8' 8""",1127.917,130,85,Y2014
T138,T138,Danny Lee,84,"8' 8""",1520.25,175,105,Y2014
T138,T138,Ben Martin,80,"8' 8""",1322.167,152,75,Y2014
T138,T138,Seung-Yul Noh,92,"8' 8""",1651.083,191,45,Y2014
T138,T138,Ryan Palmer,85,"8' 8""",1580.667,182,95,Y2014
T138,T138,Carl Pettersson,91,"8' 8""",1878.667,217,113,Y2014
T138,T138,John Senden,99,"8' 8""",1670.667,192,49,Y2014
T138,T138,Brendan Steele,89,"8' 8""",1337.75,155,67,Y2014
T138,T138,Willy Wilcox,51,"8' 8""",870.167,100,81,Y2014
T148,T148,Ben Curtis,77,"8' 9""",1324.833,152,126,Y2014
T148,T148,James Driscoll,71,"8' 9""",1332.5,152,141,Y2014
T148,T148,Brice Garnett,92,"8' 9""",1446.917,166,62,Y2014
151,151,James Hahn,82,"8' 10""",1622.583,184,145,Y2014
T152,T152,Daniel Summerhays,98,"8' 11""",1851.667,208,96,Y2014
T152,T152,Andrew Svoboda,77,"8' 11""",1338.75,150,77,Y2014
T154,T154,Stewart Cink,91,"9' 0""",1563.917,174,142,Y2014
T154,T154,Justin Hicks,103,"9' 0""",1702.833,189,146,Y2014
T154,T154,Martin Kaymer,65,"9' 0""",1167.25,130,158,Y2014
T154,T154,Hunter Mahan,88,"9' 0""",1628.75,181,148,Y2014
T154,T154,Patrick Reed,92,"9' 0""",1877.667,208,69,Y2014
T154,T154,Boo Weekley,73,"9' 0""",1217.917,135,160,Y2014
T160,T160,Jeff Maggert,54,"9' 1""",874.5,96,93,Y2014
T160,T160,Michael Thompson,74,"9' 1""",1206.75,133,90,Y2014
162,162,Russell Henley,92,"9' 2""",1948.583,213,170,Y2014
T163,T163,Troy Merritt,62,"9' 4""",1314.5,141,130,Y2014
T163,T163,Wes Roach,67,"9' 4""",1236,133,103,Y2014
165,165,Johnson Wagner,69,"9' 5""",1339.5,142,92,Y2014
166,166,Tommy Gainey,73,"9' 6""",1196.833,126,174,Y2014
T167,T167,Ángel Cabrera,69,"9' 7""",1527.5,159,161,Y2014
T167,T167,Troy Matteson,62,"9' 7""",997.333,104,168,Y2014
T169,T169,Billy Horschel,92,"9' 8""",1464.417,152,144,Y2014
T169,T169,Brooks Koepka,56,"9' 8""",880.583,91,108,Y2014
T169,T169,Bubba Watson,76,"9' 8""",1454,151,74,Y2014
172,172,Erik Compton,88,"9' 11""",1851.833,186,83,Y2014
173,173,Mark Wilson,69,"10' 1""",1408,140,138,Y2014
174,174,J.J. Henry,91,"10' 2""",1480.75,146,121,Y2014
T175,T175,Robert Allenby,83,"10' 3""",1352.5,132,52,Y2014
T175,T175,Greg Chalmers,85,"10' 3""",1960.333,191,65,Y2014
177,177,Hudson Swafford,75,"11' 7""",1313.583,113,169,Y2014
