RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,ROUNDS,AVG DTP,TOTAL DISTANCE (FEET),# OF SHOTS,SCRAMBLING RANK,YEAR
1,,Ryan Moore,78,"6' 0""",903.75,150,4,Y2018
T2,,Paul Casey,74,"6' 4""",767.917,122,50,Y2018
T2,,Zach Johnson,94,"6' 4""",896.583,141,25,Y2018
T4,,Jim Furyk,50,"6' 5""",764.833,119,21,Y2018
T4,,Rory McIlroy,64,"6' 5""",933,146,17,Y2018
T6,,Cameron Percy,56,"6' 6""",614.417,94,117,Y2018
T6,,Tiger Woods,68,"6' 6""",900.833,139,4,Y2018
T8,,Retief Goosen,60,"6' 7""",700.667,106,124,Y2018
T8,,Johnson Wagner,75,"6' 7""",788.583,120,2,Y2018
10,,Chris Kirk,108,"6' 8""",1412.583,211,10,Y2018
T11,,Kiradech Aphibarnrat,51,"6' 9""",630.75,93,157,Y2018
T11,,David Hearn,66,"6' 9""",745.167,111,154,Y2018
T11,,Louis Oosthuizen,62,"6' 9""",797.75,118,3,Y2018
T14,,Branden Grace,67,"6' 10""",809,118,105,Y2018
T14,,Conrad Shindler,60,"6' 10""",644.917,94,58,Y2018
16,,Justin Rose,70,"6' 11""",862.75,125,15,Y2018
T17,,Austin Cook,107,"7' 1""",1608,227,28,Y2018
T17,,Tyrrell Hatton,58,"7' 1""",711.333,101,21,Y2018
T17,,Peter Malnati,87,"7' 1""",1414.333,199,36,Y2018
T17,,"Ted Potter, Jr.",87,"7' 1""",1438,204,113,Y2018
T17,,Jon Rahm,71,"7' 1""",977.25,138,121,Y2018
T22,,Byeong Hun An,86,"7' 2""",1279.667,178,37,Y2018
T22,,Lucas Glover,65,"7' 2""",766.25,107,64,Y2018
T22,,Adam Hadwin,92,"7' 2""",1098.917,154,85,Y2018
T22,,Shawn Stefani,76,"7' 2""",927,129,89,Y2018
T22,,Vaughn Taylor,83,"7' 2""",942,131,62,Y2018
T22,,Jimmy Walker,81,"7' 2""",1280.917,179,74,Y2018
T22,,Richy Werenski,98,"7' 2""",1267.833,176,138,Y2018
T29,,Daniel Berger,81,"7' 3""",1046.417,145,76,Y2018
T29,,Ryan Blaum,81,"7' 3""",1265.25,175,158,Y2018
T29,,Alex Cejka,77,"7' 3""",1293.833,178,6,Y2018
T29,,Roberto Díaz,72,"7' 3""",1017,140,87,Y2018
T29,,Tony Finau,105,"7' 3""",1371.167,189,119,Y2018
T29,,Jordan Spieth,81,"7' 3""",1143.5,158,31,Y2018
T35,,Ryan Armour,109,"7' 4""",1408.25,193,55,Y2018
T35,,Wesley Bryan,69,"7' 4""",948.833,129,53,Y2018
T35,,Stephan Jaeger,81,"7' 4""",1156.167,157,133,Y2018
T35,,Grayson Murray,72,"7' 4""",1242.833,170,176,Y2018
T35,,Jhonattan Vegas,92,"7' 4""",1595,217,84,Y2018
T40,,Bud Cauley,55,"7' 5""",814.5,110,56,Y2018
T40,,Michael Kim,74,"7' 5""",1117.5,150,144,Y2018
T40,,Kevin Kisner,89,"7' 5""",1207.167,162,52,Y2018
T40,,Martin Laird,73,"7' 5""",908.583,123,73,Y2018
T40,,Jamie Lovemark,92,"7' 5""",1534.667,208,40,Y2018
T40,,Brian Stuard,103,"7' 5""",1366.083,184,72,Y2018
T46,,Jonas Blixt,67,"7' 6""",985.583,132,130,Y2018
T46,,Derek Fathauer,84,"7' 6""",1386.333,185,163,Y2018
T46,,Luke List,98,"7' 6""",1544.417,206,90,Y2018
T46,,Kevin Na,91,"7' 6""",1295.5,172,8,Y2018
T46,,D.A. Points,63,"7' 6""",903.25,121,182,Y2018
T46,,Patrick Reed,94,"7' 6""",1431,191,18,Y2018
T46,,Justin Thomas,91,"7' 6""",1256,168,24,Y2018
T53,,Abraham Ancer,98,"7' 7""",1779.833,236,20,Y2018
T53,,Dominic Bozzelli,65,"7' 7""",1266.333,167,78,Y2018
T53,,Jason Day,75,"7' 7""",823.583,109,25,Y2018
T53,,Brian Gay,103,"7' 7""",1574.833,207,13,Y2018
T53,,J.B. Holmes,77,"7' 7""",1458.333,193,122,Y2018
T53,,Dustin Johnson,77,"7' 7""",1211.75,160,23,Y2018
T53,,Matt Jones,70,"7' 7""",778.25,103,54,Y2018
T53,,Si Woo Kim,108,"7' 7""",1589.5,209,118,Y2018
T53,,Rob Oppenheim,74,"7' 7""",1058.917,140,68,Y2018
T53,,Ryan Palmer,69,"7' 7""",1035.917,137,159,Y2018
T63,,Fabián Gómez,88,"7' 8""",1306,170,79,Y2018
T63,,Sung Kang,89,"7' 8""",1409.417,183,189,Y2018
T63,,Chez Reavie,93,"7' 8""",1022.083,134,27,Y2018
T63,,Rory Sabbatini,91,"7' 8""",1272.75,166,35,Y2018
T67,,Bronson Burgoon,69,"7' 9""",1089.583,140,156,Y2018
T67,,Charles Howell III,104,"7' 9""",1237.25,159,44,Y2018
T67,,Anirban Lahiri,82,"7' 9""",1345.833,174,92,Y2018
T67,,Ben Martin,64,"7' 9""",1165.25,150,81,Y2018
T67,,Francesco Molinari,73,"7' 9""",868.167,112,82,Y2018
T67,,Jonathan Randolph,71,"7' 9""",1322,171,64,Y2018
T67,,Cameron Smith,85,"7' 9""",1133.833,146,38,Y2018
T67,,Tyrone Van Aswegen,101,"7' 9""",1529.667,198,97,Y2018
T75,,Blayne Barber,69,"7' 10""",963.25,123,114,Y2018
T75,,Jonathan Byrd,70,"7' 10""",821.167,105,93,Y2018
T75,,Ben Crane,65,"7' 10""",865.917,111,16,Y2018
T75,,Joel Dahmen,93,"7' 10""",1352.75,172,11,Y2018
T75,,Whee Kim,93,"7' 10""",1512.583,194,87,Y2018
T75,,Andrew Landry,82,"7' 10""",1526.167,195,125,Y2018
T75,,Sean O'Hair,67,"7' 10""",1272.667,162,110,Y2018
T75,,Pat Perez,82,"7' 10""",1084.75,138,155,Y2018
T75,,Brandt Snedeker,84,"7' 10""",1263,161,57,Y2018
T75,,Nick Watney,94,"7' 10""",1584.75,203,153,Y2018
T85,,Ricky Barnes,65,"7' 11""",1017.917,128,115,Y2018
T85,,Robert Garrigus,80,"7' 11""",1548.083,196,129,Y2018
T85,,Russell Henley,77,"7' 11""",995.25,126,175,Y2018
T85,,David Lingmerth,82,"7' 11""",1470.083,186,86,Y2018
T85,,Xander Schauffele,96,"7' 11""",1523.75,192,104,Y2018
T90,,Corey Conners,97,"8' 0""",1461.417,183,112,Y2018
T90,,Tyler Duncan,97,"8' 0""",1528.167,191,186,Y2018
T90,,Bill Haas,76,"8' 0""",1273.5,159,51,Y2018
T90,,Troy Merritt,89,"8' 0""",1536.083,193,107,Y2018
T90,,C.T. Pan,104,"8' 0""",1450.25,182,128,Y2018
T90,,Sam Ryder,82,"8' 0""",1253.833,157,139,Y2018
T90,,Scott Stallings,96,"8' 0""",1536.583,192,45,Y2018
T90,,Kevin Tway,110,"8' 0""",1741.333,217,132,Y2018
T90,,Harold Varner III,91,"8' 0""",1566.667,196,96,Y2018
T99,,Jason Dufner,71,"8' 1""",897.417,111,94,Y2018
T99,,Tommy Fleetwood,73,"8' 1""",1053.083,130,148,Y2018
T99,,Martin Flores,92,"8' 1""",1592.667,198,165,Y2018
T99,,J.J. Henry,81,"8' 1""",1107.667,137,171,Y2018
T99,,Beau Hossler,104,"8' 1""",1720.417,212,58,Y2018
T99,,Brooks Koepka,64,"8' 1""",1159.083,143,12,Y2018
T99,,Kelly Kraft,94,"8' 1""",1539.333,191,77,Y2018
T99,,Matt Kuchar,88,"8' 1""",1159.333,143,9,Y2018
T99,,Nicholas Lindheim,77,"8' 1""",1120.25,138,180,Y2018
T99,,Rod Pampling,62,"8' 1""",880.75,109,134,Y2018
T99,,Kyle Stanley,93,"8' 1""",1241.25,154,169,Y2018
T99,,Kevin Streelman,94,"8' 1""",1361.917,168,43,Y2018
T99,,Daniel Summerhays,51,"8' 1""",1103.25,136,167,Y2018
T112,,Tom Hoge,101,"8' 2""",1967.417,242,34,Y2018
T112,,Jason Kokrak,99,"8' 2""",1576,193,162,Y2018
T112,,Danny Lee,88,"8' 2""",1530.5,188,46,Y2018
T112,,Marc Leishman,93,"8' 2""",1326.833,162,75,Y2018
T112,,Martin Piller,79,"8' 2""",1720.167,211,106,Y2018
T112,,Ollie Schniederjans,91,"8' 2""",1697.25,208,126,Y2018
T112,,Charl Schwartzel,65,"8' 2""",981.417,120,101,Y2018
T119,,Rickie Fowler,74,"8' 3""",1172.833,142,14,Y2018
T119,,Brandon Harkins,101,"8' 3""",1756.75,213,146,Y2018
T119,,Hideki Matsuyama,75,"8' 3""",1034.333,126,47,Y2018
T119,,Gary Woodland,96,"8' 3""",1535.667,187,173,Y2018
T123,,Zecheng Dou,53,"8' 4""",844.083,101,191,Y2018
T123,,Charley Hoffman,87,"8' 4""",1519.75,182,143,Y2018
T123,,Billy Hurley III,70,"8' 4""",1261.917,152,164,Y2018
T123,,Denny McCarthy,71,"8' 4""",1039.25,125,64,Y2018
T123,,Ethan Tracy,72,"8' 4""",1259.917,151,166,Y2018
T123,,Cameron Tringale,67,"8' 4""",1020.417,122,160,Y2018
T123,,Steve Wheatcroft,60,"8' 4""",817.333,98,42,Y2018
T130,,Aaron Baddeley,84,"8' 5""",1330.25,158,39,Y2018
T130,,Emiliano Grillo,94,"8' 5""",1347.75,160,41,Y2018
T130,,Chesson Hadley,103,"8' 5""",1557.25,185,136,Y2018
T130,,Keith Mitchell,99,"8' 5""",1627.083,194,137,Y2018
T130,,Ian Poulter,73,"8' 5""",896.083,106,123,Y2018
T130,,Brendan Steele,74,"8' 5""",1220.25,145,187,Y2018
T130,,Hudson Swafford,73,"8' 5""",987.583,117,179,Y2018
T130,,Michael Thompson,62,"8' 5""",1077.083,128,148,Y2018
T130,,Aaron Wise,90,"8' 5""",1717.5,204,141,Y2018
T139,,Zac Blair,64,"8' 6""",1004.333,118,33,Y2018
T139,,Stewart Cink,87,"8' 6""",1417.333,166,152,Y2018
T139,,Cody Gribble,71,"8' 6""",1387.083,163,183,Y2018
T139,,Tom Lovelady,87,"8' 6""",1552.25,183,190,Y2018
T139,,Phil Mickelson,90,"8' 6""",1671.417,197,91,Y2018
T139,,Webb Simpson,95,"8' 6""",1672.333,196,1,Y2018
T145,,Matt Atkins,56,"8' 7""",895.083,104,107,Y2018
T145,,Rafa Cabrera Bello,75,"8' 7""",820.083,96,99,Y2018
T145,,Mackenzie Hughes,80,"8' 7""",1444,169,177,Y2018
T145,,Hunter Mahan,67,"8' 7""",929.167,108,80,Y2018
T145,,J.T. Poston,73,"8' 7""",1381.5,161,111,Y2018
T145,,Robert Streb,78,"8' 7""",1247.75,145,184,Y2018
T145,,Xinjun Zhang,81,"8' 7""",1163.917,135,95,Y2018
T152,,Keegan Bradley,98,"8' 8""",1367.583,158,131,Y2018
T152,,Russell Knox,94,"8' 8""",1184.25,137,70,Y2018
T152,,Sam Saunders,80,"8' 8""",1330.75,153,147,Y2018
T155,,William McGirt,84,"8' 9""",1409.583,161,19,Y2018
T155,,Seamus Power,86,"8' 9""",1496.333,171,7,Y2018
T155,,Chris Stroud,81,"8' 9""",1353.833,155,60,Y2018
T155,,Peter Uihlein,83,"8' 9""",1398.167,160,102,Y2018
T159,,Chad Campbell,87,"8' 10""",1356.417,153,71,Y2018
T159,,Brice Garnett,99,"8' 10""",1771.667,201,83,Y2018
T159,,Lanto Griffin,80,"8' 10""",1385,157,150,Y2018
T159,,John Huh,94,"8' 10""",1602.833,182,100,Y2018
T159,,Patton Kizzire,92,"8' 10""",1797.833,204,160,Y2018
T159,,Alex Noren,67,"8' 10""",972.25,110,30,Y2018
T159,,Scott Piercy,84,"8' 10""",1117.083,127,145,Y2018
T159,,Andrew Putnam,97,"8' 10""",1750.5,198,32,Y2018
T159,,Brett Stegmaier,67,"8' 10""",815.167,92,140,Y2018
T159,,Andrew Yun,51,"8' 10""",914.75,104,193,Y2018
T169,,Greg Chalmers,56,"8' 11""",1112,125,185,Y2018
T169,,Kevin Chappell,77,"8' 11""",1378.667,154,141,Y2018
T169,,Bryson DeChambeau,93,"8' 11""",1827.083,204,63,Y2018
T169,,Talor Gooch,78,"8' 11""",1491.917,168,69,Y2018
T169,,Brian Harman,94,"8' 11""",1468,165,126,Y2018
T169,,Nate Lashley,51,"8' 11""",758,85,49,Y2018
T169,,Bubba Watson,90,"8' 11""",1507.25,169,135,Y2018
T176,,Patrick Cantlay,87,"9' 0""",1535.333,170,109,Y2018
T176,,Harris English,84,"9' 0""",1535.5,171,103,Y2018
T176,,Shane Lowry,64,"9' 0""",1131.917,126,181,Y2018
T176,,Adam Schenk,86,"9' 0""",1527.417,169,172,Y2018
T180,,Matt Every,79,"9' 1""",1601.667,177,188,Y2018
T180,,Ben Silverman,90,"9' 1""",1519.167,167,116,Y2018
T180,,Nick Taylor,94,"9' 1""",1623.667,179,29,Y2018
183,,J.J. Spaun,85,"9' 3""",1275.417,138,150,Y2018
T184,,Scott Brown,102,"9' 4""",2091,224,170,Y2018
T184,,Billy Horschel,86,"9' 4""",1533.75,164,98,Y2018
186,,James Hahn,85,"9' 5""",1567.083,167,67,Y2018
T187,,Satoshi Kodaira,51,"9' 8""",908.833,94,192,Y2018
T187,,Graeme McDowell,67,"9' 8""",954.667,99,61,Y2018
T187,,Patrick Rodgers,97,"9' 8""",1749.417,181,119,Y2018
T187,,Henrik Stenson,60,"9' 8""",735.75,76,48,Y2018
191,,Adam Scott,78,"9' 11""",1194.75,120,168,Y2018
192,,Kyle Thompson,50,"10' 1""",996.75,99,178,Y2018
193,,Trey Mullinax,75,"10' 3""",1621.5,158,174,Y2018
T1,,Steven Alker,69,"6' 3""",739.583,118,76,Y2017
T1,,Ryan Armour,63,"6' 3""",680.083,109,117,Y2017
3,,Roberto Castro,70,"6' 4""",789.417,125,63,Y2017
4,,Alex Cejka,85,"6' 6""",953.083,146,44,Y2017
T5,,Chad Collins,66,"6' 7""",801.25,122,19,Y2017
T5,,Pat Perez,93,"6' 7""",1083.667,164,14,Y2017
7,,Michael Thompson,60,"6' 8""",728.75,110,100,Y2017
8,,Brendan Steele,89,"6' 10""",1296.833,189,55,Y2017
T9,,Rory McIlroy,51,"6' 11""",722,104,17,Y2017
T9,,J.T. Poston,95,"6' 11""",1354.333,196,77,Y2017
T11,,Jonas Blixt,74,"7' 0""",1186.167,169,107,Y2017
T11,,Ernie Els,52,"7' 0""",634.917,91,157,Y2017
T11,,Geoff Ogilvy,80,"7' 0""",996,142,49,Y2017
T11,,Ian Poulter,72,"7' 0""",863.333,124,1,Y2017
T11,,Justin Thomas,86,"7' 0""",1222.833,175,53,Y2017
T11,,Tim Wilkinson,64,"7' 0""",833.25,119,24,Y2017
T17,,Ricky Barnes,100,"7' 1""",1583,223,68,Y2017
T17,,Paul Casey,94,"7' 1""",1178.083,166,6,Y2017
T17,,Jason Day,71,"7' 1""",1035.667,146,91,Y2017
T17,,Ken Duke,77,"7' 1""",1023.083,145,150,Y2017
T17,,Jim Furyk,54,"7' 1""",747.667,106,45,Y2017
T17,,Sergio Garcia,65,"7' 1""",733.5,104,39,Y2017
T17,,Martin Laird,83,"7' 1""",1150.167,163,47,Y2017
T17,,Hideki Matsuyama,83,"7' 1""",1089.083,153,41,Y2017
T17,,Ryan Moore,82,"7' 1""",1030.667,145,143,Y2017
T17,,Scott Stallings,81,"7' 1""",1155.5,163,165,Y2017
T17,,Nick Watney,75,"7' 1""",1160.583,163,94,Y2017
T28,,David Hearn,93,"7' 2""",1194.917,166,33,Y2017
T28,,Jordan Spieth,85,"7' 2""",1286.583,180,36,Y2017
T30,,Miguel Angel Carballo,63,"7' 3""",935.583,129,175,Y2017
T30,,Brandon Hagy,85,"7' 3""",1541,213,61,Y2017
T30,,Matt Kuchar,95,"7' 3""",1506.417,207,2,Y2017
T30,,Webb Simpson,102,"7' 3""",1485.667,206,4,Y2017
T34,,Zac Blair,105,"7' 4""",1456.25,199,3,Y2017
T34,,Stewart Cink,93,"7' 4""",1351.5,184,108,Y2017
T34,,Rickie Fowler,78,"7' 4""",1006.25,137,22,Y2017
T34,,Troy Merritt,82,"7' 4""",1179.75,160,112,Y2017
T34,,Cameron Tringale,89,"7' 4""",1205,165,97,Y2017
T39,,Daniel Berger,91,"7' 5""",1394.667,187,23,Y2017
T39,,Patton Kizzire,84,"7' 5""",1265.667,171,177,Y2017
T39,,D.A. Points,68,"7' 5""",1028.75,139,162,Y2017
T39,,Patrick Reed,107,"7' 5""",1862.417,250,48,Y2017
T39,,Brett Stegmaier,78,"7' 5""",991.417,134,188,Y2017
T39,,Gary Woodland,94,"7' 5""",1542.75,208,118,Y2017
T45,,Robert Garrigus,78,"7' 6""",1196.75,160,171,Y2017
T45,,Brian Gay,82,"7' 6""",1165.5,155,30,Y2017
T45,,Lucas Glover,93,"7' 6""",1451.25,193,66,Y2017
T45,,Billy Hurley III,80,"7' 6""",1239.083,166,99,Y2017
T45,,Chris Kirk,89,"7' 6""",1330.75,178,174,Y2017
T45,,Phil Mickelson,85,"7' 6""",1489.167,199,71,Y2017
T45,,Kyle Reifers,96,"7' 6""",1406.417,187,114,Y2017
T45,,Rory Sabbatini,71,"7' 6""",1012,135,115,Y2017
T45,,Jimmy Walker,68,"7' 6""",875.75,117,122,Y2017
T54,,Wesley Bryan,95,"7' 7""",1462.417,193,37,Y2017
T54,,Kevin Chappell,95,"7' 7""",1516.5,201,147,Y2017
T54,,K.J. Choi,72,"7' 7""",1216.583,161,57,Y2017
T54,,Zach Johnson,81,"7' 7""",1200.583,158,69,Y2017
T54,,Anirban Lahiri,72,"7' 7""",1180.417,155,170,Y2017
