RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,ROUNDS,AVG,TOTAL DISTANCE (FEET),# OF ATTEMPTS,RELATIVE TO PAR,YEAR
182,,J.T. Poston,95,"100' 3""",1103.08,11,-2,Y2017
183,,Fabián Gómez,61,"100' 11""",201.83,2,-1,Y2017
184,,Luke Donald,50,"102' 0""",408,4,1,Y2017
185,,Roberto Castro,70,"103' 2""",928.25,9,E,Y2017
186,,Miguel Angel Carballo,63,"103' 7""",621.5,6,-2,Y2017
187,,Sam Saunders,76,"110' 5""",662.33,6,-1,Y2017
188,,Derek Fathauer,81,"115' 5""",692.42,6,2,Y2017
189,,Brett Drewitt,57,"124' 3""",372.75,3,1,Y2017
190,,Vaughn Taylor,90,"127' 10""",511.17,4,E,Y2017
1,1,J.J. Henry,68,"45' 6""",182,4,-2,Y2016
2,2,Vaughn Taylor,72,"45' 11""",459,10,-1,Y2016
3,3,Geoff Ogilvy,63,"47' 6""",569.58,12,-5,Y2016
4,4,Webb Simpson,70,"49' 5""",296.42,6,-6,Y2016
5,5,Charley Hoffman,91,"52' 5""",523.92,10,E,Y2016
6,6,Abraham Ancer,51,"53' 0""",265,5,2,Y2016
7,7,Steven Bowditch,71,"53' 4""",320.17,6,-1,Y2016
8,8,Jason Kokrak,89,"53' 5""",801.08,15,-9,Y2016
9,9,Rickie Fowler,80,"54' 1""",756.83,14,-6,Y2016
10,10,Ryan Palmer,86,"54' 10""",438.83,8,-4,Y2016
11,11,Chez Reavie,90,"54' 11""",439.5,8,2,Y2016
12,12,Luke Guthrie,57,"56' 8""",566.5,10,-5,Y2016
13,13,Jimmy Walker,85,"56' 9""",567.83,10,-6,Y2016
14,14,Jason Gore,78,"57' 2""",685.67,12,-3,Y2016
T15,T15,Keegan Bradley,82,"57' 4""",401.58,7,-5,Y2016
T15,T15,Graeme McDowell,63,"57' 4""",172.08,3,-1,Y2016
17,17,Matt Kuchar,100,"57' 11""",405.67,7,-1,Y2016
