RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,ROUNDS,% MADE,ATTEMPTS,PUTTS MADE,YEAR
41,,Grayson Murray,72,15.28,72,11,Y2018
42,,Zac Blair,64,15.15,66,10,Y2018
43,,Hunter Mahan,67,15.12,86,13,Y2018
44,,Lucas Glover,65,14.93,67,10,Y2018
45,,Tiger Woods,68,14.89,94,14,Y2018
46,,Brian Gay,103,14.81,135,20,Y2018
47,,Matt Atkins,56,14.75,61,9,Y2018
48,,"Ted Potter, Jr.",87,14.68,109,16,Y2018
49,,Xinjun Zhang,81,14.63,82,12,Y2018
50,,Rory McIlroy,64,14.61,89,13,Y2018
51,,Vaughn Taylor,83,14.58,96,14,Y2018
T52,,Jason Kokrak,99,14.52,124,18,Y2018
T52,,Harold Varner III,91,14.52,124,18,Y2018
54,,Jason Dufner,71,14.49,69,10,Y2018
55,,Shane Lowry,64,14.47,76,11,Y2018
56,,Graeme McDowell,67,14.29,84,12,Y2018
57,,Joel Dahmen,93,14.14,99,14,Y2018
58,,Michael Kim,74,14.1,78,11,Y2018
T59,,Stewart Cink,87,13.89,108,15,Y2018
T59,,Bill Haas,76,13.89,108,15,Y2018
61,,Chris Stroud,81,13.85,65,9,Y2018
62,,Tony Finau,105,13.74,131,18,Y2018
63,,Brandt Snedeker,84,13.73,102,14,Y2018
64,,James Hahn,85,13.71,124,17,Y2018
65,,Conrad Shindler,60,13.7,73,10,Y2018
66,,Blayne Barber,69,13.68,95,13,Y2018
67,,Daniel Summerhays,51,13.64,44,6,Y2018
68,,William McGirt,84,13.6,125,17,Y2018
69,,Rickie Fowler,74,13.59,103,14,Y2018
70,,Robert Streb,78,13.54,96,13,Y2018
T71,,Anirban Lahiri,82,13.45,119,16,Y2018
T71,,Scott Stallings,96,13.45,119,16,Y2018
T73,,Phil Mickelson,90,13.33,90,12,Y2018
T73,,Xander Schauffele,96,13.33,105,14,Y2018
T73,,Cameron Tringale,67,13.33,75,10,Y2018
76,,Kevin Streelman,94,13.22,121,16,Y2018
77,,Adam Schenk,86,13.21,106,14,Y2018
78,,Nicholas Lindheim,77,13.13,99,13,Y2018
79,,Andrew Yun,51,13.04,46,6,Y2018
T80,,Tom Lovelady,87,12.9,124,16,Y2018
T80,,Sam Ryder,82,12.9,124,16,Y2018
82,,Roberto Díaz,72,12.82,78,10,Y2018
83,,Luke List,98,12.8,125,16,Y2018
84,,Jhonattan Vegas,92,12.79,86,11,Y2018
85,,Kiradech Aphibarnrat,51,12.77,47,6,Y2018
86,,Jon Rahm,71,12.66,79,10,Y2018
87,,Francesco Molinari,73,12.64,87,11,Y2018
88,,Beau Hossler,104,12.59,143,18,Y2018
T89,,Tommy Fleetwood,73,12.5,88,11,Y2018
T89,,David Hearn,66,12.5,88,11,Y2018
T89,,John Huh,94,12.5,128,16,Y2018
T89,,Matt Jones,70,12.5,64,8,Y2018
T89,,Ollie Schniederjans,91,12.5,120,15,Y2018
94,,Scott Brown,102,12.39,113,14,Y2018
95,,Patrick Reed,94,12.37,97,12,Y2018
T96,,Ricky Barnes,65,12.31,65,8,Y2018
T96,,Rod Pampling,62,12.31,65,8,Y2018
T96,,Nick Watney,94,12.31,130,16,Y2018
99,,Johnson Wagner,75,12.22,90,11,Y2018
100,,Mackenzie Hughes,80,12.12,99,12,Y2018
101,,Brett Stegmaier,67,12,75,9,Y2018
T102,,Derek Fathauer,84,11.96,92,11,Y2018
T102,,Pat Perez,82,11.96,92,11,Y2018
T104,,Ben Crane,65,11.94,67,8,Y2018
T104,,D.A. Points,63,11.94,67,8,Y2018
T104,,Ian Poulter,73,11.94,67,8,Y2018
107,,Patrick Rodgers,97,11.93,109,13,Y2018
T108,,Byeong Hun An,86,11.86,118,14,Y2018
T108,,Ben Silverman,90,11.86,118,14,Y2018
110,,Chris Kirk,108,11.8,161,19,Y2018
T111,,Brandon Harkins,101,11.76,119,14,Y2018
T111,,Henrik Stenson,60,11.76,68,8,Y2018
113,,Shawn Stefani,76,11.71,111,13,Y2018
114,,Nick Taylor,94,11.67,120,14,Y2018
T115,,Chad Campbell,87,11.58,95,11,Y2018
T115,,Sam Saunders,80,11.58,95,11,Y2018
117,,Russell Knox,94,11.57,121,14,Y2018
118,,Si Woo Kim,108,11.5,113,13,Y2018
119,,Rory Sabbatini,91,11.48,122,14,Y2018
120,,Brian Stuard,103,11.32,159,18,Y2018
121,,Bryson DeChambeau,93,11.3,115,13,Y2018
T122,,Andrew Putnam,97,11.11,126,14,Y2018
T122,,Gary Woodland,96,11.11,90,10,Y2018
124,,Michael Thompson,62,11.01,109,12,Y2018
T125,,Nate Lashley,51,10.71,56,6,Y2018
T125,,Ryan Palmer,69,10.71,84,9,Y2018
127,,Keith Mitchell,99,10.58,104,11,Y2018
T128,,Corey Conners,97,10.57,123,13,Y2018
T128,,Webb Simpson,95,10.57,123,13,Y2018
130,,Kevin Tway,110,10.56,142,15,Y2018
131,,Cody Gribble,71,10.53,76,8,Y2018
132,,Ryan Moore,78,10.47,86,9,Y2018
133,,Charley Hoffman,87,10.38,106,11,Y2018
T134,,Daniel Berger,81,10.31,97,10,Y2018
T134,,Matt Kuchar,88,10.31,97,10,Y2018
136,,Kelly Kraft,94,10.26,117,12,Y2018
137,,Austin Cook,107,10.24,127,13,Y2018
138,,Peter Malnati,87,10.19,108,11,Y2018
T139,,Matt Every,79,10.11,89,9,Y2018
T139,,Adam Hadwin,92,10.11,89,9,Y2018
141,,Abraham Ancer,98,10.08,119,12,Y2018
142,,Billy Horschel,86,9.92,121,12,Y2018
143,,Dominic Bozzelli,65,9.89,91,9,Y2018
144,,Brooks Koepka,64,9.86,71,7,Y2018
T145,,Andrew Landry,82,9.82,112,11,Y2018
T145,,Richy Werenski,98,9.82,112,11,Y2018
147,,Jimmy Walker,81,9.78,92,9,Y2018
148,,Aaron Wise,90,9.76,123,12,Y2018
149,,Denny McCarthy,71,9.72,72,7,Y2018
150,,Danny Lee,88,9.71,103,10,Y2018
151,,Martin Flores,92,9.65,114,11,Y2018
152,,Chesson Hadley,103,9.63,135,13,Y2018
153,,Cameron Smith,85,9.46,74,7,Y2018
154,,Hudson Swafford,73,9.41,85,8,Y2018
155,,Steve Wheatcroft,60,9.38,64,6,Y2018
156,,Hideki Matsuyama,75,9.28,97,9,Y2018
157,,Brendan Steele,74,9.23,65,6,Y2018
158,,Brice Garnett,99,9.16,131,12,Y2018
T159,,Kevin Chappell,77,9.09,99,9,Y2018
T159,,Jamie Lovemark,92,9.09,110,10,Y2018
T159,,J.J. Spaun,85,9.09,99,9,Y2018
162,,Jonathan Byrd,70,8.96,67,6,Y2018
163,,Aaron Baddeley,84,8.91,101,9,Y2018
164,,Ethan Tracy,72,8.79,91,8,Y2018
165,,C.T. Pan,104,8.59,128,11,Y2018
166,,Harris English,84,8.57,105,9,Y2018
167,,Seamus Power,86,8.51,94,8,Y2018
168,,J.J. Henry,81,8.49,106,9,Y2018
169,,Jordan Spieth,81,8.42,95,8,Y2018
170,,Bubba Watson,90,8.25,97,8,Y2018
171,,Talor Gooch,78,7.92,101,8,Y2018
172,,Patrick Cantlay,87,7.84,102,8,Y2018
173,,Keegan Bradley,98,7.81,128,10,Y2018
T174,,Sung Kang,89,7.69,104,8,Y2018
T174,,Kyle Stanley,93,7.69,117,9,Y2018
176,,Tyler Duncan,97,7.63,131,10,Y2018
177,,Bronson Burgoon,69,7.59,79,6,Y2018
178,,Jim Furyk,50,7.23,83,6,Y2018
179,,Paul Casey,74,6.94,72,5,Y2018
180,,Retief Goosen,60,6.38,47,3,Y2018
181,,Fabián Gómez,88,6.19,97,6,Y2018
182,,Tyrrell Hatton,58,6.15,65,4,Y2018
183,,Kyle Thompson,50,6.06,66,4,Y2018
184,,Tyrone Van Aswegen,101,5.88,119,7,Y2018
185,,Bud Cauley,55,5.77,52,3,Y2018
186,,Robert Garrigus,80,5.68,88,5,Y2018
187,,Charles Howell III,104,5.6,125,7,Y2018
188,,Louis Oosthuizen,62,5.41,74,4,Y2018
189,,Stephan Jaeger,81,5.32,94,5,Y2018
190,,Cameron Percy,56,4.69,64,3,Y2018
191,,Marc Leishman,93,4.17,96,4,Y2018
192,,Satoshi Kodaira,51,4.08,49,2,Y2018
193,,Scott Piercy,84,2.91,103,3,Y2018
1,,Graeme McDowell,56,23.53,68,16,Y2017
2,,Rickie Fowler,78,22.47,89,20,Y2017
3,,Jordan Spieth,85,22.35,85,19,Y2017
4,,Kevin Na,86,21.57,102,22,Y2017
5,,Zac Blair,105,20.97,124,26,Y2017
6,,Brooks Koepka,88,20,65,13,Y2017
7,,Peter Malnati,91,19.63,107,21,Y2017
8,,Patton Kizzire,84,19.42,103,20,Y2017
9,,Phil Mickelson,85,19.23,78,15,Y2017
10,,Brandt Snedeker,53,18.97,58,11,Y2017
T11,,David Lingmerth,79,18.18,88,16,Y2017
T11,,Sebastián Muñoz,51,18.18,66,12,Y2017
13,,Zach Johnson,81,18.1,105,19,Y2017
14,,James Hahn,96,17.95,117,21,Y2017
15,,Michael Thompson,60,17.81,73,13,Y2017
16,,Adam Scott,58,17.74,62,11,Y2017
17,,Patrick Cantlay,52,17.72,79,14,Y2017
18,,Stewart Cink,93,17.6,125,22,Y2017
19,,Bryce Molder,74,17.31,104,18,Y2017
20,,Wesley Bryan,95,16.98,106,18,Y2017
21,,Sam Saunders,76,16.84,95,16,Y2017
T22,,Jim Furyk,54,16.67,66,11,Y2017
T22,,Mackenzie Hughes,106,16.67,138,23,Y2017
T22,,D.A. Points,68,16.67,84,14,Y2017
25,,Russell Henley,99,16.54,133,22,Y2017
26,,Morgan Hoffmann,92,16.52,115,19,Y2017
27,,Daniel Berger,91,16.46,79,13,Y2017
28,,Vaughn Taylor,90,16.38,116,19,Y2017
29,,Jimmy Walker,68,16.18,68,11,Y2017
30,,Justin Rose,66,15.79,76,12,Y2017
31,,Rory Sabbatini,71,15.66,83,13,Y2017
32,,Billy Hurley III,80,15.58,77,12,Y2017
T33,,Brian Gay,82,15.56,90,14,Y2017
T33,,Camilo Villegas,76,15.56,90,14,Y2017
35,,Kevin Tway,96,15.53,103,16,Y2017
T36,,Cody Gribble,79,15.38,91,14,Y2017
T36,,Kyle Reifers,96,15.38,104,16,Y2017
38,,Blayne Barber,77,15.31,98,15,Y2017
39,,Martin Laird,83,15.25,118,18,Y2017
T40,,Roberto Castro,70,15.09,53,8,Y2017
T40,,Graham DeLaet,82,15.09,106,16,Y2017
T42,,Steven Bowditch,59,15,60,9,Y2017
T42,,Chad Campbell,97,15,140,21,Y2017
44,,Brandon Hagy,85,14.94,87,13,Y2017
T45,,Jason Dufner,89,14.89,94,14,Y2017
T45,,Hideki Matsuyama,83,14.89,94,14,Y2017
47,,Jason Bohn,75,14.85,101,15,Y2017
48,,J.B. Holmes,83,14.75,61,9,Y2017
49,,Whee Kim,74,14.71,102,15,Y2017
50,,Nick Watney,75,14.68,109,16,Y2017
51,,Chez Reavie,98,14.66,116,17,Y2017
52,,Seamus Power,86,14.63,82,12,Y2017
53,,Billy Horschel,88,14.55,165,24,Y2017
54,,Kevin Streelman,90,14.5,131,19,Y2017
T55,,Jason Day,71,14.49,69,10,Y2017
T55,,Si Woo Kim,80,14.49,69,10,Y2017
T57,,Johnson Wagner,71,14.42,104,15,Y2017
T57,,Boo Weekley,75,14.42,104,15,Y2017
T59,,Anirban Lahiri,72,14.29,91,13,Y2017
T59,,Patrick Rodgers,76,14.29,112,16,Y2017
61,,John Huh,92,14.16,113,16,Y2017
62,,Kevin Kisner,105,14.15,106,15,Y2017
63,,Jonas Blixt,74,14.08,71,10,Y2017
64,,Sung Kang,104,14.06,128,18,Y2017
65,,Grayson Murray,94,13.93,122,17,Y2017
T66,,Tony Finau,106,13.82,123,17,Y2017
T66,,C.T. Pan,88,13.82,123,17,Y2017
T68,,Ryan Armour,63,13.7,73,10,Y2017
T68,,Justin Thomas,86,13.7,73,10,Y2017
70,,Gonzalo Fernandez-Castaño,63,13.56,59,8,Y2017
71,,Louis Oosthuizen,69,13.51,74,10,Y2017
T72,,Ernie Els,52,13.33,45,6,Y2017
T72,,Brendan Steele,89,13.33,120,16,Y2017
74,,Ryan Blaum,100,13.28,128,17,Y2017
T75,,Cameron Percy,71,13.16,76,10,Y2017
T75,,Webb Simpson,102,13.16,114,15,Y2017
77,,Emiliano Grillo,90,13.13,99,13,Y2017
78,,Patrick Reed,107,13.04,115,15,Y2017
79,,Luke Donald,50,12.9,62,8,Y2017
80,,Rod Pampling,71,12.84,109,14,Y2017
81,,Byeong Hun An,77,12.82,78,10,Y2017
82,,Xander Schauffele,96,12.62,103,13,Y2017
T83,,Brian Harman,104,12.61,119,15,Y2017
T83,,Seung-Yul Noh,91,12.61,111,14,Y2017
T83,,Robert Streb,98,12.61,111,14,Y2017
T86,,Matt Every,76,12.5,88,11,Y2017
T86,,Tim Wilkinson,64,12.5,64,8,Y2017
88,,Ricky Barnes,100,12.39,113,14,Y2017
89,,Kelly Kraft,75,12.37,97,12,Y2017
90,,Brett Stegmaier,78,12.36,89,11,Y2017
91,,Steven Alker,69,12.33,73,9,Y2017
92,,Branden Grace,70,12.28,57,7,Y2017
93,,Nick Taylor,97,12.23,139,17,Y2017
94,,Andres Gonzales,73,12.22,90,11,Y2017
95,,Kevin Chappell,95,12.2,82,10,Y2017
96,,Dustin Johnson,77,12.05,83,10,Y2017
97,,Adam Hadwin,98,12.04,108,13,Y2017
98,,Marc Leishman,94,11.97,117,14,Y2017
T99,,Sergio Garcia,65,11.94,67,8,Y2017
T99,,Matt Jones,64,11.94,67,8,Y2017
101,,Jason Kokrak,95,11.9,126,15,Y2017
102,,Carl Pettersson,63,11.84,76,9,Y2017
T103,,Pat Perez,93,11.76,102,12,Y2017
T103,,J.J. Spaun,92,11.76,119,14,Y2017
T103,,Bubba Watson,71,11.76,68,8,Y2017
T103,,Steve Wheatcroft,51,11.76,51,6,Y2017
107,,Harold Varner III,101,11.72,128,15,Y2017
108,,J.T. Poston,95,11.67,120,14,Y2017
109,,Michael Kim,94,11.63,129,15,Y2017
110,,Nicholas Lindheim,58,11.59,69,8,Y2017
111,,Troy Merritt,82,11.58,95,11,Y2017
112,,Keegan Bradley,104,11.57,121,14,Y2017
T113,,Miguel Angel Carballo,63,11.54,78,9,Y2017
T113,,Scott Stallings,81,11.54,104,12,Y2017
T115,,Mark Anderson,54,11.11,54,6,Y2017
T115,,Aaron Baddeley,61,11.11,63,7,Y2017
T115,,Scott Brown,95,11.11,126,14,Y2017
T115,,Matt Kuchar,95,11.11,108,12,Y2017
T115,,Trey Mullinax,88,11.11,99,11,Y2017
120,,Danny Lee,93,11.01,109,12,Y2017
121,,Harris English,84,11,100,11,Y2017
122,,Jonathan Randolph,68,10.94,64,7,Y2017
123,,Ryan Brehm,83,10.87,92,10,Y2017
124,,Luke List,102,10.83,120,13,Y2017
125,,Chad Collins,66,10.81,74,8,Y2017
126,,Shawn Stefani,72,10.75,93,10,Y2017
127,,Ken Duke,77,10.71,84,9,Y2017
128,,Lucas Glover,93,10.69,131,14,Y2017
129,,Fabián Gómez,61,10.67,75,8,Y2017
130,,Spencer Levin,89,10.64,94,10,Y2017
131,,Sean O'Hair,84,10.62,113,12,Y2017
132,,Bill Haas,92,10.53,95,10,Y2017
133,,Smylie Kaufman,76,10.34,87,9,Y2017
134,,Tom Hoge,54,10.29,68,7,Y2017
135,,Martin Flores,88,10.19,108,11,Y2017
136,,Derek Fathauer,81,10.11,89,9,Y2017
137,,Paul Casey,94,10.1,99,10,Y2017
138,,Tag Ridings,67,9.89,91,9,Y2017
139,,Robert Garrigus,78,9.88,81,8,Y2017
140,,Brett Drewitt,57,9.84,61,6,Y2017
T141,,David Hearn,93,9.8,102,10,Y2017
T141,,Shane Lowry,52,9.8,51,5,Y2017
143,,Cameron Smith,86,9.78,92,9,Y2017
144,,Rick Lamb,54,9.68,62,6,Y2017
145,,Daniel Summerhays,100,9.65,114,11,Y2017
146,,Brian Stuard,93,9.62,104,10,Y2017
147,,Ryo Ishikawa,56,9.52,63,6,Y2017
148,,Charley Hoffman,112,9.48,116,11,Y2017
149,,Richy Werenski,81,9.47,95,9,Y2017
150,,Jon Rahm,90,9.43,106,10,Y2017
151,,J.J. Henry,92,9.4,117,11,Y2017
152,,Tyrone Van Aswegen,105,9.17,120,11,Y2017
153,,Greg Chalmers,75,9.09,77,7,Y2017
154,,Geoff Ogilvy,80,9.01,111,10,Y2017
155,,Brian Campbell,55,8.96,67,6,Y2017
156,,Ben Martin,86,8.93,112,10,Y2017
157,,Julián Etulain,68,8.75,80,7,Y2017
158,,Mark Hubbard,81,8.65,104,9,Y2017
159,,Francesco Molinari,75,8.64,81,7,Y2017
160,,Jim Herman,77,8.62,116,10,Y2017
161,,William McGirt,89,8.57,105,9,Y2017
162,,Dominic Bozzelli,69,8.54,82,7,Y2017
163,,Andrew Loupe,55,8.47,59,5,Y2017
164,,Chris Kirk,89,8.42,95,8,Y2017
165,,Kyle Stanley,104,8.21,134,11,Y2017
166,,K.J. Choi,72,8.14,86,7,Y2017
167,,Scott Piercy,70,8.06,62,5,Y2017
168,,Charles Howell III,86,8.04,112,9,Y2017
169,,Bryson DeChambeau,91,7.89,114,9,Y2017
170,,Ryan Palmer,61,7.81,64,5,Y2017
T171,,Bud Cauley,92,7.69,117,9,Y2017
T171,,Russell Knox,75,7.69,65,5,Y2017
T173,,Jamie Lovemark,98,7.41,108,8,Y2017
T173,,Cameron Tringale,89,7.41,81,6,Y2017
175,,Hudson Swafford,94,6.84,117,8,Y2017
176,,Jhonattan Vegas,95,6.32,95,6,Y2017
177,,Ryan Moore,82,6.31,111,7,Y2017
178,,Søren Kjeldsen,58,6.12,49,3,Y2017
179,,Ian Poulter,72,6.1,82,5,Y2017
180,,Ollie Schniederjans,92,6.09,115,7,Y2017
181,,Ben Crane,86,6.03,116,7,Y2017
182,,Rory McIlroy,51,5.88,51,3,Y2017
183,,Gary Woodland,94,5.62,89,5,Y2017
184,,Rafa Cabrera Bello,63,5.56,54,3,Y2017
185,,Chris Stroud,67,5.19,77,4,Y2017
186,,Hunter Mahan,73,4.84,62,3,Y2017
187,,Alex Cejka,85,4.82,83,4,Y2017
188,,Charl Schwartzel,63,4,50,2,Y2017
189,,Brad Fritsch,56,3.28,61,2,Y2017
190,,Retief Goosen,52,2.44,41,1,Y2017
1,1,Dicky Pride,55,22,50,11,Y2016
2,2,Andrew Loupe,75,21.98,91,20,Y2016
3,3,Jordan Spieth,80,20.55,73,15,Y2016
4,4,Jason Day,76,20.27,74,15,Y2016
5,5,Abraham Ancer,51,19.05,42,8,Y2016
6,6,Steve Stricker,53,18.87,53,10,Y2016
7,7,Patton Kizzire,93,18.69,107,20,Y2016
8,8,Harris English,97,18.56,97,18,Y2016
9,9,Brendon Todd,66,18.46,65,12,Y2016
10,10,Jonas Blixt,79,17.71,96,17,Y2016
11,11,Charl Schwartzel,73,17.57,74,13,Y2016
12,12,Johnson Wagner,86,17.36,121,21,Y2016
13,13,Morgan Hoffmann,71,17.33,75,13,Y2016
14,14,Freddie Jacobson,86,17.12,111,19,Y2016
15,15,Charles Howell III,91,16.81,119,20,Y2016
16,16,Retief Goosen,55,16.67,72,12,Y2016
17,17,Webb Simpson,70,16.25,80,13,Y2016
18,18,Zach Johnson,90,16,125,20,Y2016
19,19,Hideki Matsuyama,76,15.91,88,14,Y2016
T20,T20,Anirban Lahiri,72,15.79,57,9,Y2016
T20,T20,Kevin Na,96,15.79,95,15,Y2016
22,22,Peter Malnati,85,15.74,108,17,Y2016
T23,T23,Ernie Els,66,15.63,64,10,Y2016
T23,T23,Luke Guthrie,57,15.63,64,10,Y2016
25,25,Alex Cejka,71,15.58,77,12,Y2016
26,26,Rhein Gibson,58,15.38,52,8,Y2016
27,27,Zac Blair,99,15.24,105,16,Y2016
28,28,Jamie Lovemark,91,14.95,107,16,Y2016
T29,T29,Fabián Gómez,82,14.89,94,14,Y2016
T29,T29,Ryan Moore,86,14.89,94,14,Y2016
31,31,Colt Knost,90,14.85,101,15,Y2016
T32,T32,Shane Lowry,57,14.81,54,8,Y2016
T32,T32,Rod Pampling,54,14.81,54,8,Y2016
T34,T34,Jason Dufner,105,14.71,136,20,Y2016
T34,T34,George McNeill,51,14.71,68,10,Y2016
36,36,Matt Kuchar,100,14.63,123,18,Y2016
37,37,Vijay Singh,72,14.61,89,13,Y2016
38,38,Patrick Rodgers,89,14.6,137,20,Y2016
T39,T39,Andres Gonzales,80,14.58,96,14,Y2016
T39,T39,D.A. Points,55,14.58,48,7,Y2016
41,41,Camilo Villegas,83,14.53,117,17,Y2016
42,42,Rory Sabbatini,57,14.52,62,9,Y2016
43,43,Daniel Summerhays,99,14.41,118,17,Y2016
44,44,Sean O'Hair,89,14.17,120,17,Y2016
45,45,Chris Stroud,82,14.15,106,15,Y2016
46,46,Paul Casey,77,14.14,99,14,Y2016
47,47,Mark Hubbard,101,14.08,142,20,Y2016
48,48,Tony Finau,95,14.02,107,15,Y2016
49,49,Brandt Snedeker,93,14,100,14,Y2016
50,50,Brooks Koepka,75,13.98,93,13,Y2016
T51,T51,Robert Allenby,51,13.92,79,11,Y2016
T51,T51,Matt Jones,83,13.92,79,11,Y2016
53,53,Dawie van der Walt,72,13.89,72,10,Y2016
54,54,Kevin Kisner,97,13.82,123,17,Y2016
55,55,Louis Oosthuizen,63,13.79,58,8,Y2016
56,56,Billy Horschel,73,13.68,95,13,Y2016
57,57,Scott Brown,88,13.59,103,14,Y2016
58,58,Jhonattan Vegas,97,13.48,141,19,Y2016
59,59,Tom Hoge,81,13.41,82,11,Y2016
60,60,Russell Henley,76,13.33,120,16,Y2016
61,61,David Lingmerth,84,13.27,98,13,Y2016
62,62,Cameron Tringale,81,13.19,91,12,Y2016
63,63,Steven Bowditch,71,13.16,76,10,Y2016
64,64,Graeme McDowell,63,13.04,69,9,Y2016
T65,T65,Bronson Burgoon,83,13,100,13,Y2016
T65,T65,Sung Kang,89,13,100,13,Y2016
67,67,Willy Wilcox,67,12.94,85,11,Y2016
68,68,Derek Fathauer,94,12.9,124,16,Y2016
T69,T69,Brendon de Jonge,83,12.87,101,13,Y2016
T69,T69,Nick Taylor,83,12.87,101,13,Y2016
71,71,Henrik Norlander,71,12.82,78,10,Y2016
T72,T72,J.B. Holmes,77,12.66,79,10,Y2016
T72,T72,Luke List,79,12.66,79,10,Y2016
T72,T72,Phil Mickelson,75,12.66,79,10,Y2016
75,75,Smylie Kaufman,91,12.61,111,14,Y2016
T76,T76,Greg Owen,85,12.5,96,12,Y2016
T76,T76,Harold Varner III,92,12.5,112,14,Y2016
78,78,Brian Harman,104,12.33,146,18,Y2016
79,79,Blayne Barber,84,12.26,106,13,Y2016
80,80,Stewart Cink,61,12.16,74,9,Y2016
81,81,Chris Kirk,90,12.15,107,13,Y2016
T82,T82,David Hearn,95,12.12,132,16,Y2016
T82,T82,Brett Stegmaier,87,12.12,132,16,Y2016
84,84,Aaron Baddeley,93,12.1,124,15,Y2016
85,85,Hiroshi Iwata,85,12.05,83,10,Y2016
T86,T86,Geoff Ogilvy,63,12,75,9,Y2016
T86,T86,Brian Stuard,66,12,75,9,Y2016
T88,T88,Seung-Yul Noh,85,11.93,109,13,Y2016
T88,T88,Scott Pinckney,87,11.93,109,13,Y2016
90,90,Ryan Palmer,86,11.9,126,15,Y2016
91,91,Ángel Cabrera,62,11.84,76,9,Y2016
92,92,Charley Hoffman,91,11.83,93,11,Y2016
93,93,Ben Martin,92,11.76,136,16,Y2016
94,94,Jason Kokrak,89,11.71,111,13,Y2016
95,95,Tim Wilkinson,72,11.69,77,9,Y2016
96,96,Michael Kim,100,11.68,137,16,Y2016
97,97,Danny Lee,93,11.65,103,12,Y2016
98,98,Chad Campbell,90,11.61,112,13,Y2016
99,99,Luke Donald,81,11.58,95,11,Y2016
T100,T100,Ken Duke,58,11.54,52,6,Y2016
T100,T100,Bill Haas,86,11.54,104,12,Y2016
102,102,Brendan Steele,88,11.46,96,11,Y2016
103,103,Spencer Levin,104,11.45,131,15,Y2016
104,104,Rickie Fowler,80,11.34,97,11,Y2016
T105,T105,Jason Bohn,67,11.32,106,12,Y2016
T105,T105,Marc Leishman,89,11.32,106,12,Y2016
T105,T105,Patrick Reed,105,11.32,106,12,Y2016
108,108,Branden Grace,63,11.27,71,8,Y2016
109,109,Erik Compton,65,11.25,80,9,Y2016
110,110,Troy Merritt,77,11.24,89,10,Y2016
T111,T111,Daniel Berger,92,11.11,117,13,Y2016
T111,T111,Chesson Hadley,81,11.11,99,11,Y2016
T111,T111,Francesco Molinari,64,11.11,90,10,Y2016
T111,T111,Martin Piller,59,11.11,81,9,Y2016
115,115,Jim Furyk,52,10.96,73,8,Y2016
116,116,Gary Woodland,95,10.92,119,13,Y2016
117,117,Adam Scott,79,10.84,83,9,Y2016
118,118,Ricky Barnes,97,10.81,111,12,Y2016
119,119,Jerry Kelly,76,10.75,93,10,Y2016
120,120,Kyle Reifers,115,10.74,149,16,Y2016
121,121,Jon Curran,99,10.69,131,14,Y2016
122,122,Jason Gore,78,10.64,94,10,Y2016
T123,T123,Robert Garrigus,69,10.53,76,8,Y2016
T123,T123,Padraig Harrington,54,10.53,57,6,Y2016
T123,T123,Scott Langley,65,10.53,76,8,Y2016
T123,T123,Jeff Overton,69,10.53,95,10,Y2016
127,127,K.J. Choi,73,10.48,105,11,Y2016
128,128,Kyle Stanley,92,10.37,135,14,Y2016
129,129,Justin Thomas,99,10.26,117,12,Y2016
