RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,ROUNDS,% MADE,ATTEMPTS,PUTTS MADE,YEAR
130,130,Bryce Molder,80,10.17,118,12,Y2016
131,131,Jimmy Walker,85,10.13,79,8,Y2016
T132,T132,Sergio Garcia,54,10,50,5,Y2016
T132,T132,Steve Marino,72,10,80,8,Y2016
T132,T132,Cameron Smith,73,10,60,6,Y2016
T132,T132,Robert Streb,87,10,110,11,Y2016
136,136,Kevin Streelman,82,9.9,101,10,Y2016
137,137,Sam Saunders,69,9.88,81,8,Y2016
138,138,Michael Thompson,71,9.86,71,7,Y2016
139,139,Lucas Glover,75,9.8,102,10,Y2016
140,140,Adam Hadwin,93,9.76,123,12,Y2016
141,141,Wes Roach,59,9.68,62,6,Y2016
142,142,Si Woo Kim,113,9.63,135,13,Y2016
143,143,Thomas Aiken,70,9.59,73,7,Y2016
144,144,Dustin Johnson,87,9.52,84,8,Y2016
145,145,Tyrone Van Aswegen,105,9.49,137,13,Y2016
146,146,David Toms,62,9.46,74,7,Y2016
147,147,Russell Knox,92,9.43,106,10,Y2016
148,148,Stuart Appleby,71,9.28,97,9,Y2016
149,149,Kevin Chappell,93,9.26,108,10,Y2016
T150,T150,John Senden,88,9.17,120,11,Y2016
T150,T150,Boo Weekley,83,9.17,109,10,Y2016
152,152,Chad Collins,73,9.09,88,8,Y2016
153,153,Mark Wilson,66,8.99,89,8,Y2016
154,154,Ben Crane,80,8.89,90,8,Y2016
T155,T155,Scott Piercy,87,8.33,120,10,Y2016
T155,T155,Justin Rose,65,8.33,60,5,Y2016
157,157,Rob Oppenheim,67,8.22,73,6,Y2016
158,158,Andrew Landry,53,8.2,61,5,Y2016
T159,T159,Carlos Ortiz,79,7.95,88,7,Y2016
T159,T159,Scott Stallings,74,7.95,88,7,Y2016
161,161,Chez Reavie,90,7.92,101,8,Y2016
162,162,Derek Ernst,59,7.81,64,5,Y2016
163,163,William McGirt,98,7.69,130,10,Y2016
164,164,Hudson Swafford,104,7.64,144,11,Y2016
165,165,Kelly Kraft,63,7.58,66,5,Y2016
166,166,Jim Herman,93,7.44,121,9,Y2016
167,167,Roberto Castro,97,7.41,135,10,Y2016
168,168,Steve Wheatcroft,85,7.37,95,7,Y2016
169,169,Rory McIlroy,69,7.35,68,5,Y2016
170,170,James Hahn,85,7.32,82,6,Y2016
171,171,John Huh,86,7.14,112,8,Y2016
172,172,D.H. Lee,61,7.04,71,5,Y2016
173,173,Emiliano Grillo,93,7,100,7,Y2016
174,174,Keegan Bradley,82,6.93,101,7,Y2016
175,175,J.J. Henry,68,6.74,89,6,Y2016
176,176,Martin Laird,82,6.59,91,6,Y2016
177,177,Shawn Stefani,91,6.52,138,9,Y2016
178,178,Tyler Aldridge,83,6.19,113,7,Y2016
179,179,Hunter Mahan,61,6.15,65,4,Y2016
180,180,Will MacKenzie,84,6.14,114,7,Y2016
181,181,Billy Hurley III,66,5.63,71,4,Y2016
182,182,Whee Kim,82,5.62,89,5,Y2016
183,183,Bubba Watson,72,5.21,96,5,Y2016
184,184,Graham DeLaet,70,4.65,86,4,Y2016
185,185,Vaughn Taylor,72,2.38,84,2,Y2016
1,1,Jordan Spieth,91,25.93,81,21,Y2015
2,2,Jamie Donaldson,50,25.58,43,11,Y2015
3,3,Roberto Castro,54,25,44,11,Y2015
4,4,Ernie Els,57,21.57,51,11,Y2015
5,5,Brooks Koepka,84,20.69,116,24,Y2015
6,6,Luke Donald,71,20.48,83,17,Y2015
7,7,Jason Day,75,19.75,81,16,Y2015
8,8,Russell Henley,87,19.54,87,17,Y2015
9,9,Lee Westwood,56,19.23,52,10,Y2015
T10,T10,Keegan Bradley,87,19.15,94,18,Y2015
T10,T10,Cameron Percy,72,19.15,94,18,Y2015
12,12,Scott Pinckney,88,18.87,106,20,Y2015
13,13,Patrick Reed,103,18.75,112,21,Y2015
14,14,Camilo Villegas,83,18.58,113,21,Y2015
T15,T15,Andres Romero,69,18.18,88,16,Y2015
T15,T15,Daniel Summerhays,101,18.18,121,22,Y2015
T15,T15,Cameron Tringale,96,18.18,110,20,Y2015
18,18,Ian Poulter,68,18.03,61,11,Y2015
19,19,Adam Scott,51,18,50,9,Y2015
20,20,Luke Guthrie,84,17.89,95,17,Y2015
21,21,Whee Kim,71,17.86,84,15,Y2015
22,22,James Hahn,94,17.6,125,22,Y2015
23,23,Jimmy Walker,89,17.05,88,15,Y2015
24,24,David Toms,62,16.87,83,14,Y2015
25,25,Steve Wheatcroft,87,16.81,119,20,Y2015
T26,T26,Jonathan Byrd,69,16.67,72,12,Y2015
T26,T26,Phil Mickelson,70,16.67,66,11,Y2015
T26,T26,Henrik Stenson,63,16.67,66,11,Y2015
29,29,Brandt Snedeker,98,16.51,109,18,Y2015
30,30,Louis Oosthuizen,68,16.44,73,12,Y2015
31,31,John Huh,102,16.43,140,23,Y2015
32,32,Kevin Na,98,16.35,104,17,Y2015
33,33,Colt Knost,90,16.15,130,21,Y2015
T34,T34,Zach Johnson,90,16,100,16,Y2015
T34,T34,Chez Reavie,56,16,75,12,Y2015
36,36,Matt Kuchar,97,15.96,94,15,Y2015
37,37,Jerry Kelly,79,15.63,96,15,Y2015
T38,T38,Brian Harman,90,15.52,116,18,Y2015
T38,T38,Bill Lunde,50,15.52,58,9,Y2015
40,40,Derek Fathauer,81,15.46,97,15,Y2015
T41,T41,Ryo Ishikawa,90,15.45,123,19,Y2015
T41,T41,Chris Stroud,84,15.45,110,17,Y2015
43,43,Harris English,105,15.32,124,19,Y2015
44,44,John Merrick,78,15.12,86,13,Y2015
T45,T45,Paul Casey,87,15,100,15,Y2015
T45,T45,Pat Perez,96,15,140,21,Y2015
47,47,Sean O'Hair,86,14.95,107,16,Y2015
48,48,Danny Lee,120,14.86,148,22,Y2015
T49,T49,Jonas Blixt,78,14.81,81,12,Y2015
T49,T49,Patrick Rodgers,57,14.81,81,12,Y2015
T49,T49,Tim Wilkinson,73,14.81,81,12,Y2015
52,52,Steven Bowditch,103,14.79,142,21,Y2015
53,53,Matt Jones,89,14.61,89,13,Y2015
54,54,Geoff Ogilvy,50,14.55,55,8,Y2015
55,55,Rory Sabbatini,81,14.44,90,13,Y2015
56,56,Jhonattan Vegas,90,14.42,104,15,Y2015
57,57,Boo Weekley,79,14.41,111,16,Y2015
T58,T58,Jason Dufner,76,14.29,63,9,Y2015
T58,T58,Andres Gonzales,90,14.29,126,18,Y2015
T58,T58,Tom Hoge,83,14.29,98,14,Y2015
T58,T58,Sam Saunders,83,14.29,84,12,Y2015
T58,T58,Hudson Swafford,97,14.29,119,17,Y2015
63,63,Sangmoon Bae,98,14.02,107,15,Y2015
64,64,Blayne Barber,76,13.95,86,12,Y2015
65,65,Andrew Putnam,68,13.75,80,11,Y2015
66,66,Greg Chalmers,58,13.73,51,7,Y2015
67,67,Nicholas Thompson,90,13.68,117,16,Y2015
T68,T68,Chris Kirk,76,13.64,88,12,Y2015
T68,T68,Heath Slocum,57,13.64,66,9,Y2015
70,70,Bo Van Pelt,81,13.59,103,14,Y2015
71,71,Billy Horschel,99,13.56,118,16,Y2015
72,72,Scott Piercy,90,13.53,133,18,Y2015
73,73,Ben Martin,93,13.51,111,15,Y2015
74,74,Martin Laird,77,13.46,104,14,Y2015
T75,T75,Jon Curran,83,13.33,90,12,Y2015
T75,T75,Nick Watney,91,13.33,135,18,Y2015
77,77,Ryan Palmer,80,13.16,76,10,Y2015
78,78,Russell Knox,96,13.07,176,23,Y2015
79,79,Jason Gore,76,13,100,13,Y2015
80,80,Charles Howell III,105,12.99,154,20,Y2015
T81,T81,Rickie Fowler,76,12.94,85,11,Y2015
T81,T81,Billy Hurley III,83,12.94,85,11,Y2015
T81,T81,Seung-Yul Noh,65,12.94,85,11,Y2015
T81,T81,Johnson Wagner,68,12.94,85,11,Y2015
85,85,Scott Brown,97,12.9,124,16,Y2015
86,86,Kevin Chappell,86,12.73,110,14,Y2015
87,87,Hideki Matsuyama,95,12.71,118,15,Y2015
T88,T88,Jason Bohn,95,12.69,134,17,Y2015
T88,T88,George McNeill,93,12.69,134,17,Y2015
90,90,Scott Stallings,60,12.66,79,10,Y2015
T91,T91,Aaron Baddeley,76,12.5,88,11,Y2015
T91,T91,Chad Collins,79,12.5,88,11,Y2015
T91,T91,Kyle Reifers,96,12.5,120,15,Y2015
T91,T91,Tyrone Van Aswegen,58,12.5,56,7,Y2015
95,95,Nick Taylor,91,12.39,113,14,Y2015
96,96,Jonathan Randolph,72,12.36,89,11,Y2015
97,97,Marc Leishman,74,12.35,81,10,Y2015
98,98,Carl Pettersson,106,12.33,146,18,Y2015
99,99,Bryce Molder,91,12.28,114,14,Y2015
100,100,Erik Compton,86,12.26,106,13,Y2015
101,101,Ricky Barnes,82,12.22,90,11,Y2015
102,102,Hunter Mahan,88,12.09,91,11,Y2015
103,103,Dustin Johnson,75,12.05,83,10,Y2015
T104,T104,Matt Every,73,12,75,9,Y2015
T104,T104,Andrew Svoboda,80,12,100,12,Y2015
106,106,Brian Stuard,97,11.97,117,14,Y2015
107,107,David Lingmerth,90,11.88,101,12,Y2015
T108,T108,Stewart Cink,77,11.86,118,14,Y2015
T108,T108,Carlos Ortiz,100,11.86,118,14,Y2015
110,110,Martin Flores,95,11.85,135,16,Y2015
111,111,Webb Simpson,81,11.83,93,11,Y2015
T112,T112,Eric Axley,57,11.76,51,6,Y2015
T112,T112,Derek Ernst,75,11.76,102,12,Y2015
T112,T112,Morgan Hoffmann,85,11.76,102,12,Y2015
T112,T112,William McGirt,103,11.76,153,18,Y2015
116,116,Brice Garnett,81,11.71,111,13,Y2015
117,117,Brendon Todd,96,11.48,122,14,Y2015
118,118,Vijay Singh,78,11.46,96,11,Y2015
119,119,Michael Thompson,83,11.45,131,15,Y2015
120,120,Gary Woodland,81,11.43,70,8,Y2015
121,121,Kevin Kisner,104,11.35,141,16,Y2015
122,122,Bill Haas,89,11.32,106,12,Y2015
123,123,Charl Schwartzel,67,11.29,62,7,Y2015
124,124,J.B. Holmes,89,11.25,80,9,Y2015
125,125,Mark Wilson,89,11.2,125,14,Y2015
126,126,Justin Leonard,61,11.11,63,7,Y2015
T127,T127,Ben Crane,62,10.94,64,7,Y2015
T127,T127,David Hearn,97,10.94,128,14,Y2015
T127,T127,Kevin Streelman,95,10.94,128,14,Y2015
130,130,Willy Wilcox,58,10.81,74,8,Y2015
131,131,Zac Blair,108,10.79,139,15,Y2015
132,132,Ryan Moore,81,10.61,66,7,Y2015
133,133,Oscar Fraustro,58,10.53,57,6,Y2015
134,134,Sergio Garcia,59,10.45,67,7,Y2015
135,135,Justin Rose,69,10.42,48,5,Y2015
136,136,Tony Finau,106,10.34,145,15,Y2015
137,137,K.J. Choi,66,10.29,68,7,Y2015
138,138,Chesson Hadley,101,10.24,127,13,Y2015
139,139,Brendan Steele,88,10.19,108,11,Y2015
140,140,Brendon de Jonge,106,10.16,128,13,Y2015
141,141,Robert Allenby,63,10,80,8,Y2015
142,142,Ken Duke,93,9.9,101,10,Y2015
143,143,Adam Hadwin,95,9.86,142,14,Y2015
144,144,Ángel Cabrera,53,9.84,61,6,Y2015
145,145,Daniel Berger,97,9.79,143,14,Y2015
146,146,Jason Kokrak,88,9.63,135,13,Y2015
147,147,John Senden,80,9.59,73,7,Y2015
148,148,Max Homa,78,9.57,94,9,Y2015
T149,T149,Chad Campbell,97,9.52,126,12,Y2015
T149,T149,Alex Cejka,94,9.52,126,12,Y2015
T149,T149,Roger Sloan,56,9.52,63,6,Y2015
152,152,Troy Merritt,91,9.27,151,14,Y2015
153,153,Michael Putnam,87,9.24,119,11,Y2015
154,154,Padraig Harrington,60,9.23,65,6,Y2015
155,155,Jim Furyk,71,9.21,76,7,Y2015
156,156,Robert Streb,110,9.15,153,14,Y2015
157,157,Shawn Stefani,94,8.82,136,12,Y2015
158,158,Jim Herman,88,8.8,125,11,Y2015
159,159,Graham DeLaet,65,8.75,80,7,Y2015
160,160,Byron Smith,59,8.62,58,5,Y2015
161,161,Spencer Levin,99,8.59,128,11,Y2015
162,162,Alex Prugh,84,8.53,129,11,Y2015
163,163,Brian Davis,86,8.49,106,9,Y2015
164,164,Fabián Gómez,83,8.42,95,8,Y2015
165,165,Charley Hoffman,97,8.4,119,10,Y2015
166,166,Gonzalo Fernandez-Castaño,81,8.25,97,8,Y2015
167,167,D.A. Points,72,8.24,85,7,Y2015
168,168,Jeff Overton,94,7.96,113,9,Y2015
T169,T169,Greg Owen,58,7.94,63,5,Y2015
T169,T169,Justin Thomas,106,7.94,126,10,Y2015
171,171,Mark Hubbard,79,7.84,102,8,Y2015
172,172,Scott Langley,94,7.38,122,9,Y2015
173,173,Lucas Glover,79,7.2,125,9,Y2015
174,174,Davis Love III,51,7.02,57,4,Y2015
175,175,Francesco Molinari,56,6.98,86,6,Y2015
176,176,Robert Garrigus,70,6.82,88,6,Y2015
177,177,Steven Alker,62,6.45,62,4,Y2015
178,178,Retief Goosen,81,6.41,78,5,Y2015
179,179,Sung Joon Park,79,5.88,85,5,Y2015
180,180,Jim Renner,68,5.41,74,4,Y2015
181,181,John Peterson,84,5,120,6,Y2015
182,182,Charlie Beljan,76,4.71,85,4,Y2015
183,183,Bubba Watson,71,4.48,67,3,Y2015
184,184,J.J. Henry,94,4.11,146,6,Y2015
1,1,Graeme McDowell,66,23.53,68,16,Y2014
2,2,Vijay Singh,83,22.86,105,24,Y2014
3,3,Chad Campbell,57,22.06,68,15,Y2014
4,4,Sangmoon Bae,76,21.52,79,17,Y2014
5,5,Graham DeLaet,80,21.05,114,24,Y2014
6,6,Luke Guthrie,85,20.54,112,23,Y2014
7,7,Freddie Jacobson,91,19.17,120,23,Y2014
8,8,Pat Perez,84,18.26,115,21,Y2014
9,9,Andrew Loupe,65,18.06,72,13,Y2014
10,10,Brendon Todd,108,17.97,128,23,Y2014
11,11,Scott Brown,100,17.5,120,21,Y2014
12,12,Paul Casey,56,17.24,58,10,Y2014
13,13,Chris Kirk,105,16.94,124,21,Y2014
14,14,Lucas Glover,68,16.9,71,12,Y2014
15,15,Webb Simpson,87,16.82,107,18,Y2014
T16,T16,Bronson La'Cassie,51,16.67,48,8,Y2014
T16,T16,Kevin Streelman,79,16.67,96,16,Y2014
18,18,Geoff Ogilvy,84,16.49,97,16,Y2014
19,19,Luke Donald,57,16.39,61,10,Y2014
20,20,Patrick Reed,92,16.36,110,18,Y2014
21,21,Adam Scott,68,16.25,80,13,Y2014
T22,T22,Jonas Blixt,64,16.13,62,10,Y2014
T22,T22,Ian Poulter,57,16.13,62,10,Y2014
T24,T24,Billy Horschel,92,15.84,101,16,Y2014
T24,T24,Ryan Moore,86,15.84,101,16,Y2014
26,26,Ernie Els,85,15.79,95,15,Y2014
27,27,K.J. Choi,80,15.74,108,17,Y2014
28,28,Brendan Steele,89,15.63,96,15,Y2014
29,29,Shawn Stefani,60,15.48,84,13,Y2014
T30,T30,Jim Herman,62,15.38,65,10,Y2014
T30,T30,Seung-Yul Noh,92,15.38,130,20,Y2014
32,32,Daniel Summerhays,98,15.33,150,23,Y2014
33,33,William McGirt,96,15.13,119,18,Y2014
T34,T34,Matt Kuchar,91,15,120,18,Y2014
T34,T34,Bryce Molder,77,15,100,15,Y2014
36,36,Jordan Spieth,102,14.75,122,18,Y2014
37,37,Nick Watney,80,14.74,95,14,Y2014
38,38,Phil Mickelson,71,14.71,68,10,Y2014
39,39,Robert Streb,75,14.63,82,12,Y2014
40,40,Greg Chalmers,85,14.58,96,14,Y2014
T41,T41,Briny Baird,50,14.29,70,10,Y2014
T41,T41,Ricky Barnes,92,14.29,119,17,Y2014
T41,T41,Jhonattan Vegas,77,14.29,84,12,Y2014
T44,T44,Michael Thompson,74,14.15,106,15,Y2014
T44,T44,Jimmy Walker,98,14.15,106,15,Y2014
46,46,Matt Jones,83,14.13,92,13,Y2014
47,47,Stuart Appleby,92,14.04,114,16,Y2014
48,48,George McNeill,79,13.98,93,13,Y2014
49,49,Morgan Hoffmann,103,13.95,129,18,Y2014
50,50,Keegan Bradley,89,13.89,108,15,Y2014
51,51,Camilo Villegas,95,13.85,130,18,Y2014
T52,T52,Martin Flores,85,13.76,109,15,Y2014
T52,T52,Chris Stroud,88,13.76,109,15,Y2014
54,54,Justin Rose,70,13.75,80,11,Y2014
T55,T55,Scott Langley,95,13.64,110,15,Y2014
T55,T55,D.A. Points,75,13.64,88,12,Y2014
57,57,Andrew Svoboda,77,13.59,103,14,Y2014
58,58,Davis Love III,74,13.33,90,12,Y2014
T59,T59,Charles Howell III,106,13.04,138,18,Y2014
T59,T59,Hunter Mahan,88,13.04,115,15,Y2014
61,61,Kevin Na,94,12.88,132,17,Y2014
T62,T62,Tim Clark,75,12.87,101,13,Y2014
T62,T62,J.B. Holmes,86,12.87,101,13,Y2014
T62,T62,John Huh,87,12.87,101,13,Y2014
65,65,John Merrick,87,12.8,125,16,Y2014
66,66,Jeff Overton,80,12.75,102,13,Y2014
67,67,Andres Romero,81,12.63,95,12,Y2014
T68,T68,Tommy Gainey,73,12.5,88,11,Y2014
T68,T68,Chesson Hadley,84,12.5,120,15,Y2014
T68,T68,Ryo Ishikawa,75,12.5,72,9,Y2014
71,71,Brian Harman,111,12.42,161,20,Y2014
T72,T72,Rickie Fowler,91,12.37,97,12,Y2014
T72,T72,Charlie Wi,72,12.37,97,12,Y2014
74,74,Bud Cauley,56,12.33,73,9,Y2014
75,75,Kevin Chappell,100,12.3,122,15,Y2014
T76,T76,Steven Bowditch,93,12.26,106,13,Y2014
T76,T76,Russell Henley,92,12.26,106,13,Y2014
T78,T78,Billy Hurley III,86,12.24,98,12,Y2014
T78,T78,Brian Stuard,91,12.24,98,12,Y2014
80,80,Justin Hicks,103,12.23,139,17,Y2014
81,81,Jason Kokrak,65,12.22,90,11,Y2014
82,82,David Hearn,97,12.2,123,15,Y2014
83,83,Ryan Palmer,85,12.09,91,11,Y2014
84,84,James Hahn,82,11.97,117,14,Y2014
85,85,Will MacKenzie,82,11.93,109,13,Y2014
86,86,Gary Woodland,93,11.89,143,17,Y2014
87,87,Michael Putnam,106,11.72,128,15,Y2014
88,88,Jim Renner,61,11.69,77,9,Y2014
89,89,Chad Collins,78,11.58,95,11,Y2014
90,90,Stewart Cink,91,11.5,113,13,Y2014
91,91,Jamie Lovemark,64,11.48,61,7,Y2014
92,92,Marc Leishman,81,11.46,96,11,Y2014
93,93,Roberto Castro,76,11.39,79,9,Y2014
94,94,Ken Duke,80,11.36,88,10,Y2014
95,95,Charlie Beljan,76,11.3,115,13,Y2014
96,96,Troy Matteson,62,11.29,62,7,Y2014
T97,T97,Woody Austin,63,11.24,89,10,Y2014
T97,T97,Heath Slocum,71,11.24,89,10,Y2014
T99,T99,Aaron Baddeley,74,11.22,98,11,Y2014
T99,T99,Ben Curtis,77,11.22,98,11,Y2014
T101,T101,Kevin Kisner,85,11.21,116,13,Y2014
T101,T101,Kyle Stanley,87,11.21,116,13,Y2014
103,103,Brendon de Jonge,109,11.02,127,14,Y2014
104,104,Tim Wilkinson,86,10.91,110,12,Y2014
105,105,Jim Furyk,84,10.89,101,11,Y2014
106,106,Louis Oosthuizen,50,10.87,46,5,Y2014
107,107,Robert Garrigus,80,10.85,129,14,Y2014
108,108,Gonzalo Fernandez-Castaño,83,10.84,83,9,Y2014
T109,T109,J.J. Henry,91,10.81,111,12,Y2014
T109,T109,Kevin Tway,64,10.81,74,8,Y2014
T109,T109,Johnson Wagner,69,10.81,74,8,Y2014
112,112,Matt Every,85,10.78,102,11,Y2014
113,113,Sergio Garcia,61,10.77,65,7,Y2014
T114,T114,Derek Ernst,80,10.71,84,9,Y2014
T114,T114,Retief Goosen,94,10.71,112,12,Y2014
T116,T116,Erik Compton,88,10.68,103,11,Y2014
T116,T116,Bo Van Pelt,83,10.68,103,11,Y2014
118,118,Spencer Levin,59,10.59,85,9,Y2014
119,119,John Rollins,84,10.58,104,11,Y2014
120,120,Martin Kaymer,65,10.53,76,8,Y2014
121,121,Dustin Johnson,58,10.45,67,7,Y2014
122,122,Jason Dufner,57,10.34,58,6,Y2014
123,123,Brooks Koepka,56,10.29,68,7,Y2014
124,124,Brian Davis,93,10.28,107,11,Y2014
125,125,Mike Weir,69,10.26,78,8,Y2014
126,126,Ben Martin,80,10.23,88,9,Y2014
127,127,Jerry Kelly,80,10.2,98,10,Y2014
128,128,Ángel Cabrera,69,10.1,99,10,Y2014
129,129,Ben Crane,81,10.08,119,12,Y2014
T130,T130,James Driscoll,71,10,70,7,Y2014
T130,T130,Rory Sabbatini,82,10,100,10,Y2014
T130,T130,Charl Schwartzel,64,10,70,7,Y2014
T130,T130,Brandt Snedeker,89,10,100,10,Y2014
134,134,Charley Hoffman,93,9.91,111,11,Y2014
135,135,Lee Westwood,57,9.68,62,6,Y2014
136,136,Trevor Immelman,84,9.64,83,8,Y2014
137,137,Zach Johnson,97,9.63,135,13,Y2014
138,138,Bill Haas,107,9.56,136,13,Y2014
T139,T139,Russell Knox,92,9.52,147,14,Y2014
T139,T139,Justin Leonard,75,9.52,84,8,Y2014
T139,T139,Troy Merritt,62,9.52,84,8,Y2014
142,142,"Ted Potter, Jr.",68,9.47,95,9,Y2014
143,143,Martin Laird,66,9.38,96,9,Y2014
144,144,Richard Lee,80,9.3,86,8,Y2014
T145,T145,Wes Roach,67,9.09,77,7,Y2014
T145,T145,Kevin Stadler,90,9.09,88,8,Y2014
T145,T145,Henrik Stenson,56,9.09,66,6,Y2014
148,148,David Toms,64,8.97,78,7,Y2014
149,149,Robert Allenby,83,8.94,123,11,Y2014
150,150,Brad Fritsch,50,8.82,68,6,Y2014
151,151,David Lingmerth,80,8.65,104,9,Y2014
152,152,Carl Pettersson,91,8.62,116,10,Y2014
153,153,Josh Teater,90,8.55,117,10,Y2014
154,154,Bubba Watson,76,8.54,82,7,Y2014
155,155,Mark Wilson,69,8.51,94,8,Y2014
156,156,Rory McIlroy,66,8.45,71,6,Y2014
T157,T157,John Senden,99,8.33,132,11,Y2014
T157,T157,Boo Weekley,73,8.33,96,8,Y2014
159,159,Brian Gay,81,8.16,98,8,Y2014
160,160,Cameron Tringale,111,7.8,141,11,Y2014
T161,T161,Harris English,95,7.69,117,9,Y2014
T161,T161,Jeff Maggert,54,7.69,65,5,Y2014
163,163,Y.E. Yang,79,7.53,93,7,Y2014
164,164,Tyrone Van Aswegen,79,7.29,96,7,Y2014
165,165,John Peterson,62,7.23,83,6,Y2014
166,166,Nicholas Thompson,85,7.21,111,8,Y2014
167,167,Danny Lee,84,7.08,113,8,Y2014
168,168,Hideki Matsuyama,82,6.93,101,7,Y2014
T169,T169,Sean O'Hair,77,6.74,89,6,Y2014
T169,T169,Hudson Swafford,75,6.74,89,6,Y2014
171,171,Brice Garnett,92,6.09,115,7,Y2014
172,172,D.H. Lee,54,5.88,68,4,Y2014
173,173,Jonathan Byrd,76,5.33,75,4,Y2014
174,174,Jason Bohn,81,5.08,118,6,Y2014
175,175,Willy Wilcox,51,4.69,64,3,Y2014
176,176,Jason Day,54,4.65,43,2,Y2014
177,177,Scott Stallings,77,4.35,92,4,Y2014
