RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,ROUNDS,AVG,TOTAL DISTANCE (FEET),# OF ATTEMPTS,RELATIVE TO PAR,YEAR
T119,,Chris Stroud,81,"16' 9""",217.917,13,-2,Y2018
T119,,Jhonattan Vegas,92,"16' 9""",133.75,8,-1,Y2018
T123,,Jim Furyk,50,"16' 10""",117.917,7,1,Y2018
T123,,Talor Gooch,78,"16' 10""",168.5,10,E,Y2018
T123,,David Lingmerth,82,"16' 10""",336.333,20,-2,Y2018
T126,,Brian Gay,103,"16' 11""",455.667,27,-9,Y2018
T126,,Rory McIlroy,64,"16' 11""",219.917,13,-5,Y2018
T126,,Seamus Power,86,"16' 11""",203.25,12,-5,Y2018
129,,Francesco Molinari,73,"17' 0""",221.167,13,-1,Y2018
130,,Tyler Duncan,97,"17' 1""",238.667,14,-1,Y2018
131,,Patton Kizzire,92,"17' 2""",428.167,25,-2,Y2018
T132,,Rickie Fowler,74,"17' 4""",225.417,13,-3,Y2018
T132,,Graeme McDowell,67,"17' 4""",242.75,14,-1,Y2018
T134,,Ben Crane,65,"17' 5""",313.5,18,-4,Y2018
T134,,Adam Schenk,86,"17' 5""",191.417,11,-1,Y2018
T136,,Chad Campbell,87,"17' 6""",384.75,22,3,Y2018
T136,,Kevin Chappell,77,"17' 6""",280.417,16,1,Y2018
T136,,Nicholas Lindheim,77,"17' 6""",244.917,14,-3,Y2018
T139,,Zecheng Dou,53,"17' 7""",229.083,13,2,Y2018
T139,,Shane Lowry,64,"17' 7""",175.583,10,-3,Y2018
T141,,Adam Hadwin,92,"17' 11""",178.917,10,1,Y2018
T141,,Sung Kang,89,"17' 11""",214.833,12,1,Y2018
T141,,Daniel Summerhays,51,"17' 11""",143.083,8,1,Y2018
144,,Bronson Burgoon,69,"18' 0""",287.583,16,-4,Y2018
145,,Beau Hossler,104,"18' 1""",524.75,29,3,Y2018
T146,,Keegan Bradley,98,"18' 3""",347.417,19,1,Y2018
T146,,D.A. Points,63,"18' 3""",182.5,10,2,Y2018
148,,Sean O'Hair,67,"18' 5""",294.75,16,-3,Y2018
149,,Scott Stallings,96,"18' 6""",203.5,11,1,Y2018
150,,Brian Harman,94,"18' 8""",354,19,-2,Y2018
T151,,Roberto Díaz,72,"18' 10""",301.167,16,2,Y2018
T151,,Emiliano Grillo,94,"18' 10""",433.833,23,E,Y2018
T153,,Charley Hoffman,87,"18' 11""",245.833,13,1,Y2018
T153,,Si Woo Kim,108,"18' 11""",378.5,20,-6,Y2018
T155,,Alex Cejka,77,"19' 0""",304.417,16,2,Y2018
T155,,Hunter Mahan,67,"19' 0""",133,7,-2,Y2018
T157,,Martin Piller,79,"19' 1""",228.5,12,-2,Y2018
T157,,Aaron Wise,90,"19' 1""",458.917,24,4,Y2018
159,,Martin Flores,92,"19' 2""",248.75,13,-1,Y2018
T160,,Fabián Gómez,88,"19' 5""",445.917,23,E,Y2018
T160,,Chesson Hadley,103,"19' 5""",349.667,18,5,Y2018
T160,,Patrick Rodgers,97,"19' 5""",426.833,22,2,Y2018
T160,,Brendan Steele,74,"19' 5""",310,16,1,Y2018
164,,Kyle Thompson,50,"19' 8""",118,6,1,Y2018
T165,,Austin Cook,107,"20' 0""",459.75,23,E,Y2018
T165,,Kelly Kraft,94,"20' 0""",479.833,24,3,Y2018
167,,Bryson DeChambeau,93,"20' 1""",300.667,15,E,Y2018
168,,Jordan Spieth,81,"20' 3""",344.5,17,-1,Y2018
169,,Harold Varner III,91,"20' 4""",345.167,17,E,Y2018
T170,,Marc Leishman,93,"20' 7""",514.417,25,3,Y2018
T170,,Sam Saunders,80,"20' 7""",267.333,13,4,Y2018
172,,Satoshi Kodaira,51,"20' 11""",376.667,18,7,Y2018
T173,,Robert Garrigus,80,"21' 0""",167.667,8,E,Y2018
T173,,"Ted Potter, Jr.",87,"21' 0""",356.583,17,-1,Y2018
175,,Patrick Cantlay,87,"21' 2""",444.167,21,3,Y2018
176,,Derek Fathauer,84,"21' 4""",298.083,14,E,Y2018
177,,Stephan Jaeger,81,"21' 9""",304.417,14,-6,Y2018
T178,,Rory Sabbatini,91,"22' 0""",637.75,29,-3,Y2018
T178,,Andrew Yun,51,"22' 0""",198.333,9,1,Y2018
180,,J.J. Spaun,85,"22' 2""",309.833,14,E,Y2018
181,,Martin Laird,73,"22' 8""",294.25,13,-1,Y2018
182,,Luke List,98,"22' 10""",319.25,14,1,Y2018
183,,Justin Rose,70,"23' 5""",304.417,13,-1,Y2018
184,,Ryan Blaum,81,"23' 7""",236,10,E,Y2018
185,,Ethan Tracy,72,"23' 9""",331.917,14,-2,Y2018
186,,Tony Finau,105,"23' 11""",239,10,-1,Y2018
187,,Matt Kuchar,88,"24' 4""",510.25,21,-4,Y2018
188,,Ryan Moore,78,"24' 7""",196.667,8,E,Y2018
189,,Whee Kim,93,"25' 1""",225.667,9,2,Y2018
190,,Rafa Cabrera Bello,75,"26' 4""",447.25,17,8,Y2018
191,,Russell Knox,94,"27' 2""",244.833,9,2,Y2018
192,,Kiradech Aphibarnrat,51,"28' 1""",168.667,6,1,Y2018
193,,Chez Reavie,93,"31' 6""",189.167,6,+,Y2018
1,,Seamus Power,86,"7' 10""",31.333,4,-1,Y2017
2,,D.A. Points,68,"8' 6""",51.167,6,E,Y2017
3,,Rory Sabbatini,71,"10' 3""",143.583,14,-4,Y2017
4,,Ernie Els,52,"10' 4""",72.333,7,-2,Y2017
5,,Matt Every,76,"10' 8""",170.333,16,2,Y2017
6,,Ben Martin,86,"11' 2""",167.667,15,-3,Y2017
T7,,Ryan Palmer,61,"11' 4""",147.75,13,-3,Y2017
T7,,Jordan Spieth,85,"11' 4""",294.333,26,-12,Y2017
9,,Steve Wheatcroft,51,"11' 9""",129.25,11,E,Y2017
10,,Stewart Cink,93,"11' 11""",227.083,19,-6,Y2017
T11,,Charles Howell III,86,"12' 0""",324.417,27,-2,Y2017
T11,,Chris Stroud,67,"12' 0""",107.833,9,-3,Y2017
13,,Phil Mickelson,85,"12' 1""",290.25,24,-5,Y2017
14,,Michael Thompson,60,"12' 2""",61,5,-1,Y2017
T15,,Blayne Barber,77,"12' 7""",265.083,21,E,Y2017
T15,,Bryson DeChambeau,91,"12' 7""",176.167,14,-7,Y2017
T17,,Lucas Glover,93,"12' 8""",127,10,-1,Y2017
T17,,Brandt Snedeker,53,"12' 8""",88.417,7,2,Y2017
T19,,Patrick Cantlay,52,"12' 9""",89.5,7,E,Y2017
T19,,Jhonattan Vegas,95,"12' 9""",216.917,17,-5,Y2017
T21,,Michael Kim,94,"12' 10""",180.167,14,2,Y2017
T21,,Vaughn Taylor,90,"12' 10""",217.75,17,1,Y2017
T23,,Daniel Berger,91,"13' 0""",234.583,18,-8,Y2017
T23,,Brian Gay,82,"13' 0""",234.5,18,E,Y2017
T23,,Morgan Hoffmann,92,"13' 0""",493.667,38,-5,Y2017
T23,,Kyle Reifers,96,"13' 0""",324.5,25,3,Y2017
T27,,Kelly Kraft,75,"13' 1""",235.833,18,2,Y2017
T27,,Cameron Tringale,89,"13' 1""",196,15,-3,Y2017
29,,Chad Collins,66,"13' 4""",186.667,14,-3,Y2017
T30,,J.B. Holmes,83,"13' 5""",268,20,-5,Y2017
T30,,Francesco Molinari,75,"13' 5""",267.667,20,-4,Y2017
32,,Nicholas Lindheim,58,"13' 6""",175.5,13,E,Y2017
T33,,Spencer Levin,89,"13' 7""",162.833,12,-2,Y2017
T33,,Scott Piercy,70,"13' 7""",163.25,12,1,Y2017
35,,Smylie Kaufman,76,"13' 8""",205,15,E,Y2017
T36,,Julián Etulain,68,"13' 9""",82.667,6,-1,Y2017
T36,,Adam Hadwin,98,"13' 9""",302.75,22,-2,Y2017
T36,,Brandon Hagy,85,"13' 9""",288.083,21,-4,Y2017
T39,,Russell Knox,75,"13' 11""",181,13,-2,Y2017
T39,,Jason Kokrak,95,"13' 11""",222.583,16,-1,Y2017
T39,,Justin Rose,66,"13' 11""",236.083,17,-3,Y2017
42,,Webb Simpson,102,"14' 0""",280.25,20,-1,Y2017
T43,,Brett Drewitt,57,"14' 1""",126.833,9,-3,Y2017
T43,,Sung Kang,104,"14' 1""",253.5,18,-3,Y2017
45,,Ryo Ishikawa,56,"14' 2""",113.25,8,-1,Y2017
T46,,Brian Campbell,55,"14' 3""",99.583,7,-3,Y2017
T46,,Cameron Smith,86,"14' 3""",327.917,23,-6,Y2017
48,,Pat Perez,93,"14' 5""",417.667,29,E,Y2017
T49,,Gonzalo Fernandez-Castaño,63,"14' 6""",189,13,-2,Y2017
T49,,Dustin Johnson,77,"14' 6""",332.583,23,-7,Y2017
51,,Jonas Blixt,74,"14' 7""",232.75,16,-3,Y2017
T52,,Bud Cauley,92,"14' 8""",220.5,15,-1,Y2017
T52,,Tony Finau,106,"14' 8""",439.667,30,-2,Y2017
T52,,Danny Lee,93,"14' 8""",234.333,16,-3,Y2017
T52,,Xander Schauffele,96,"14' 8""",205.167,14,-2,Y2017
56,,Søren Kjeldsen,58,"14' 9""",103.5,7,3,Y2017
57,,Brian Stuard,93,"14' 10""",207.417,14,-2,Y2017
T58,,Sebastián Muñoz,51,"14' 11""",104.5,7,-3,Y2017
T58,,Patrick Reed,107,"14' 11""",387.583,26,-4,Y2017
T58,,Brendan Steele,89,"14' 11""",373.417,25,E,Y2017
61,,Zach Johnson,81,"15' 0""",360.333,24,E,Y2017
62,,Fabián Gómez,61,"15' 1""",196.333,13,-3,Y2017
T63,,Aaron Baddeley,61,"15' 2""",151.5,10,E,Y2017
T63,,Peter Malnati,91,"15' 2""",394.583,26,3,Y2017
T63,,J.J. Spaun,92,"15' 2""",242.583,16,-2,Y2017
66,,Jason Day,71,"15' 3""",274.5,18,-5,Y2017
T67,,Emiliano Grillo,90,"15' 4""",230.417,15,2,Y2017
T67,,Nick Taylor,97,"15' 4""",322.167,21,-1,Y2017
69,,Wesley Bryan,95,"15' 5""",293.333,19,-5,Y2017
T70,,Alex Cejka,85,"15' 6""",232,15,-1,Y2017
T70,,Hideki Matsuyama,83,"15' 6""",279.333,18,-1,Y2017
T72,,Bryce Molder,74,"15' 7""",280.25,18,-3,Y2017
T72,,Ryan Moore,82,"15' 7""",139.917,9,-6,Y2017
T72,,Rod Pampling,71,"15' 7""",264.5,17,-2,Y2017
T72,,Harold Varner III,101,"15' 7""",374.25,24,-3,Y2017
76,,David Hearn,93,"15' 8""",94.083,6,2,Y2017
T77,,Dominic Bozzelli,69,"15' 9""",235.917,15,-3,Y2017
T77,,Derek Fathauer,81,"15' 9""",235.667,15,E,Y2017
T77,,Sergio Garcia,65,"15' 9""",205.25,13,-1,Y2017
T77,,Kevin Na,86,"15' 9""",205,13,2,Y2017
T77,,Carl Pettersson,63,"15' 9""",204.75,13,-2,Y2017
T82,,Ken Duke,77,"15' 10""",332.833,21,-6,Y2017
T82,,Jonathan Randolph,68,"15' 10""",221.75,14,E,Y2017
T82,,Richy Werenski,81,"15' 10""",205.917,13,-4,Y2017
T85,,Ben Crane,86,"16' 0""",478.917,30,-9,Y2017
T85,,Adam Scott,58,"16' 0""",287.75,18,-2,Y2017
87,,Tim Wilkinson,64,"16' 1""",209,13,-1,Y2017
88,,Martin Flores,88,"16' 3""",259.75,16,1,Y2017
89,,Ian Poulter,72,"16' 4""",179.75,11,1,Y2017
90,,Roberto Castro,70,"16' 5""",262.667,16,-1,Y2017
T91,,Anirban Lahiri,72,"16' 6""",181.583,11,5,Y2017
T91,,J.T. Poston,95,"16' 6""",281,17,-5,Y2017
T91,,Tag Ridings,67,"16' 6""",363.667,22,-3,Y2017
T91,,Gary Woodland,94,"16' 6""",181.667,11,-5,Y2017
95,,Scott Brown,95,"16' 8""",133.417,8,-1,Y2017
T96,,Ryan Armour,63,"16' 9""",133.667,8,E,Y2017
T96,,Ricky Barnes,100,"16' 9""",318.667,19,E,Y2017
T96,,Luke Donald,50,"16' 9""",201.167,12,1,Y2017
T96,,Rickie Fowler,78,"16' 9""",201,12,-2,Y2017
100,,Steven Alker,69,"16' 10""",236,14,4,Y2017
101,,Ryan Blaum,100,"16' 11""",304.583,18,2,Y2017
T102,,Kevin Chappell,95,"17' 0""",339.333,20,-4,Y2017
T102,,James Hahn,96,"17' 0""",254.833,15,E,Y2017
T102,,Rory McIlroy,51,"17' 0""",221.25,13,E,Y2017
T102,,Bubba Watson,71,"17' 0""",374.833,22,-5,Y2017
T106,,Greg Chalmers,75,"17' 1""",307,18,-3,Y2017
T106,,J.J. Henry,92,"17' 1""",392.583,23,1,Y2017
T106,,Jimmy Walker,68,"17' 1""",136.417,8,1,Y2017
T109,,Chris Kirk,89,"17' 2""",393.917,23,-4,Y2017
T109,,Martin Laird,83,"17' 2""",377.917,22,-1,Y2017
111,,Luke List,102,"17' 4""",311.5,18,-2,Y2017
T112,,Zac Blair,105,"17' 5""",278.833,16,E,Y2017
T112,,Ryan Brehm,83,"17' 5""",261.5,15,-1,Y2017
T114,,Kyle Stanley,104,"17' 6""",209.75,12,-1,Y2017
T114,,Robert Streb,98,"17' 6""",419.917,24,E,Y2017
T116,,Rafa Cabrera Bello,63,"17' 7""",298.333,17,-1,Y2017
T116,,Kevin Kisner,105,"17' 7""",369.5,21,-2,Y2017
T116,,Grayson Murray,94,"17' 7""",316.75,18,-2,Y2017
T119,,Jon Rahm,90,"17' 8""",406.083,23,-1,Y2017
T119,,Justin Thomas,86,"17' 8""",247.25,14,-4,Y2017
121,,William McGirt,89,"17' 9""",248.417,14,2,Y2017
122,,Brian Harman,104,"17' 10""",410.25,23,-1,Y2017
T123,,Byeong Hun An,77,"17' 11""",232.417,13,-1,Y2017
T123,,Brett Stegmaier,78,"17' 11""",393.25,22,-3,Y2017
125,,Jason Dufner,89,"18' 1""",343,19,E,Y2017
T126,,Matt Kuchar,95,"18' 2""",436,24,-3,Y2017
T126,,Shane Lowry,52,"18' 2""",236.667,13,1,Y2017
T128,,Seung-Yul Noh,91,"18' 3""",310.167,17,1,Y2017
T128,,Camilo Villegas,76,"18' 3""",310.667,17,E,Y2017
130,,Bill Haas,92,"18' 4""",219.583,12,E,Y2017
131,,Billy Hurley III,80,"18' 5""",569.833,31,10,Y2017
132,,Patton Kizzire,84,"18' 6""",221.667,12,4,Y2017
133,,K.J. Choi,72,"18' 8""",130.917,7,E,Y2017
134,,Ollie Schniederjans,92,"18' 9""",693.667,37,5,Y2017
135,,Hudson Swafford,94,"18' 10""",376.583,20,1,Y2017
136,,Miguel Angel Carballo,63,"18' 11""",208.417,11,E,Y2017
T137,,Paul Casey,94,"19' 0""",341.75,18,3,Y2017
T137,,Retief Goosen,52,"19' 0""",190.167,10,-3,Y2017
T137,,Shawn Stefani,72,"19' 0""",341.417,18,-1,Y2017
T140,,Jason Bohn,75,"19' 2""",326.083,17,1,Y2017
T140,,Sam Saunders,76,"19' 2""",267.833,14,-4,Y2017
T142,,Russell Henley,99,"19' 6""",410,21,-1,Y2017
T142,,Nick Watney,75,"19' 6""",117.083,6,-2,Y2017
T144,,Robert Garrigus,78,"19' 7""",156.5,8,-2,Y2017
T144,,Matt Jones,64,"19' 7""",313.083,16,1,Y2017
T144,,Graeme McDowell,56,"19' 7""",274.5,14,1,Y2017
T147,,Mark Anderson,54,"19' 8""",157.5,8,E,Y2017
T147,,Si Woo Kim,80,"19' 8""",452.583,23,3,Y2017
T147,,Troy Merritt,82,"19' 8""",431.917,22,-1,Y2017
150,,Andres Gonzales,73,"19' 9""",217.167,11,-1,Y2017
T151,,Keegan Bradley,104,"19' 10""",337.667,17,1,Y2017
T151,,Cameron Percy,71,"19' 10""",437.083,22,6,Y2017
T151,,Charl Schwartzel,63,"19' 10""",237.583,12,4,Y2017
T151,,Tyrone Van Aswegen,105,"19' 10""",535,27,6,Y2017
155,,Branden Grace,70,"19' 11""",198.75,10,-3,Y2017
T156,,C.T. Pan,88,"20' 1""",260.667,13,-1,Y2017
T156,,Kevin Tway,96,"20' 1""",542.583,27,4,Y2017
T158,,Billy Horschel,88,"20' 2""",342.833,17,-3,Y2017
T158,,Brooks Koepka,88,"20' 2""",342.5,17,-3,Y2017
T160,,Johnson Wagner,71,"20' 4""",142.583,7,3,Y2017
T160,,Boo Weekley,75,"20' 4""",264,13,E,Y2017
T162,,David Lingmerth,79,"20' 6""",369.167,18,-2,Y2017
T162,,Sean O'Hair,84,"20' 6""",328.583,16,3,Y2017
164,,Rick Lamb,54,"20' 9""",83.083,4,1,Y2017
165,,Hunter Mahan,73,"20' 10""",187.833,9,2,Y2017
166,,Chez Reavie,98,"20' 11""",271.583,13,1,Y2017
167,,Whee Kim,74,"21' 1""",252.5,12,E,Y2017
168,,John Huh,92,"21' 4""",341.5,16,E,Y2017
169,,Patrick Rodgers,76,"21' 5""",300.25,14,4,Y2017
170,,Jim Herman,77,"21' 7""",345.833,16,-2,Y2017
171,,Jamie Lovemark,98,"21' 11""",394.917,18,-4,Y2017
172,,Mackenzie Hughes,106,"22' 0""",461.833,21,E,Y2017
T173,,Chad Campbell,97,"22' 2""",509,23,7,Y2017
T173,,Brad Fritsch,56,"22' 2""",132.917,6,E,Y2017
T173,,Marc Leishman,94,"22' 2""",310.25,14,-6,Y2017
T173,,Andrew Loupe,55,"22' 2""",288.667,13,5,Y2017
177,,Geoff Ogilvy,80,"22' 10""",342.25,15,-1,Y2017
178,,Mark Hubbard,81,"23' 1""",276.833,12,3,Y2017
179,,Harris English,84,"23' 2""",232,10,3,Y2017
180,,Louis Oosthuizen,69,"23' 3""",279,12,-6,Y2017
T181,,Steven Bowditch,59,"23' 6""",306,13,4,Y2017
T181,,Cody Gribble,79,"23' 6""",211.417,9,1,Y2017
183,,Charley Hoffman,112,"23' 7""",588.833,25,E,Y2017
184,,Jim Furyk,54,"24' 0""",191.833,8,E,Y2017
185,,Trey Mullinax,88,"24' 2""",386.5,16,-2,Y2017
186,,Kevin Streelman,90,"24' 3""",412.333,17,1,Y2017
187,,Daniel Summerhays,100,"25' 1""",501,20,2,Y2017
188,,Scott Stallings,81,"26' 4""",316.417,12,1,Y2017
189,,Tom Hoge,54,"33' 4""",166.833,5,E,Y2017
190,,Graham DeLaet,82,"41' 9""",459.167,11,6,Y2017
1,1,Hunter Mahan,61,"8' 11""",133.917,15,-4,Y2016
2,2,Colt Knost,90,"9' 4""",149.667,16,-9,Y2016
3,3,Steve Stricker,53,"9' 6""",152.583,16,-3,Y2016
4,4,Sergio Garcia,54,"9' 10""",88.583,9,E,Y2016
5,5,Stewart Cink,61,"9' 11""",119.333,12,-4,Y2016
T6,T6,Blayne Barber,84,"10' 6""",188.417,18,-3,Y2016
T6,T6,Ryan Moore,86,"10' 6""",126.417,12,-2,Y2016
8,8,Jordan Spieth,80,"10' 10""",141.167,13,-1,Y2016
T9,T9,Billy Horschel,73,"10' 11""",142.417,13,E,Y2016
T9,T9,Adam Scott,79,"10' 11""",175.083,16,-6,Y2016
T11,T11,Chad Collins,73,"11' 1""",177.583,16,4,Y2016
T11,T11,Seung-Yul Noh,85,"11' 1""",166.667,15,-5,Y2016
T11,T11,Camilo Villegas,83,"11' 1""",110.667,10,-1,Y2016
T14,T14,Zac Blair,99,"11' 2""",155.833,14,-3,Y2016
T14,T14,Brendon de Jonge,83,"11' 2""",89.25,8,-4,Y2016
T14,T14,Will MacKenzie,84,"11' 2""",134.417,12,-5,Y2016
