RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,ROUNDS,AVG DTP,TOTAL DISTANCE (FEET),# OF SHOTS,SCRAMBLING RANK,YEAR
T120,T120,Michael Thompson,83,"10' 1""",1196.167,119,161,Y2015
T126,T126,Brendon de Jonge,106,"10' 2""",1223.5,120,91,Y2015
T126,T126,Oscar Fraustro,58,"10' 2""",547.083,54,147,Y2015
T126,T126,Retief Goosen,81,"10' 2""",794.167,78,85,Y2015
T126,T126,Adam Hadwin,95,"10' 2""",1335.833,131,110,Y2015
T126,T126,Jim Herman,88,"10' 2""",942.167,93,118,Y2015
T126,T126,Brooks Koepka,84,"10' 2""",1050.917,103,143,Y2015
T132,T132,David Hearn,97,"10' 3""",1067.5,104,131,Y2015
T132,T132,Kevin Kisner,104,"10' 3""",1209.75,118,21,Y2015
T132,T132,Hunter Mahan,88,"10' 3""",1182.917,115,78,Y2015
T135,T135,Gonzalo Fernandez-Castaño,81,"10' 4""",1045.833,101,120,Y2015
T135,T135,Shawn Stefani,94,"10' 4""",1261.833,122,146,Y2015
137,137,Charl Schwartzel,67,"10' 5""",625.417,60,168,Y2015
T138,T138,Paul Casey,87,"10' 6""",735.083,70,150,Y2015
T138,T138,Troy Merritt,91,"10' 6""",1202.917,115,33,Y2015
T140,T140,Derek Ernst,75,"10' 7""",835.917,79,135,Y2015
T140,T140,Russell Henley,87,"10' 7""",1065,101,130,Y2015
T140,T140,Charles Howell III,105,"10' 7""",1209.833,114,151,Y2015
T140,T140,Davis Love III,51,"10' 7""",666.333,63,136,Y2015
T140,T140,Adam Scott,51,"10' 7""",487,46,173,Y2015
T140,T140,Nick Watney,91,"10' 7""",1081,102,103,Y2015
146,146,Bo Van Pelt,81,"10' 8""",853,80,154,Y2015
T147,T147,Martin Flores,95,"10' 9""",1217.333,113,99,Y2015
T147,T147,Chez Reavie,56,"10' 9""",536.917,50,152,Y2015
T149,T149,Stewart Cink,77,"10' 10""",867.083,80,117,Y2015
T149,T149,J.J. Henry,94,"10' 10""",868.75,80,170,Y2015
T149,T149,Charley Hoffman,97,"10' 10""",1352.333,125,100,Y2015
T149,T149,Jeff Overton,94,"10' 10""",1195,110,98,Y2015
T149,T149,Kevin Streelman,95,"10' 10""",1083.75,100,104,Y2015
T154,T154,Sergio Garcia,59,"10' 11""",547.333,50,109,Y2015
T154,T154,Tom Hoge,83,"10' 11""",862,79,106,Y2015
T154,T154,Alex Prugh,84,"10' 11""",997.083,91,177,Y2015
T154,T154,Patrick Rodgers,57,"10' 11""",689.5,63,145,Y2015
T158,T158,Ken Duke,93,"11' 1""",1137.333,103,102,Y2015
T158,T158,Harris English,105,"11' 1""",1286.5,116,36,Y2015
T158,T158,Whee Kim,71,"11' 1""",731.167,66,123,Y2015
T158,T158,John Peterson,84,"11' 1""",1050.333,95,14,Y2015
T158,T158,Lee Westwood,56,"11' 1""",564.917,51,178,Y2015
T163,T163,Chesson Hadley,101,"11' 2""",1501.25,134,125,Y2015
T163,T163,Billy Horschel,99,"11' 2""",1083.25,97,126,Y2015
T165,T165,Blayne Barber,76,"11' 3""",888.75,79,80,Y2015
T165,T165,Keegan Bradley,87,"11' 3""",1038.583,92,115,Y2015
167,167,Dustin Johnson,75,"11' 4""",801.833,71,119,Y2015
T168,T168,Andres Gonzales,90,"11' 5""",1039.583,91,157,Y2015
T168,T168,Ryan Moore,81,"11' 5""",910.417,80,65,Y2015
170,170,Scott Stallings,60,"11' 6""",758.25,66,171,Y2015
T171,T171,Ángel Cabrera,53,"11' 8""",852.833,73,183,Y2015
T171,T171,Morgan Hoffmann,85,"11' 8""",1169.083,100,92,Y2015
T171,T171,Scott Piercy,90,"11' 8""",1274,109,105,Y2015
T174,T174,Jason Bohn,95,"11' 9""",1218.917,104,51,Y2015
T174,T174,Francesco Molinari,56,"11' 9""",658.25,56,111,Y2015
176,176,Brice Garnett,81,"11' 10""",961.583,81,156,Y2015
177,177,Tony Finau,106,"11' 11""",1354.5,114,149,Y2015
178,178,Scott Pinckney,88,"12' 0""",1092.667,91,155,Y2015
179,179,Hudson Swafford,97,"12' 1""",1281.25,106,160,Y2015
180,180,Spencer Levin,99,"12' 2""",1225.667,101,76,Y2015
T181,T181,Fabián Gómez,83,"12' 3""",1201.667,98,101,Y2015
T181,T181,John Merrick,78,"12' 3""",884.333,72,134,Y2015
183,183,Gary Woodland,81,"12' 4""",913.75,74,142,Y2015
184,184,Andrew Svoboda,80,"13' 0""",1198.5,92,182,Y2015
1,1,Mike Weir,69,"6' 9""",644.833,95,56,Y2014
2,2,Vijay Singh,83,"6' 10""",811.083,118,73,Y2014
3,3,Charlie Wi,72,"6' 11""",716.083,103,15,Y2014
4,4,Justin Rose,70,"7' 1""",495.833,70,31,Y2014
T5,T5,Bud Cauley,56,"7' 3""",385.583,53,57,Y2014
T5,T5,Jason Day,54,"7' 3""",397.833,55,5,Y2014
T7,T7,Bill Haas,107,"7' 4""",926.25,126,43,Y2014
T7,T7,Matt Kuchar,91,"7' 4""",810.583,111,12,Y2014
9,9,Kevin Na,94,"7' 9""",1026.417,133,4,Y2014
T10,T10,K.J. Choi,80,"7' 11""",941.5,119,119,Y2014
T10,T10,Tim Clark,75,"7' 11""",743.583,94,70,Y2014
T10,T10,Retief Goosen,94,"7' 11""",805.75,102,33,Y2014
T10,T10,Webb Simpson,87,"7' 11""",842.667,107,77,Y2014
T14,T14,Brian Davis,93,"8' 0""",1226.917,153,25,Y2014
T14,T14,Martin Flores,85,"8' 0""",686.75,86,111,Y2014
T14,T14,Seung-Yul Noh,92,"8' 0""",908.333,114,45,Y2014
T14,T14,Shawn Stefani,60,"8' 0""",704.833,88,67,Y2014
T14,T14,Mark Wilson,69,"8' 0""",638.417,80,138,Y2014
T19,T19,Jason Dufner,57,"8' 1""",575,71,166,Y2014
T19,T19,Brandt Snedeker,89,"8' 1""",833.167,103,66,Y2014
T21,T21,Aaron Baddeley,74,"8' 2""",868.417,106,47,Y2014
T21,T21,Luke Donald,57,"8' 2""",603.833,74,38,Y2014
T21,T21,Justin Leonard,75,"8' 2""",787.417,96,6,Y2014
T21,T21,Troy Matteson,62,"8' 2""",578,71,168,Y2014
T25,T25,Steven Bowditch,93,"8' 3""",1149,139,120,Y2014
T25,T25,Jim Furyk,84,"8' 3""",629.917,76,1,Y2014
T25,T25,Sergio Garcia,61,"8' 3""",563.333,68,2,Y2014
T25,T25,J.B. Holmes,86,"8' 3""",1151.417,140,89,Y2014
T25,T25,Ian Poulter,57,"8' 3""",650.333,79,98,Y2014
T25,T25,Michael Putnam,106,"8' 3""",1138,138,122,Y2014
T25,T25,Chris Stroud,88,"8' 3""",902.583,109,18,Y2014
T32,T32,Briny Baird,50,"8' 4""",592.833,71,118,Y2014
T32,T32,Roberto Castro,76,"8' 4""",884.75,106,136,Y2014
T32,T32,Gonzalo Fernandez-Castaño,83,"8' 4""",932.417,112,100,Y2014
T32,T32,Brian Gay,81,"8' 4""",958.583,115,3,Y2014
T32,T32,Patrick Reed,92,"8' 4""",945,113,69,Y2014
T32,T32,Camilo Villegas,95,"8' 4""",992.75,119,125,Y2014
T32,T32,Tim Wilkinson,86,"8' 4""",1002,120,10,Y2014
T39,T39,Jonas Blixt,64,"8' 5""",611.583,73,84,Y2014
T39,T39,Richard Lee,80,"8' 5""",875.583,104,32,Y2014
T39,T39,Charl Schwartzel,64,"8' 5""",759.833,90,21,Y2014
T42,T42,Scott Brown,100,"8' 6""",1011.667,119,86,Y2014
T42,T42,George McNeill,79,"8' 6""",935.417,110,97,Y2014
T42,T42,Bryce Molder,77,"8' 6""",857.25,101,44,Y2014
T45,T45,Sangmoon Bae,76,"8' 7""",864.167,101,112,Y2014
T45,T45,Bronson La'Cassie,51,"8' 7""",572.667,67,48,Y2014
T45,T45,Scott Langley,95,"8' 7""",985.083,115,21,Y2014
T45,T45,Rory McIlroy,66,"8' 7""",735.917,86,88,Y2014
T45,T45,Brendon Todd,108,"8' 7""",1181.333,137,7,Y2014
T50,T50,Jonathan Byrd,76,"8' 8""",982.167,113,99,Y2014
T50,T50,Luke Guthrie,85,"8' 8""",966.75,112,29,Y2014
T50,T50,Ryo Ishikawa,75,"8' 8""",735.167,85,152,Y2014
T50,T50,Phil Mickelson,71,"8' 8""",919.083,106,20,Y2014
T50,T50,Rory Sabbatini,82,"8' 8""",972,112,142,Y2014
T55,T55,Paul Casey,56,"8' 9""",576.333,66,128,Y2014
T55,T55,John Huh,87,"8' 9""",885.833,101,107,Y2014
T57,T57,Charley Hoffman,93,"8' 10""",851.083,96,64,Y2014
T57,T57,Marc Leishman,81,"8' 10""",1046.25,118,115,Y2014
T57,T57,Ben Martin,80,"8' 10""",830.5,94,75,Y2014
T60,T60,Robert Allenby,83,"8' 11""",971.583,109,52,Y2014
T60,T60,Harris English,95,"8' 11""",816.667,92,110,Y2014
T60,T60,Brian Harman,111,"8' 11""",1195.75,134,60,Y2014
T60,T60,Morgan Hoffmann,103,"8' 11""",1165.25,131,106,Y2014
T60,T60,Zach Johnson,97,"8' 11""",1060.75,119,36,Y2014
T60,T60,Russell Knox,92,"8' 11""",1004.667,113,8,Y2014
T60,T60,"Ted Potter, Jr.",68,"8' 11""",807.917,91,11,Y2014
T60,T60,Jordan Spieth,102,"8' 11""",1287.333,145,13,Y2014
T60,T60,Brendan Steele,89,"8' 11""",892.417,100,67,Y2014
T69,T69,Keegan Bradley,89,"9' 0""",826.333,92,14,Y2014
T69,T69,Kevin Chappell,100,"9' 0""",1075.833,120,114,Y2014
T69,T69,Ben Crane,81,"9' 0""",1099.167,122,75,Y2014
T69,T69,Brad Fritsch,50,"9' 0""",591.583,66,54,Y2014
T69,T69,Jason Kokrak,65,"9' 0""",853.167,95,59,Y2014
T69,T69,Danny Lee,84,"9' 0""",910.417,101,105,Y2014
T69,T69,Hunter Mahan,88,"9' 0""",1122.667,125,148,Y2014
T69,T69,Ryan Palmer,85,"9' 0""",1056,117,95,Y2014
T69,T69,Brian Stuard,91,"9' 0""",998.417,111,41,Y2014
T78,T78,Hideki Matsuyama,82,"9' 1""",972.667,107,41,Y2014
T78,T78,Boo Weekley,73,"9' 1""",772.75,85,160,Y2014
T80,T80,Greg Chalmers,85,"9' 2""",1274.75,139,65,Y2014
T80,T80,Spencer Levin,59,"9' 2""",739.583,81,55,Y2014
T82,T82,Lucas Glover,68,"9' 3""",544.667,59,176,Y2014
T82,T82,Billy Hurley III,86,"9' 3""",894.333,97,26,Y2014
T82,T82,Martin Laird,66,"9' 3""",756.833,82,157,Y2014
T82,T82,D.H. Lee,54,"9' 3""",873.167,94,86,Y2014
T82,T82,Sean O'Hair,77,"9' 3""",1170.917,127,63,Y2014
T82,T82,Josh Teater,90,"9' 3""",1001.833,108,102,Y2014
T88,T88,Stuart Appleby,92,"9' 4""",1395.833,149,34,Y2014
T88,T88,Ricky Barnes,92,"9' 4""",1149.5,123,19,Y2014
T88,T88,Erik Compton,88,"9' 4""",1080.417,116,83,Y2014
T88,T88,Ken Duke,80,"9' 4""",873.667,94,109,Y2014
T88,T88,Ernie Els,85,"9' 4""",1298.75,139,26,Y2014
T88,T88,Trevor Immelman,84,"9' 4""",1025.833,110,150,Y2014
T88,T88,Freddie Jacobson,91,"9' 4""",1233.75,132,28,Y2014
T88,T88,Jerry Kelly,80,"9' 4""",983.5,105,16,Y2014
T88,T88,Adam Scott,68,"9' 4""",873.833,94,37,Y2014
T88,T88,Heath Slocum,71,"9' 4""",765.917,82,24,Y2014
T88,T88,Michael Thompson,74,"9' 4""",865.25,93,90,Y2014
T88,T88,Tyrone Van Aswegen,79,"9' 4""",904.333,97,94,Y2014
T100,T100,Matt Jones,83,"9' 5""",1044.833,111,133,Y2014
T100,T100,D.A. Points,75,"9' 5""",885.583,94,156,Y2014
T102,T102,Chad Collins,78,"9' 6""",1049.5,110,60,Y2014
T102,T102,Matt Every,85,"9' 6""",1117.083,118,82,Y2014
T102,T102,Cameron Tringale,111,"9' 6""",1385.417,146,70,Y2014
T105,T105,Charles Howell III,106,"9' 7""",1134.667,118,30,Y2014
T105,T105,Chris Kirk,105,"9' 7""",1316.833,137,9,Y2014
T107,T107,Stewart Cink,91,"9' 8""",944.167,98,142,Y2014
T107,T107,Brice Garnett,92,"9' 8""",1183.333,122,62,Y2014
T107,T107,James Hahn,82,"9' 8""",1039.583,108,145,Y2014
T107,T107,Carl Pettersson,91,"9' 8""",1368.75,141,113,Y2014
T107,T107,Henrik Stenson,56,"9' 8""",616.333,64,171,Y2014
T107,T107,Nicholas Thompson,85,"9' 8""",1054.333,109,164,Y2014
T107,T107,Jimmy Walker,98,"9' 8""",1159.5,120,91,Y2014
T114,T114,Justin Hicks,103,"9' 9""",1055.083,108,146,Y2014
T114,T114,Martin Kaymer,65,"9' 9""",810.583,83,158,Y2014
T114,T114,Lee Westwood,57,"9' 9""",703,72,127,Y2014
T117,T117,James Driscoll,71,"9' 10""",1005.667,102,141,Y2014
T117,T117,Graeme McDowell,66,"9' 10""",607.333,62,39,Y2014
T117,T117,Troy Merritt,62,"9' 10""",757.083,77,130,Y2014
T120,T120,Graham DeLaet,80,"9' 11""",792.667,80,85,Y2014
T120,T120,John Senden,99,"9' 11""",1168.583,118,49,Y2014
T122,T122,Rickie Fowler,91,"10' 0""",958,96,17,Y2014
T122,T122,Kyle Stanley,87,"10' 0""",1164.583,116,167,Y2014
T122,T122,Nick Watney,80,"10' 0""",619.25,62,132,Y2014
T122,T122,Y.E. Yang,79,"10' 0""",1138.083,114,122,Y2014
T126,T126,David Lingmerth,80,"10' 1""",1021,101,151,Y2014
T126,T126,William McGirt,96,"10' 1""",1462.667,145,79,Y2014
T126,T126,Andres Romero,81,"10' 1""",1229.417,122,52,Y2014
T129,T129,Russell Henley,92,"10' 2""",1124,111,170,Y2014
T129,T129,Will MacKenzie,82,"10' 2""",1097.833,108,134,Y2014
T129,T129,Ryan Moore,86,"10' 2""",835.583,82,103,Y2014
T129,T129,Scott Stallings,77,"10' 2""",979.167,96,154,Y2014
T133,T133,Woody Austin,63,"10' 3""",786.417,77,146,Y2014
T133,T133,Brooks Koepka,56,"10' 3""",521.917,51,108,Y2014
T133,T133,Geoff Ogilvy,84,"10' 3""",1231.417,120,137,Y2014
T133,T133,Jeff Overton,80,"10' 3""",982.25,96,39,Y2014
T133,T133,Kevin Stadler,90,"10' 3""",954.917,93,159,Y2014
T138,T138,Jason Bohn,81,"10' 4""",1219.083,118,131,Y2014
T138,T138,Jhonattan Vegas,77,"10' 4""",848.5,82,72,Y2014
T140,T140,Brendon de Jonge,109,"10' 5""",1630.917,156,117,Y2014
T140,T140,Jamie Lovemark,64,"10' 5""",853.417,82,129,Y2014
T140,T140,Bubba Watson,76,"10' 5""",846.75,81,74,Y2014
T143,T143,David Hearn,97,"10' 6""",1270.833,121,35,Y2014
T143,T143,Robert Streb,75,"10' 6""",983.333,94,80,Y2014
T143,T143,Gary Woodland,93,"10' 6""",1305.333,124,50,Y2014
T146,T146,Robert Garrigus,80,"10' 7""",1076.333,102,116,Y2014
T146,T146,Billy Horschel,92,"10' 7""",891.667,84,144,Y2014
T146,T146,Davis Love III,74,"10' 7""",908.833,86,140,Y2014
149,149,Chesson Hadley,84,"10' 8""",1229.333,115,153,Y2014
T150,T150,Jim Renner,61,"10' 9""",924.417,86,177,Y2014
T150,T150,David Toms,64,"10' 9""",753.167,70,23,Y2014
T150,T150,Johnson Wagner,69,"10' 9""",797.083,74,92,Y2014
T153,T153,Ben Curtis,77,"10' 10""",1039.25,96,126,Y2014
T153,T153,Dustin Johnson,58,"10' 10""",782.083,72,57,Y2014
T155,T155,Derek Ernst,80,"11' 0""",783.583,71,173,Y2014
T155,T155,Tommy Gainey,73,"11' 0""",1112.917,101,174,Y2014
T157,T157,Wes Roach,67,"11' 1""",767.25,69,103,Y2014
T157,T157,Bo Van Pelt,83,"11' 1""",1122.5,101,101,Y2014
159,159,Daniel Summerhays,98,"11' 3""",1514.833,135,96,Y2014
T160,T160,Andrew Loupe,65,"11' 4""",993.75,88,139,Y2014
T160,T160,Kevin Streelman,79,"11' 4""",1022.667,90,155,Y2014
162,162,Kevin Kisner,85,"11' 5""",1004.25,88,122,Y2014
T163,T163,Hudson Swafford,75,"11' 9""",844.75,72,169,Y2014
T163,T163,Kevin Tway,64,"11' 9""",683.25,58,162,Y2014
T165,T165,Charlie Beljan,76,"11' 10""",1098.083,93,162,Y2014
T165,T165,Jim Herman,62,"11' 10""",829.75,70,149,Y2014
167,167,Jeff Maggert,54,"11' 11""",785.083,66,93,Y2014
168,168,Andrew Svoboda,77,"12' 0""",791.833,66,77,Y2014
169,169,Willy Wilcox,51,"12' 3""",561.75,46,81,Y2014
170,170,Ángel Cabrera,69,"12' 5""",1168.417,94,161,Y2014
T171,T171,John Merrick,87,"12' 6""",1212.667,97,175,Y2014
T171,T171,John Rollins,84,"12' 6""",1187.417,95,165,Y2014
173,173,Chad Campbell,57,"12' 8""",631.667,50,51,Y2014
174,174,Pat Perez,84,"12' 9""",1131.333,89,46,Y2014
175,175,John Peterson,62,"12' 11""",1048.25,81,134,Y2014
176,176,J.J. Henry,91,"13' 4""",958.917,72,121,Y2014
177,177,Louis Oosthuizen,50,"14' 0""",615.417,44,172,Y2014
