RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,ROUNDS,AVG,TOTAL DISTANCE (FEET),# OF ATTEMPTS,RELATIVE TO PAR,YEAR
T44,,Scott Stallings,96,"48' 3""",2799.08,58,-13,Y2018
46,,Tom Lovelady,87,"48' 4""",2369.25,49,-2,Y2018
47,,Brendan Steele,74,"48' 7""",2721.75,56,-2,Y2018
48,,Blayne Barber,69,"48' 8""",2189.75,45,-9,Y2018
T49,,Harris English,84,"48' 9""",2973.08,61,-13,Y2018
T49,,J.J. Henry,81,"48' 9""",2583,53,-13,Y2018
51,,Kevin Chappell,77,"48' 10""",2685.92,55,-4,Y2018
T52,,Joel Dahmen,93,"48' 11""",2689.25,55,-21,Y2018
T52,,Cameron Percy,56,"48' 11""",1566.58,32,-15,Y2018
T52,,Patrick Reed,94,"48' 11""",2689.75,55,-8,Y2018
T55,,Roberto Díaz,72,"49' 0""",1912,39,-5,Y2018
T55,,Tyrrell Hatton,58,"49' 0""",1618.17,33,-1,Y2018
57,,Jason Day,75,"49' 1""",2308.17,47,-10,Y2018
58,,Satoshi Kodaira,51,"49' 2""",1918.08,39,-7,Y2018
T59,,Brooks Koepka,64,"49' 3""",2266.33,46,-7,Y2018
T59,,Adam Schenk,86,"49' 3""",2364.92,48,-12,Y2018
T61,,Harold Varner III,91,"49' 4""",2615.75,53,-11,Y2018
T61,,Richy Werenski,98,"49' 4""",2859.67,58,-12,Y2018
T63,,Jim Furyk,50,"49' 5""",2272.67,46,-3,Y2018
T63,,Fabián Gómez,88,"49' 5""",2419.83,49,-22,Y2018
T63,,Andrew Landry,82,"49' 5""",3014.5,61,-8,Y2018
T63,,Graeme McDowell,67,"49' 5""",1483,30,-3,Y2018
T67,,J.B. Holmes,77,"49' 6""",2574,52,-7,Y2018
T67,,Martin Laird,73,"49' 6""",2276.75,46,-16,Y2018
T69,,Mackenzie Hughes,80,"49' 7""",2181.58,44,-13,Y2018
T69,,Peter Uihlein,83,"49' 7""",2676.75,54,-15,Y2018
71,,Aaron Wise,90,"49' 8""",2978.08,60,-13,Y2018
T72,,Cody Gribble,71,"49' 9""",2288.25,46,-12,Y2018
T72,,Phil Mickelson,90,"49' 9""",3184.33,64,-6,Y2018
T74,,D.A. Points,63,"49' 10""",1394.67,28,-6,Y2018
T74,,Ollie Schniederjans,91,"49' 10""",2939.42,59,-5,Y2018
76,,Kiradech Aphibarnrat,51,"49' 11""",1547.33,31,-2,Y2018
77,,Russell Knox,94,"50' 1""",2752.42,55,-4,Y2018
78,,Danny Lee,88,"50' 2""",2607.5,52,-17,Y2018
79,,Lucas Glover,65,"50' 3""",1959.25,39,-8,Y2018
80,,Michael Thompson,62,"50' 4""",1861.58,37,-13,Y2018
T81,,Michael Kim,74,"50' 6""",1970.17,39,4,Y2018
T81,,Martin Piller,79,"50' 6""",2372.58,47,-13,Y2018
83,,Whee Kim,93,"50' 7""",2681.83,53,-10,Y2018
84,,Trey Mullinax,75,"50' 8""",2076.58,41,-8,Y2018
85,,Dustin Johnson,77,"50' 9""",2333.58,46,-11,Y2018
T86,,Rory McIlroy,64,"50' 11""",2749.17,54,-12,Y2018
T86,,Justin Rose,70,"50' 11""",3157.33,62,-20,Y2018
T88,,Denny McCarthy,71,"51' 0""",1682.25,33,-5,Y2018
T88,,Conrad Shindler,60,"51' 0""",1989.5,39,-18,Y2018
T90,,Stewart Cink,87,"51' 1""",2350,46,-5,Y2018
T90,,Chesson Hadley,103,"51' 1""",3220.83,63,-16,Y2018
T90,,C.T. Pan,104,"51' 1""",3015.42,59,-13,Y2018
93,,Bubba Watson,90,"51' 2""",3428.17,67,-16,Y2018
T94,,Bronson Burgoon,69,"51' 3""",2256.33,44,-10,Y2018
T94,,Kevin Streelman,94,"51' 3""",3431.75,67,-9,Y2018
T94,,Kyle Thompson,50,"51' 3""",1383.83,27,-6,Y2018
T97,,Martin Flores,92,"51' 4""",2514.33,49,-10,Y2018
T97,,Jon Rahm,71,"51' 4""",2924.58,57,-23,Y2018
T97,,Chris Stroud,81,"51' 4""",2669,52,-8,Y2018
T100,,Brian Harman,94,"51' 8""",3514.92,68,4,Y2018
T100,,John Huh,94,"51' 8""",3256.42,63,-12,Y2018
T100,,Ben Martin,64,"51' 8""",1912.67,37,-6,Y2018
T103,,Keith Mitchell,99,"51' 9""",3622.42,70,-14,Y2018
T103,,Jhonattan Vegas,92,"51' 9""",2792.75,54,-6,Y2018
105,,Andrew Putnam,97,"51' 10""",3161.5,61,-6,Y2018
106,,Brett Stegmaier,67,"51' 11""",1815.67,35,-6,Y2018
T107,,Si Woo Kim,108,"52' 0""",3535,68,-22,Y2018
T107,,Marc Leishman,93,"52' 0""",3380.83,65,-16,Y2018
109,,Bill Haas,76,"52' 1""",2603,50,-15,Y2018
T110,,Charles Howell III,104,"52' 2""",3180.58,61,-8,Y2018
T110,,Johnson Wagner,75,"52' 2""",1877.33,36,-14,Y2018
112,,Dominic Bozzelli,65,"52' 3""",2559.83,49,-1,Y2018
113,,Kevin Tway,110,"52' 4""",3299.17,63,-13,Y2018
T114,,Tyler Duncan,97,"52' 6""",3833.58,73,-11,Y2018
T114,,Henrik Stenson,60,"52' 6""",2626.17,50,-11,Y2018
T116,,Sung Kang,89,"52' 7""",3049.58,58,-6,Y2018
T116,,Ian Poulter,73,"52' 7""",1999.67,38,-4,Y2018
T118,,Aaron Baddeley,84,"52' 8""",2316.58,44,-18,Y2018
T118,,Rory Sabbatini,91,"52' 8""",2947.17,56,-10,Y2018
T118,,Brandt Snedeker,84,"52' 8""",3215.17,61,-9,Y2018
T121,,Scott Brown,102,"52' 9""",3532,67,-11,Y2018
T121,,Corey Conners,97,"52' 9""",2689.58,51,-10,Y2018
T121,,Stephan Jaeger,81,"52' 9""",2268.08,43,-13,Y2018
T121,,Kevin Kisner,89,"52' 9""",3061.08,58,-4,Y2018
T121,,Patton Kizzire,92,"52' 9""",3533.5,67,-23,Y2018
T126,,Emiliano Grillo,94,"52' 11""",3492.58,66,-14,Y2018
T126,,Charley Hoffman,87,"52' 11""",2804.42,53,2,Y2018
T126,,Hudson Swafford,73,"52' 11""",2170.42,41,-7,Y2018
129,,Wesley Bryan,69,"53' 0""",2014.83,38,-7,Y2018
130,,Brian Stuard,103,"53' 3""",2980.67,56,-12,Y2018
T131,,Daniel Berger,81,"53' 4""",2986.42,56,-8,Y2018
T131,,Shane Lowry,64,"53' 4""",2186.58,41,-12,Y2018
T131,,Rob Oppenheim,74,"53' 4""",1919.67,36,-4,Y2018
134,,Xander Schauffele,96,"53' 5""",3634.92,68,-12,Y2018
T135,,Ryan Blaum,81,"53' 7""",3323,62,-24,Y2018
T135,,Talor Gooch,78,"53' 7""",2411.58,45,-4,Y2018
T135,,Luke List,98,"53' 7""",3588.83,67,-15,Y2018
T135,,Ethan Tracy,72,"53' 7""",2196.33,41,-13,Y2018
T135,,Andrew Yun,51,"53' 7""",1339.58,25,-3,Y2018
T140,,Branden Grace,67,"53' 11""",2481.08,46,-16,Y2018
T140,,Scott Piercy,84,"53' 11""",2265.5,42,-11,Y2018
T140,,Jimmy Walker,81,"53' 11""",3127.25,58,-7,Y2018
143,,Adam Scott,78,"54' 0""",3024.25,56,-5,Y2018
T144,,Ben Crane,65,"54' 1""",1784.92,33,-7,Y2018
T144,,Kelly Kraft,94,"54' 1""",2976.5,55,-6,Y2018
T144,,Nick Watney,94,"54' 1""",3567.92,66,-15,Y2018
147,,Tommy Fleetwood,73,"54' 5""",3046.25,56,-17,Y2018
148,,David Lingmerth,82,"54' 8""",3281.25,60,-15,Y2018
T149,,Brian Gay,103,"54' 9""",3666.92,67,-13,Y2018
T149,,Jonathan Randolph,71,"54' 9""",2246.17,41,-6,Y2018
T151,,Russell Henley,77,"55' 1""",3192.92,58,2,Y2018
T151,,Nicholas Lindheim,77,"55' 1""",1872.5,34,-5,Y2018
T153,,Austin Cook,107,"55' 2""",4744.33,86,-9,Y2018
T153,,Seamus Power,86,"55' 2""",2592.42,47,-9,Y2018
T155,,Beau Hossler,104,"55' 3""",4200.25,76,-20,Y2018
T155,,Cameron Tringale,67,"55' 3""",1821.92,33,1,Y2018
157,,William McGirt,84,"55' 5""",2495.08,45,-4,Y2018
T158,,Retief Goosen,60,"55' 6""",1276,23,E,Y2018
T158,,Robert Streb,78,"55' 6""",2607.83,47,-2,Y2018
T160,,Peter Malnati,87,"55' 7""",2613.42,47,-10,Y2018
T160,,Alex Noren,67,"55' 7""",2835.75,51,-8,Y2018
162,,Daniel Summerhays,51,"55' 11""",1565.42,28,-10,Y2018
163,,Zac Blair,64,"56' 0""",1846.67,33,-10,Y2018
164,,Matt Jones,70,"56' 1""",1962.83,35,-12,Y2018
165,,Steve Wheatcroft,60,"56' 3""",2192.25,39,-15,Y2018
166,,Nick Taylor,94,"56' 5""",3326.75,59,-16,Y2018
167,,Cameron Smith,85,"56' 6""",2713.08,48,-3,Y2018
168,,Ryan Palmer,69,"56' 8""",2605.5,46,-6,Y2018
T169,,Chez Reavie,93,"56' 10""",3067.75,54,-4,Y2018
T169,,Charl Schwartzel,65,"56' 10""",2274.67,40,2,Y2018
T171,,Hunter Mahan,67,"56' 11""",1991.42,35,-10,Y2018
T171,,J.T. Poston,73,"56' 11""",2617.83,46,-11,Y2018
173,,Derek Fathauer,84,"57' 3""",3035,53,-12,Y2018
174,,Billy Hurley III,70,"57' 7""",2073.67,36,-5,Y2018
175,,Robert Garrigus,80,"57' 8""",2827.5,49,-6,Y2018
176,,Rod Pampling,62,"57' 9""",1904.67,33,-8,Y2018
177,,Chad Campbell,87,"57' 11""",2549.33,44,E,Y2018
178,,Matt Kuchar,88,"58' 1""",2786.75,48,-4,Y2018
T179,,Alex Cejka,77,"58' 2""",2557.83,44,-6,Y2018
T179,,Brandon Harkins,101,"58' 2""",3491.33,60,-12,Y2018
T179,,Jamie Lovemark,92,"58' 2""",3608.67,62,-12,Y2018
182,,Tyrone Van Aswegen,101,"58' 3""",3377.67,58,-8,Y2018
183,,Billy Horschel,86,"58' 4""",3732.67,64,-19,Y2018
184,,Pat Perez,82,"58' 9""",2878,49,-3,Y2018
185,,James Hahn,85,"59' 0""",3125.33,53,-10,Y2018
186,,Jason Dufner,71,"59' 3""",2489.42,42,E,Y2018
187,,Ryan Armour,109,"59' 7""",4525.58,76,-22,Y2018
188,,Bud Cauley,55,"59' 8""",1850.75,31,-1,Y2018
189,,"Ted Potter, Jr.",87,"60' 5""",4350.75,72,-8,Y2018
190,,Jonas Blixt,67,"63' 11""",2363.83,37,-7,Y2018
191,,Ricky Barnes,65,"64' 11""",1622.17,25,-10,Y2018
192,,Zecheng Dou,53,"69' 1""",1589,23,-3,Y2018
193,,Greg Chalmers,56,"72' 0""",1871.33,26,3,Y2018
1,,Tom Hoge,54,"41' 11""",1048.33,25,-8,Y2017
2,,Hideki Matsuyama,83,"42' 9""",2179.42,51,-18,Y2017
3,,Jhonattan Vegas,95,"43' 7""",2571,59,-11,Y2017
T4,,Phil Mickelson,85,"43' 8""",2838.83,65,-17,Y2017
T4,,Justin Rose,66,"43' 8""",2443,56,-14,Y2017
6,,Kevin Tway,96,"43' 10""",2147,49,-17,Y2017
7,,Patrick Rodgers,76,"44' 0""",1716.67,39,-6,Y2017
8,,Tony Finau,106,"44' 1""",3524.58,80,-31,Y2017
9,,Scott Piercy,70,"44' 2""",1370.17,31,-5,Y2017
10,,Mark Hubbard,81,"44' 5""",1953.92,44,-15,Y2017
T11,,Daniel Berger,91,"44' 7""",2717.58,61,-15,Y2017
T11,,Tag Ridings,67,"44' 7""",1204,27,-10,Y2017
13,,Kevin Na,86,"44' 11""",2021.42,45,-1,Y2017
14,,Miguel Angel Carballo,63,"45' 2""",1310.42,29,-8,Y2017
15,,Kevin Kisner,105,"45' 6""",3369.42,74,-14,Y2017
16,,Keegan Bradley,104,"45' 7""",3465.67,76,-25,Y2017
T17,,Paul Casey,94,"45' 10""",3116.08,68,-8,Y2017
T17,,Richy Werenski,81,"45' 10""",1787.17,39,-5,Y2017
19,,Martin Flores,88,"45' 11""",1700.33,37,-13,Y2017
T20,,Shane Lowry,52,"46' 2""",1338.58,29,-15,Y2017
T20,,Rory Sabbatini,71,"46' 2""",1292.83,28,-7,Y2017
22,,Charl Schwartzel,63,"46' 3""",1943.33,42,-11,Y2017
T23,,Graham DeLaet,82,"46' 4""",2687.58,58,-20,Y2017
T23,,Ryo Ishikawa,56,"46' 4""",927.417,20,-3,Y2017
25,,Jon Rahm,90,"46' 6""",3159.75,68,-23,Y2017
26,,Dustin Johnson,77,"46' 8""",2286.83,49,-15,Y2017
T27,,Jordan Spieth,85,"46' 9""",2943,63,-14,Y2017
T27,,Daniel Summerhays,100,"46' 9""",2573.25,55,-15,Y2017
29,,Dominic Bozzelli,69,"46' 10""",1639.25,35,-7,Y2017
T30,,Marc Leishman,94,"47' 0""",2821,60,-23,Y2017
T30,,Nick Watney,75,"47' 0""",1880.08,40,-14,Y2017
32,,Ollie Schniederjans,92,"47' 2""",2407.58,51,-16,Y2017
T33,,Michael Kim,94,"47' 3""",2977.5,63,-12,Y2017
T33,,Danny Lee,93,"47' 3""",2930.17,62,-11,Y2017
35,,Bud Cauley,92,"47' 6""",2753.08,58,-10,Y2017
36,,Cameron Smith,86,"47' 8""",2574.33,54,-16,Y2017
37,,Patrick Cantlay,52,"47' 10""",2007.42,42,-11,Y2017
38,,Harold Varner III,101,"47' 11""",3064.92,64,-4,Y2017
T39,,Ryan Palmer,61,"48' 0""",1488.67,31,-9,Y2017
T39,,C.T. Pan,88,"48' 0""",2352.58,49,-17,Y2017
41,,Francesco Molinari,75,"48' 2""",3036.42,63,-11,Y2017
42,,Ryan Brehm,83,"48' 3""",1737.08,36,-12,Y2017
T43,,Charley Hoffman,112,"48' 4""",3770.25,78,-22,Y2017
T43,,Kevin Streelman,90,"48' 4""",2949.5,61,-14,Y2017
T45,,Brad Fritsch,56,"48' 5""",1017.25,21,-3,Y2017
T45,,Luke List,102,"48' 5""",3052.67,63,-20,Y2017
T47,,Kevin Chappell,95,"48' 9""",2875.33,59,-7,Y2017
T47,,Rickie Fowler,78,"48' 9""",3317.08,68,-19,Y2017
T49,,Zac Blair,105,"48' 10""",2881.5,59,2,Y2017
T49,,Graeme McDowell,56,"48' 10""",1563.67,32,-6,Y2017
51,,Harris English,84,"48' 11""",2006.17,41,-10,Y2017
52,,Shawn Stefani,72,"49' 0""",1909.67,39,-9,Y2017
53,,Brooks Koepka,88,"49' 2""",2653.33,54,-11,Y2017
T54,,Webb Simpson,102,"49' 5""",3411.17,69,-8,Y2017
T54,,Vaughn Taylor,90,"49' 5""",2866.17,58,-8,Y2017
56,,J.B. Holmes,83,"49' 6""",2077.92,42,-10,Y2017
57,,Rory McIlroy,51,"49' 7""",2232,45,-11,Y2017
T58,,Jonas Blixt,74,"49' 8""",2531.5,51,-17,Y2017
T58,,Sergio Garcia,65,"49' 8""",1838.08,37,-6,Y2017
60,,Peter Malnati,91,"50' 3""",2663.75,53,-17,Y2017
T61,,Byeong Hun An,77,"50' 4""",2467.58,49,-3,Y2017
T61,,Alex Cejka,85,"50' 4""",2515.67,50,-8,Y2017
T61,,Lucas Glover,93,"50' 4""",3724.42,74,-23,Y2017
T61,,Jamie Lovemark,98,"50' 4""",3373.92,67,-5,Y2017
65,,Rick Lamb,54,"50' 5""",1260.83,25,-9,Y2017
T66,,Ben Crane,86,"50' 7""",2476.58,49,-12,Y2017
T66,,Derek Fathauer,81,"50' 7""",2174.75,43,-7,Y2017
T66,,Kyle Stanley,104,"50' 7""",4651.08,92,-31,Y2017
T69,,Russell Henley,99,"50' 8""",3700.67,73,-26,Y2017
T69,,Mackenzie Hughes,106,"50' 8""",4258.08,84,-25,Y2017
T69,,Anirban Lahiri,72,"50' 8""",2736,54,1,Y2017
T72,,Blayne Barber,77,"50' 9""",2182.83,43,-7,Y2017
T72,,Matt Every,76,"50' 9""",1878.42,37,-17,Y2017
T74,,Kelly Kraft,75,"50' 10""",2184.75,43,-8,Y2017
T74,,Ben Martin,86,"50' 10""",2948.5,58,-9,Y2017
T74,,J.T. Poston,95,"50' 10""",2134.83,42,-13,Y2017
T77,,Retief Goosen,52,"51' 0""",1428.92,28,-14,Y2017
T77,,Cody Gribble,79,"51' 0""",2653.5,52,-14,Y2017
T77,,Patton Kizzire,84,"51' 0""",2599.42,51,-10,Y2017
T77,,Adam Scott,58,"51' 0""",1888.25,37,-5,Y2017
T81,,Sebastián Muñoz,51,"51' 2""",921.5,18,-4,Y2017
T81,,Carl Pettersson,63,"51' 2""",1330.17,26,-8,Y2017
T83,,Robert Garrigus,78,"51' 3""",2101.58,41,-6,Y2017
T83,,Chez Reavie,98,"51' 3""",3380.08,66,-7,Y2017
T83,,Scott Stallings,81,"51' 3""",2357.08,46,-6,Y2017
86,,Zach Johnson,81,"51' 4""",2359.83,46,E,Y2017
T87,,Russell Knox,75,"51' 5""",2261.08,44,-8,Y2017
T87,,Brett Stegmaier,78,"51' 5""",2005,39,-1,Y2017
T89,,Wesley Bryan,95,"51' 6""",3349.5,65,-7,Y2017
T89,,Stewart Cink,93,"51' 6""",2833.17,55,-10,Y2017
T91,,Jason Day,71,"51' 7""",2684.17,52,-8,Y2017
T91,,Grayson Murray,94,"51' 7""",2889.33,56,-13,Y2017
T91,,Louis Oosthuizen,69,"51' 7""",2373.5,46,-2,Y2017
94,,James Hahn,96,"51' 8""",2582.75,50,-5,Y2017
T95,,Ryan Blaum,100,"51' 9""",2226.25,43,-5,Y2017
T95,,Søren Kjeldsen,58,"51' 9""",1552,30,4,Y2017
T95,,Martin Laird,83,"51' 9""",2845.5,55,-12,Y2017
98,,Hudson Swafford,94,"51' 10""",3060.33,59,-8,Y2017
T99,,Jason Dufner,89,"51' 11""",3273.08,63,-12,Y2017
T99,,Steve Wheatcroft,51,"51' 11""",1297.42,25,-5,Y2017
T101,,Fabián Gómez,61,"52' 0""",1922.92,37,-17,Y2017
T101,,Matt Kuchar,95,"52' 0""",3326.25,64,-10,Y2017
103,,Gary Woodland,94,"52' 3""",2926.58,56,-8,Y2017
104,,Patrick Reed,107,"52' 7""",3732.58,71,-15,Y2017
105,,Adam Hadwin,98,"52' 8""",3263.08,62,-7,Y2017
T106,,Smylie Kaufman,76,"52' 10""",2060,39,-11,Y2017
T106,,Jason Kokrak,95,"52' 10""",3063,58,-1,Y2017
108,,Camilo Villegas,76,"52' 11""",2115.42,40,-4,Y2017
109,,Steven Alker,69,"53' 0""",1749.67,33,-13,Y2017
110,,Andres Gonzales,73,"53' 1""",1644.92,31,-8,Y2017
111,,Seamus Power,86,"53' 2""",1754.75,33,-14,Y2017
112,,Billy Horschel,88,"53' 3""",3195.83,60,-6,Y2017
113,,Xander Schauffele,96,"53' 4""",2775.17,52,-8,Y2017
114,,Emiliano Grillo,90,"53' 5""",3472.92,65,-8,Y2017
115,,David Lingmerth,79,"53' 6""",2993.83,56,-11,Y2017
T116,,Billy Hurley III,80,"53' 7""",2944.83,55,-11,Y2017
T116,,Brendan Steele,89,"53' 7""",3538.58,66,-23,Y2017
T118,,Mark Anderson,54,"53' 9""",1290.92,24,-10,Y2017
T118,,Chad Campbell,97,"53' 9""",3657.17,68,-12,Y2017
T118,,Michael Thompson,60,"53' 9""",1074.67,20,-4,Y2017
121,,Brian Stuard,93,"53' 11""",2589.25,48,-2,Y2017
T122,,Rafa Cabrera Bello,63,"54' 1""",1892.5,35,-5,Y2017
T122,,John Huh,92,"54' 1""",2811.17,52,-16,Y2017
T124,,Trey Mullinax,88,"54' 2""",2057.25,38,-16,Y2017
T124,,D.A. Points,68,"54' 2""",2437.75,45,-8,Y2017
126,,Brian Gay,82,"54' 4""",2281.42,42,-7,Y2017
127,,Bubba Watson,71,"54' 5""",2230.67,41,1,Y2017
T128,,Ernie Els,52,"54' 6""",1580.33,29,-13,Y2017
T128,,Jim Furyk,54,"54' 6""",1963.17,36,4,Y2017
130,,Bill Haas,92,"54' 8""",3117.83,57,-10,Y2017
T131,,Bryson DeChambeau,91,"55' 0""",2805.67,51,-2,Y2017
T131,,Hunter Mahan,73,"55' 0""",2254.58,41,-18,Y2017
T133,,Cameron Percy,71,"55' 1""",2092.25,38,-11,Y2017
T133,,Kyle Reifers,96,"55' 1""",2700,49,-12,Y2017
T135,,J.J. Henry,92,"55' 2""",2538,46,-9,Y2017
T135,,Jim Herman,77,"55' 2""",3036.08,55,-15,Y2017
T135,,Geoff Ogilvy,80,"55' 2""",2371.75,43,3,Y2017
T138,,Spencer Levin,89,"55' 3""",2815.83,51,-14,Y2017
T138,,Tyrone Van Aswegen,105,"55' 3""",2817,51,-13,Y2017
140,,Jonathan Randolph,68,"55' 4""",1493.25,27,-6,Y2017
141,,Charles Howell III,86,"55' 6""",2995.08,54,-7,Y2017
142,,Brandon Hagy,85,"55' 8""",2670.17,48,-20,Y2017
143,,Brian Harman,104,"55' 10""",4017.25,72,-20,Y2017
T144,,Andrew Loupe,55,"55' 11""",1734.08,31,-1,Y2017
T144,,Justin Thomas,86,"55' 11""",3073.42,55,-13,Y2017
146,,Branden Grace,70,"56' 0""",2015.5,36,2,Y2017
147,,Johnson Wagner,71,"56' 1""",2076,37,-4,Y2017
148,,Sung Kang,104,"56' 2""",3875.75,69,-8,Y2017
T149,,Brett Drewitt,57,"56' 8""",1587,28,-3,Y2017
T149,,Cameron Tringale,89,"56' 8""",2040.17,36,-12,Y2017
T151,,Jason Bohn,75,"56' 9""",1759.08,31,1,Y2017
T151,,David Hearn,93,"56' 9""",2839.5,50,-2,Y2017
T151,,J.J. Spaun,92,"56' 9""",2837.17,50,-10,Y2017
154,,William McGirt,89,"57' 1""",3368,59,-8,Y2017
T155,,Morgan Hoffmann,92,"57' 3""",3379.92,59,-14,Y2017
T155,,Boo Weekley,75,"57' 3""",3146.5,55,-15,Y2017
157,,Nicholas Lindheim,58,"57' 7""",1323.75,23,E,Y2017
158,,Pat Perez,93,"57' 8""",4379.67,76,-12,Y2017
159,,Ryan Moore,82,"57' 10""",3588,62,-6,Y2017
160,,Si Woo Kim,80,"57' 11""",2084.75,36,-1,Y2017
T161,,Sean O'Hair,84,"58' 2""",3085,53,-5,Y2017
T161,,Jimmy Walker,68,"58' 2""",2733,47,-1,Y2017
163,,Sam Saunders,76,"58' 3""",2794.92,48,-14,Y2017
164,,Brian Campbell,55,"58' 5""",1402.42,24,-10,Y2017
165,,Seung-Yul Noh,91,"58' 8""",3050.33,52,-16,Y2017
166,,Scott Brown,95,"58' 9""",3703,63,-2,Y2017
167,,Matt Jones,64,"58' 10""",1882.17,32,-10,Y2017
168,,Chad Collins,66,"58' 11""",2120.25,36,-13,Y2017
169,,Ian Poulter,72,"59' 1""",2658.33,45,-17,Y2017
170,,Chris Stroud,67,"59' 2""",2129.75,36,-7,Y2017
171,,Luke Donald,50,"59' 3""",1836.83,31,3,Y2017
172,,Chris Kirk,89,"59' 7""",2860.92,48,-5,Y2017
T173,,Brandt Snedeker,53,"59' 10""",1973.58,33,-1,Y2017
T173,,Robert Streb,98,"59' 10""",3948.08,66,-7,Y2017
T173,,Nick Taylor,97,"59' 10""",3588.75,60,-15,Y2017
176,,Bryce Molder,74,"60' 1""",1801.92,30,-2,Y2017
177,,Ken Duke,77,"60' 3""",1987.17,33,-12,Y2017
178,,Tim Wilkinson,64,"60' 6""",2057.75,34,1,Y2017
179,,Ricky Barnes,100,"61' 3""",2512.58,41,-14,Y2017
180,,Whee Kim,74,"61' 4""",2393,39,-6,Y2017
T181,,Greg Chalmers,75,"61' 5""",3256.42,53,-2,Y2017
T181,,Troy Merritt,82,"61' 5""",3439.75,56,-10,Y2017
183,,Julián Etulain,68,"61' 9""",1605.92,26,-5,Y2017
184,,Gonzalo Fernandez-Castaño,63,"62' 1""",1489,24,-7,Y2017
185,,Rod Pampling,71,"62' 2""",3356.92,54,-6,Y2017
186,,Roberto Castro,70,"64' 4""",2703.33,42,6,Y2017
187,,Aaron Baddeley,61,"64' 11""",1882.42,29,3,Y2017
188,,Ryan Armour,63,"66' 7""",2131,32,-4,Y2017
189,,K.J. Choi,72,"66' 9""",2335.42,35,-7,Y2017
190,,Steven Bowditch,59,"67' 4""",1817.33,27,1,Y2017
1,1,Geoff Ogilvy,63,"37' 1""",1261.42,34,-7,Y2016
2,2,Wes Roach,59,"39' 1""",781.583,20,-10,Y2016
3,3,Rory McIlroy,69,"39' 10""",2071.75,52,-15,Y2016
