RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,ROUNDS,AVG,TOTAL DISTANCE (FEET),# OF ATTEMPTS,RELATIVE TO PAR,YEAR
T59,,Tyrone Van Aswegen,101,"23' 9""",451.417,19,4,Y2018
63,,Billy Hurley III,70,"23' 10""",404.667,17,E,Y2018
T64,,Russell Henley,77,"24' 0""",191.833,8,-1,Y2018
T64,,Denny McCarthy,71,"24' 0""",264.083,11,-1,Y2018
66,,Louis Oosthuizen,62,"24' 1""",265.167,11,2,Y2018
T67,,Graeme McDowell,67,"24' 2""",193.25,8,4,Y2018
T67,,Shawn Stefani,76,"24' 2""",363,15,1,Y2018
T69,,Aaron Baddeley,84,"24' 3""",339.583,14,1,Y2018
T69,,Rickie Fowler,74,"24' 3""",193.75,8,E,Y2018
71,,Matt Jones,70,"24' 4""",291.5,12,3,Y2018
72,,David Lingmerth,82,"24' 5""",219.58,9,1,Y2018
T73,,Matt Kuchar,88,"24' 7""",466.417,19,-3,Y2018
T73,,Sean O'Hair,67,"24' 7""",270.5,11,E,Y2018
T73,,Scott Stallings,96,"24' 7""",369.333,15,2,Y2018
76,,Ben Silverman,90,"24' 8""",222.08,9,-1,Y2018
T77,,Robert Garrigus,80,"24' 11""",398.667,16,-3,Y2018
T77,,Steve Wheatcroft,60,"24' 11""",348.833,14,1,Y2018
T79,,Tony Finau,105,"25' 0""",499.75,20,1,Y2018
T79,,Tom Hoge,101,"25' 0""",375.583,15,3,Y2018
T79,,Grayson Murray,72,"25' 0""",499.917,20,1,Y2018
82,,Ricky Barnes,65,"25' 6""",255.167,10,4,Y2018
83,,Bubba Watson,90,"25' 8""",616.917,24,-1,Y2018
84,,Kevin Streelman,94,"25' 11""",465.917,18,-2,Y2018
T85,,Stephan Jaeger,81,"26' 2""",549.667,21,3,Y2018
T85,,Patton Kizzire,92,"26' 2""",601.667,23,-1,Y2018
T87,,Bud Cauley,55,"26' 3""",183.917,7,E,Y2018
T87,,Mackenzie Hughes,80,"26' 3""",262.67,10,3,Y2018
T87,,Alex Noren,67,"26' 3""",157.25,6,1,Y2018
T90,,Rafa Cabrera Bello,75,"26' 4""",105.25,4,1,Y2018
T90,,John Huh,94,"26' 4""",342.75,13,2,Y2018
T92,,Andrew Putnam,97,"26' 5""",580.833,22,2,Y2018
T92,,Chris Stroud,81,"26' 5""",528.583,20,E,Y2018
94,,Cameron Tringale,67,"26' 6""",423.333,16,2,Y2018
T95,,Zac Blair,64,"26' 7""",239.417,9,3,Y2018
T95,,Trey Mullinax,75,"26' 7""",905.083,34,E,Y2018
97,,Nick Taylor,94,"26' 9""",508,19,-1,Y2018
98,,"Ted Potter, Jr.",87,"26' 11""",484.333,18,3,Y2018
T99,,Webb Simpson,95,"27' 2""",353.17,13,1,Y2018
T99,,Kevin Tway,110,"27' 2""",761.667,28,4,Y2018
101,,Tom Lovelady,87,"27' 3""",1009.58,37,6,Y2018
T102,,Kelly Kraft,94,"27' 4""",410.25,15,-2,Y2018
T102,,Ollie Schniederjans,91,"27' 4""",684.17,25,1,Y2018
T104,,Blayne Barber,69,"27' 6""",302.75,11,E,Y2018
T104,,Martin Flores,92,"27' 6""",688.25,25,4,Y2018
T104,,Cody Gribble,71,"27' 6""",302.75,11,3,Y2018
107,,Austin Cook,107,"27' 7""",386.417,14,E,Y2018
108,,Billy Horschel,86,"27' 8""",442.917,16,-3,Y2018
T109,,Ryan Armour,109,"27' 9""",527.667,19,E,Y2018
T109,,Joel Dahmen,93,"27' 9""",416.67,15,4,Y2018
T109,,Michael Kim,74,"27' 9""",194.083,7,3,Y2018
T112,,Kiradech Aphibarnrat,51,"27' 11""",111.75,4,-1,Y2018
T112,,Patrick Rodgers,97,"27' 11""",473.917,17,2,Y2018
114,,Jonas Blixt,67,"28' 1""",308.5,11,-2,Y2018
115,,Beau Hossler,104,"28' 2""",620.417,22,3,Y2018
T116,,Retief Goosen,60,"28' 3""",254,9,E,Y2018
T116,,James Hahn,85,"28' 3""",339.417,12,4,Y2018
118,,Nicholas Lindheim,77,"28' 4""",453.083,16,3,Y2018
119,,Martin Piller,79,"28' 5""",482.917,17,1,Y2018
120,,Chez Reavie,93,"28' 6""",370.667,13,3,Y2018
121,,Greg Chalmers,56,"28' 8""",344,12,1,Y2018
T122,,Ben Crane,65,"28' 10""",345.667,12,3,Y2018
T122,,Russell Knox,94,"28' 10""",317.33,11,E,Y2018
124,,J.J. Henry,81,"28' 11""",433.67,15,3,Y2018
125,,Brian Harman,94,"29' 0""",406.17,14,3,Y2018
T126,,Ben Martin,64,"29' 1""",349.25,12,6,Y2018
T126,,Adam Scott,78,"29' 1""",203.333,7,1,Y2018
128,,Scott Piercy,84,"29' 3""",379.83,13,1,Y2018
129,,Brooks Koepka,64,"29' 5""",764.33,26,-1,Y2018
130,,Michael Thompson,62,"29' 7""",414.42,14,7,Y2018
131,,Keith Mitchell,99,"29' 8""",1037.58,35,-1,Y2018
T132,,Scott Brown,102,"29' 11""",329.333,11,E,Y2018
T132,,Troy Merritt,89,"29' 11""",359.17,12,2,Y2018
134,,Kevin Kisner,89,"30' 1""",571.083,19,4,Y2018
T135,,Emiliano Grillo,94,"30' 5""",365.417,12,-1,Y2018
T135,,Cameron Percy,56,"30' 5""",304.25,10,E,Y2018
137,,J.B. Holmes,77,"30' 6""",457.083,15,E,Y2018
138,,Bronson Burgoon,69,"30' 7""",427.833,14,4,Y2018
139,,Brice Garnett,99,"30' 8""",428.833,14,E,Y2018
140,,Phil Mickelson,90,"31' 0""",930.75,30,1,Y2018
141,,Sam Ryder,82,"31' 1""",404.167,13,-1,Y2018
142,,Aaron Wise,90,"31' 2""",592.33,19,6,Y2018
T143,,Ryan Blaum,81,"31' 3""",624.833,20,6,Y2018
T143,,Tommy Fleetwood,73,"31' 3""",343.667,11,3,Y2018
145,,Rory McIlroy,64,"31' 4""",595.583,19,4,Y2018
146,,Adam Schenk,86,"31' 6""",410,13,2,Y2018
T147,,Si Woo Kim,108,"31' 7""",599.833,19,7,Y2018
T147,,Pat Perez,82,"31' 7""",252.5,8,E,Y2018
T149,,Bryson DeChambeau,93,"31' 8""",474.917,15,2,Y2018
T149,,Jason Kokrak,99,"31' 8""",538.25,17,-1,Y2018
151,,Justin Rose,70,"31' 11""",479.167,15,3,Y2018
152,,Richy Werenski,98,"32' 0""",415.833,13,3,Y2018
153,,Luke List,98,"32' 4""",808.25,25,E,Y2018
T154,,Sung Kang,89,"32' 11""",328.917,10,3,Y2018
T154,,J.T. Poston,73,"32' 11""",691.17,21,8,Y2018
156,,Rory Sabbatini,91,"33' 0""",593.25,18,2,Y2018
T157,,Alex Cejka,77,"33' 3""",398.92,12,1,Y2018
T157,,Brandon Harkins,101,"33' 3""",998.25,30,E,Y2018
T157,,Andrew Landry,82,"33' 3""",631.667,19,3,Y2018
160,,Jonathan Randolph,71,"33' 4""",500.42,15,2,Y2018
161,,Shane Lowry,64,"33' 5""",301.083,9,6,Y2018
T162,,Jason Day,75,"33' 6""",402.25,12,5,Y2018
T162,,Satoshi Kodaira,51,"33' 6""",301.83,9,4,Y2018
164,,Harold Varner III,91,"33' 11""",406.583,12,2,Y2018
165,,Chad Campbell,87,"34' 1""",477.583,14,2,Y2018
166,,Xinjun Zhang,81,"34' 2""",375.833,11,E,Y2018
167,,Danny Lee,88,"34' 3""",377.167,11,2,Y2018
168,,Ryan Palmer,69,"34' 4""",584.333,17,9,Y2018
169,,Matt Every,79,"34' 5""",447,13,3,Y2018
170,,William McGirt,84,"34' 6""",276,8,4,Y2018
171,,Kevin Chappell,77,"34' 8""",623.25,18,1,Y2018
T172,,Paul Casey,74,"34' 10""",313.83,9,1,Y2018
T172,,Brian Gay,103,"34' 10""",800.833,23,3,Y2018
174,,Tyrrell Hatton,58,"34' 11""",244.67,7,E,Y2018
175,,D.A. Points,63,"35' 0""",315.17,9,E,Y2018
176,,Branden Grace,67,"36' 1""",288.667,8,2,Y2018
177,,Harris English,84,"36' 3""",434.83,12,4,Y2018
178,,Jordan Spieth,81,"36' 5""",583,16,6,Y2018
T179,,Patrick Cantlay,87,"36' 8""",440.167,12,E,Y2018
T179,,Jon Rahm,71,"36' 8""",440.42,12,3,Y2018
181,,Jhonattan Vegas,92,"36' 11""",590.667,16,3,Y2018
182,,C.T. Pan,104,"37' 4""",448.333,12,E,Y2018
183,,Marc Leishman,93,"37' 5""",486.667,13,5,Y2018
184,,Lucas Glover,65,"37' 11""",303.25,8,6,Y2018
185,,Kevin Na,91,"39' 7""",475.333,12,5,Y2018
186,,Justin Thomas,91,"40' 7""",608.167,15,2,Y2018
T187,,Jim Furyk,50,"42' 5""",254.67,6,3,Y2018
T187,,Brendan Steele,74,"42' 5""",805.167,19,4,Y2018
189,,Zecheng Dou,53,"42' 7""",596.667,14,5,Y2018
190,,Jason Dufner,71,"42' 8""",426.833,10,1,Y2018
191,,Xander Schauffele,96,"44' 6""",533.833,12,4,Y2018
192,,Stewart Cink,87,"46' 0""",505.83,11,1,Y2018
193,,Henrik Stenson,60,"90' 7""",90.58,1,E,Y2018
1,,Søren Kjeldsen,58,"13' 6""",53.917,4,-3,Y2017
2,,Justin Rose,66,"14' 1""",141,10,-2,Y2017
3,,Justin Thomas,86,"17' 0""",407.917,24,-6,Y2017
T4,,Rafa Cabrera Bello,63,"17' 2""",102.833,6,-1,Y2017
T4,,Brandt Snedeker,53,"17' 2""",275.25,16,-2,Y2017
6,,Sam Saunders,76,"17' 5""",139.5,8,-2,Y2017
7,,Ken Duke,77,"17' 6""",244.583,14,E,Y2017
8,,Roberto Castro,70,"18' 3""",164.5,9,-3,Y2017
9,,Johnson Wagner,71,"18' 4""",293,16,-5,Y2017
10,,Scott Piercy,70,"18' 5""",368.417,20,-2,Y2017
11,,Luke Donald,50,"18' 6""",221.5,12,E,Y2017
12,,Adam Hadwin,98,"18' 7""",185.5,10,E,Y2017
T13,,Patton Kizzire,84,"18' 11""",265,14,1,Y2017
T13,,D.A. Points,68,"18' 11""",208.167,11,-1,Y2017
15,,Jason Bohn,75,"19' 0""",189.833,10,-3,Y2017
16,,Anirban Lahiri,72,"19' 1""",323.75,17,1,Y2017
T17,,Gonzalo Fernandez-Castaño,63,"19' 3""",269.917,14,E,Y2017
T17,,Jordan Spieth,85,"19' 3""",423.083,22,1,Y2017
19,,Kevin Kisner,105,"19' 5""",213.417,11,1,Y2017
T20,,Retief Goosen,52,"20' 3""",263.417,13,1,Y2017
T20,,C.T. Pan,88,"20' 3""",344.333,17,-1,Y2017
T22,,Ryo Ishikawa,56,"20' 6""",348.667,17,3,Y2017
T22,,Scott Stallings,81,"20' 6""",307,15,-2,Y2017
T24,,Jason Kokrak,95,"20' 8""",227.5,11,-1,Y2017
T24,,Jhonattan Vegas,95,"20' 8""",495.167,24,-1,Y2017
T26,,Nicholas Lindheim,58,"20' 10""",166.833,8,E,Y2017
T26,,Patrick Reed,107,"20' 10""",437.833,21,-1,Y2017
T28,,K.J. Choi,72,"21' 1""",210.417,10,1,Y2017
T28,,Billy Hurley III,80,"21' 1""",443,21,-4,Y2017
30,,Chad Campbell,97,"21' 2""",190.417,9,1,Y2017
31,,Brett Stegmaier,78,"21' 3""",148.583,7,3,Y2017
T32,,Hideki Matsuyama,83,"21' 4""",213.333,10,-1,Y2017
T32,,Tyrone Van Aswegen,105,"21' 4""",277.25,13,2,Y2017
34,,Aaron Baddeley,61,"21' 5""",256.583,12,-4,Y2017
T35,,Whee Kim,74,"21' 8""",303,14,2,Y2017
T35,,Kyle Reifers,96,"21' 8""",389.83,18,3,Y2017
T37,,Jim Herman,77,"21' 9""",173.667,8,-2,Y2017
T37,,Geoff Ogilvy,80,"21' 9""",304.417,14,3,Y2017
T39,,Greg Chalmers,75,"21' 11""",437.83,20,2,Y2017
T39,,Luke List,102,"21' 11""",372.167,17,2,Y2017
41,,Jon Rahm,90,"22' 0""",527.67,24,-1,Y2017
42,,Zac Blair,105,"22' 1""",353.33,16,-3,Y2017
T43,,Ryan Armour,63,"22' 3""",88.833,4,E,Y2017
T43,,Nick Taylor,97,"22' 3""",311.583,14,-3,Y2017
T43,,Camilo Villegas,76,"22' 3""",267.25,12,-3,Y2017
46,,Spencer Levin,89,"22' 4""",178.583,8,E,Y2017
T47,,Bryce Molder,74,"22' 6""",473,21,4,Y2017
T47,,Brian Stuard,93,"22' 6""",315.333,14,4,Y2017
T49,,Graham DeLaet,82,"22' 7""",203.5,9,E,Y2017
T49,,Adam Scott,58,"22' 7""",248.75,11,-1,Y2017
51,,Matt Every,76,"22' 8""",385.25,17,4,Y2017
52,,Emiliano Grillo,90,"23' 0""",207.17,9,E,Y2017
53,,Ben Martin,86,"23' 2""",254.917,11,2,Y2017
T54,,Ryan Blaum,100,"23' 3""",627.917,27,1,Y2017
T54,,Louis Oosthuizen,69,"23' 3""",185.667,8,-1,Y2017
T54,,Rory Sabbatini,71,"23' 3""",209.333,9,E,Y2017
T57,,Chad Collins,66,"23' 4""",326.917,14,1,Y2017
T57,,Charley Hoffman,112,"23' 4""",513.167,22,E,Y2017
T59,,Kyle Stanley,104,"23' 5""",304.417,13,3,Y2017
T59,,Richy Werenski,81,"23' 5""",187.583,8,1,Y2017
T61,,Mark Anderson,54,"23' 8""",284,12,4,Y2017
T61,,Brian Gay,82,"23' 8""",497.083,21,2,Y2017
T61,,Tag Ridings,67,"23' 8""",331,14,-3,Y2017
T64,,Matt Kuchar,95,"24' 0""",432,18,E,Y2017
T64,,Webb Simpson,102,"24' 0""",335.58,14,4,Y2017
T66,,Paul Casey,94,"24' 1""",289.167,12,1,Y2017
T66,,Tim Wilkinson,64,"24' 1""",216.417,9,E,Y2017
68,,Hunter Mahan,73,"24' 2""",193,8,-1,Y2017
69,,Martin Flores,88,"24' 3""",508.917,21,-2,Y2017
70,,Marc Leishman,94,"24' 5""",268.917,11,3,Y2017
T71,,Nick Watney,75,"24' 9""",495.083,20,-1,Y2017
T71,,Bubba Watson,71,"24' 9""",321.917,13,-1,Y2017
73,,Carl Pettersson,63,"25' 2""",352.83,14,3,Y2017
74,,Jonathan Randolph,68,"25' 4""",202.5,8,2,Y2017
T75,,Scott Brown,95,"25' 5""",406.83,16,-4,Y2017
T75,,John Huh,92,"25' 5""",305.25,12,E,Y2017
77,,Martin Laird,83,"25' 10""",412.833,16,3,Y2017
T78,,Matt Jones,64,"26' 0""",337.667,13,3,Y2017
T78,,Ian Poulter,72,"26' 0""",285.667,11,2,Y2017
80,,Cameron Tringale,89,"26' 2""",366.583,14,4,Y2017
T81,,David Hearn,93,"26' 3""",315.333,12,2,Y2017
T81,,Dustin Johnson,77,"26' 3""",367.75,14,1,Y2017
T81,,Seung-Yul Noh,91,"26' 3""",734.83,28,4,Y2017
T84,,Julián Etulain,68,"26' 4""",316.42,12,6,Y2017
T84,,Vaughn Taylor,90,"26' 4""",315.833,12,-2,Y2017
86,,Tom Hoge,54,"26' 6""",159.167,6,1,Y2017
T87,,Ryan Brehm,83,"26' 7""",583.917,22,E,Y2017
T87,,David Lingmerth,79,"26' 7""",505,19,4,Y2017
89,,Jimmy Walker,68,"26' 8""",320.42,12,E,Y2017
90,,Shawn Stefani,72,"26' 11""",215.333,8,2,Y2017
91,,Ricky Barnes,100,"27' 0""",270.33,10,E,Y2017
92,,Kevin Streelman,90,"27' 1""",379.167,14,3,Y2017
T93,,Steven Bowditch,59,"27' 2""",462.333,17,1,Y2017
T93,,Patrick Cantlay,52,"27' 2""",244.583,9,2,Y2017
T95,,Sergio Garcia,65,"27' 3""",354.67,13,1,Y2017
T95,,Chris Kirk,89,"27' 3""",544.92,20,8,Y2017
T95,,Ryan Moore,82,"27' 3""",272.333,10,2,Y2017
T98,,Alex Cejka,85,"27' 5""",356.25,13,3,Y2017
T98,,Sebastián Muñoz,51,"27' 5""",191.75,7,E,Y2017
T100,,Pat Perez,93,"27' 6""",605.58,22,E,Y2017
T100,,J.T. Poston,95,"27' 6""",494.92,18,-4,Y2017
T102,,Byeong Hun An,77,"27' 7""",275.92,10,1,Y2017
T102,,Harris English,84,"27' 7""",358.67,13,2,Y2017
T102,,Kevin Tway,96,"27' 7""",936.83,34,-1,Y2017
105,,Morgan Hoffmann,92,"27' 8""",664.583,24,-1,Y2017
T106,,Phil Mickelson,85,"27' 9""",804.417,29,2,Y2017
T106,,Ollie Schniederjans,92,"27' 9""",889,32,10,Y2017
T106,,J.J. Spaun,92,"27' 9""",416.167,15,-1,Y2017
109,,Chez Reavie,98,"27' 10""",334.33,12,1,Y2017
110,,Branden Grace,70,"27' 11""",307.5,11,2,Y2017
111,,Derek Fathauer,81,"28' 0""",812.5,29,8,Y2017
112,,Si Woo Kim,80,"28' 2""",535.75,19,E,Y2017
113,,Miguel Angel Carballo,63,"28' 3""",480.583,17,5,Y2017
T114,,Cody Gribble,79,"28' 4""",397.167,14,-1,Y2017
T114,,Kevin Na,86,"28' 4""",424.583,15,-2,Y2017
T114,,Hudson Swafford,94,"28' 4""",509.5,18,4,Y2017
T117,,Steven Alker,69,"28' 6""",142.5,5,2,Y2017
T117,,Brian Harman,104,"28' 6""",398.92,14,1,Y2017
119,,Trey Mullinax,88,"28' 7""",828.33,29,1,Y2017
120,,Peter Malnati,91,"28' 10""",749.417,26,-4,Y2017
T121,,J.J. Henry,92,"28' 11""",404.5,14,6,Y2017
T121,,Daniel Summerhays,100,"28' 11""",404.667,14,2,Y2017
T123,,Russell Knox,75,"29' 0""",319.083,11,E,Y2017
T123,,Troy Merritt,82,"29' 0""",434.417,15,-1,Y2017
T123,,Robert Streb,98,"29' 0""",550.33,19,1,Y2017
126,,Blayne Barber,77,"29' 3""",497.58,17,5,Y2017
T127,,Kelly Kraft,75,"29' 6""",501.417,17,3,Y2017
T127,,Danny Lee,93,"29' 6""",530.417,18,3,Y2017
129,,Jason Dufner,89,"29' 7""",206.917,7,2,Y2017
130,,Patrick Rodgers,76,"29' 8""",533.417,18,4,Y2017
T131,,Keegan Bradley,104,"29' 9""",267.42,9,2,Y2017
T131,,Brett Drewitt,57,"29' 9""",476.33,16,2,Y2017
T131,,Bill Haas,92,"29' 9""",445.75,15,3,Y2017
T131,,Gary Woodland,94,"29' 9""",445.92,15,2,Y2017
T135,,J.B. Holmes,83,"29' 10""",835.08,28,2,Y2017
T135,,Harold Varner III,101,"29' 10""",596.167,20,2,Y2017
137,,Rick Lamb,54,"30' 2""",392.5,13,-1,Y2017
T138,,Rickie Fowler,78,"30' 3""",302.333,10,8,Y2017
T138,,Fabián Gómez,61,"30' 3""",393.25,13,-4,Y2017
T138,,Charl Schwartzel,63,"30' 3""",241.75,8,1,Y2017
141,,Brandon Hagy,85,"30' 5""",852.083,28,-3,Y2017
T142,,Cameron Percy,71,"30' 11""",401.5,13,4,Y2017
T142,,Seamus Power,86,"30' 11""",432.333,14,2,Y2017
T142,,Michael Thompson,60,"30' 11""",216.58,7,E,Y2017
T145,,Bud Cauley,92,"31' 0""",620.667,20,1,Y2017
T145,,Billy Horschel,88,"31' 0""",496.333,16,7,Y2017
T147,,Brian Campbell,55,"31' 2""",405.667,13,E,Y2017
T147,,Robert Garrigus,78,"31' 2""",311.58,10,1,Y2017
149,,Andres Gonzales,73,"31' 3""",375.25,12,3,Y2017
150,,Lucas Glover,93,"31' 4""",470,15,1,Y2017
151,,Smylie Kaufman,76,"31' 5""",503.25,16,2,Y2017
152,,Sean O'Hair,84,"31' 7""",632.17,20,7,Y2017
153,,Chris Stroud,67,"31' 8""",348.08,11,2,Y2017
T154,,Sung Kang,104,"32' 0""",511.42,16,2,Y2017
T154,,Cameron Smith,86,"32' 0""",799,25,-3,Y2017
156,,Andrew Loupe,55,"32' 2""",579.583,18,8,Y2017
T157,,James Hahn,96,"32' 3""",548.17,17,1,Y2017
T157,,Graeme McDowell,56,"32' 3""",225.75,7,2,Y2017
159,,Brendan Steele,89,"32' 6""",486.92,15,-1,Y2017
T160,,Ernie Els,52,"32' 8""",326.75,10,1,Y2017
T160,,Brad Fritsch,56,"32' 8""",359.33,11,3,Y2017
T160,,Xander Schauffele,96,"32' 8""",621,19,2,Y2017
163,,Charles Howell III,86,"32' 9""",458.75,14,2,Y2017
T164,,Mackenzie Hughes,106,"32' 10""",886.75,27,6,Y2017
T164,,Rory McIlroy,51,"32' 10""",361.583,11,2,Y2017
166,,Ben Crane,86,"33' 0""",395.83,12,2,Y2017
167,,Brooks Koepka,88,"33' 1""",99.167,3,1,Y2017
168,,Boo Weekley,75,"33' 4""",233.167,7,2,Y2017
169,,Bryson DeChambeau,91,"33' 5""",601.833,18,3,Y2017
170,,Kevin Chappell,95,"33' 9""",574,17,4,Y2017
171,,Francesco Molinari,75,"33' 10""",270.5,8,2,Y2017
172,,Steve Wheatcroft,51,"33' 11""",339.25,10,2,Y2017
173,,Zach Johnson,81,"34' 0""",408,12,E,Y2017
T174,,Stewart Cink,93,"34' 2""",887.833,26,5,Y2017
T174,,Shane Lowry,52,"34' 2""",238.92,7,4,Y2017
176,,Tony Finau,106,"35' 1""",806.833,23,E,Y2017
177,,Ryan Palmer,61,"35' 2""",492.083,14,E,Y2017
178,,Grayson Murray,94,"35' 5""",1240.58,35,13,Y2017
179,,Mark Hubbard,81,"35' 8""",713.42,20,2,Y2017
180,,Daniel Berger,91,"35' 9""",357.08,10,5,Y2017
181,,Jonas Blixt,74,"37' 5""",336.917,9,E,Y2017
182,,Jason Day,71,"37' 11""",757.583,20,12,Y2017
183,,Wesley Bryan,95,"41' 7""",291,7,4,Y2017
184,,Jamie Lovemark,98,"41' 8""",666.083,16,4,Y2017
185,,Russell Henley,99,"41' 9""",584.667,14,9,Y2017
186,,Michael Kim,94,"43' 0""",515.667,12,E,Y2017
187,,Dominic Bozzelli,69,"45' 6""",591.417,13,5,Y2017
188,,Rod Pampling,71,"54' 1""",324.333,6,1,Y2017
189,,William McGirt,89,"68' 9""",275,4,5,Y2017
190,,Jim Furyk,54,"92' 5""",92.42,1,1,Y2017
1,1,Jordan Spieth,80,"13' 3""",146.167,11,-4,Y2016
2,2,Steve Wheatcroft,85,"13' 6""",134.667,10,2,Y2016
3,3,Dicky Pride,55,"14' 11""",133.917,9,-3,Y2016
4,4,Derek Fathauer,94,"15' 2""",364.333,24,-4,Y2016
5,5,Mark Wilson,66,"15' 7""",93.667,6,-1,Y2016
6,6,David Toms,62,"15' 8""",47,3,1,Y2016
7,7,Rob Oppenheim,67,"16' 2""",161.417,10,-3,Y2016
8,8,Rod Pampling,54,"16' 3""",146.333,9,-1,Y2016
9,9,K.J. Choi,73,"16' 6""",132,8,-1,Y2016
10,10,Hunter Mahan,61,"16' 7""",315.417,19,-4,Y2016
11,11,Seung-Yul Noh,85,"16' 8""",383.083,23,-1,Y2016
12,12,Tyler Aldridge,83,"16' 10""",404.333,24,-1,Y2016
13,13,Stewart Cink,61,"16' 11""",84.5,5,1,Y2016
14,14,Chris Stroud,82,"17' 0""",323.33,19,-7,Y2016
15,15,Brendon de Jonge,83,"17' 1""",170.417,10,-1,Y2016
16,16,Lucas Glover,75,"17' 3""",155.583,9,E,Y2016
17,17,Henrik Norlander,71,"17' 4""",207.75,12,-3,Y2016
18,18,Steve Stricker,53,"17' 8""",88.25,5,-1,Y2016
19,19,Daniel Summerhays,99,"17' 11""",125.5,7,-4,Y2016
20,20,Kelly Kraft,63,"18' 0""",233.833,13,-1,Y2016
21,21,Tim Wilkinson,72,"18' 1""",199.17,11,2,Y2016
