RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,ROUNDS,AVG,TOTAL DISTANCE (FEET),# OF ATTEMPTS,RELATIVE TO PAR,YEAR
129,,Kevin Kisner,89,"67' 9""",1016.83,15,E,Y2018
130,,Shane Lowry,64,"67' 10""",610.25,9,1,Y2018
131,,Kyle Stanley,93,"67' 11""",746.92,11,4,Y2018
T132,,Byeong Hun An,86,"68' 0""",1496.83,22,E,Y2018
T132,,Brian Stuard,103,"68' 0""",1427.92,21,8,Y2018
134,,Alex Cejka,77,"68' 2""",681.83,10,2,Y2018
135,,Zach Johnson,94,"68' 3""",750.92,11,3,Y2018
T136,,Jonathan Randolph,71,"68' 5""",1573,23,4,Y2018
T136,,Richy Werenski,98,"68' 5""",958.17,14,1,Y2018
138,,Ryan Moore,78,"68' 8""",1098.75,16,4,Y2018
T139,,J.J. Henry,81,"69' 1""",967.17,14,3,Y2018
T139,,Matt Kuchar,88,"69' 1""",1450.83,21,3,Y2018
T141,,Jamie Lovemark,92,"69' 2""",1522.25,22,2,Y2018
T141,,Rory Sabbatini,91,"69' 2""",1452.33,21,1,Y2018
143,,Whee Kim,93,"69' 3""",1800.83,26,7,Y2018
144,,Charl Schwartzel,65,"69' 6""",973.08,14,2,Y2018
145,,Talor Gooch,78,"69' 8""",1393.75,20,6,Y2018
146,,Cameron Tringale,67,"70' 1""",1260.75,18,10,Y2018
T147,,J.T. Poston,73,"70' 3""",912.83,13,5,Y2018
T147,,Tiger Woods,68,"70' 3""",1124.25,16,2,Y2018
149,,Jhonattan Vegas,92,"70' 5""",1196.75,17,E,Y2018
150,,Kyle Thompson,50,"71' 2""",782.83,11,4,Y2018
T151,,Cody Gribble,71,"71' 4""",1712.5,24,6,Y2018
T151,,Mackenzie Hughes,80,"71' 4""",1141.17,16,3,Y2018
T153,,Brian Gay,103,"71' 6""",1716.42,24,5,Y2018
T153,,Beau Hossler,104,"71' 6""",1144,16,4,Y2018
T153,,Anirban Lahiri,82,"71' 6""",1788,25,6,Y2018
156,,Patrick Reed,94,"71' 7""",1288.83,18,1,Y2018
157,,Marc Leishman,93,"71' 11""",1294.67,18,E,Y2018
T158,,Nate Lashley,51,"72' 1""",648.5,9,-2,Y2018
T158,,Patrick Rodgers,97,"72' 1""",1441.5,20,2,Y2018
T160,,Charley Hoffman,87,"72' 2""",1371.5,19,-3,Y2018
T160,,Conrad Shindler,60,"72' 2""",721.67,10,3,Y2018
162,,Webb Simpson,95,"72' 3""",2239,31,7,Y2018
163,,Steve Wheatcroft,60,"72' 4""",722.92,10,5,Y2018
164,,Ben Crane,65,"72' 6""",1159.92,16,7,Y2018
T165,,Corey Conners,97,"72' 10""",1456.25,20,8,Y2018
T165,,J.J. Spaun,85,"72' 10""",1165.83,16,3,Y2018
T165,,Xinjun Zhang,81,"72' 10""",1310.33,18,9,Y2018
168,,Jim Furyk,50,"73' 1""",803.75,11,3,Y2018
169,,Andrew Landry,82,"73' 7""",1397.75,19,9,Y2018
170,,Rafa Cabrera Bello,75,"74' 1""",1406.92,19,6,Y2018
171,,Patrick Cantlay,87,"74' 5""",1488.42,20,4,Y2018
T172,,Billy Hurley III,70,"74' 6""",1862.92,25,13,Y2018
T172,,Cameron Percy,56,"74' 6""",819.17,11,3,Y2018
T174,,Fabián Gómez,88,"74' 9""",1121.17,15,2,Y2018
T174,,Satoshi Kodaira,51,"74' 9""",822.42,11,3,Y2018
176,,Matt Every,79,"74' 10""",1422.58,19,6,Y2018
177,,Brendan Steele,74,"74' 11""",524.42,7,2,Y2018
178,,Ben Silverman,90,"75' 4""",1281.25,17,8,Y2018
179,,Greg Chalmers,56,"75' 5""",1131.5,15,6,Y2018
180,,Jonathan Byrd,70,"76' 0""",1215.67,16,5,Y2018
181,,Keith Mitchell,99,"76' 4""",1678.83,22,-1,Y2018
182,,Louis Oosthuizen,62,"76' 9""",690.5,9,2,Y2018
183,,Rory McIlroy,64,"76' 11""",692.5,9,-2,Y2018
184,,Branden Grace,67,"77' 0""",1154.67,15,1,Y2018
185,,Martin Laird,73,"77' 7""",1163.25,15,8,Y2018
186,,Henrik Stenson,60,"77' 8""",699.17,9,1,Y2018
187,,Peter Malnati,87,"79' 2""",1187.17,15,6,Y2018
188,,Bud Cauley,55,"79' 7""",1114.58,14,4,Y2018
189,,Sam Saunders,80,"80' 9""",1454.17,18,3,Y2018
190,,Emiliano Grillo,94,"81' 10""",1390.67,17,4,Y2018
191,,Abraham Ancer,98,"82' 11""",1574.75,19,9,Y2018
192,,Tyler Duncan,97,"84' 4""",1517.92,18,10,Y2018
193,,Sam Ryder,82,"86' 5""",1296.83,15,5,Y2018
T1,,Jordan Spieth,85,"44' 6""",890.25,20,-1,Y2017
T1,,Bubba Watson,71,"44' 6""",534.33,12,-5,Y2017
3,,Jason Kokrak,95,"47' 8""",1143.42,24,-4,Y2017
4,,Chris Stroud,67,"48' 2""",915.25,19,2,Y2017
5,,Matt Jones,64,"49' 5""",197.67,4,-1,Y2017
6,,Bill Haas,92,"49' 9""",1044.17,21,4,Y2017
7,,Steven Alker,69,"51' 0""",357,7,E,Y2017
T8,,Dustin Johnson,77,"51' 2""",511.42,10,-4,Y2017
T8,,Ryan Palmer,61,"51' 2""",819.08,16,-2,Y2017
10,,Jimmy Walker,68,"51' 3""",769.33,15,3,Y2017
11,,Kevin Na,86,"52' 1""",1457.67,28,-3,Y2017
12,,Rory McIlroy,51,"52' 3""",261.17,5,-1,Y2017
T13,,Brad Fritsch,56,"52' 4""",680.83,13,3,Y2017
T13,,Retief Goosen,52,"52' 4""",418.58,8,-1,Y2017
T13,,Troy Merritt,82,"52' 4""",1099.83,21,5,Y2017
16,,Patrick Cantlay,52,"52' 11""",951.92,18,4,Y2017
17,,Jim Furyk,54,"53' 6""",695.42,13,5,Y2017
T18,,Jason Dufner,89,"53' 7""",1179.33,22,-3,Y2017
T18,,Scott Stallings,81,"53' 7""",696.75,13,5,Y2017
20,,Webb Simpson,102,"53' 8""",1180.92,22,3,Y2017
21,,Brian Gay,82,"53' 9""",860.58,16,5,Y2017
22,,Luke Donald,50,"54' 0""",864.42,16,4,Y2017
T23,,Sung Kang,104,"54' 3""",1085.67,20,2,Y2017
T23,,Francesco Molinari,75,"54' 3""",814.17,15,5,Y2017
T23,,Geoff Ogilvy,80,"54' 3""",921.83,17,-1,Y2017
26,,Branden Grace,70,"54' 6""",980.83,18,4,Y2017
27,,Rick Lamb,54,"55' 2""",386,7,-1,Y2017
28,,Chad Campbell,97,"56' 1""",1289.92,23,6,Y2017
29,,Mark Hubbard,81,"56' 4""",1407.42,25,9,Y2017
30,,Graham DeLaet,82,"56' 5""",959.5,17,1,Y2017
31,,Rory Sabbatini,71,"56' 6""",847.25,15,1,Y2017
32,,Luke List,102,"56' 7""",1924.17,34,-7,Y2017
33,,Jhonattan Vegas,95,"56' 9""",964.67,17,2,Y2017
34,,Ryan Moore,82,"57' 0""",741.08,13,3,Y2017
T35,,Patton Kizzire,84,"57' 3""",1430.42,25,11,Y2017
T35,,Cameron Tringale,89,"57' 3""",1316.33,23,8,Y2017
37,,Grayson Murray,94,"57' 8""",1325.75,23,-1,Y2017
T38,,Gonzalo Fernandez-Castaño,63,"57' 10""",809.42,14,-1,Y2017
T38,,David Lingmerth,79,"57' 10""",462.33,8,2,Y2017
40,,Daniel Berger,91,"58' 2""",1047.33,18,2,Y2017
41,,Jason Bohn,75,"58' 7""",1171.42,20,2,Y2017
42,,Martin Laird,83,"58' 8""",1231.58,21,-1,Y2017
43,,Ken Duke,77,"59' 0""",1121.08,19,3,Y2017
44,,Wesley Bryan,95,"59' 2""",1893,32,11,Y2017
T45,,Robert Garrigus,78,"59' 3""",652.08,11,2,Y2017
T45,,Trey Mullinax,88,"59' 3""",1065.83,18,-1,Y2017
47,,Harold Varner III,101,"59' 7""",1310.25,22,5,Y2017
48,,Brandon Hagy,85,"60' 0""",1440.92,24,-9,Y2017
T49,,Brendan Steele,89,"60' 5""",1087.17,18,5,Y2017
T49,,Michael Thompson,60,"60' 5""",604.17,10,4,Y2017
T49,,Tim Wilkinson,64,"60' 5""",1027.58,17,6,Y2017
52,,Kyle Stanley,104,"60' 7""",1029.67,17,7,Y2017
53,,Rafa Cabrera Bello,63,"60' 9""",850.83,14,5,Y2017
54,,Ricky Barnes,100,"60' 10""",2372.75,39,5,Y2017
55,,Cameron Smith,86,"60' 11""",1645.5,27,3,Y2017
T56,,Bryson DeChambeau,91,"61' 1""",1099.58,18,E,Y2017
T56,,Brooks Koepka,88,"61' 1""",977.58,16,-2,Y2017
58,,Emiliano Grillo,90,"61' 2""",1039.42,17,-2,Y2017
59,,Stewart Cink,93,"61' 4""",1595.58,26,3,Y2017
60,,Ian Poulter,72,"61' 5""",1535.33,25,5,Y2017
61,,Alex Cejka,85,"61' 6""",1169.08,19,5,Y2017
62,,Jason Day,71,"61' 9""",864.17,14,-4,Y2017
63,,Scott Piercy,70,"62' 0""",743.58,12,3,Y2017
T64,,James Hahn,96,"62' 6""",1813.25,29,-4,Y2017
T64,,Michael Kim,94,"62' 6""",1437.75,23,4,Y2017
66,,Brian Harman,104,"62' 8""",1503.83,24,6,Y2017
T67,,Jim Herman,77,"62' 11""",1195.42,19,1,Y2017
T67,,Nick Watney,75,"62' 11""",1069.17,17,2,Y2017
T69,,Julián Etulain,68,"63' 0""",881.58,14,2,Y2017
T69,,Justin Rose,66,"63' 0""",440.92,7,3,Y2017
T71,,Hideki Matsuyama,83,"63' 4""",886.42,14,2,Y2017
T71,,Nick Taylor,97,"63' 4""",1455.92,23,5,Y2017
73,,Sebastián Muñoz,51,"63' 8""",1145.25,18,E,Y2017
T74,,Zach Johnson,81,"63' 9""",701.08,11,5,Y2017
T74,,Andrew Loupe,55,"63' 9""",828.42,13,1,Y2017
T74,,Pat Perez,93,"63' 9""",1721.67,27,5,Y2017
T74,,J.T. Poston,95,"63' 9""",1337.92,21,1,Y2017
78,,Harris English,84,"63' 10""",1531.75,24,E,Y2017
79,,Charley Hoffman,112,"64' 0""",1407.33,22,4,Y2017
T80,,Mark Anderson,54,"64' 2""",834.42,13,E,Y2017
T80,,Søren Kjeldsen,58,"64' 2""",1026.25,16,6,Y2017
T80,,Justin Thomas,86,"64' 2""",1603.5,25,-9,Y2017
83,,Bryce Molder,74,"64' 3""",1349.67,21,10,Y2017
T84,,Anirban Lahiri,72,"64' 5""",708.17,11,-1,Y2017
T84,,Ben Martin,86,"64' 5""",1352.58,21,6,Y2017
86,,Camilo Villegas,76,"64' 6""",1870.67,29,8,Y2017
87,,Robert Streb,98,"64' 8""",2005.42,31,13,Y2017
88,,Johnson Wagner,71,"64' 9""",1164.75,18,4,Y2017
89,,D.A. Points,68,"64' 11""",1169,18,3,Y2017
90,,Steven Bowditch,59,"65' 0""",1039.58,16,1,Y2017
T91,,K.J. Choi,72,"65' 1""",1431.83,22,5,Y2017
T91,,Jon Rahm,90,"65' 1""",1105.75,17,-3,Y2017
93,,Ryan Armour,63,"65' 3""",979,15,5,Y2017
T94,,Jonas Blixt,74,"65' 5""",915.75,14,4,Y2017
T94,,J.J. Spaun,92,"65' 5""",1177.17,18,3,Y2017
T96,,Phil Mickelson,85,"65' 11""",1450.5,22,2,Y2017
T96,,Louis Oosthuizen,69,"65' 11""",790.58,12,1,Y2017
98,,Sean O'Hair,84,"66' 1""",1387.42,21,4,Y2017
99,,Adam Scott,58,"66' 7""",798.67,12,3,Y2017
100,,Tom Hoge,54,"66' 8""",666.83,10,1,Y2017
101,,Martin Flores,88,"67' 0""",1340.08,20,-7,Y2017
T102,,Dominic Bozzelli,69,"67' 1""",872.42,13,2,Y2017
T102,,Bud Cauley,92,"67' 1""",1409.33,21,3,Y2017
T104,,William McGirt,89,"67' 4""",1077.25,16,6,Y2017
T104,,Charl Schwartzel,63,"67' 4""",673,10,-2,Y2017
106,,Billy Horschel,88,"67' 9""",1897.75,28,2,Y2017
107,,Peter Malnati,91,"67' 10""",1493.17,22,7,Y2017
108,,Matt Kuchar,95,"67' 11""",1289.67,19,2,Y2017
T109,,Lucas Glover,93,"68' 0""",816,12,4,Y2017
T109,,Patrick Rodgers,76,"68' 0""",1563.08,23,6,Y2017
111,,Zac Blair,105,"68' 1""",2247.58,33,7,Y2017
112,,Scott Brown,95,"68' 3""",1637.67,24,9,Y2017
113,,Danny Lee,93,"68' 5""",1095.08,16,1,Y2017
T114,,Aaron Baddeley,61,"68' 6""",1164,17,5,Y2017
T114,,Ollie Schniederjans,92,"68' 6""",2464.58,36,8,Y2017
116,,Blayne Barber,77,"68' 8""",961.33,14,E,Y2017
T117,,Rickie Fowler,78,"68' 9""",1100.33,16,2,Y2017
T117,,Patrick Reed,107,"68' 9""",1718,25,6,Y2017
119,,Sergio Garcia,65,"68' 10""",1101.92,16,4,Y2017
120,,Russell Henley,99,"68' 11""",1447.75,21,6,Y2017
121,,Morgan Hoffmann,92,"69' 0""",1172.5,17,6,Y2017
T122,,Adam Hadwin,98,"69' 2""",1314.33,19,-2,Y2017
T122,,Gary Woodland,94,"69' 2""",1522,22,6,Y2017
124,,Jamie Lovemark,98,"69' 3""",1455,21,3,Y2017
125,,Chez Reavie,98,"69' 4""",1733.83,25,4,Y2017
T126,,Mackenzie Hughes,106,"69' 5""",1388.17,20,E,Y2017
T126,,C.T. Pan,88,"69' 5""",1318.5,19,2,Y2017
128,,J.B. Holmes,83,"69' 6""",1460.17,21,3,Y2017
129,,Seamus Power,86,"69' 9""",2372.17,34,5,Y2017
130,,Hudson Swafford,94,"69' 11""",1258,18,3,Y2017
T131,,Kevin Tway,96,"70' 1""",2312.92,33,3,Y2017
T131,,Boo Weekley,75,"70' 1""",700.5,10,1,Y2017
133,,Brett Stegmaier,78,"70' 6""",1199.17,17,1,Y2017
T134,,Ben Crane,86,"71' 0""",1916.42,27,8,Y2017
T134,,Tony Finau,106,"71' 0""",1491.67,21,-1,Y2017
T134,,Daniel Summerhays,100,"71' 0""",1775.08,25,9,Y2017
T137,,Andres Gonzales,73,"71' 11""",1653.67,23,4,Y2017
T137,,Spencer Levin,89,"71' 11""",1941,27,12,Y2017
T139,,Kevin Chappell,95,"72' 0""",1079.67,15,-1,Y2017
T139,,Smylie Kaufman,76,"72' 0""",863.75,12,3,Y2017
T139,,Chris Kirk,89,"72' 0""",1800.58,25,11,Y2017
142,,Paul Casey,94,"72' 1""",1658.25,23,9,Y2017
143,,Billy Hurley III,80,"72' 3""",1734.33,24,5,Y2017
T144,,Kelly Kraft,75,"72' 8""",1235.42,17,6,Y2017
T144,,Vaughn Taylor,90,"72' 8""",872.25,12,E,Y2017
146,,Derek Fathauer,81,"72' 9""",1891.83,26,7,Y2017
147,,Miguel Angel Carballo,63,"72' 10""",655.33,9,6,Y2017
148,,Kevin Streelman,90,"72' 11""",801.67,11,6,Y2017
149,,Cameron Percy,71,"73' 0""",1533.33,21,9,Y2017
150,,Si Woo Kim,80,"73' 2""",1317.17,18,6,Y2017
151,,Xander Schauffele,96,"73' 3""",1098.17,15,-4,Y2017
T152,,Roberto Castro,70,"73' 5""",734.25,10,-1,Y2017
T152,,Cody Gribble,79,"73' 5""",1321.75,18,9,Y2017
T154,,Keegan Bradley,104,"73' 6""",1764.67,24,4,Y2017
T154,,Kyle Reifers,96,"73' 6""",1396.67,19,7,Y2017
156,,Whee Kim,74,"73' 9""",2064,28,2,Y2017
157,,Carl Pettersson,63,"73' 10""",1846.25,25,14,Y2017
158,,Tag Ridings,67,"73' 11""",738.75,10,E,Y2017
T159,,Marc Leishman,94,"74' 0""",1850.75,25,6,Y2017
T159,,Sam Saunders,76,"74' 0""",961.92,13,E,Y2017
161,,Matt Every,76,"74' 2""",1409.17,19,7,Y2017
162,,Seung-Yul Noh,91,"74' 4""",2154.75,29,5,Y2017
163,,Brett Drewitt,57,"74' 9""",822.58,11,1,Y2017
164,,John Huh,92,"75' 1""",1877.67,25,8,Y2017
165,,Brian Stuard,93,"75' 7""",1813,24,8,Y2017
166,,Shane Lowry,52,"75' 10""",379.17,5,2,Y2017
167,,Ryo Ishikawa,56,"76' 2""",1522.67,20,6,Y2017
168,,Jonathan Randolph,68,"76' 3""",990.83,13,5,Y2017
T169,,Charles Howell III,86,"76' 4""",1603.83,21,6,Y2017
T169,,Tyrone Van Aswegen,105,"76' 4""",1297.42,17,-2,Y2017
171,,Chad Collins,66,"76' 5""",1451.92,19,10,Y2017
172,,Ryan Blaum,100,"76' 11""",1692.08,22,5,Y2017
173,,Hunter Mahan,73,"77' 0""",924.08,12,4,Y2017
174,,Brandt Snedeker,53,"77' 5""",696.67,9,3,Y2017
175,,Rod Pampling,71,"77' 8""",1553.83,20,9,Y2017
176,,Shawn Stefani,72,"77' 11""",1401.75,18,8,Y2017
177,,Greg Chalmers,75,"78' 5""",1567.5,20,5,Y2017
178,,Richy Werenski,81,"78' 10""",1656.08,21,E,Y2017
179,,Ryan Brehm,83,"78' 11""",1736.83,22,E,Y2017
180,,Ernie Els,52,"79' 2""",1029,13,7,Y2017
181,,J.J. Henry,92,"82' 1""",1476.92,18,4,Y2017
182,,Russell Knox,75,"82' 5""",906.83,11,5,Y2017
183,,Graeme McDowell,56,"84' 6""",1098,13,5,Y2017
184,,Nicholas Lindheim,58,"85' 7""",1712.17,20,5,Y2017
T185,,Byeong Hun An,77,"87' 0""",957.33,11,4,Y2017
T185,,Kevin Kisner,105,"87' 0""",1479.08,17,2,Y2017
187,,David Hearn,93,"89' 0""",1602.17,18,10,Y2017
188,,Brian Campbell,55,"90' 6""",904.67,10,3,Y2017
189,,Fabián Gómez,61,"94' 9""",1231.33,13,4,Y2017
190,,Steve Wheatcroft,51,"111' 11""",1119.17,10,4,Y2017
1,1,D.A. Points,55,"43' 9""",918,21,1,Y2016
2,2,Rob Oppenheim,67,"50' 1""",1051.83,21,4,Y2016
3,3,Andrew Loupe,75,"50' 3""",753.5,15,-5,Y2016
4,4,Sergio Garcia,54,"50' 4""",402.83,8,-2,Y2016
5,5,Steve Stricker,53,"51' 2""",1432,28,1,Y2016
T6,T6,Kevin Na,96,"52' 0""",1611.25,31,4,Y2016
T6,T6,Scott Stallings,74,"52' 0""",1143.42,22,-4,Y2016
8,8,Luke Donald,81,"52' 3""",1672,32,5,Y2016
9,9,Jerry Kelly,76,"52' 10""",1108.92,21,1,Y2016
T10,T10,Hiroshi Iwata,85,"53' 4""",959.67,18,-2,Y2016
T10,T10,Phil Mickelson,75,"53' 4""",1440.92,27,-2,Y2016
T12,T12,Erik Compton,65,"54' 1""",1513.75,28,1,Y2016
T12,T12,Rhein Gibson,58,"54' 1""",810.92,15,2,Y2016
14,14,Zac Blair,99,"54' 6""",1036,19,5,Y2016
15,15,Webb Simpson,70,"54' 7""",1256.33,23,E,Y2016
