RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,ROUNDS,AVG DTP,TOTAL DISTANCE (FEET),# OF SHOTS,SCRAMBLING RANK,YEAR
T25,T25,Webb Simpson,87,"2' 8""",186.583,70,77,Y2014
T25,T25,Michael Thompson,74,"2' 8""",134.917,50,90,Y2014
T25,T25,Boo Weekley,73,"2' 8""",134,50,160,Y2014
T25,T25,Lee Westwood,57,"2' 8""",129.417,49,127,Y2014
T36,T36,Jason Bohn,81,"2' 9""",196.25,72,131,Y2014
T36,T36,Keegan Bradley,89,"2' 9""",173.833,64,14,Y2014
T36,T36,Brian Davis,93,"2' 9""",250.833,92,25,Y2014
T36,T36,Brendon de Jonge,109,"2' 9""",255.333,93,117,Y2014
T36,T36,Kevin Kisner,85,"2' 9""",221.833,80,122,Y2014
T36,T36,Hideki Matsuyama,82,"2' 9""",180.75,65,41,Y2014
T36,T36,Kevin Na,94,"2' 9""",202.083,73,4,Y2014
T36,T36,John Peterson,62,"2' 9""",214,79,134,Y2014
T36,T36,D.A. Points,75,"2' 9""",123.833,45,156,Y2014
T36,T36,Robert Streb,75,"2' 9""",179.417,66,80,Y2014
T36,T36,David Toms,64,"2' 9""",126.5,46,23,Y2014
T36,T36,Kevin Tway,64,"2' 9""",93.833,34,162,Y2014
T48,T48,Aaron Baddeley,74,"2' 10""",113.667,40,47,Y2014
T48,T48,Jonathan Byrd,76,"2' 10""",191.75,68,99,Y2014
T48,T48,Ángel Cabrera,69,"2' 10""",210.083,75,161,Y2014
T48,T48,Stewart Cink,91,"2' 10""",229.75,80,142,Y2014
T48,T48,Brice Garnett,92,"2' 10""",253.5,89,62,Y2014
T48,T48,Charles Howell III,106,"2' 10""",275.583,97,30,Y2014
T48,T48,Matt Jones,83,"2' 10""",215.25,76,133,Y2014
T48,T48,D.H. Lee,54,"2' 10""",130.083,46,86,Y2014
T48,T48,Justin Leonard,75,"2' 10""",209.5,74,6,Y2014
T48,T48,Andrew Loupe,65,"2' 10""",145.083,51,139,Y2014
T48,T48,Phil Mickelson,71,"2' 10""",127.75,45,20,Y2014
T48,T48,Bryce Molder,77,"2' 10""",160.75,56,44,Y2014
T48,T48,Ryan Palmer,85,"2' 10""",171.333,60,95,Y2014
T48,T48,Adam Scott,68,"2' 10""",148.25,52,37,Y2014
T48,T48,John Senden,99,"2' 10""",193,69,49,Y2014
T48,T48,Jordan Spieth,102,"2' 10""",216.667,77,13,Y2014
T48,T48,Brendon Todd,108,"2' 10""",268.167,94,7,Y2014
T48,T48,Camilo Villegas,95,"2' 10""",246.333,88,125,Y2014
T48,T48,Jimmy Walker,98,"2' 10""",191.583,67,91,Y2014
T48,T48,Gary Woodland,93,"2' 10""",177.667,63,50,Y2014
T68,T68,Scott Brown,100,"2' 11""",279.25,96,86,Y2014
T68,T68,Paul Casey,56,"2' 11""",120.25,41,128,Y2014
T68,T68,Sergio Garcia,61,"2' 11""",109.25,37,2,Y2014
T68,T68,Robert Garrigus,80,"2' 11""",249,86,116,Y2014
T68,T68,Chesson Hadley,84,"2' 11""",202.083,70,153,Y2014
T68,T68,Russell Henley,92,"2' 11""",187.75,64,170,Y2014
T68,T68,Jason Kokrak,65,"2' 11""",163.917,57,59,Y2014
T68,T68,Andres Romero,81,"2' 11""",227.667,77,52,Y2014
T68,T68,Tyrone Van Aswegen,79,"2' 11""",161.75,56,94,Y2014
T68,T68,Jhonattan Vegas,77,"2' 11""",203,69,72,Y2014
T68,T68,Bubba Watson,76,"2' 11""",158.167,54,74,Y2014
T68,T68,Y.E. Yang,79,"2' 11""",147.083,51,122,Y2014
T80,T80,Chad Campbell,57,"3' 0""",107.333,36,51,Y2014
T80,T80,Erik Compton,88,"3' 0""",230.083,76,83,Y2014
T80,T80,Ernie Els,85,"3' 0""",171.417,57,26,Y2014
T80,T80,Lucas Glover,68,"3' 0""",145.333,49,176,Y2014
T80,T80,Brian Harman,111,"3' 0""",314.333,106,60,Y2014
T80,T80,Justin Hicks,103,"3' 0""",257.417,87,146,Y2014
T80,T80,Dustin Johnson,58,"3' 0""",105.833,35,57,Y2014
T80,T80,Jerry Kelly,80,"3' 0""",166.583,56,16,Y2014
T80,T80,Davis Love III,74,"3' 0""",210,70,140,Y2014
T80,T80,Hunter Mahan,88,"3' 0""",215.25,72,148,Y2014
T80,T80,Rory McIlroy,66,"3' 0""",145.583,48,88,Y2014
T80,T80,Jeff Overton,80,"3' 0""",216.083,73,39,Y2014
T80,T80,Charl Schwartzel,64,"3' 0""",178.667,59,21,Y2014
T80,T80,Brendan Steele,89,"3' 0""",258,86,67,Y2014
T94,T94,Sangmoon Bae,76,"3' 1""",226.917,73,112,Y2014
T94,T94,Briny Baird,50,"3' 1""",160.583,52,118,Y2014
T94,T94,Steven Bowditch,93,"3' 1""",217.917,70,120,Y2014
T94,T94,Gonzalo Fernandez-Castaño,83,"3' 1""",192.5,63,100,Y2014
T94,T94,Luke Guthrie,85,"3' 1""",210.417,69,29,Y2014
T94,T94,James Hahn,82,"3' 1""",236.417,77,145,Y2014
T94,T94,Chris Kirk,105,"3' 1""",246.833,79,9,Y2014
T94,T94,Russell Knox,92,"3' 1""",295.167,96,8,Y2014
T94,T94,Brooks Koepka,56,"3' 1""",150.583,49,108,Y2014
T94,T94,Scott Langley,95,"3' 1""",261.833,84,21,Y2014
T94,T94,Jeff Maggert,54,"3' 1""",141,46,93,Y2014
T94,T94,Geoff Ogilvy,84,"3' 1""",240.667,78,137,Y2014
T94,T94,Louis Oosthuizen,50,"3' 1""",74.417,24,172,Y2014
T94,T94,Pat Perez,84,"3' 1""",259.917,85,46,Y2014
T94,T94,Carl Pettersson,91,"3' 1""",247.667,81,113,Y2014
T94,T94,Michael Putnam,106,"3' 1""",283.5,91,122,Y2014
T94,T94,Heath Slocum,71,"3' 1""",165.5,54,24,Y2014
T94,T94,Josh Teater,90,"3' 1""",212.167,68,102,Y2014
T94,T94,Johnson Wagner,69,"3' 1""",173.917,57,92,Y2014
T94,T94,Charlie Wi,72,"3' 1""",243.417,78,15,Y2014
T114,T114,Robert Allenby,83,"3' 2""",207.5,66,52,Y2014
T114,T114,Chad Collins,78,"3' 2""",137.75,44,60,Y2014
T114,T114,Jason Dufner,57,"3' 2""",131.917,42,166,Y2014
T114,T114,Brad Fritsch,50,"3' 2""",119.083,38,54,Y2014
T114,T114,J.J. Henry,91,"3' 2""",251.167,80,121,Y2014
T114,T114,Morgan Hoffmann,103,"3' 2""",287.833,91,106,Y2014
T114,T114,Billy Horschel,92,"3' 2""",146.167,46,144,Y2014
T114,T114,Trevor Immelman,84,"3' 2""",190.917,60,150,Y2014
T114,T114,Richard Lee,80,"3' 2""",212.5,67,32,Y2014
T114,T114,Spencer Levin,59,"3' 2""",158.667,50,55,Y2014
T114,T114,Graeme McDowell,66,"3' 2""",138.25,44,39,Y2014
T114,T114,Ryan Moore,86,"3' 2""",185.583,58,103,Y2014
T114,T114,Kevin Stadler,90,"3' 2""",150.167,48,159,Y2014
T114,T114,Shawn Stefani,60,"3' 2""",191,60,67,Y2014
T128,T128,Charlie Beljan,76,"3' 3""",232.25,72,162,Y2014
T128,T128,James Driscoll,71,"3' 3""",185.417,57,141,Y2014
T128,T128,Derek Ernst,80,"3' 3""",202.833,63,173,Y2014
T128,T128,Bill Haas,107,"3' 3""",238.25,73,43,Y2014
T128,T128,Jim Herman,62,"3' 3""",140.833,43,149,Y2014
T128,T128,Billy Hurley III,86,"3' 3""",220.75,68,26,Y2014
T128,T128,Freddie Jacobson,91,"3' 3""",242,74,28,Y2014
T128,T128,Martin Kaymer,65,"3' 3""",199.333,61,158,Y2014
T128,T128,Matt Kuchar,91,"3' 3""",246,76,12,Y2014
T128,T128,Troy Matteson,62,"3' 3""",199.5,62,168,Y2014
T128,T128,Troy Merritt,62,"3' 3""",176.417,54,130,Y2014
T128,T128,Kyle Stanley,87,"3' 3""",219.833,68,167,Y2014
T128,T128,Henrik Stenson,56,"3' 3""",107.417,33,171,Y2014
T128,T128,Bo Van Pelt,83,"3' 3""",212,65,101,Y2014
T142,T142,Jonas Blixt,64,"3' 4""",120.167,36,84,Y2014
T142,T142,Martin Flores,85,"3' 4""",215.583,65,111,Y2014
T142,T142,Brian Gay,81,"3' 4""",214.167,65,3,Y2014
T142,T142,Retief Goosen,94,"3' 4""",249.25,75,33,Y2014
T142,T142,Bronson La'Cassie,51,"3' 4""",115.417,35,48,Y2014
T142,T142,Brandt Snedeker,89,"3' 4""",186.833,56,66,Y2014
T148,T148,Ken Duke,80,"3' 5""",265.583,77,109,Y2014
T148,T148,Martin Laird,66,"3' 5""",213.75,62,157,Y2014
T148,T148,Wes Roach,67,"3' 5""",213.333,62,103,Y2014
T148,T148,Rory Sabbatini,82,"3' 5""",175.833,51,142,Y2014
T148,T148,Scott Stallings,77,"3' 5""",227.167,66,154,Y2014
T148,T148,Kevin Streelman,79,"3' 5""",239.167,70,155,Y2014
T148,T148,Hudson Swafford,75,"3' 5""",176.083,52,169,Y2014
T148,T148,Tim Wilkinson,86,"3' 5""",203.75,60,10,Y2014
T156,T156,Harris English,95,"3' 6""",264.083,75,110,Y2014
T156,T156,John Rollins,84,"3' 6""",191,55,165,Y2014
T156,T156,Brian Stuard,91,"3' 6""",277.333,80,41,Y2014
T159,T159,Tim Clark,75,"3' 7""",230.917,64,70,Y2014
T159,T159,David Hearn,97,"3' 7""",238.333,67,35,Y2014
T159,T159,John Merrick,87,"3' 7""",252.333,70,175,Y2014
T159,T159,Ian Poulter,57,"3' 7""",181.417,51,98,Y2014
T159,T159,Andrew Svoboda,77,"3' 7""",257.083,71,77,Y2014
T159,T159,Cameron Tringale,111,"3' 7""",293,82,70,Y2014
T159,T159,Willy Wilcox,51,"3' 7""",131.417,37,81,Y2014
T166,T166,Woody Austin,63,"3' 8""",255,70,146,Y2014
T166,T166,Danny Lee,84,"3' 8""",314,85,105,Y2014
T166,T166,Will MacKenzie,82,"3' 8""",270.25,73,134,Y2014
T166,T166,"Ted Potter, Jr.",68,"3' 8""",229,62,11,Y2014
T170,T170,Stuart Appleby,92,"3' 9""",331.75,89,34,Y2014
T170,T170,Tommy Gainey,73,"3' 9""",265.667,71,174,Y2014
T172,T172,Ryo Ishikawa,75,"3' 10""",251.25,66,152,Y2014
T172,T172,Sean O'Hair,77,"3' 10""",251,65,63,Y2014
174,174,Nicholas Thompson,85,"3' 11""",243.083,62,164,Y2014
175,175,Jim Renner,61,"4' 0""",233.417,58,177,Y2014
176,176,John Huh,87,"4' 1""",290.75,71,107,Y2014
177,177,Jason Day,54,"4' 5""",128,29,5,Y2014
