RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,ROUNDS,AVG,TOTAL DISTANCE (FEET),# OF ATTEMPTS,RELATIVE TO PAR,YEAR
T39,,Dustin Johnson,77,"47' 9""",1385.33,29,E,Y2018
41,,Hudson Swafford,73,"47' 11""",958.25,20,E,Y2018
42,,Jon Rahm,71,"48' 0""",815.75,17,4,Y2018
T43,,Anirban Lahiri,82,"48' 1""",2017.75,42,7,Y2018
T43,,Kyle Thompson,50,"48' 1""",1008.92,21,1,Y2018
45,,Chesson Hadley,103,"48' 3""",2414.17,50,4,Y2018
T46,,Si Woo Kim,108,"48' 6""",2135.25,44,10,Y2018
T46,,Harold Varner III,91,"48' 6""",1698.75,35,2,Y2018
48,,Paul Casey,74,"48' 7""",1408.67,29,5,Y2018
49,,Cameron Percy,56,"48' 10""",1319.08,27,4,Y2018
T50,,Rafa Cabrera Bello,75,"49' 1""",1571.33,32,4,Y2018
T50,,Keith Mitchell,99,"49' 1""",2111.25,43,-2,Y2018
T52,,Jim Furyk,50,"49' 5""",1729.08,35,E,Y2018
T52,,Patrick Reed,94,"49' 5""",2717.58,55,9,Y2018
54,,Brendan Steele,74,"49' 6""",1337.5,27,1,Y2018
55,,Matt Jones,70,"49' 7""",1040.75,21,6,Y2018
T56,,Danny Lee,88,"49' 8""",2233.67,45,3,Y2018
T56,,J.J. Spaun,85,"49' 8""",1936.75,39,13,Y2018
T58,,Kevin Kisner,89,"49' 9""",1989.92,40,8,Y2018
T58,,Matt Kuchar,88,"49' 9""",1990.42,40,5,Y2018
T58,,David Lingmerth,82,"49' 9""",1742.17,35,6,Y2018
61,,Justin Thomas,91,"49' 10""",2043.58,41,7,Y2018
T62,,Kevin Chappell,77,"49' 11""",1148.92,23,3,Y2018
T62,,Austin Cook,107,"49' 11""",2347.75,47,7,Y2018
T62,,Tyler Duncan,97,"49' 11""",2245.25,45,12,Y2018
T65,,Ryan Blaum,81,"50' 0""",2048.75,41,11,Y2018
T65,,Ben Crane,65,"50' 0""",1349.08,27,9,Y2018
T65,,Fabián Gómez,88,"50' 0""",2500.5,50,14,Y2018
T65,,Bubba Watson,90,"50' 0""",1349.17,27,4,Y2018
69,,Jordan Spieth,81,"50' 1""",1802.08,36,5,Y2018
70,,Ollie Schniederjans,91,"50' 3""",3115.75,62,17,Y2018
71,,Charley Hoffman,87,"50' 4""",1560.58,31,7,Y2018
72,,Ethan Tracy,72,"50' 5""",1511.83,30,3,Y2018
T73,,Kiradech Aphibarnrat,51,"50' 6""",858.17,17,3,Y2018
T73,,Tiger Woods,68,"50' 6""",3078.75,61,13,Y2018
T75,,Ricky Barnes,65,"50' 10""",2235,44,14,Y2018
T75,,Sam Ryder,82,"50' 10""",1933.17,38,10,Y2018
T75,,Richy Werenski,98,"50' 10""",1881.92,37,12,Y2018
78,,Martin Flores,92,"50' 11""",2139.83,42,12,Y2018
79,,Patton Kizzire,92,"51' 0""",2500.25,49,13,Y2018
80,,Brandon Harkins,101,"51' 1""",2553.92,50,9,Y2018
81,,Derek Fathauer,84,"51' 2""",2915.25,57,12,Y2018
82,,Cody Gribble,71,"51' 5""",1542.58,30,6,Y2018
T83,,Bronson Burgoon,69,"51' 6""",1287.92,25,11,Y2018
T83,,"Ted Potter, Jr.",87,"51' 6""",2573.5,50,16,Y2018
T83,,Andrew Yun,51,"51' 6""",1082,21,6,Y2018
T86,,Corey Conners,97,"51' 7""",1547.67,30,4,Y2018
T86,,Russell Henley,77,"51' 7""",1393.58,27,7,Y2018
T86,,Michael Kim,74,"51' 7""",2579.33,50,22,Y2018
T86,,Andrew Landry,82,"51' 7""",2064.42,40,8,Y2018
90,,Matt Every,79,"51' 9""",1914.33,37,14,Y2018
T91,,Sung Kang,89,"51' 11""",2960.67,57,20,Y2018
T91,,Chez Reavie,93,"51' 11""",1452.5,28,8,Y2018
93,,Aaron Baddeley,84,"52' 0""",2860.92,55,6,Y2018
94,,Retief Goosen,60,"52' 1""",1146.25,22,6,Y2018
95,,William McGirt,84,"52' 2""",3077.75,59,4,Y2018
T96,,Charles Howell III,104,"52' 3""",2246.67,43,8,Y2018
T96,,Brett Stegmaier,67,"52' 3""",1620,31,4,Y2018
T98,,Brian Harman,94,"52' 5""",1730.67,33,4,Y2018
T98,,Tom Hoge,101,"52' 5""",3198.33,61,11,Y2018
T98,,Rod Pampling,62,"52' 5""",1362.42,26,11,Y2018
T101,,Jonathan Byrd,70,"52' 8""",1264.5,24,8,Y2018
T101,,Adam Schenk,86,"52' 8""",2319.08,44,1,Y2018
T101,,Nick Watney,94,"52' 8""",2580.33,49,12,Y2018
104,,Brandt Snedeker,84,"52' 9""",2110.42,40,11,Y2018
T105,,Bill Haas,76,"52' 10""",2535,48,8,Y2018
T105,,Ryan Moore,78,"52' 10""",1690.25,32,7,Y2018
T105,,Webb Simpson,95,"52' 10""",2164.5,41,7,Y2018
108,,Tommy Fleetwood,73,"52' 11""",1429.5,27,9,Y2018
T109,,Daniel Berger,81,"53' 0""",1538,29,8,Y2018
T109,,Xander Schauffele,96,"53' 0""",2383.5,45,10,Y2018
111,,Martin Piller,79,"53' 2""",2550.33,48,14,Y2018
112,,Denny McCarthy,71,"53' 3""",958,18,5,Y2018
113,,Johnson Wagner,75,"53' 4""",1973.75,37,7,Y2018
114,,Hideki Matsuyama,75,"53' 10""",1346.58,25,5,Y2018
T115,,Tom Lovelady,87,"53' 11""",1940.25,36,14,Y2018
T115,,Nick Taylor,94,"53' 11""",2317.83,43,11,Y2018
T117,,Grayson Murray,72,"54' 0""",1783.08,33,8,Y2018
T117,,Xinjun Zhang,81,"54' 0""",1026.08,19,2,Y2018
T119,,Joel Dahmen,93,"54' 1""",2002.33,37,7,Y2018
T119,,Luke List,98,"54' 1""",2002.08,37,-5,Y2018
121,,Michael Thompson,62,"54' 3""",1084.58,20,-1,Y2018
T122,,Rob Oppenheim,74,"54' 4""",2606.67,48,13,Y2018
T122,,Conrad Shindler,60,"54' 4""",1413,26,5,Y2018
T124,,Blayne Barber,69,"54' 5""",1851.5,34,11,Y2018
T124,,Brice Garnett,99,"54' 5""",3045.83,56,17,Y2018
T124,,Talor Gooch,78,"54' 5""",2830.92,52,16,Y2018
T127,,Billy Horschel,86,"54' 8""",2022.83,37,12,Y2018
T127,,Troy Merritt,89,"54' 8""",2296.5,42,11,Y2018
T127,,Vaughn Taylor,83,"54' 8""",2240.75,41,14,Y2018
130,,John Huh,94,"54' 11""",3512.33,64,11,Y2018
131,,Satoshi Kodaira,51,"55' 0""",1155,21,3,Y2018
132,,Andrew Putnam,97,"55' 1""",3086.42,56,9,Y2018
T133,,Kelly Kraft,94,"55' 2""",2539,46,11,Y2018
T133,,Martin Laird,73,"55' 2""",1929.83,35,8,Y2018
T133,,Alex Noren,67,"55' 2""",1710,31,11,Y2018
T136,,Abraham Ancer,98,"55' 6""",2498.25,45,17,Y2018
T136,,Scott Brown,102,"55' 6""",3054.33,55,19,Y2018
T138,,Byeong Hun An,86,"55' 9""",2619.92,47,10,Y2018
T138,,Pat Perez,82,"55' 9""",1895.42,34,10,Y2018
140,,Kyle Stanley,93,"55' 10""",1508.17,27,11,Y2018
141,,Alex Cejka,77,"55' 11""",2514.75,45,15,Y2018
142,,Brooks Koepka,64,"56' 1""",1571.08,28,5,Y2018
T143,,Emiliano Grillo,94,"56' 2""",2191.5,39,11,Y2018
T143,,Zach Johnson,94,"56' 2""",2414.75,43,8,Y2018
T145,,Jonas Blixt,67,"56' 4""",1632.75,29,8,Y2018
T145,,Kevin Na,91,"56' 4""",2423.58,43,4,Y2018
T147,,Brian Gay,103,"56' 5""",2877.83,51,15,Y2018
T147,,Adam Hadwin,92,"56' 5""",1861.42,33,10,Y2018
T147,,Rory Sabbatini,91,"56' 5""",1917.58,34,10,Y2018
150,,Cameron Tringale,67,"56' 6""",2485.75,44,11,Y2018
151,,Zac Blair,64,"56' 8""",1755.92,31,9,Y2018
152,,Kevin Tway,110,"56' 10""",3693.58,65,14,Y2018
T153,,Roberto Díaz,72,"56' 11""",2164.33,38,19,Y2018
T153,,Rickie Fowler,74,"56' 11""",2050.17,36,7,Y2018
T153,,Marc Leishman,93,"56' 11""",2790.75,49,17,Y2018
T153,,Seamus Power,86,"56' 11""",2618.33,46,13,Y2018
T157,,Zecheng Dou,53,"57' 3""",1373.67,24,7,Y2018
T157,,Russell Knox,94,"57' 3""",2233.42,39,8,Y2018
T159,,Stephan Jaeger,81,"57' 6""",1666.33,29,11,Y2018
T159,,Jimmy Walker,81,"57' 6""",2589,45,15,Y2018
T161,,Ryan Palmer,69,"57' 7""",1208.58,21,6,Y2018
T161,,Gary Woodland,96,"57' 7""",1727,30,5,Y2018
T163,,Nicholas Lindheim,77,"57' 8""",1961.25,34,7,Y2018
T163,,Chris Stroud,81,"57' 8""",2191.25,38,8,Y2018
165,,Harris English,84,"57' 9""",2253.75,39,9,Y2018
166,,Tony Finau,105,"58' 3""",2971.92,51,11,Y2018
T167,,Tyrrell Hatton,58,"58' 5""",1401.17,24,5,Y2018
T167,,Mackenzie Hughes,80,"58' 5""",2686.67,46,18,Y2018
169,,Jonathan Randolph,71,"58' 7""",2460,42,13,Y2018
170,,Shane Lowry,64,"58' 8""",1759.08,30,8,Y2018
171,,Jason Day,75,"58' 10""",1765.58,30,5,Y2018
172,,Wesley Bryan,69,"59' 2""",2483.58,42,10,Y2018
173,,Dominic Bozzelli,65,"59' 4""",3202.92,54,10,Y2018
174,,Ben Silverman,90,"59' 9""",3405.67,57,24,Y2018
175,,Robert Streb,78,"59' 10""",2873.58,48,11,Y2018
176,,Peter Malnati,87,"60' 2""",2888,48,12,Y2018
T177,,D.A. Points,63,"60' 3""",1806.42,30,7,Y2018
T177,,Patrick Rodgers,97,"60' 3""",2288.83,38,8,Y2018
T177,,Tyrone Van Aswegen,101,"60' 3""",4097.42,68,28,Y2018
180,,Trey Mullinax,75,"60' 6""",1753.5,29,-3,Y2018
T181,,Ryan Armour,109,"60' 7""",1998.17,33,2,Y2018
T181,,Whee Kim,93,"60' 7""",3390.5,56,24,Y2018
183,,Daniel Summerhays,51,"62' 7""",1752.67,28,11,Y2018
184,,Louis Oosthuizen,62,"63' 3""",1075.92,17,2,Y2018
185,,Jason Dufner,71,"63' 5""",1838.67,29,7,Y2018
186,,Greg Chalmers,56,"65' 6""",1769.08,27,8,Y2018
187,,Steve Wheatcroft,60,"65' 9""",920.42,14,5,Y2018
188,,Hunter Mahan,67,"67' 0""",1741.08,26,9,Y2018
189,,Adam Scott,78,"67' 7""",1554.75,23,9,Y2018
190,,Sean O'Hair,67,"67' 8""",1894.75,28,13,Y2018
191,,Matt Atkins,56,"69' 2""",1314.5,19,5,Y2018
192,,Graeme McDowell,67,"69' 10""",1605.42,23,8,Y2018
193,,Francesco Molinari,73,"70' 4""",2040.5,29,15,Y2018
1,,Jon Rahm,90,"33' 2""",464.33,14,E,Y2017
2,,Jim Herman,77,"34' 11""",872.08,25,-2,Y2017
3,,Rory McIlroy,51,"35' 10""",322.58,9,1,Y2017
4,,Jordan Spieth,85,"39' 0""",1286.5,33,-5,Y2017
5,,Nick Watney,75,"40' 5""",1172.08,29,E,Y2017
6,,Bud Cauley,92,"41' 8""",1499.25,36,10,Y2017
7,,Bubba Watson,71,"43' 0""",989.17,23,7,Y2017
T8,,Webb Simpson,102,"43' 4""",1645.58,38,-2,Y2017
T8,,Tyrone Van Aswegen,105,"43' 4""",2771.33,64,7,Y2017
10,,Ryan Palmer,61,"43' 5""",1476.08,34,9,Y2017
11,,Brett Drewitt,57,"43' 10""",1490.08,34,6,Y2017
12,,Ken Duke,77,"44' 1""",1543,35,6,Y2017
13,,Harris English,84,"44' 4""",2303.5,52,11,Y2017
14,,Matt Kuchar,95,"44' 7""",1603.92,36,8,Y2017
T15,,Smylie Kaufman,76,"44' 11""",1527.58,34,4,Y2017
T15,,Andrew Loupe,55,"44' 11""",1346.25,30,8,Y2017
17,,Chad Campbell,97,"45' 4""",2899.42,64,8,Y2017
18,,J.T. Poston,95,"45' 6""",1956.67,43,3,Y2017
T19,,Patrick Cantlay,52,"45' 7""",775.08,17,1,Y2017
T19,,Charl Schwartzel,63,"45' 7""",1824.83,40,10,Y2017
21,,Kevin Tway,96,"45' 8""",1644.5,36,5,Y2017
T22,,Luke List,102,"45' 9""",2334.92,51,8,Y2017
T22,,Ben Martin,86,"45' 9""",1785.67,39,6,Y2017
24,,Jonathan Randolph,68,"45' 11""",1101.5,24,3,Y2017
25,,Dustin Johnson,77,"46' 1""",1429.75,31,-8,Y2017
26,,Jhonattan Vegas,95,"46' 2""",1937.33,42,-2,Y2017
27,,Jonas Blixt,74,"46' 5""",1579.08,34,12,Y2017
28,,David Lingmerth,79,"46' 6""",1672.67,36,10,Y2017
29,,Jason Dufner,89,"46' 7""",1909.42,41,15,Y2017
30,,Mark Hubbard,81,"46' 8""",1493.83,32,7,Y2017
T31,,Roberto Castro,70,"46' 9""",1121.17,24,5,Y2017
T31,,Xander Schauffele,96,"46' 9""",1729.17,37,10,Y2017
33,,Brad Fritsch,56,"46' 11""",1595.08,34,7,Y2017
34,,Kevin Na,86,"47' 0""",2068,44,4,Y2017
35,,Justin Thomas,86,"47' 1""",1459.33,31,2,Y2017
36,,Louis Oosthuizen,69,"47' 3""",1417,30,5,Y2017
37,,Mark Anderson,54,"47' 4""",1183.67,25,2,Y2017
38,,Whee Kim,74,"47' 8""",1573.67,33,9,Y2017
39,,D.A. Points,68,"47' 11""",1965.92,41,13,Y2017
40,,Shane Lowry,52,"48' 0""",863.33,18,2,Y2017
T41,,Miguel Angel Carballo,63,"48' 3""",964.83,20,E,Y2017
T41,,Nick Taylor,97,"48' 3""",2169.67,45,13,Y2017
43,,Tim Wilkinson,64,"48' 4""",1450.5,30,6,Y2017
44,,Tony Finau,106,"48' 6""",2571.92,53,11,Y2017
45,,Spencer Levin,89,"48' 7""",1408,29,8,Y2017
46,,Patrick Rodgers,76,"48' 8""",2045.67,42,7,Y2017
T47,,Zac Blair,105,"49' 0""",2108.42,43,5,Y2017
T47,,Martin Flores,88,"49' 0""",1713.67,35,11,Y2017
49,,Danny Lee,93,"49' 1""",2158.33,44,18,Y2017
50,,Aaron Baddeley,61,"49' 2""",1621.17,33,5,Y2017
T51,,Ryan Armour,63,"49' 4""",1036.5,21,3,Y2017
T51,,Scott Brown,95,"49' 4""",2517.75,51,12,Y2017
T51,,Fabián Gómez,61,"49' 4""",1925.58,39,6,Y2017
T51,,Billy Horschel,88,"49' 4""",1876.17,38,6,Y2017
T55,,Paul Casey,94,"49' 5""",1777.67,36,2,Y2017
T55,,Patton Kizzire,84,"49' 5""",2568.42,52,9,Y2017
T55,,Justin Rose,66,"49' 5""",2075.5,42,9,Y2017
T55,,Ollie Schniederjans,92,"49' 5""",3063.58,62,5,Y2017
T59,,Ricky Barnes,100,"49' 6""",2967.92,60,9,Y2017
T59,,Hideki Matsuyama,83,"49' 6""",1731.42,35,4,Y2017
61,,Luke Donald,50,"49' 8""",1638.42,33,10,Y2017
T62,,Tom Hoge,54,"49' 10""",1345.83,27,10,Y2017
T62,,Kyle Reifers,96,"49' 10""",1894.08,38,7,Y2017
64,,Ben Crane,86,"50' 0""",2099.33,42,12,Y2017
T65,,David Hearn,93,"50' 1""",2053.83,41,5,Y2017
T65,,Jason Kokrak,95,"50' 1""",1901.75,38,9,Y2017
T65,,Geoff Ogilvy,80,"50' 1""",1652.67,33,9,Y2017
68,,Pat Perez,93,"50' 2""",2559.58,51,7,Y2017
69,,Robert Streb,98,"50' 3""",2562.08,51,8,Y2017
T70,,Chad Collins,66,"50' 4""",1762.67,35,9,Y2017
T70,,Brett Stegmaier,78,"50' 4""",1760.5,35,8,Y2017
T72,,Bill Haas,92,"50' 6""",2374.25,47,14,Y2017
T72,,Michael Kim,94,"50' 6""",1969.17,39,6,Y2017
T72,,Nicholas Lindheim,58,"50' 6""",1617,32,12,Y2017
T75,,Ernie Els,52,"50' 7""",860.5,17,2,Y2017
T75,,Phil Mickelson,85,"50' 7""",2276.42,45,13,Y2017
T75,,Brendan Steele,89,"50' 7""",2124,42,7,Y2017
78,,Martin Laird,83,"50' 8""",1773.75,35,7,Y2017
79,,Adam Scott,58,"50' 9""",1471.42,29,3,Y2017
T80,,Jim Furyk,54,"50' 10""",1321.5,26,1,Y2017
T80,,J.J. Henry,92,"50' 10""",3153.75,62,16,Y2017
T80,,Ryan Moore,82,"50' 10""",1881.58,37,12,Y2017
T80,,Seung-Yul Noh,91,"50' 10""",2237.75,44,15,Y2017
84,,Marc Leishman,94,"51' 0""",2752.5,54,6,Y2017
T85,,William McGirt,89,"51' 3""",1178,23,5,Y2017
T85,,Camilo Villegas,76,"51' 3""",2359.17,46,21,Y2017
T87,,Charles Howell III,86,"51' 5""",2418,47,7,Y2017
T87,,Brian Stuard,93,"51' 5""",1800.5,35,12,Y2017
89,,Ryan Brehm,83,"51' 7""",1752.83,34,5,Y2017
T90,,Keegan Bradley,104,"51' 11""",2441.33,47,10,Y2017
T90,,Morgan Hoffmann,92,"51' 11""",2334.58,45,9,Y2017
T90,,Hudson Swafford,94,"51' 11""",2492.58,48,11,Y2017
93,,Sergio Garcia,65,"52' 1""",1614.58,31,9,Y2017
T94,,Cody Gribble,79,"52' 2""",1512.42,29,7,Y2017
T94,,Anirban Lahiri,72,"52' 2""",2087.17,40,16,Y2017
96,,Brandt Snedeker,53,"52' 3""",888.5,17,1,Y2017
T97,,Brian Campbell,55,"52' 5""",838,16,1,Y2017
T97,,Stewart Cink,93,"52' 5""",1939,37,6,Y2017
T97,,Jason Day,71,"52' 5""",1938,37,E,Y2017
100,,Scott Stallings,81,"52' 6""",1627.5,31,15,Y2017
101,,Cameron Smith,86,"52' 8""",2579.33,49,10,Y2017
102,,Jason Bohn,75,"52' 11""",2326.5,44,18,Y2017
103,,Chris Kirk,89,"53' 0""",2012.75,38,13,Y2017
T104,,Derek Fathauer,81,"53' 2""",2234.17,42,15,Y2017
T104,,Scott Piercy,70,"53' 2""",1223.67,23,11,Y2017
T106,,Wesley Bryan,95,"53' 5""",3046.08,57,8,Y2017
T106,,Greg Chalmers,75,"53' 5""",2191.17,41,13,Y2017
108,,Robert Garrigus,78,"53' 6""",1551.42,29,10,Y2017
T109,,Steven Alker,69,"53' 7""",1554,29,9,Y2017
T109,,Cameron Tringale,89,"53' 7""",2678.42,50,12,Y2017
T111,,Retief Goosen,52,"53' 8""",1825.75,34,12,Y2017
T111,,John Huh,92,"53' 8""",2842.75,53,11,Y2017
T111,,Harold Varner III,101,"53' 8""",2791.25,52,13,Y2017
T114,,K.J. Choi,72,"53' 9""",1774.33,33,3,Y2017
T114,,Billy Hurley III,80,"53' 9""",2149,40,19,Y2017
116,,Sean O'Hair,84,"53' 10""",1882.92,35,6,Y2017
117,,Søren Kjeldsen,58,"53' 11""",1077.75,20,6,Y2017
T118,,Rory Sabbatini,71,"54' 0""",971.58,18,4,Y2017
T118,,Vaughn Taylor,90,"54' 0""",2105,39,10,Y2017
T118,,Jimmy Walker,68,"54' 0""",2106.75,39,14,Y2017
T121,,Ryo Ishikawa,56,"54' 1""",1569.08,29,13,Y2017
T121,,Johnson Wagner,71,"54' 1""",1621.33,30,13,Y2017
T123,,Bryson DeChambeau,91,"54' 5""",2012.17,37,9,Y2017
T123,,James Hahn,96,"54' 5""",2501.92,46,8,Y2017
T123,,Tag Ridings,67,"54' 5""",1359.58,25,2,Y2017
126,,Andres Gonzales,73,"54' 8""",1804.5,33,10,Y2017
127,,Branden Grace,70,"54' 9""",1478.83,27,1,Y2017
T128,,Kevin Chappell,95,"54' 10""",1644.67,30,6,Y2017
T128,,Sung Kang,104,"54' 10""",3233.67,59,16,Y2017
130,,Lucas Glover,93,"54' 11""",2085.75,38,15,Y2017
131,,Ryan Blaum,100,"55' 0""",2915.58,53,19,Y2017
T132,,Patrick Reed,107,"55' 3""",3150.17,57,20,Y2017
T132,,Daniel Summerhays,100,"55' 3""",2376.33,43,17,Y2017
134,,Seamus Power,86,"55' 4""",2434.08,44,E,Y2017
T135,,Rickie Fowler,78,"55' 5""",1607.75,29,10,Y2017
T135,,Adam Hadwin,98,"55' 5""",2549,46,13,Y2017
T135,,Shawn Stefani,72,"55' 5""",2494.92,45,17,Y2017
T138,,Peter Malnati,91,"55' 6""",2109.75,38,6,Y2017
T138,,Boo Weekley,75,"55' 6""",1720.17,31,7,Y2017
T140,,Blayne Barber,77,"55' 7""",2499.67,45,16,Y2017
T140,,Rafa Cabrera Bello,63,"55' 7""",1333.17,24,7,Y2017
142,,Chris Stroud,67,"55' 8""",1448.17,26,8,Y2017
143,,Ian Poulter,72,"55' 9""",2230.25,40,10,Y2017
T144,,Russell Henley,99,"56' 1""",2805.17,50,12,Y2017
T144,,Troy Merritt,82,"56' 1""",2188.42,39,7,Y2017
146,,Kevin Kisner,105,"56' 2""",2469.92,44,15,Y2017
147,,Sam Saunders,76,"56' 7""",2149.25,38,10,Y2017
148,,Francesco Molinari,75,"56' 8""",1644.17,29,12,Y2017
T149,,Russell Knox,75,"56' 11""",1763.17,31,7,Y2017
T149,,C.T. Pan,88,"56' 11""",2673.5,47,14,Y2017
T149,,J.J. Spaun,92,"56' 11""",2277.17,40,15,Y2017
T149,,Gary Woodland,94,"56' 11""",2448.42,43,10,Y2017
T153,,Graeme McDowell,56,"57' 7""",1497.58,26,9,Y2017
T153,,Rod Pampling,71,"57' 7""",2533.08,44,10,Y2017
T153,,Steve Wheatcroft,51,"57' 7""",1094.25,19,1,Y2017
T156,,Dominic Bozzelli,69,"57' 8""",1845.92,32,9,Y2017
T156,,Gonzalo Fernandez-Castaño,63,"57' 8""",1787.42,31,4,Y2017
158,,Sebastián Muñoz,51,"57' 9""",1385.33,24,9,Y2017
T159,,Graham DeLaet,82,"57' 10""",1446.33,25,11,Y2017
T159,,Bryce Molder,74,"57' 10""",3238.5,56,9,Y2017
161,,Chez Reavie,98,"57' 11""",1563.08,27,10,Y2017
T162,,Brandon Hagy,85,"58' 0""",2842.83,49,11,Y2017
T162,,Charley Hoffman,112,"58' 0""",2435.83,42,5,Y2017
T162,,Carl Pettersson,63,"58' 0""",2377.42,41,15,Y2017
165,,Emiliano Grillo,90,"58' 1""",1743.17,30,11,Y2017
166,,Cameron Percy,71,"58' 3""",1923,33,13,Y2017
167,,Rick Lamb,54,"58' 4""",1165.83,20,15,Y2017
168,,Zach Johnson,81,"58' 6""",3159.75,54,17,Y2017
169,,Kyle Stanley,104,"58' 7""",2461.08,42,13,Y2017
170,,Grayson Murray,94,"58' 8""",2405.5,41,18,Y2017
T171,,Byeong Hun An,77,"58' 11""",1709.5,29,7,Y2017
T171,,Kelly Kraft,75,"58' 11""",2298.5,39,17,Y2017
173,,Trey Mullinax,88,"60' 0""",1560.58,26,11,Y2017
174,,Mackenzie Hughes,106,"60' 1""",3306,55,15,Y2017
175,,Matt Jones,64,"60' 3""",1929,32,9,Y2017
176,,Hunter Mahan,73,"60' 4""",1809.92,30,8,Y2017
177,,Steven Bowditch,59,"60' 5""",2115.83,35,14,Y2017
178,,Richy Werenski,81,"60' 8""",1456.5,24,15,Y2017
T179,,Daniel Berger,91,"61' 5""",2640,43,14,Y2017
T179,,Alex Cejka,85,"61' 5""",2763.17,45,14,Y2017
181,,Brooks Koepka,88,"61' 8""",2034,33,7,Y2017
182,,Matt Every,76,"62' 3""",2489.42,40,19,Y2017
183,,Brian Harman,104,"62' 6""",3438,55,16,Y2017
184,,Kevin Streelman,90,"62' 9""",2258.25,36,3,Y2017
185,,Julián Etulain,68,"63' 0""",1764.42,28,7,Y2017
186,,Si Woo Kim,80,"63' 5""",2408.58,38,15,Y2017
T187,,Brian Gay,82,"64' 0""",3136.42,49,15,Y2017
T187,,Jamie Lovemark,98,"64' 0""",2177.17,34,2,Y2017
189,,Michael Thompson,60,"64' 1""",1987,31,8,Y2017
190,,J.B. Holmes,83,"72' 11""",2187.58,30,10,Y2017
1,1,Webb Simpson,70,"37' 3""",1117.25,30,4,Y2016
2,2,Anirban Lahiri,72,"40' 1""",1403.58,35,2,Y2016
3,3,Ryan Palmer,86,"42' 4""",1737.17,41,4,Y2016
4,4,Vaughn Taylor,72,"42' 7""",1745.92,41,9,Y2016
T5,T5,Shane Lowry,57,"42' 9""",855.75,20,3,Y2016
T5,T5,Charl Schwartzel,73,"42' 9""",1539.92,36,8,Y2016
7,7,Adam Scott,79,"42' 10""",1454.92,34,4,Y2016
8,8,Chez Reavie,90,"43' 9""",1663.83,38,1,Y2016
T9,T9,Jason Gore,78,"43' 10""",1622.83,37,6,Y2016
T9,T9,Dawie van der Walt,72,"43' 10""",1270.08,29,5,Y2016
11,11,Ricky Barnes,97,"44' 1""",2555.92,58,1,Y2016
12,12,Robert Streb,87,"44' 3""",2167.42,49,6,Y2016
T13,T13,Vijay Singh,72,"44' 6""",2002.58,45,8,Y2016
